result/tencentBlock.ns8388.oracleGeneral.zst LeCaR cache size      306, 4268880 req, miss ratio 0.4893, byte miss ratio 0.4893
result/tencentBlock.ns8388.oracleGeneral.zst LeCaR cache size      918, 4268880 req, miss ratio 0.3244, byte miss ratio 0.3244
result/tencentBlock.ns8388.oracleGeneral.zst LeCaR cache size     3061, 4268880 req, miss ratio 0.1945, byte miss ratio 0.1945
result/tencentBlock.ns8388.oracleGeneral.zst LeCaR cache size     9185, 4268880 req, miss ratio 0.1731, byte miss ratio 0.1731
result/tencentBlock.ns8388.oracleGeneral.zst LeCaR cache size    30619, 4268880 req, miss ratio 0.1219, byte miss ratio 0.1219
result/tencentBlock.ns8388.oracleGeneral.zst LeCaR cache size    61239, 4268880 req, miss ratio 0.0933, byte miss ratio 0.0933
result/tencentBlock.ns8388.oracleGeneral.zst LeCaR cache size   122479, 4268880 req, miss ratio 0.0744, byte miss ratio 0.0744
result/tencentBlock.ns8388.oracleGeneral.zst LeCaR cache size   244959, 4268880 req, miss ratio 0.0719, byte miss ratio 0.0719
result/tencentBlock.ns8388.oracleGeneral.zst Clock cache size      306, 4268880 req, miss ratio 0.5113, byte miss ratio 0.5113
result/tencentBlock.ns8388.oracleGeneral.zst Clock cache size      918, 4268880 req, miss ratio 0.3249, byte miss ratio 0.3249
result/tencentBlock.ns8388.oracleGeneral.zst Clock cache size     3061, 4268880 req, miss ratio 0.2049, byte miss ratio 0.2049
result/tencentBlock.ns8388.oracleGeneral.zst Clock cache size     9185, 4268880 req, miss ratio 0.1736, byte miss ratio 0.1736
result/tencentBlock.ns8388.oracleGeneral.zst Clock cache size    30619, 4268880 req, miss ratio 0.1264, byte miss ratio 0.1264
result/tencentBlock.ns8388.oracleGeneral.zst Clock cache size    61239, 4268880 req, miss ratio 0.0969, byte miss ratio 0.0969
result/tencentBlock.ns8388.oracleGeneral.zst Clock cache size   122479, 4268880 req, miss ratio 0.0765, byte miss ratio 0.0765
result/tencentBlock.ns8388.oracleGeneral.zst Clock cache size   244959, 4268880 req, miss ratio 0.0719, byte miss ratio 0.0719
result/tencentBlock.ns8388.oracleGeneral.zst LHD cache size      306, 4268880 req, miss ratio 0.4574, byte miss ratio 0.4574
result/tencentBlock.ns8388.oracleGeneral.zst LHD cache size      918, 4268880 req, miss ratio 0.3203, byte miss ratio 0.3203
