result/tencentBlock.ns1468.oracleGeneral.zst Clock cache size      216, 78202289 req, miss ratio 0.0116, byte miss ratio 0.0116
result/tencentBlock.ns1468.oracleGeneral.zst Clock cache size      649, 78202289 req, miss ratio 0.0074, byte miss ratio 0.0074
result/tencentBlock.ns1468.oracleGeneral.zst Clock cache size     2166, 78202289 req, miss ratio 0.0070, byte miss ratio 0.0070
result/tencentBlock.ns1468.oracleGeneral.zst Clock cache size     6499, 78202289 req, miss ratio 0.0070, byte miss ratio 0.0070
result/tencentBlock.ns1468.oracleGeneral.zst Clock cache size    21666, 78202289 req, miss ratio 0.0061, byte miss ratio 0.0061
result/tencentBlock.ns1468.oracleGeneral.zst Clock cache size    43332, 78202289 req, miss ratio 0.0050, byte miss ratio 0.0050
result/tencentBlock.ns1468.oracleGeneral.zst Clock cache size    86664, 78202289 req, miss ratio 0.0033, byte miss ratio 0.0033
result/tencentBlock.ns1468.oracleGeneral.zst Clock cache size   173329, 78202289 req, miss ratio 0.0028, byte miss ratio 0.0028
result/tencentBlock.ns1468.oracleGeneral.zst LIRS cache size      216, 78202289 req, miss ratio 0.0125, byte miss ratio 0.0125
result/tencentBlock.ns1468.oracleGeneral.zst LIRS cache size      649, 78202289 req, miss ratio 0.0082, byte miss ratio 0.0082
result/tencentBlock.ns1468.oracleGeneral.zst LIRS cache size     2166, 78202289 req, miss ratio 0.0075, byte miss ratio 0.0075
result/tencentBlock.ns1468.oracleGeneral.zst LIRS cache size     6499, 78202289 req, miss ratio 0.0069, byte miss ratio 0.0069
result/tencentBlock.ns1468.oracleGeneral.zst LIRS cache size    21666, 78202289 req, miss ratio 0.0062, byte miss ratio 0.0062
result/tencentBlock.ns1468.oracleGeneral.zst LIRS cache size    43332, 78202289 req, miss ratio 0.0052, byte miss ratio 0.0052
result/tencentBlock.ns1468.oracleGeneral.zst LIRS cache size    86664, 78202289 req, miss ratio 0.0036, byte miss ratio 0.0036
result/tencentBlock.ns1468.oracleGeneral.zst LIRS cache size   173329, 78202289 req, miss ratio 0.0029, byte miss ratio 0.0029
result/tencentBlock.ns1468.oracleGeneral.zst LHD cache size      216, 78202289 req, miss ratio 0.0096, byte miss ratio 0.0096
result/tencentBlock.ns1468.oracleGeneral.zst LHD cache size      649, 78202289 req, miss ratio 0.0073, byte miss ratio 0.0073
result/tencentBlock.ns1468.oracleGeneral.zst LHD cache size     2166, 78202289 req, miss ratio 0.0070, byte miss ratio 0.0070
result/tencentBlock.ns1468.oracleGeneral.zst LHD cache size     6499, 78202289 req, miss ratio 0.0066, byte miss ratio 0.0066
result/tencentBlock.ns1468.oracleGeneral.zst LHD cache size    21666, 78202289 req, miss ratio 0.0058, byte miss ratio 0.0058
result/tencentBlock.ns1468.oracleGeneral.zst LHD cache size    43332, 78202289 req, miss ratio 0.0048, byte miss ratio 0.0048
result/tencentBlock.ns1468.oracleGeneral.zst LHD cache size    86664, 78202289 req, miss ratio 0.0033, byte miss ratio 0.0033
result/tencentBlock.ns1468.oracleGeneral.zst LHD cache size   173329, 78202289 req, miss ratio 0.0028, byte miss ratio 0.0028
result/tencentBlock.ns1468.oracleGeneral.zst S3FIFO-1 cache size      216, 78202289 req, miss ratio 0.0097, byte miss ratio 0.0097
result/tencentBlock.ns1468.oracleGeneral.zst S3FIFO-1 cache size      649, 78202289 req, miss ratio 0.0072, byte miss ratio 0.0072
