result/tencentBlock.ns9049.oracleGeneral.zst FIFO cache size      282, 5054717 req, miss ratio 0.3854, byte miss ratio 0.3854
result/tencentBlock.ns9049.oracleGeneral.zst FIFO cache size      846, 5054717 req, miss ratio 0.2697, byte miss ratio 0.2697
result/tencentBlock.ns9049.oracleGeneral.zst FIFO cache size     2822, 5054717 req, miss ratio 0.2134, byte miss ratio 0.2134
result/tencentBlock.ns9049.oracleGeneral.zst FIFO cache size     8467, 5054717 req, miss ratio 0.1832, byte miss ratio 0.1832
result/tencentBlock.ns9049.oracleGeneral.zst FIFO cache size    28224, 5054717 req, miss ratio 0.1546, byte miss ratio 0.1546
result/tencentBlock.ns9049.oracleGeneral.zst FIFO cache size    56449, 5054717 req, miss ratio 0.1247, byte miss ratio 0.1247
result/tencentBlock.ns9049.oracleGeneral.zst FIFO cache size   112898, 5054717 req, miss ratio 0.0871, byte miss ratio 0.0871
result/tencentBlock.ns9049.oracleGeneral.zst FIFO cache size   225796, 5054717 req, miss ratio 0.0634, byte miss ratio 0.0634
result/tencentBlock.ns9049.oracleGeneral.zst S3FIFO-1 cache size      282, 5054717 req, miss ratio 0.2681, byte miss ratio 0.2681
result/tencentBlock.ns9049.oracleGeneral.zst S3FIFO-1 cache size      846, 5054717 req, miss ratio 0.2151, byte miss ratio 0.2151
result/tencentBlock.ns9049.oracleGeneral.zst S3FIFO-1 cache size     2822, 5054717 req, miss ratio 0.1855, byte miss ratio 0.1855
result/tencentBlock.ns9049.oracleGeneral.zst S3FIFO-1 cache size     8467, 5054717 req, miss ratio 0.1595, byte miss ratio 0.1595
result/tencentBlock.ns9049.oracleGeneral.zst S3FIFO-1 cache size    28224, 5054717 req, miss ratio 0.1368, byte miss ratio 0.1368
result/tencentBlock.ns9049.oracleGeneral.zst S3FIFO-1 cache size    56449, 5054717 req, miss ratio 0.1124, byte miss ratio 0.1124
result/tencentBlock.ns9049.oracleGeneral.zst S3FIFO-1 cache size   112898, 5054717 req, miss ratio 0.0666, byte miss ratio 0.0666
result/tencentBlock.ns9049.oracleGeneral.zst S3FIFO-1 cache size   225796, 5054717 req, miss ratio 0.0560, byte miss ratio 0.0560
result/tencentBlock.ns9049.oracleGeneral.zst LeCaR cache size      282, 5054717 req, miss ratio 0.2920, byte miss ratio 0.2920
result/tencentBlock.ns9049.oracleGeneral.zst LeCaR cache size      846, 5054717 req, miss ratio 0.2231, byte miss ratio 0.2231
result/tencentBlock.ns9049.oracleGeneral.zst LeCaR cache size     2822, 5054717 req, miss ratio 0.1922, byte miss ratio 0.1922
result/tencentBlock.ns9049.oracleGeneral.zst LeCaR cache size     8467, 5054717 req, miss ratio 0.1703, byte miss ratio 0.1703
result/tencentBlock.ns9049.oracleGeneral.zst LeCaR cache size    28224, 5054717 req, miss ratio 0.1437, byte miss ratio 0.1437
result/tencentBlock.ns9049.oracleGeneral.zst LeCaR cache size    56449, 5054717 req, miss ratio 0.1210, byte miss ratio 0.1210
result/tencentBlock.ns9049.oracleGeneral.zst LeCaR cache size   112898, 5054717 req, miss ratio 0.0688, byte miss ratio 0.0688
result/tencentBlock.ns9049.oracleGeneral.zst LeCaR cache size   225796, 5054717 req, miss ratio 0.0560, byte miss ratio 0.0560
result/tencentBlock.ns9049.oracleGeneral.zst LRU cache size      282, 5054717 req, miss ratio 0.3190, byte miss ratio 0.3190
result/tencentBlock.ns9049.oracleGeneral.zst LRU cache size      846, 5054717 req, miss ratio 0.2294, byte miss ratio 0.2294
result/tencentBlock.ns9049.oracleGeneral.zst LRU cache size     2822, 5054717 req, miss ratio 0.1953, byte miss ratio 0.1953
result/tencentBlock.ns9049.oracleGeneral.zst LRU cache size     8467, 5054717 req, miss ratio 0.1726, byte miss ratio 0.1726
result/tencentBlock.ns9049.oracleGeneral.zst LRU cache size    28224, 5054717 req, miss ratio 0.1456, byte miss ratio 0.1456
result/tencentBlock.ns9049.oracleGeneral.zst LRU cache size    56449, 5054717 req, miss ratio 0.1273, byte miss ratio 0.1273
result/tencentBlock.ns9049.oracleGeneral.zst LRU cache size   112898, 5054717 req, miss ratio 0.0725, byte miss ratio 0.0725
result/tencentBlock.ns9049.oracleGeneral.zst LRU cache size   225796, 5054717 req, miss ratio 0.0560, byte miss ratio 0.0560
result/tencentBlock.ns9049.oracleGeneral.zst Cacheus cache size      282, 5054717 req, miss ratio 0.2804, byte miss ratio 0.2804
result/tencentBlock.ns9049.oracleGeneral.zst Cacheus cache size      846, 5054717 req, miss ratio 0.2165, byte miss ratio 0.2165
result/tencentBlock.ns9049.oracleGeneral.zst Cacheus cache size     2822, 5054717 req, miss ratio 0.1868, byte miss ratio 0.1868
result/tencentBlock.ns9049.oracleGeneral.zst Cacheus cache size     8467, 5054717 req, miss ratio 0.1629, byte miss ratio 0.1629
result/tencentBlock.ns9049.oracleGeneral.zst Cacheus cache size    28224, 5054717 req, miss ratio 0.1405, byte miss ratio 0.1405
result/tencentBlock.ns9049.oracleGeneral.zst Cacheus cache size    56449, 5054717 req, miss ratio 0.1144, byte miss ratio 0.1144
result/tencentBlock.ns9049.oracleGeneral.zst Cacheus cache size   112898, 5054717 req, miss ratio 0.0692, byte miss ratio 0.0692
result/tencentBlock.ns9049.oracleGeneral.zst Cacheus cache size   225796, 5054717 req, miss ratio 0.0562, byte miss ratio 0.0562
result/tencentBlock.ns9049.oracleGeneral.zst Clock cache size      282, 5054717 req, miss ratio 0.3076, byte miss ratio 0.3076
result/tencentBlock.ns9049.oracleGeneral.zst Clock cache size      846, 5054717 req, miss ratio 0.2261, byte miss ratio 0.2261
result/tencentBlock.ns9049.oracleGeneral.zst Clock cache size     2822, 5054717 req, miss ratio 0.1940, byte miss ratio 0.1940
result/tencentBlock.ns9049.oracleGeneral.zst Clock cache size     8467, 5054717 req, miss ratio 0.1715, byte miss ratio 0.1715
result/tencentBlock.ns9049.oracleGeneral.zst Clock cache size    28224, 5054717 req, miss ratio 0.1452, byte miss ratio 0.1452
result/tencentBlock.ns9049.oracleGeneral.zst Clock cache size    56449, 5054717 req, miss ratio 0.1298, byte miss ratio 0.1298
result/tencentBlock.ns9049.oracleGeneral.zst Clock cache size   112898, 5054717 req, miss ratio 0.0731, byte miss ratio 0.0731
result/tencentBlock.ns9049.oracleGeneral.zst Clock cache size   225796, 5054717 req, miss ratio 0.0560, byte miss ratio 0.0560
result/tencentBlock.ns9049.oracleGeneral.zst clock2 cache size      282, 5054717 req, miss ratio 0.2966, byte miss ratio 0.2966
result/tencentBlock.ns9049.oracleGeneral.zst clock2 cache size      846, 5054717 req, miss ratio 0.2232, byte miss ratio 0.2232
result/tencentBlock.ns9049.oracleGeneral.zst clock2 cache size     2822, 5054717 req, miss ratio 0.1932, byte miss ratio 0.1932
result/tencentBlock.ns9049.oracleGeneral.zst clock2 cache size     8467, 5054717 req, miss ratio 0.1711, byte miss ratio 0.1711
result/tencentBlock.ns9049.oracleGeneral.zst clock2 cache size    28224, 5054717 req, miss ratio 0.1433, byte miss ratio 0.1433
result/tencentBlock.ns9049.oracleGeneral.zst clock2 cache size    56449, 5054717 req, miss ratio 0.1281, byte miss ratio 0.1281
result/tencentBlock.ns9049.oracleGeneral.zst clock2 cache size   112898, 5054717 req, miss ratio 0.0746, byte miss ratio 0.0746
result/tencentBlock.ns9049.oracleGeneral.zst clock2 cache size   225796, 5054717 req, miss ratio 0.0560, byte miss ratio 0.0560
result/tencentBlock.ns9049.oracleGeneral.zst ARC cache size      282, 5054717 req, miss ratio 0.2680, byte miss ratio 0.2680
result/tencentBlock.ns9049.oracleGeneral.zst ARC cache size      846, 5054717 req, miss ratio 0.2144, byte miss ratio 0.2144
result/tencentBlock.ns9049.oracleGeneral.zst ARC cache size     2822, 5054717 req, miss ratio 0.1863, byte miss ratio 0.1863
result/tencentBlock.ns9049.oracleGeneral.zst ARC cache size     8467, 5054717 req, miss ratio 0.1632, byte miss ratio 0.1632
result/tencentBlock.ns9049.oracleGeneral.zst ARC cache size    28224, 5054717 req, miss ratio 0.1377, byte miss ratio 0.1377
result/tencentBlock.ns9049.oracleGeneral.zst ARC cache size    56449, 5054717 req, miss ratio 0.1118, byte miss ratio 0.1118
result/tencentBlock.ns9049.oracleGeneral.zst ARC cache size   112898, 5054717 req, miss ratio 0.0672, byte miss ratio 0.0672
result/tencentBlock.ns9049.oracleGeneral.zst ARC cache size   225796, 5054717 req, miss ratio 0.0560, byte miss ratio 0.0560
result/tencentBlock.ns9049.oracleGeneral.zst LIRS cache size      282, 5054717 req, miss ratio 0.2762, byte miss ratio 0.2762
result/tencentBlock.ns9049.oracleGeneral.zst LIRS cache size      846, 5054717 req, miss ratio 0.2275, byte miss ratio 0.2275
result/tencentBlock.ns9049.oracleGeneral.zst LIRS cache size     2822, 5054717 req, miss ratio 0.1938, byte miss ratio 0.1938
result/tencentBlock.ns9049.oracleGeneral.zst LIRS cache size     8467, 5054717 req, miss ratio 0.1671, byte miss ratio 0.1671
result/tencentBlock.ns9049.oracleGeneral.zst LIRS cache size    28224, 5054717 req, miss ratio 0.1386, byte miss ratio 0.1386
result/tencentBlock.ns9049.oracleGeneral.zst LIRS cache size    56449, 5054717 req, miss ratio 0.1088, byte miss ratio 0.1088
result/tencentBlock.ns9049.oracleGeneral.zst LIRS cache size   112898, 5054717 req, miss ratio 0.0680, byte miss ratio 0.0680
result/tencentBlock.ns9049.oracleGeneral.zst LIRS cache size   225796, 5054717 req, miss ratio 0.0567, byte miss ratio 0.0567
result/tencentBlock.ns9049.oracleGeneral.zst LHD cache size      282, 5054717 req, miss ratio 0.2909, byte miss ratio 0.2909
result/tencentBlock.ns9049.oracleGeneral.zst LHD cache size      846, 5054717 req, miss ratio 0.2214, byte miss ratio 0.2214
result/tencentBlock.ns9049.oracleGeneral.zst LHD cache size     2822, 5054717 req, miss ratio 0.1902, byte miss ratio 0.1902
result/tencentBlock.ns9049.oracleGeneral.zst LHD cache size     8467, 5054717 req, miss ratio 0.1672, byte miss ratio 0.1672
result/tencentBlock.ns9049.oracleGeneral.zst LHD cache size    28224, 5054717 req, miss ratio 0.1372, byte miss ratio 0.1372
result/tencentBlock.ns9049.oracleGeneral.zst LHD cache size    56449, 5054717 req, miss ratio 0.1116, byte miss ratio 0.1116
result/tencentBlock.ns9049.oracleGeneral.zst LHD cache size   112898, 5054717 req, miss ratio 0.0700, byte miss ratio 0.0700
result/tencentBlock.ns9049.oracleGeneral.zst LHD cache size   225796, 5054717 req, miss ratio 0.0563, byte miss ratio 0.0563
result/tencentBlock.ns9049.oracleGeneral.zst S3FIFO-d-1 cache size      282, 5054717 req, miss ratio 0.2678, byte miss ratio 0.2678
result/tencentBlock.ns9049.oracleGeneral.zst S3FIFO-d-1 cache size      846, 5054717 req, miss ratio 0.2133, byte miss ratio 0.2133
result/tencentBlock.ns9049.oracleGeneral.zst S3FIFO-d-1 cache size     2822, 5054717 req, miss ratio 0.1848, byte miss ratio 0.1848
result/tencentBlock.ns9049.oracleGeneral.zst S3FIFO-d-1 cache size     8467, 5054717 req, miss ratio 0.1593, byte miss ratio 0.1593
result/tencentBlock.ns9049.oracleGeneral.zst S3FIFO-d-1 cache size    28224, 5054717 req, miss ratio 0.1368, byte miss ratio 0.1368
result/tencentBlock.ns9049.oracleGeneral.zst S3FIFO-d-1 cache size    56449, 5054717 req, miss ratio 0.1119, byte miss ratio 0.1119
result/tencentBlock.ns9049.oracleGeneral.zst S3FIFO-d-1 cache size   112898, 5054717 req, miss ratio 0.0666, byte miss ratio 0.0666
result/tencentBlock.ns9049.oracleGeneral.zst S3FIFO-d-1 cache size   225796, 5054717 req, miss ratio 0.0560, byte miss ratio 0.0560
result/tencentBlock.ns9049.oracleGeneral.zst LRB cache size      282, 5054717 req, miss ratio 0.2912, byte miss ratio 0.2912
result/tencentBlock.ns9049.oracleGeneral.zst LRB cache size      846, 5054717 req, miss ratio 0.2284, byte miss ratio 0.2284
result/tencentBlock.ns9049.oracleGeneral.zst LRB cache size     2822, 5054717 req, miss ratio 0.1867, byte miss ratio 0.1867
result/tencentBlock.ns9049.oracleGeneral.zst LRB cache size     8467, 5054717 req, miss ratio 0.1616, byte miss ratio 0.1616
result/tencentBlock.ns9049.oracleGeneral.zst LRB cache size    28224, 5054717 req, miss ratio 0.1320, byte miss ratio 0.1320
result/tencentBlock.ns9049.oracleGeneral.zst LRB cache size    56449, 5054717 req, miss ratio 0.1090, byte miss ratio 0.1090
result/tencentBlock.ns9049.oracleGeneral.zst LRB cache size   112898, 5054717 req, miss ratio 0.0714, byte miss ratio 0.0714
result/tencentBlock.ns9049.oracleGeneral.zst LRB cache size   225796, 5054717 req, miss ratio 0.0565, byte miss ratio 0.0565
result/tencentBlock.ns9049.oracleGeneral.zst B-LRU cache size      282, 5054717 req, miss ratio 0.3167, byte miss ratio 0.3167
result/tencentBlock.ns9049.oracleGeneral.zst B-LRU cache size      846, 5054717 req, miss ratio 0.2417, byte miss ratio 0.2417
result/tencentBlock.ns9049.oracleGeneral.zst B-LRU cache size     2822, 5054717 req, miss ratio 0.2104, byte miss ratio 0.2104
result/tencentBlock.ns9049.oracleGeneral.zst B-LRU cache size     8467, 5054717 req, miss ratio 0.1896, byte miss ratio 0.1896
result/tencentBlock.ns9049.oracleGeneral.zst B-LRU cache size    28224, 5054717 req, miss ratio 0.1650, byte miss ratio 0.1650
result/tencentBlock.ns9049.oracleGeneral.zst B-LRU cache size    56449, 5054717 req, miss ratio 0.1345, byte miss ratio 0.1345
result/tencentBlock.ns9049.oracleGeneral.zst B-LRU cache size   112898, 5054717 req, miss ratio 0.0971, byte miss ratio 0.0971
result/tencentBlock.ns9049.oracleGeneral.zst B-LRU cache size   225796, 5054717 req, miss ratio 0.0934, byte miss ratio 0.0934
result/tencentBlock.ns9049.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      282, 5054717 req, miss ratio 0.3353, byte miss ratio 0.3353
result/tencentBlock.ns9049.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      846, 5054717 req, miss ratio 0.2362, byte miss ratio 0.2362
result/tencentBlock.ns9049.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     2822, 5054717 req, miss ratio 0.2000, byte miss ratio 0.2000
result/tencentBlock.ns9049.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     8467, 5054717 req, miss ratio 0.1768, byte miss ratio 0.1768
result/tencentBlock.ns9049.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    28224, 5054717 req, miss ratio 0.1462, byte miss ratio 0.1462
result/tencentBlock.ns9049.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    56449, 5054717 req, miss ratio 0.1268, byte miss ratio 0.1268
result/tencentBlock.ns9049.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size   112898, 5054717 req, miss ratio 0.0874, byte miss ratio 0.0874
result/tencentBlock.ns9049.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size   225796, 5054717 req, miss ratio 0.0625, byte miss ratio 0.0625
result/tencentBlock.ns9049.oracleGeneral.zst S4LRU(25:25:25:25) cache size      282, 5054717 req, miss ratio 0.3198, byte miss ratio 0.3198
result/tencentBlock.ns9049.oracleGeneral.zst S4LRU(25:25:25:25) cache size      846, 5054717 req, miss ratio 0.2211, byte miss ratio 0.2211
result/tencentBlock.ns9049.oracleGeneral.zst S4LRU(25:25:25:25) cache size     2822, 5054717 req, miss ratio 0.1941, byte miss ratio 0.1941
result/tencentBlock.ns9049.oracleGeneral.zst S4LRU(25:25:25:25) cache size     8467, 5054717 req, miss ratio 0.1679, byte miss ratio 0.1679
result/tencentBlock.ns9049.oracleGeneral.zst S4LRU(25:25:25:25) cache size    28224, 5054717 req, miss ratio 0.1402, byte miss ratio 0.1402
result/tencentBlock.ns9049.oracleGeneral.zst S4LRU(25:25:25:25) cache size    56449, 5054717 req, miss ratio 0.1200, byte miss ratio 0.1200
result/tencentBlock.ns9049.oracleGeneral.zst S4LRU(25:25:25:25) cache size   112898, 5054717 req, miss ratio 0.0713, byte miss ratio 0.0713
result/tencentBlock.ns9049.oracleGeneral.zst S4LRU(25:25:25:25) cache size   225796, 5054717 req, miss ratio 0.0560, byte miss ratio 0.0560
result/tencentBlock.ns9049.oracleGeneral.zst TwoQ cache size      282, 5054717 req, miss ratio 0.2695, byte miss ratio 0.2695
result/tencentBlock.ns9049.oracleGeneral.zst TwoQ cache size      846, 5054717 req, miss ratio 0.2179, byte miss ratio 0.2179
result/tencentBlock.ns9049.oracleGeneral.zst TwoQ cache size     2822, 5054717 req, miss ratio 0.1870, byte miss ratio 0.1870
result/tencentBlock.ns9049.oracleGeneral.zst TwoQ cache size     8467, 5054717 req, miss ratio 0.1597, byte miss ratio 0.1597
result/tencentBlock.ns9049.oracleGeneral.zst TwoQ cache size    28224, 5054717 req, miss ratio 0.1365, byte miss ratio 0.1365
result/tencentBlock.ns9049.oracleGeneral.zst TwoQ cache size    56449, 5054717 req, miss ratio 0.1077, byte miss ratio 0.1077
result/tencentBlock.ns9049.oracleGeneral.zst TwoQ cache size   112898, 5054717 req, miss ratio 0.0751, byte miss ratio 0.0751
result/tencentBlock.ns9049.oracleGeneral.zst TwoQ cache size   225796, 5054717 req, miss ratio 0.0634, byte miss ratio 0.0634
result/tencentBlock.ns9049.oracleGeneral.zst S3FIFO-d cache size      282, 5054717 req, miss ratio 0.2821, byte miss ratio 0.2821
result/tencentBlock.ns9049.oracleGeneral.zst S3FIFO-d cache size      846, 5054717 req, miss ratio 0.2146, byte miss ratio 0.2146
result/tencentBlock.ns9049.oracleGeneral.zst S3FIFO-d cache size     2822, 5054717 req, miss ratio 0.1857, byte miss ratio 0.1857
result/tencentBlock.ns9049.oracleGeneral.zst S3FIFO-d cache size     8467, 5054717 req, miss ratio 0.1600, byte miss ratio 0.1600
result/tencentBlock.ns9049.oracleGeneral.zst S3FIFO-d cache size    28224, 5054717 req, miss ratio 0.1358, byte miss ratio 0.1358
result/tencentBlock.ns9049.oracleGeneral.zst S3FIFO-d cache size    56449, 5054717 req, miss ratio 0.1088, byte miss ratio 0.1088
result/tencentBlock.ns9049.oracleGeneral.zst S3FIFO-d cache size   112898, 5054717 req, miss ratio 0.0690, byte miss ratio 0.0690
result/tencentBlock.ns9049.oracleGeneral.zst S3FIFO-d cache size   225796, 5054717 req, miss ratio 0.0562, byte miss ratio 0.0562
result/tencentBlock.ns9049.oracleGeneral.zst S3FIFO cache size      282, 5054717 req, miss ratio 0.2694, byte miss ratio 0.2694
result/tencentBlock.ns9049.oracleGeneral.zst S3FIFO cache size      846, 5054717 req, miss ratio 0.2180, byte miss ratio 0.2180
result/tencentBlock.ns9049.oracleGeneral.zst S3FIFO cache size     2822, 5054717 req, miss ratio 0.1876, byte miss ratio 0.1876
result/tencentBlock.ns9049.oracleGeneral.zst S3FIFO cache size     8467, 5054717 req, miss ratio 0.1604, byte miss ratio 0.1604
result/tencentBlock.ns9049.oracleGeneral.zst S3FIFO cache size    28224, 5054717 req, miss ratio 0.1358, byte miss ratio 0.1358
result/tencentBlock.ns9049.oracleGeneral.zst S3FIFO cache size    56449, 5054717 req, miss ratio 0.1090, byte miss ratio 0.1090
result/tencentBlock.ns9049.oracleGeneral.zst S3FIFO cache size   112898, 5054717 req, miss ratio 0.0689, byte miss ratio 0.0689
result/tencentBlock.ns9049.oracleGeneral.zst S3FIFO cache size   225796, 5054717 req, miss ratio 0.0562, byte miss ratio 0.0562
result/tencentBlock.ns9049.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size      282, 5054717 req, miss ratio 0.3819, byte miss ratio 0.3819
result/tencentBlock.ns9049.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size      846, 5054717 req, miss ratio 0.2633, byte miss ratio 0.2633
result/tencentBlock.ns9049.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size     2822, 5054717 req, miss ratio 0.2157, byte miss ratio 0.2157
result/tencentBlock.ns9049.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size     8467, 5054717 req, miss ratio 0.1778, byte miss ratio 0.1778
result/tencentBlock.ns9049.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size    28224, 5054717 req, miss ratio 0.1398, byte miss ratio 0.1398
result/tencentBlock.ns9049.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size    56449, 5054717 req, miss ratio 0.1053, byte miss ratio 0.1053
result/tencentBlock.ns9049.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size   112898, 5054717 req, miss ratio 0.0701, byte miss ratio 0.0701
result/tencentBlock.ns9049.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size   225796, 5054717 req, miss ratio 0.0575, byte miss ratio 0.0575
result/tencentBlock.ns9049.oracleGeneral.zst              WTinyLFU-w0.10-SLRU cache size      282, 5054717 req, miss ratio 0.2839, byte miss ratio 0.2839
result/tencentBlock.ns9049.oracleGeneral.zst              WTinyLFU-w0.10-SLRU cache size      846, 5054717 req, miss ratio 0.2305, byte miss ratio 0.2305
result/tencentBlock.ns9049.oracleGeneral.zst              WTinyLFU-w0.10-SLRU cache size     2822, 5054717 req, miss ratio 0.1997, byte miss ratio 0.1997
result/tencentBlock.ns9049.oracleGeneral.zst              WTinyLFU-w0.10-SLRU cache size     8467, 5054717 req, miss ratio 0.1621, byte miss ratio 0.1621
result/tencentBlock.ns9049.oracleGeneral.zst              WTinyLFU-w0.10-SLRU cache size    28224, 5054717 req, miss ratio 0.1307, byte miss ratio 0.1307
result/tencentBlock.ns9049.oracleGeneral.zst              WTinyLFU-w0.10-SLRU cache size    56449, 5054717 req, miss ratio 0.0993, byte miss ratio 0.0993
result/tencentBlock.ns9049.oracleGeneral.zst              WTinyLFU-w0.10-SLRU cache size   112898, 5054717 req, miss ratio 0.0687, byte miss ratio 0.0687
result/tencentBlock.ns9049.oracleGeneral.zst              WTinyLFU-w0.10-SLRU cache size   225796, 5054717 req, miss ratio 0.0578, byte miss ratio 0.0578
