result/tencentBlock.ns20187.oracleGeneral.zst LIRS cache size      207, 1712163 req, miss ratio 0.5061, byte miss ratio 0.5061
result/tencentBlock.ns20187.oracleGeneral.zst LIRS cache size      622, 1712163 req, miss ratio 0.4787, byte miss ratio 0.4787
result/tencentBlock.ns20187.oracleGeneral.zst LIRS cache size     2073, 1712163 req, miss ratio 0.3985, byte miss ratio 0.3985
result/tencentBlock.ns20187.oracleGeneral.zst LIRS cache size     6220, 1712163 req, miss ratio 0.3751, byte miss ratio 0.3751
result/tencentBlock.ns20187.oracleGeneral.zst LIRS cache size    20735, 1712163 req, miss ratio 0.3256, byte miss ratio 0.3256
result/tencentBlock.ns20187.oracleGeneral.zst LIRS cache size    41471, 1712163 req, miss ratio 0.2644, byte miss ratio 0.2644
result/tencentBlock.ns20187.oracleGeneral.zst LIRS cache size    82943, 1712163 req, miss ratio 0.1597, byte miss ratio 0.1597
result/tencentBlock.ns20187.oracleGeneral.zst LIRS cache size   165886, 1712163 req, miss ratio 0.1227, byte miss ratio 0.1227
result/tencentBlock.ns20187.oracleGeneral.zst LRU cache size      207, 1712163 req, miss ratio 0.4982, byte miss ratio 0.4982
result/tencentBlock.ns20187.oracleGeneral.zst LRU cache size      622, 1712163 req, miss ratio 0.4633, byte miss ratio 0.4633
result/tencentBlock.ns20187.oracleGeneral.zst LRU cache size     2073, 1712163 req, miss ratio 0.4369, byte miss ratio 0.4369
result/tencentBlock.ns20187.oracleGeneral.zst LRU cache size     6220, 1712163 req, miss ratio 0.3953, byte miss ratio 0.3953
result/tencentBlock.ns20187.oracleGeneral.zst LRU cache size    20735, 1712163 req, miss ratio 0.3689, byte miss ratio 0.3689
result/tencentBlock.ns20187.oracleGeneral.zst LRU cache size    41471, 1712163 req, miss ratio 0.3178, byte miss ratio 0.3178
result/tencentBlock.ns20187.oracleGeneral.zst LRU cache size    82943, 1712163 req, miss ratio 0.1883, byte miss ratio 0.1883
result/tencentBlock.ns20187.oracleGeneral.zst LRU cache size   165886, 1712163 req, miss ratio 0.1220, byte miss ratio 0.1220
result/tencentBlock.ns20187.oracleGeneral.zst LHD cache size      207, 1712163 req, miss ratio 0.4837, byte miss ratio 0.4837
