result/tencentBlock.ns23047.oracleGeneral.zst S3FIFO-1 cache size      292, 2261461 req, miss ratio 0.4992, byte miss ratio 0.4992
result/tencentBlock.ns23047.oracleGeneral.zst S3FIFO-1 cache size      877, 2261461 req, miss ratio 0.4509, byte miss ratio 0.4509
result/tencentBlock.ns23047.oracleGeneral.zst S3FIFO-1 cache size     2924, 2261461 req, miss ratio 0.3779, byte miss ratio 0.3779
result/tencentBlock.ns23047.oracleGeneral.zst S3FIFO-1 cache size     8773, 2261461 req, miss ratio 0.3504, byte miss ratio 0.3504
result/tencentBlock.ns23047.oracleGeneral.zst S3FIFO-1 cache size    29244, 2261461 req, miss ratio 0.2571, byte miss ratio 0.2571
result/tencentBlock.ns23047.oracleGeneral.zst S3FIFO-1 cache size    58488, 2261461 req, miss ratio 0.2071, byte miss ratio 0.2071
result/tencentBlock.ns23047.oracleGeneral.zst S3FIFO-1 cache size   116977, 2261461 req, miss ratio 0.1402, byte miss ratio 0.1402
result/tencentBlock.ns23047.oracleGeneral.zst S3FIFO-1 cache size   233954, 2261461 req, miss ratio 0.1298, byte miss ratio 0.1298
result/tencentBlock.ns23047.oracleGeneral.zst LRU cache size      292, 2261461 req, miss ratio 0.5137, byte miss ratio 0.5137
result/tencentBlock.ns23047.oracleGeneral.zst LRU cache size      877, 2261461 req, miss ratio 0.4672, byte miss ratio 0.4672
result/tencentBlock.ns23047.oracleGeneral.zst LRU cache size     2924, 2261461 req, miss ratio 0.4257, byte miss ratio 0.4257
result/tencentBlock.ns23047.oracleGeneral.zst LRU cache size     8773, 2261461 req, miss ratio 0.3814, byte miss ratio 0.3814
result/tencentBlock.ns23047.oracleGeneral.zst LRU cache size    29244, 2261461 req, miss ratio 0.3017, byte miss ratio 0.3017
result/tencentBlock.ns23047.oracleGeneral.zst LRU cache size    58488, 2261461 req, miss ratio 0.2520, byte miss ratio 0.2520
result/tencentBlock.ns23047.oracleGeneral.zst LRU cache size   116977, 2261461 req, miss ratio 0.1441, byte miss ratio 0.1441
