result/tencentBlock.ns10976.oracleGeneral.zst clock2 cache size      139, 4216810 req, miss ratio 0.4061, byte miss ratio 0.4061
result/tencentBlock.ns10976.oracleGeneral.zst clock2 cache size      417, 4216810 req, miss ratio 0.2579, byte miss ratio 0.2579
result/tencentBlock.ns10976.oracleGeneral.zst clock2 cache size     1390, 4216810 req, miss ratio 0.2321, byte miss ratio 0.2321
result/tencentBlock.ns10976.oracleGeneral.zst clock2 cache size     4172, 4216810 req, miss ratio 0.1961, byte miss ratio 0.1961
result/tencentBlock.ns10976.oracleGeneral.zst clock2 cache size    13907, 4216810 req, miss ratio 0.1409, byte miss ratio 0.1409
result/tencentBlock.ns10976.oracleGeneral.zst clock2 cache size    27815, 4216810 req, miss ratio 0.1280, byte miss ratio 0.1280
result/tencentBlock.ns10976.oracleGeneral.zst clock2 cache size    55631, 4216810 req, miss ratio 0.0848, byte miss ratio 0.0848
result/tencentBlock.ns10976.oracleGeneral.zst clock2 cache size   111262, 4216810 req, miss ratio 0.0336, byte miss ratio 0.0336
result/tencentBlock.ns10976.oracleGeneral.zst LRU cache size      139, 4216810 req, miss ratio 0.4199, byte miss ratio 0.4199
result/tencentBlock.ns10976.oracleGeneral.zst LRU cache size      417, 4216810 req, miss ratio 0.2637, byte miss ratio 0.2637
result/tencentBlock.ns10976.oracleGeneral.zst LRU cache size     1390, 4216810 req, miss ratio 0.2302, byte miss ratio 0.2302
result/tencentBlock.ns10976.oracleGeneral.zst LRU cache size     4172, 4216810 req, miss ratio 0.1987, byte miss ratio 0.1987
result/tencentBlock.ns10976.oracleGeneral.zst LRU cache size    13907, 4216810 req, miss ratio 0.1414, byte miss ratio 0.1414
result/tencentBlock.ns10976.oracleGeneral.zst LRU cache size    27815, 4216810 req, miss ratio 0.1312, byte miss ratio 0.1312
result/tencentBlock.ns10976.oracleGeneral.zst LRU cache size    55631, 4216810 req, miss ratio 0.0809, byte miss ratio 0.0809
result/tencentBlock.ns10976.oracleGeneral.zst LRU cache size   111262, 4216810 req, miss ratio 0.0335, byte miss ratio 0.0335
result/tencentBlock.ns10976.oracleGeneral.zst Cacheus cache size      139, 4216810 req, miss ratio 0.3697, byte miss ratio 0.3697
result/tencentBlock.ns10976.oracleGeneral.zst Cacheus cache size      417, 4216810 req, miss ratio 0.2499, byte miss ratio 0.2499
result/tencentBlock.ns10976.oracleGeneral.zst Cacheus cache size     1390, 4216810 req, miss ratio 0.2276, byte miss ratio 0.2276
result/tencentBlock.ns10976.oracleGeneral.zst Cacheus cache size     4172, 4216810 req, miss ratio 0.1743, byte miss ratio 0.1743
result/tencentBlock.ns10976.oracleGeneral.zst Cacheus cache size    13907, 4216810 req, miss ratio 0.1372, byte miss ratio 0.1372
result/tencentBlock.ns10976.oracleGeneral.zst Cacheus cache size    27815, 4216810 req, miss ratio 0.1307, byte miss ratio 0.1307
result/tencentBlock.ns10976.oracleGeneral.zst Cacheus cache size    55631, 4216810 req, miss ratio 0.0789, byte miss ratio 0.0789
result/tencentBlock.ns10976.oracleGeneral.zst Cacheus cache size   111262, 4216810 req, miss ratio 0.0335, byte miss ratio 0.0335
result/tencentBlock.ns10976.oracleGeneral.zst FIFO cache size      139, 4216810 req, miss ratio 0.4781, byte miss ratio 0.4781
result/tencentBlock.ns10976.oracleGeneral.zst FIFO cache size      417, 4216810 req, miss ratio 0.3169, byte miss ratio 0.3169
