result/tencentBlock.ns6607.oracleGeneral.zst clock2 cache size      236, 2754322 req, miss ratio 0.4555, byte miss ratio 0.4555
result/tencentBlock.ns6607.oracleGeneral.zst clock2 cache size      709, 2754322 req, miss ratio 0.3857, byte miss ratio 0.3857
result/tencentBlock.ns6607.oracleGeneral.zst clock2 cache size     2366, 2754322 req, miss ratio 0.3594, byte miss ratio 0.3594
result/tencentBlock.ns6607.oracleGeneral.zst clock2 cache size     7098, 2754322 req, miss ratio 0.2935, byte miss ratio 0.2935
result/tencentBlock.ns6607.oracleGeneral.zst clock2 cache size    23661, 2754322 req, miss ratio 0.2073, byte miss ratio 0.2073
result/tencentBlock.ns6607.oracleGeneral.zst clock2 cache size    47323, 2754322 req, miss ratio 0.1675, byte miss ratio 0.1675
result/tencentBlock.ns6607.oracleGeneral.zst clock2 cache size    94646, 2754322 req, miss ratio 0.1291, byte miss ratio 0.1291
result/tencentBlock.ns6607.oracleGeneral.zst clock2 cache size   189292, 2754322 req, miss ratio 0.0878, byte miss ratio 0.0878
result/tencentBlock.ns6607.oracleGeneral.zst FIFO cache size      236, 2754322 req, miss ratio 0.5197, byte miss ratio 0.5197
result/tencentBlock.ns6607.oracleGeneral.zst FIFO cache size      709, 2754322 req, miss ratio 0.4305, byte miss ratio 0.4305
result/tencentBlock.ns6607.oracleGeneral.zst FIFO cache size     2366, 2754322 req, miss ratio 0.3825, byte miss ratio 0.3825
result/tencentBlock.ns6607.oracleGeneral.zst FIFO cache size     7098, 2754322 req, miss ratio 0.3063, byte miss ratio 0.3063
result/tencentBlock.ns6607.oracleGeneral.zst FIFO cache size    23661, 2754322 req, miss ratio 0.2514, byte miss ratio 0.2514
result/tencentBlock.ns6607.oracleGeneral.zst FIFO cache size    47323, 2754322 req, miss ratio 0.1964, byte miss ratio 0.1964
result/tencentBlock.ns6607.oracleGeneral.zst FIFO cache size    94646, 2754322 req, miss ratio 0.1505, byte miss ratio 0.1505
result/tencentBlock.ns6607.oracleGeneral.zst FIFO cache size   189292, 2754322 req, miss ratio 0.0986, byte miss ratio 0.0986
result/tencentBlock.ns6607.oracleGeneral.zst Cacheus cache size      236, 2754322 req, miss ratio 0.4221, byte miss ratio 0.4221
result/tencentBlock.ns6607.oracleGeneral.zst Cacheus cache size      709, 2754322 req, miss ratio 0.3705, byte miss ratio 0.3705
result/tencentBlock.ns6607.oracleGeneral.zst Cacheus cache size     2366, 2754322 req, miss ratio 0.3489, byte miss ratio 0.3489
result/tencentBlock.ns6607.oracleGeneral.zst Cacheus cache size     7098, 2754322 req, miss ratio 0.2555, byte miss ratio 0.2555
result/tencentBlock.ns6607.oracleGeneral.zst Cacheus cache size    23661, 2754322 req, miss ratio 0.1953, byte miss ratio 0.1953
result/tencentBlock.ns6607.oracleGeneral.zst Cacheus cache size    47323, 2754322 req, miss ratio 0.1606, byte miss ratio 0.1606
result/tencentBlock.ns6607.oracleGeneral.zst Cacheus cache size    94646, 2754322 req, miss ratio 0.1208, byte miss ratio 0.1208
result/tencentBlock.ns6607.oracleGeneral.zst Cacheus cache size   189292, 2754322 req, miss ratio 0.0873, byte miss ratio 0.0873
result/tencentBlock.ns6607.oracleGeneral.zst ARC cache size      236, 2754322 req, miss ratio 0.4114, byte miss ratio 0.4114
result/tencentBlock.ns6607.oracleGeneral.zst ARC cache size      709, 2754322 req, miss ratio 0.3660, byte miss ratio 0.3660
result/tencentBlock.ns6607.oracleGeneral.zst ARC cache size     2366, 2754322 req, miss ratio 0.3390, byte miss ratio 0.3390
result/tencentBlock.ns6607.oracleGeneral.zst ARC cache size     7098, 2754322 req, miss ratio 0.2313, byte miss ratio 0.2313
result/tencentBlock.ns6607.oracleGeneral.zst ARC cache size    23661, 2754322 req, miss ratio 0.1799, byte miss ratio 0.1799
result/tencentBlock.ns6607.oracleGeneral.zst ARC cache size    47323, 2754322 req, miss ratio 0.1490, byte miss ratio 0.1490
result/tencentBlock.ns6607.oracleGeneral.zst ARC cache size    94646, 2754322 req, miss ratio 0.1187, byte miss ratio 0.1187
result/tencentBlock.ns6607.oracleGeneral.zst ARC cache size   189292, 2754322 req, miss ratio 0.0878, byte miss ratio 0.0878
result/tencentBlock.ns6607.oracleGeneral.zst LRU cache size      236, 2754322 req, miss ratio 0.4708, byte miss ratio 0.4708
result/tencentBlock.ns6607.oracleGeneral.zst LRU cache size      709, 2754322 req, miss ratio 0.3964, byte miss ratio 0.3964
result/tencentBlock.ns6607.oracleGeneral.zst LRU cache size     2366, 2754322 req, miss ratio 0.3639, byte miss ratio 0.3639
result/tencentBlock.ns6607.oracleGeneral.zst LRU cache size     7098, 2754322 req, miss ratio 0.2972, byte miss ratio 0.2972
result/tencentBlock.ns6607.oracleGeneral.zst LRU cache size    23661, 2754322 req, miss ratio 0.2281, byte miss ratio 0.2281
result/tencentBlock.ns6607.oracleGeneral.zst LRU cache size    47323, 2754322 req, miss ratio 0.1691, byte miss ratio 0.1691
result/tencentBlock.ns6607.oracleGeneral.zst LRU cache size    94646, 2754322 req, miss ratio 0.1327, byte miss ratio 0.1327
result/tencentBlock.ns6607.oracleGeneral.zst LRU cache size   189292, 2754322 req, miss ratio 0.0868, byte miss ratio 0.0868
result/tencentBlock.ns6607.oracleGeneral.zst LHD cache size      236, 2754322 req, miss ratio 0.4451, byte miss ratio 0.4451
result/tencentBlock.ns6607.oracleGeneral.zst LHD cache size      709, 2754322 req, miss ratio 0.3826, byte miss ratio 0.3826
result/tencentBlock.ns6607.oracleGeneral.zst LHD cache size     2366, 2754322 req, miss ratio 0.3570, byte miss ratio 0.3570
result/tencentBlock.ns6607.oracleGeneral.zst LHD cache size     7098, 2754322 req, miss ratio 0.2878, byte miss ratio 0.2878
result/tencentBlock.ns6607.oracleGeneral.zst LHD cache size    23661, 2754322 req, miss ratio 0.2011, byte miss ratio 0.2011
result/tencentBlock.ns6607.oracleGeneral.zst LHD cache size    47323, 2754322 req, miss ratio 0.1625, byte miss ratio 0.1625
result/tencentBlock.ns6607.oracleGeneral.zst LHD cache size    94646, 2754322 req, miss ratio 0.1255, byte miss ratio 0.1255
result/tencentBlock.ns6607.oracleGeneral.zst LHD cache size   189292, 2754322 req, miss ratio 0.0895, byte miss ratio 0.0895
result/tencentBlock.ns6607.oracleGeneral.zst LeCaR cache size      236, 2754322 req, miss ratio 0.4537, byte miss ratio 0.4537
result/tencentBlock.ns6607.oracleGeneral.zst LeCaR cache size      709, 2754322 req, miss ratio 0.3838, byte miss ratio 0.3838
result/tencentBlock.ns6607.oracleGeneral.zst LeCaR cache size     2366, 2754322 req, miss ratio 0.3569, byte miss ratio 0.3569
