result/tencentBlock.ns15091.oracleGeneral.zst clock2 cache size      501, 3965318 req, miss ratio 0.5880, byte miss ratio 0.5880
result/tencentBlock.ns15091.oracleGeneral.zst clock2 cache size     1505, 3965318 req, miss ratio 0.4695, byte miss ratio 0.4695
result/tencentBlock.ns15091.oracleGeneral.zst clock2 cache size     5019, 3965318 req, miss ratio 0.3590, byte miss ratio 0.3590
result/tencentBlock.ns15091.oracleGeneral.zst clock2 cache size    15059, 3965318 req, miss ratio 0.3336, byte miss ratio 0.3336
result/tencentBlock.ns15091.oracleGeneral.zst clock2 cache size    50197, 3965318 req, miss ratio 0.2549, byte miss ratio 0.2549
result/tencentBlock.ns15091.oracleGeneral.zst clock2 cache size   100394, 3965318 req, miss ratio 0.2150, byte miss ratio 0.2150
result/tencentBlock.ns15091.oracleGeneral.zst clock2 cache size   200788, 3965318 req, miss ratio 0.1549, byte miss ratio 0.1549
result/tencentBlock.ns15091.oracleGeneral.zst clock2 cache size   401576, 3965318 req, miss ratio 0.1271, byte miss ratio 0.1271
result/tencentBlock.ns15091.oracleGeneral.zst ARC cache size      501, 3965318 req, miss ratio 0.5727, byte miss ratio 0.5727
result/tencentBlock.ns15091.oracleGeneral.zst ARC cache size     1505, 3965318 req, miss ratio 0.4099, byte miss ratio 0.4099
result/tencentBlock.ns15091.oracleGeneral.zst ARC cache size     5019, 3965318 req, miss ratio 0.3559, byte miss ratio 0.3559
result/tencentBlock.ns15091.oracleGeneral.zst ARC cache size    15059, 3965318 req, miss ratio 0.3059, byte miss ratio 0.3059
result/tencentBlock.ns15091.oracleGeneral.zst ARC cache size    50197, 3965318 req, miss ratio 0.2503, byte miss ratio 0.2503
result/tencentBlock.ns15091.oracleGeneral.zst ARC cache size   100394, 3965318 req, miss ratio 0.1941, byte miss ratio 0.1941
result/tencentBlock.ns15091.oracleGeneral.zst ARC cache size   200788, 3965318 req, miss ratio 0.1423, byte miss ratio 0.1423
result/tencentBlock.ns15091.oracleGeneral.zst ARC cache size   401576, 3965318 req, miss ratio 0.1271, byte miss ratio 0.1271
result/tencentBlock.ns15091.oracleGeneral.zst Clock cache size      501, 3965318 req, miss ratio 0.5910, byte miss ratio 0.5910
result/tencentBlock.ns15091.oracleGeneral.zst Clock cache size     1505, 3965318 req, miss ratio 0.4766, byte miss ratio 0.4766
result/tencentBlock.ns15091.oracleGeneral.zst Clock cache size     5019, 3965318 req, miss ratio 0.3655, byte miss ratio 0.3655
result/tencentBlock.ns15091.oracleGeneral.zst Clock cache size    15059, 3965318 req, miss ratio 0.3331, byte miss ratio 0.3331
result/tencentBlock.ns15091.oracleGeneral.zst Clock cache size    50197, 3965318 req, miss ratio 0.2532, byte miss ratio 0.2532
result/tencentBlock.ns15091.oracleGeneral.zst Clock cache size   100394, 3965318 req, miss ratio 0.2111, byte miss ratio 0.2111
result/tencentBlock.ns15091.oracleGeneral.zst Clock cache size   200788, 3965318 req, miss ratio 0.1484, byte miss ratio 0.1484
result/tencentBlock.ns15091.oracleGeneral.zst Clock cache size   401576, 3965318 req, miss ratio 0.1271, byte miss ratio 0.1271
result/tencentBlock.ns15091.oracleGeneral.zst Cacheus cache size      501, 3965318 req, miss ratio 0.5718, byte miss ratio 0.5718
result/tencentBlock.ns15091.oracleGeneral.zst Cacheus cache size     1505, 3965318 req, miss ratio 0.4383, byte miss ratio 0.4383
result/tencentBlock.ns15091.oracleGeneral.zst Cacheus cache size     5019, 3965318 req, miss ratio 0.3560, byte miss ratio 0.3560
result/tencentBlock.ns15091.oracleGeneral.zst Cacheus cache size    15059, 3965318 req, miss ratio 0.3077, byte miss ratio 0.3077
result/tencentBlock.ns15091.oracleGeneral.zst Cacheus cache size    50197, 3965318 req, miss ratio 0.2516, byte miss ratio 0.2516
result/tencentBlock.ns15091.oracleGeneral.zst Cacheus cache size   100394, 3965318 req, miss ratio 0.2044, byte miss ratio 0.2044
result/tencentBlock.ns15091.oracleGeneral.zst Cacheus cache size   200788, 3965318 req, miss ratio 0.1478, byte miss ratio 0.1478
result/tencentBlock.ns15091.oracleGeneral.zst Cacheus cache size   401576, 3965318 req, miss ratio 0.1274, byte miss ratio 0.1274
result/tencentBlock.ns15091.oracleGeneral.zst LHD cache size      501, 3965318 req, miss ratio 0.5914, byte miss ratio 0.5914
result/tencentBlock.ns15091.oracleGeneral.zst LHD cache size     1505, 3965318 req, miss ratio 0.4434, byte miss ratio 0.4434
result/tencentBlock.ns15091.oracleGeneral.zst LHD cache size     5019, 3965318 req, miss ratio 0.3603, byte miss ratio 0.3603
result/tencentBlock.ns15091.oracleGeneral.zst LHD cache size    15059, 3965318 req, miss ratio 0.3146, byte miss ratio 0.3146
result/tencentBlock.ns15091.oracleGeneral.zst LHD cache size    50197, 3965318 req, miss ratio 0.2501, byte miss ratio 0.2501
result/tencentBlock.ns15091.oracleGeneral.zst LHD cache size   100394, 3965318 req, miss ratio 0.1946, byte miss ratio 0.1946
result/tencentBlock.ns15091.oracleGeneral.zst LHD cache size   200788, 3965318 req, miss ratio 0.1446, byte miss ratio 0.1446
result/tencentBlock.ns15091.oracleGeneral.zst LHD cache size   401576, 3965318 req, miss ratio 0.1273, byte miss ratio 0.1273
