result/tencentBlock.ns12390.oracleGeneral.zst LHD cache size      407, 3566652 req, miss ratio 0.5080, byte miss ratio 0.5080
result/tencentBlock.ns12390.oracleGeneral.zst LHD cache size     1223, 3566652 req, miss ratio 0.4108, byte miss ratio 0.4108
result/tencentBlock.ns12390.oracleGeneral.zst LHD cache size     4077, 3566652 req, miss ratio 0.3087, byte miss ratio 0.3087
result/tencentBlock.ns12390.oracleGeneral.zst LHD cache size    12232, 3566652 req, miss ratio 0.2790, byte miss ratio 0.2790
result/tencentBlock.ns12390.oracleGeneral.zst LHD cache size    40774, 3566652 req, miss ratio 0.2242, byte miss ratio 0.2242
result/tencentBlock.ns12390.oracleGeneral.zst LHD cache size    81548, 3566652 req, miss ratio 0.1698, byte miss ratio 0.1698
result/tencentBlock.ns12390.oracleGeneral.zst LHD cache size   163096, 3566652 req, miss ratio 0.1267, byte miss ratio 0.1267
result/tencentBlock.ns12390.oracleGeneral.zst LHD cache size   326192, 3566652 req, miss ratio 0.1151, byte miss ratio 0.1151
result/tencentBlock.ns12390.oracleGeneral.zst LIRS cache size      407, 3566652 req, miss ratio 0.5366, byte miss ratio 0.5366
result/tencentBlock.ns12390.oracleGeneral.zst LIRS cache size     1223, 3566652 req, miss ratio 0.3951, byte miss ratio 0.3951
result/tencentBlock.ns12390.oracleGeneral.zst LIRS cache size     4077, 3566652 req, miss ratio 0.3133, byte miss ratio 0.3133
result/tencentBlock.ns12390.oracleGeneral.zst LIRS cache size    12232, 3566652 req, miss ratio 0.2788, byte miss ratio 0.2788
result/tencentBlock.ns12390.oracleGeneral.zst LIRS cache size    40774, 3566652 req, miss ratio 0.2360, byte miss ratio 0.2360
result/tencentBlock.ns12390.oracleGeneral.zst LIRS cache size    81548, 3566652 req, miss ratio 0.1894, byte miss ratio 0.1894
result/tencentBlock.ns12390.oracleGeneral.zst LIRS cache size   163096, 3566652 req, miss ratio 0.1371, byte miss ratio 0.1371
result/tencentBlock.ns12390.oracleGeneral.zst LIRS cache size   326192, 3566652 req, miss ratio 0.1169, byte miss ratio 0.1169
result/tencentBlock.ns12390.oracleGeneral.zst clock2 cache size      407, 3566652 req, miss ratio 0.5118, byte miss ratio 0.5118
result/tencentBlock.ns12390.oracleGeneral.zst clock2 cache size     1223, 3566652 req, miss ratio 0.4301, byte miss ratio 0.4301
result/tencentBlock.ns12390.oracleGeneral.zst clock2 cache size     4077, 3566652 req, miss ratio 0.3106, byte miss ratio 0.3106
result/tencentBlock.ns12390.oracleGeneral.zst clock2 cache size    12232, 3566652 req, miss ratio 0.2883, byte miss ratio 0.2883
result/tencentBlock.ns12390.oracleGeneral.zst clock2 cache size    40774, 3566652 req, miss ratio 0.2386, byte miss ratio 0.2386
result/tencentBlock.ns12390.oracleGeneral.zst clock2 cache size    81548, 3566652 req, miss ratio 0.2087, byte miss ratio 0.2087
