result/tencentBlock.ns10982.oracleGeneral.zst LeCaR cache size      151, 1175495 req, miss ratio 0.7280, byte miss ratio 0.7280
result/tencentBlock.ns10982.oracleGeneral.zst LeCaR cache size      454, 1175495 req, miss ratio 0.6301, byte miss ratio 0.6301
result/tencentBlock.ns10982.oracleGeneral.zst LeCaR cache size     1514, 1175495 req, miss ratio 0.5498, byte miss ratio 0.5498
result/tencentBlock.ns10982.oracleGeneral.zst LeCaR cache size     4542, 1175495 req, miss ratio 0.5000, byte miss ratio 0.5000
result/tencentBlock.ns10982.oracleGeneral.zst LeCaR cache size    15141, 1175495 req, miss ratio 0.4620, byte miss ratio 0.4620
result/tencentBlock.ns10982.oracleGeneral.zst LeCaR cache size    30282, 1175495 req, miss ratio 0.4357, byte miss ratio 0.4357
result/tencentBlock.ns10982.oracleGeneral.zst LeCaR cache size    60564, 1175495 req, miss ratio 0.1899, byte miss ratio 0.1899
result/tencentBlock.ns10982.oracleGeneral.zst LeCaR cache size   121128, 1175495 req, miss ratio 0.1328, byte miss ratio 0.1328
result/tencentBlock.ns10982.oracleGeneral.zst Cacheus cache size      151, 1175495 req, miss ratio 0.6871, byte miss ratio 0.6871
result/tencentBlock.ns10982.oracleGeneral.zst Cacheus cache size      454, 1175495 req, miss ratio 0.5950, byte miss ratio 0.5950
result/tencentBlock.ns10982.oracleGeneral.zst Cacheus cache size     1514, 1175495 req, miss ratio 0.5259, byte miss ratio 0.5259
result/tencentBlock.ns10982.oracleGeneral.zst Cacheus cache size     4542, 1175495 req, miss ratio 0.4808, byte miss ratio 0.4808
result/tencentBlock.ns10982.oracleGeneral.zst Cacheus cache size    15141, 1175495 req, miss ratio 0.4274, byte miss ratio 0.4274
result/tencentBlock.ns10982.oracleGeneral.zst Cacheus cache size    30282, 1175495 req, miss ratio 0.2740, byte miss ratio 0.2740
result/tencentBlock.ns10982.oracleGeneral.zst Cacheus cache size    60564, 1175495 req, miss ratio 0.1968, byte miss ratio 0.1968
result/tencentBlock.ns10982.oracleGeneral.zst Cacheus cache size   121128, 1175495 req, miss ratio 0.1340, byte miss ratio 0.1340
result/tencentBlock.ns10982.oracleGeneral.zst LIRS cache size      151, 1175495 req, miss ratio 0.6641, byte miss ratio 0.6641
result/tencentBlock.ns10982.oracleGeneral.zst LIRS cache size      454, 1175495 req, miss ratio 0.5746, byte miss ratio 0.5746
result/tencentBlock.ns10982.oracleGeneral.zst LIRS cache size     1514, 1175495 req, miss ratio 0.5255, byte miss ratio 0.5255
result/tencentBlock.ns10982.oracleGeneral.zst LIRS cache size     4542, 1175495 req, miss ratio 0.4773, byte miss ratio 0.4773
result/tencentBlock.ns10982.oracleGeneral.zst LIRS cache size    15141, 1175495 req, miss ratio 0.4095, byte miss ratio 0.4095
result/tencentBlock.ns10982.oracleGeneral.zst LIRS cache size    30282, 1175495 req, miss ratio 0.2464, byte miss ratio 0.2464
result/tencentBlock.ns10982.oracleGeneral.zst LIRS cache size    60564, 1175495 req, miss ratio 0.1882, byte miss ratio 0.1882
result/tencentBlock.ns10982.oracleGeneral.zst LIRS cache size   121128, 1175495 req, miss ratio 0.1339, byte miss ratio 0.1339
result/tencentBlock.ns10982.oracleGeneral.zst S3FIFO-1 cache size      151, 1175495 req, miss ratio 0.6641, byte miss ratio 0.6641
result/tencentBlock.ns10982.oracleGeneral.zst S3FIFO-1 cache size      454, 1175495 req, miss ratio 0.5733, byte miss ratio 0.5733
result/tencentBlock.ns10982.oracleGeneral.zst S3FIFO-1 cache size     1514, 1175495 req, miss ratio 0.5194, byte miss ratio 0.5194
