result/tencentBlock.ns11724.oracleGeneral.zst Clock cache size      371, 7697466 req, miss ratio 0.7056, byte miss ratio 0.7056
result/tencentBlock.ns11724.oracleGeneral.zst Clock cache size     1113, 7697466 req, miss ratio 0.6636, byte miss ratio 0.6636
result/tencentBlock.ns11724.oracleGeneral.zst Clock cache size     3713, 7697466 req, miss ratio 0.6422, byte miss ratio 0.6422
result/tencentBlock.ns11724.oracleGeneral.zst Clock cache size    11139, 7697466 req, miss ratio 0.5744, byte miss ratio 0.5744
result/tencentBlock.ns11724.oracleGeneral.zst Clock cache size    37133, 7697466 req, miss ratio 0.3991, byte miss ratio 0.3991
result/tencentBlock.ns11724.oracleGeneral.zst Clock cache size    74266, 7697466 req, miss ratio 0.2518, byte miss ratio 0.2518
result/tencentBlock.ns11724.oracleGeneral.zst Clock cache size   148532, 7697466 req, miss ratio 0.1431, byte miss ratio 0.1431
result/tencentBlock.ns11724.oracleGeneral.zst Clock cache size   297064, 7697466 req, miss ratio 0.0523, byte miss ratio 0.0523
result/tencentBlock.ns11724.oracleGeneral.zst clock2 cache size      371, 7697466 req, miss ratio 0.6990, byte miss ratio 0.6990
result/tencentBlock.ns11724.oracleGeneral.zst clock2 cache size     1113, 7697466 req, miss ratio 0.6610, byte miss ratio 0.6610
result/tencentBlock.ns11724.oracleGeneral.zst clock2 cache size     3713, 7697466 req, miss ratio 0.6418, byte miss ratio 0.6418
result/tencentBlock.ns11724.oracleGeneral.zst clock2 cache size    11139, 7697466 req, miss ratio 0.5713, byte miss ratio 0.5713
result/tencentBlock.ns11724.oracleGeneral.zst clock2 cache size    37133, 7697466 req, miss ratio 0.3894, byte miss ratio 0.3894
result/tencentBlock.ns11724.oracleGeneral.zst clock2 cache size    74266, 7697466 req, miss ratio 0.2459, byte miss ratio 0.2459
result/tencentBlock.ns11724.oracleGeneral.zst clock2 cache size   148532, 7697466 req, miss ratio 0.1357, byte miss ratio 0.1357
result/tencentBlock.ns11724.oracleGeneral.zst clock2 cache size   297064, 7697466 req, miss ratio 0.0515, byte miss ratio 0.0515
result/tencentBlock.ns11724.oracleGeneral.zst LeCaR cache size      371, 7697466 req, miss ratio 0.6983, byte miss ratio 0.6983
result/tencentBlock.ns11724.oracleGeneral.zst LeCaR cache size     1113, 7697466 req, miss ratio 0.6578, byte miss ratio 0.6578
result/tencentBlock.ns11724.oracleGeneral.zst LeCaR cache size     3713, 7697466 req, miss ratio 0.6372, byte miss ratio 0.6372
result/tencentBlock.ns11724.oracleGeneral.zst LeCaR cache size    11139, 7697466 req, miss ratio 0.5514, byte miss ratio 0.5514
result/tencentBlock.ns11724.oracleGeneral.zst LeCaR cache size    37133, 7697466 req, miss ratio 0.4055, byte miss ratio 0.4055
result/tencentBlock.ns11724.oracleGeneral.zst LeCaR cache size    74266, 7697466 req, miss ratio 0.2521, byte miss ratio 0.2521
result/tencentBlock.ns11724.oracleGeneral.zst LeCaR cache size   148532, 7697466 req, miss ratio 0.1376, byte miss ratio 0.1376
result/tencentBlock.ns11724.oracleGeneral.zst LeCaR cache size   297064, 7697466 req, miss ratio 0.0517, byte miss ratio 0.0517
result/tencentBlock.ns11724.oracleGeneral.zst ARC cache size      371, 7697466 req, miss ratio 0.6727, byte miss ratio 0.6727
result/tencentBlock.ns11724.oracleGeneral.zst ARC cache size     1113, 7697466 req, miss ratio 0.6384, byte miss ratio 0.6384
result/tencentBlock.ns11724.oracleGeneral.zst ARC cache size     3713, 7697466 req, miss ratio 0.6060, byte miss ratio 0.6060
result/tencentBlock.ns11724.oracleGeneral.zst ARC cache size    11139, 7697466 req, miss ratio 0.4898, byte miss ratio 0.4898
result/tencentBlock.ns11724.oracleGeneral.zst ARC cache size    37133, 7697466 req, miss ratio 0.3303, byte miss ratio 0.3303
result/tencentBlock.ns11724.oracleGeneral.zst ARC cache size    74266, 7697466 req, miss ratio 0.2385, byte miss ratio 0.2385
result/tencentBlock.ns11724.oracleGeneral.zst ARC cache size   148532, 7697466 req, miss ratio 0.1359, byte miss ratio 0.1359
result/tencentBlock.ns11724.oracleGeneral.zst ARC cache size   297064, 7697466 req, miss ratio 0.0512, byte miss ratio 0.0512
result/tencentBlock.ns11724.oracleGeneral.zst FIFO cache size      371, 7697466 req, miss ratio 0.7407, byte miss ratio 0.7407
result/tencentBlock.ns11724.oracleGeneral.zst FIFO cache size     1113, 7697466 req, miss ratio 0.6880, byte miss ratio 0.6880
result/tencentBlock.ns11724.oracleGeneral.zst FIFO cache size     3713, 7697466 req, miss ratio 0.6369, byte miss ratio 0.6369
result/tencentBlock.ns11724.oracleGeneral.zst FIFO cache size    11139, 7697466 req, miss ratio 0.5866, byte miss ratio 0.5866
result/tencentBlock.ns11724.oracleGeneral.zst FIFO cache size    37133, 7697466 req, miss ratio 0.4443, byte miss ratio 0.4443
result/tencentBlock.ns11724.oracleGeneral.zst FIFO cache size    74266, 7697466 req, miss ratio 0.3099, byte miss ratio 0.3099
result/tencentBlock.ns11724.oracleGeneral.zst FIFO cache size   148532, 7697466 req, miss ratio 0.1739, byte miss ratio 0.1739
result/tencentBlock.ns11724.oracleGeneral.zst FIFO cache size   297064, 7697466 req, miss ratio 0.0689, byte miss ratio 0.0689
result/tencentBlock.ns11724.oracleGeneral.zst Cacheus cache size      371, 7697466 req, miss ratio 0.6811, byte miss ratio 0.6811
result/tencentBlock.ns11724.oracleGeneral.zst Cacheus cache size     1113, 7697466 req, miss ratio 0.6422, byte miss ratio 0.6422
result/tencentBlock.ns11724.oracleGeneral.zst Cacheus cache size     3713, 7697466 req, miss ratio 0.6263, byte miss ratio 0.6263
result/tencentBlock.ns11724.oracleGeneral.zst Cacheus cache size    11139, 7697466 req, miss ratio 0.5297, byte miss ratio 0.5297
result/tencentBlock.ns11724.oracleGeneral.zst Cacheus cache size    37133, 7697466 req, miss ratio 0.3729, byte miss ratio 0.3729
result/tencentBlock.ns11724.oracleGeneral.zst Cacheus cache size    74266, 7697466 req, miss ratio 0.2146, byte miss ratio 0.2146
result/tencentBlock.ns11724.oracleGeneral.zst Cacheus cache size   148532, 7697466 req, miss ratio 0.1215, byte miss ratio 0.1215
result/tencentBlock.ns11724.oracleGeneral.zst Cacheus cache size   297064, 7697466 req, miss ratio 0.0519, byte miss ratio 0.0519
result/tencentBlock.ns11724.oracleGeneral.zst S3FIFO-1 cache size      371, 7697466 req, miss ratio 0.6735, byte miss ratio 0.6735
result/tencentBlock.ns11724.oracleGeneral.zst S3FIFO-1 cache size     1113, 7697466 req, miss ratio 0.6405, byte miss ratio 0.6405
result/tencentBlock.ns11724.oracleGeneral.zst S3FIFO-1 cache size     3713, 7697466 req, miss ratio 0.5960, byte miss ratio 0.5960
result/tencentBlock.ns11724.oracleGeneral.zst S3FIFO-1 cache size    11139, 7697466 req, miss ratio 0.4841, byte miss ratio 0.4841
result/tencentBlock.ns11724.oracleGeneral.zst S3FIFO-1 cache size    37133, 7697466 req, miss ratio 0.3322, byte miss ratio 0.3322
result/tencentBlock.ns11724.oracleGeneral.zst S3FIFO-1 cache size    74266, 7697466 req, miss ratio 0.2234, byte miss ratio 0.2234
result/tencentBlock.ns11724.oracleGeneral.zst S3FIFO-1 cache size   148532, 7697466 req, miss ratio 0.1290, byte miss ratio 0.1290
result/tencentBlock.ns11724.oracleGeneral.zst S3FIFO-1 cache size   297064, 7697466 req, miss ratio 0.0516, byte miss ratio 0.0516
result/tencentBlock.ns11724.oracleGeneral.zst LRU cache size      371, 7697466 req, miss ratio 0.7117, byte miss ratio 0.7117
result/tencentBlock.ns11724.oracleGeneral.zst LRU cache size     1113, 7697466 req, miss ratio 0.6665, byte miss ratio 0.6665
result/tencentBlock.ns11724.oracleGeneral.zst LRU cache size     3713, 7697466 req, miss ratio 0.6417, byte miss ratio 0.6417
result/tencentBlock.ns11724.oracleGeneral.zst LRU cache size    11139, 7697466 req, miss ratio 0.5780, byte miss ratio 0.5780
result/tencentBlock.ns11724.oracleGeneral.zst LRU cache size    37133, 7697466 req, miss ratio 0.4152, byte miss ratio 0.4152
result/tencentBlock.ns11724.oracleGeneral.zst LRU cache size    74266, 7697466 req, miss ratio 0.2576, byte miss ratio 0.2576
result/tencentBlock.ns11724.oracleGeneral.zst LRU cache size   148532, 7697466 req, miss ratio 0.1464, byte miss ratio 0.1464
result/tencentBlock.ns11724.oracleGeneral.zst LRU cache size   297064, 7697466 req, miss ratio 0.0522, byte miss ratio 0.0522
result/tencentBlock.ns11724.oracleGeneral.zst LIRS cache size      371, 7697466 req, miss ratio 0.6770, byte miss ratio 0.6770
result/tencentBlock.ns11724.oracleGeneral.zst LIRS cache size     1113, 7697466 req, miss ratio 0.6479, byte miss ratio 0.6479
result/tencentBlock.ns11724.oracleGeneral.zst LIRS cache size     3713, 7697466 req, miss ratio 0.5932, byte miss ratio 0.5932
result/tencentBlock.ns11724.oracleGeneral.zst LIRS cache size    11139, 7697466 req, miss ratio 0.4892, byte miss ratio 0.4892
result/tencentBlock.ns11724.oracleGeneral.zst LIRS cache size    37133, 7697466 req, miss ratio 0.3264, byte miss ratio 0.3264
result/tencentBlock.ns11724.oracleGeneral.zst LIRS cache size    74266, 7697466 req, miss ratio 0.2191, byte miss ratio 0.2191
result/tencentBlock.ns11724.oracleGeneral.zst LIRS cache size   148532, 7697466 req, miss ratio 0.1214, byte miss ratio 0.1214
result/tencentBlock.ns11724.oracleGeneral.zst LIRS cache size   297064, 7697466 req, miss ratio 0.0506, byte miss ratio 0.0506
result/tencentBlock.ns11724.oracleGeneral.zst LHD cache size      371, 7697466 req, miss ratio 0.7006, byte miss ratio 0.7006
result/tencentBlock.ns11724.oracleGeneral.zst LHD cache size     1113, 7697466 req, miss ratio 0.6603, byte miss ratio 0.6603
result/tencentBlock.ns11724.oracleGeneral.zst LHD cache size     3713, 7697466 req, miss ratio 0.6125, byte miss ratio 0.6125
result/tencentBlock.ns11724.oracleGeneral.zst LHD cache size    11139, 7697466 req, miss ratio 0.5366, byte miss ratio 0.5366
result/tencentBlock.ns11724.oracleGeneral.zst LHD cache size    37133, 7697466 req, miss ratio 0.3608, byte miss ratio 0.3608
result/tencentBlock.ns11724.oracleGeneral.zst LHD cache size    74266, 7697466 req, miss ratio 0.2306, byte miss ratio 0.2306
result/tencentBlock.ns11724.oracleGeneral.zst LHD cache size   148532, 7697466 req, miss ratio 0.1284, byte miss ratio 0.1284
result/tencentBlock.ns11724.oracleGeneral.zst LHD cache size   297064, 7697466 req, miss ratio 0.0529, byte miss ratio 0.0529
result/tencentBlock.ns11724.oracleGeneral.zst S3FIFO-d-1 cache size      371, 7697466 req, miss ratio 0.6743, byte miss ratio 0.6743
result/tencentBlock.ns11724.oracleGeneral.zst S3FIFO-d-1 cache size     1113, 7697466 req, miss ratio 0.6381, byte miss ratio 0.6381
result/tencentBlock.ns11724.oracleGeneral.zst S3FIFO-d-1 cache size     3713, 7697466 req, miss ratio 0.6006, byte miss ratio 0.6006
result/tencentBlock.ns11724.oracleGeneral.zst S3FIFO-d-1 cache size    11139, 7697466 req, miss ratio 0.4852, byte miss ratio 0.4852
result/tencentBlock.ns11724.oracleGeneral.zst S3FIFO-d-1 cache size    37133, 7697466 req, miss ratio 0.3250, byte miss ratio 0.3250
result/tencentBlock.ns11724.oracleGeneral.zst S3FIFO-d-1 cache size    74266, 7697466 req, miss ratio 0.2305, byte miss ratio 0.2305
