result/tencentBlock.ns16109.oracleGeneral.zst LeCaR cache size      358, 3293019 req, miss ratio 0.4179, byte miss ratio 0.4179
result/tencentBlock.ns16109.oracleGeneral.zst LeCaR cache size     1075, 3293019 req, miss ratio 0.3897, byte miss ratio 0.3897
result/tencentBlock.ns16109.oracleGeneral.zst LeCaR cache size     3584, 3293019 req, miss ratio 0.3590, byte miss ratio 0.3590
result/tencentBlock.ns16109.oracleGeneral.zst LeCaR cache size    10752, 3293019 req, miss ratio 0.3258, byte miss ratio 0.3258
result/tencentBlock.ns16109.oracleGeneral.zst LeCaR cache size    35842, 3293019 req, miss ratio 0.2732, byte miss ratio 0.2732
result/tencentBlock.ns16109.oracleGeneral.zst LeCaR cache size    71685, 3293019 req, miss ratio 0.1897, byte miss ratio 0.1897
result/tencentBlock.ns16109.oracleGeneral.zst LeCaR cache size   143371, 3293019 req, miss ratio 0.1253, byte miss ratio 0.1253
result/tencentBlock.ns16109.oracleGeneral.zst LeCaR cache size   286742, 3293019 req, miss ratio 0.1100, byte miss ratio 0.1100
result/tencentBlock.ns16109.oracleGeneral.zst S3FIFO-1 cache size      358, 3293019 req, miss ratio 0.4061, byte miss ratio 0.4061
result/tencentBlock.ns16109.oracleGeneral.zst S3FIFO-1 cache size     1075, 3293019 req, miss ratio 0.3830, byte miss ratio 0.3830
result/tencentBlock.ns16109.oracleGeneral.zst S3FIFO-1 cache size     3584, 3293019 req, miss ratio 0.3598, byte miss ratio 0.3598
result/tencentBlock.ns16109.oracleGeneral.zst S3FIFO-1 cache size    10752, 3293019 req, miss ratio 0.3230, byte miss ratio 0.3230
result/tencentBlock.ns16109.oracleGeneral.zst S3FIFO-1 cache size    35842, 3293019 req, miss ratio 0.2812, byte miss ratio 0.2812
result/tencentBlock.ns16109.oracleGeneral.zst S3FIFO-1 cache size    71685, 3293019 req, miss ratio 0.2077, byte miss ratio 0.2077
result/tencentBlock.ns16109.oracleGeneral.zst S3FIFO-1 cache size   143371, 3293019 req, miss ratio 0.1291, byte miss ratio 0.1291
result/tencentBlock.ns16109.oracleGeneral.zst S3FIFO-1 cache size   286742, 3293019 req, miss ratio 0.1100, byte miss ratio 0.1100
result/tencentBlock.ns16109.oracleGeneral.zst FIFO cache size      358, 3293019 req, miss ratio 0.4957, byte miss ratio 0.4957
result/tencentBlock.ns16109.oracleGeneral.zst FIFO cache size     1075, 3293019 req, miss ratio 0.4196, byte miss ratio 0.4196
result/tencentBlock.ns16109.oracleGeneral.zst FIFO cache size     3584, 3293019 req, miss ratio 0.3732, byte miss ratio 0.3732
result/tencentBlock.ns16109.oracleGeneral.zst FIFO cache size    10752, 3293019 req, miss ratio 0.3310, byte miss ratio 0.3310
result/tencentBlock.ns16109.oracleGeneral.zst FIFO cache size    35842, 3293019 req, miss ratio 0.2829, byte miss ratio 0.2829
