result/tencentBlock.ns19814.oracleGeneral.zst ARC cache size      168, 1591229 req, miss ratio 0.4596, byte miss ratio 0.4596
result/tencentBlock.ns19814.oracleGeneral.zst ARC cache size      505, 1591229 req, miss ratio 0.4533, byte miss ratio 0.4533
result/tencentBlock.ns19814.oracleGeneral.zst ARC cache size     1686, 1591229 req, miss ratio 0.4497, byte miss ratio 0.4497
result/tencentBlock.ns19814.oracleGeneral.zst ARC cache size     5059, 1591229 req, miss ratio 0.4485, byte miss ratio 0.4485
result/tencentBlock.ns19814.oracleGeneral.zst ARC cache size    16863, 1591229 req, miss ratio 0.4218, byte miss ratio 0.4218
result/tencentBlock.ns19814.oracleGeneral.zst ARC cache size    33726, 1591229 req, miss ratio 0.3421, byte miss ratio 0.3421
result/tencentBlock.ns19814.oracleGeneral.zst ARC cache size    67453, 1591229 req, miss ratio 0.2668, byte miss ratio 0.2668
result/tencentBlock.ns19814.oracleGeneral.zst ARC cache size   134907, 1591229 req, miss ratio 0.1120, byte miss ratio 0.1120
result/tencentBlock.ns19814.oracleGeneral.zst S3FIFO-1 cache size      168, 1591229 req, miss ratio 0.4601, byte miss ratio 0.4601
result/tencentBlock.ns19814.oracleGeneral.zst S3FIFO-1 cache size      505, 1591229 req, miss ratio 0.4527, byte miss ratio 0.4527
result/tencentBlock.ns19814.oracleGeneral.zst S3FIFO-1 cache size     1686, 1591229 req, miss ratio 0.4490, byte miss ratio 0.4490
result/tencentBlock.ns19814.oracleGeneral.zst S3FIFO-1 cache size     5059, 1591229 req, miss ratio 0.4482, byte miss ratio 0.4482
result/tencentBlock.ns19814.oracleGeneral.zst S3FIFO-1 cache size    16863, 1591229 req, miss ratio 0.4091, byte miss ratio 0.4091
result/tencentBlock.ns19814.oracleGeneral.zst S3FIFO-1 cache size    33726, 1591229 req, miss ratio 0.3678, byte miss ratio 0.3678
result/tencentBlock.ns19814.oracleGeneral.zst S3FIFO-1 cache size    67453, 1591229 req, miss ratio 0.2582, byte miss ratio 0.2582
result/tencentBlock.ns19814.oracleGeneral.zst S3FIFO-1 cache size   134907, 1591229 req, miss ratio 0.1245, byte miss ratio 0.1245
result/tencentBlock.ns19814.oracleGeneral.zst LHD cache size      168, 1591229 req, miss ratio 0.4795, byte miss ratio 0.4795
result/tencentBlock.ns19814.oracleGeneral.zst LHD cache size      505, 1591229 req, miss ratio 0.4562, byte miss ratio 0.4562
