result/tencentBlock.ns10893.oracleGeneral.zst LIRS cache size      304, 1656606 req, miss ratio 0.4933, byte miss ratio 0.4933
result/tencentBlock.ns10893.oracleGeneral.zst LIRS cache size      913, 1656606 req, miss ratio 0.4056, byte miss ratio 0.4056
result/tencentBlock.ns10893.oracleGeneral.zst LIRS cache size     3045, 1656606 req, miss ratio 0.3803, byte miss ratio 0.3803
result/tencentBlock.ns10893.oracleGeneral.zst LIRS cache size     9137, 1656606 req, miss ratio 0.3505, byte miss ratio 0.3505
result/tencentBlock.ns10893.oracleGeneral.zst LIRS cache size    30459, 1656606 req, miss ratio 0.3049, byte miss ratio 0.3049
result/tencentBlock.ns10893.oracleGeneral.zst LIRS cache size    60919, 1656606 req, miss ratio 0.2481, byte miss ratio 0.2481
result/tencentBlock.ns10893.oracleGeneral.zst LIRS cache size   121839, 1656606 req, miss ratio 0.2028, byte miss ratio 0.2028
result/tencentBlock.ns10893.oracleGeneral.zst LIRS cache size   243679, 1656606 req, miss ratio 0.1875, byte miss ratio 0.1875
result/tencentBlock.ns10893.oracleGeneral.zst ARC cache size      304, 1656606 req, miss ratio 0.3857, byte miss ratio 0.3857
result/tencentBlock.ns10893.oracleGeneral.zst ARC cache size      913, 1656606 req, miss ratio 0.3798, byte miss ratio 0.3798
result/tencentBlock.ns10893.oracleGeneral.zst ARC cache size     3045, 1656606 req, miss ratio 0.3762, byte miss ratio 0.3762
result/tencentBlock.ns10893.oracleGeneral.zst ARC cache size     9137, 1656606 req, miss ratio 0.3633, byte miss ratio 0.3633
result/tencentBlock.ns10893.oracleGeneral.zst ARC cache size    30459, 1656606 req, miss ratio 0.2978, byte miss ratio 0.2978
result/tencentBlock.ns10893.oracleGeneral.zst ARC cache size    60919, 1656606 req, miss ratio 0.2443, byte miss ratio 0.2443
result/tencentBlock.ns10893.oracleGeneral.zst ARC cache size   121839, 1656606 req, miss ratio 0.2064, byte miss ratio 0.2064
result/tencentBlock.ns10893.oracleGeneral.zst ARC cache size   243679, 1656606 req, miss ratio 0.1842, byte miss ratio 0.1842
result/tencentBlock.ns10893.oracleGeneral.zst Clock cache size      304, 1656606 req, miss ratio 0.3877, byte miss ratio 0.3877
result/tencentBlock.ns10893.oracleGeneral.zst Clock cache size      913, 1656606 req, miss ratio 0.3813, byte miss ratio 0.3813
result/tencentBlock.ns10893.oracleGeneral.zst Clock cache size     3045, 1656606 req, miss ratio 0.3772, byte miss ratio 0.3772
result/tencentBlock.ns10893.oracleGeneral.zst Clock cache size     9137, 1656606 req, miss ratio 0.3758, byte miss ratio 0.3758
result/tencentBlock.ns10893.oracleGeneral.zst Clock cache size    30459, 1656606 req, miss ratio 0.3159, byte miss ratio 0.3159
result/tencentBlock.ns10893.oracleGeneral.zst Clock cache size    60919, 1656606 req, miss ratio 0.2614, byte miss ratio 0.2614
result/tencentBlock.ns10893.oracleGeneral.zst Clock cache size   121839, 1656606 req, miss ratio 0.2120, byte miss ratio 0.2120
result/tencentBlock.ns10893.oracleGeneral.zst Clock cache size   243679, 1656606 req, miss ratio 0.1842, byte miss ratio 0.1842
result/tencentBlock.ns10893.oracleGeneral.zst LRU cache size      304, 1656606 req, miss ratio 0.3874, byte miss ratio 0.3874
result/tencentBlock.ns10893.oracleGeneral.zst LRU cache size      913, 1656606 req, miss ratio 0.3813, byte miss ratio 0.3813
result/tencentBlock.ns10893.oracleGeneral.zst LRU cache size     3045, 1656606 req, miss ratio 0.3770, byte miss ratio 0.3770
result/tencentBlock.ns10893.oracleGeneral.zst LRU cache size     9137, 1656606 req, miss ratio 0.3756, byte miss ratio 0.3756
result/tencentBlock.ns10893.oracleGeneral.zst LRU cache size    30459, 1656606 req, miss ratio 0.2996, byte miss ratio 0.2996
result/tencentBlock.ns10893.oracleGeneral.zst LRU cache size    60919, 1656606 req, miss ratio 0.2453, byte miss ratio 0.2453
result/tencentBlock.ns10893.oracleGeneral.zst LRU cache size   121839, 1656606 req, miss ratio 0.2080, byte miss ratio 0.2080
result/tencentBlock.ns10893.oracleGeneral.zst LRU cache size   243679, 1656606 req, miss ratio 0.1879, byte miss ratio 0.1879
result/tencentBlock.ns10893.oracleGeneral.zst LeCaR cache size      304, 1656606 req, miss ratio 0.3869, byte miss ratio 0.3869
result/tencentBlock.ns10893.oracleGeneral.zst LeCaR cache size      913, 1656606 req, miss ratio 0.3809, byte miss ratio 0.3809
result/tencentBlock.ns10893.oracleGeneral.zst LeCaR cache size     3045, 1656606 req, miss ratio 0.3768, byte miss ratio 0.3768
result/tencentBlock.ns10893.oracleGeneral.zst LeCaR cache size     9137, 1656606 req, miss ratio 0.3755, byte miss ratio 0.3755
result/tencentBlock.ns10893.oracleGeneral.zst LeCaR cache size    30459, 1656606 req, miss ratio 0.2967, byte miss ratio 0.2967
result/tencentBlock.ns10893.oracleGeneral.zst LeCaR cache size    60919, 1656606 req, miss ratio 0.2464, byte miss ratio 0.2464
