result/tencentBlock.ns12600.oracleGeneral.zst LeCaR cache size      116, 4311505 req, miss ratio 0.6895, byte miss ratio 0.6895
result/tencentBlock.ns12600.oracleGeneral.zst LeCaR cache size      348, 4311505 req, miss ratio 0.6231, byte miss ratio 0.6231
result/tencentBlock.ns12600.oracleGeneral.zst LeCaR cache size     1161, 4311505 req, miss ratio 0.5942, byte miss ratio 0.5942
result/tencentBlock.ns12600.oracleGeneral.zst LeCaR cache size     3485, 4311505 req, miss ratio 0.5732, byte miss ratio 0.5732
result/tencentBlock.ns12600.oracleGeneral.zst LeCaR cache size    11619, 4311505 req, miss ratio 0.3103, byte miss ratio 0.3103
result/tencentBlock.ns12600.oracleGeneral.zst LeCaR cache size    23238, 4311505 req, miss ratio 0.1340, byte miss ratio 0.1340
result/tencentBlock.ns12600.oracleGeneral.zst LeCaR cache size    46476, 4311505 req, miss ratio 0.0962, byte miss ratio 0.0962
result/tencentBlock.ns12600.oracleGeneral.zst LeCaR cache size    92952, 4311505 req, miss ratio 0.0296, byte miss ratio 0.0296
result/tencentBlock.ns12600.oracleGeneral.zst LHD cache size      116, 4311505 req, miss ratio 0.6789, byte miss ratio 0.6789
result/tencentBlock.ns12600.oracleGeneral.zst LHD cache size      348, 4311505 req, miss ratio 0.6232, byte miss ratio 0.6232
result/tencentBlock.ns12600.oracleGeneral.zst LHD cache size     1161, 4311505 req, miss ratio 0.5891, byte miss ratio 0.5891
result/tencentBlock.ns12600.oracleGeneral.zst LHD cache size     3485, 4311505 req, miss ratio 0.5193, byte miss ratio 0.5193
result/tencentBlock.ns12600.oracleGeneral.zst LHD cache size    11619, 4311505 req, miss ratio 0.2919, byte miss ratio 0.2919
result/tencentBlock.ns12600.oracleGeneral.zst LHD cache size    23238, 4311505 req, miss ratio 0.1414, byte miss ratio 0.1414
result/tencentBlock.ns12600.oracleGeneral.zst LHD cache size    46476, 4311505 req, miss ratio 0.0911, byte miss ratio 0.0911
result/tencentBlock.ns12600.oracleGeneral.zst LHD cache size    92952, 4311505 req, miss ratio 0.0325, byte miss ratio 0.0325
result/tencentBlock.ns12600.oracleGeneral.zst Clock cache size      116, 4311505 req, miss ratio 0.6929, byte miss ratio 0.6929
result/tencentBlock.ns12600.oracleGeneral.zst Clock cache size      348, 4311505 req, miss ratio 0.6290, byte miss ratio 0.6290
result/tencentBlock.ns12600.oracleGeneral.zst Clock cache size     1161, 4311505 req, miss ratio 0.5976, byte miss ratio 0.5976
result/tencentBlock.ns12600.oracleGeneral.zst Clock cache size     3485, 4311505 req, miss ratio 0.5765, byte miss ratio 0.5765
result/tencentBlock.ns12600.oracleGeneral.zst Clock cache size    11619, 4311505 req, miss ratio 0.3820, byte miss ratio 0.3820
result/tencentBlock.ns12600.oracleGeneral.zst Clock cache size    23238, 4311505 req, miss ratio 0.2082, byte miss ratio 0.2082
result/tencentBlock.ns12600.oracleGeneral.zst Clock cache size    46476, 4311505 req, miss ratio 0.1048, byte miss ratio 0.1048
result/tencentBlock.ns12600.oracleGeneral.zst Clock cache size    92952, 4311505 req, miss ratio 0.0305, byte miss ratio 0.0305
result/tencentBlock.ns12600.oracleGeneral.zst clock2 cache size      116, 4311505 req, miss ratio 0.6904, byte miss ratio 0.6904
result/tencentBlock.ns12600.oracleGeneral.zst clock2 cache size      348, 4311505 req, miss ratio 0.6255, byte miss ratio 0.6255
result/tencentBlock.ns12600.oracleGeneral.zst clock2 cache size     1161, 4311505 req, miss ratio 0.5960, byte miss ratio 0.5960
result/tencentBlock.ns12600.oracleGeneral.zst clock2 cache size     3485, 4311505 req, miss ratio 0.5734, byte miss ratio 0.5734
result/tencentBlock.ns12600.oracleGeneral.zst clock2 cache size    11619, 4311505 req, miss ratio 0.3516, byte miss ratio 0.3516
result/tencentBlock.ns12600.oracleGeneral.zst clock2 cache size    23238, 4311505 req, miss ratio 0.2591, byte miss ratio 0.2591
result/tencentBlock.ns12600.oracleGeneral.zst clock2 cache size    46476, 4311505 req, miss ratio 0.0997, byte miss ratio 0.0997
result/tencentBlock.ns12600.oracleGeneral.zst clock2 cache size    92952, 4311505 req, miss ratio 0.0317, byte miss ratio 0.0317
result/tencentBlock.ns12600.oracleGeneral.zst Cacheus cache size      116, 4311505 req, miss ratio 0.6631, byte miss ratio 0.6631
result/tencentBlock.ns12600.oracleGeneral.zst Cacheus cache size      348, 4311505 req, miss ratio 0.6117, byte miss ratio 0.6117
result/tencentBlock.ns12600.oracleGeneral.zst Cacheus cache size     1161, 4311505 req, miss ratio 0.5770, byte miss ratio 0.5770
result/tencentBlock.ns12600.oracleGeneral.zst Cacheus cache size     3485, 4311505 req, miss ratio 0.5617, byte miss ratio 0.5617
result/tencentBlock.ns12600.oracleGeneral.zst Cacheus cache size    11619, 4311505 req, miss ratio 0.3732, byte miss ratio 0.3732
result/tencentBlock.ns12600.oracleGeneral.zst Cacheus cache size    23238, 4311505 req, miss ratio 0.1262, byte miss ratio 0.1262
result/tencentBlock.ns12600.oracleGeneral.zst Cacheus cache size    46476, 4311505 req, miss ratio 0.0927, byte miss ratio 0.0927
result/tencentBlock.ns12600.oracleGeneral.zst Cacheus cache size    92952, 4311505 req, miss ratio 0.0298, byte miss ratio 0.0298
result/tencentBlock.ns12600.oracleGeneral.zst LRU cache size      116, 4311505 req, miss ratio 0.6971, byte miss ratio 0.6971
result/tencentBlock.ns12600.oracleGeneral.zst LRU cache size      348, 4311505 req, miss ratio 0.6334, byte miss ratio 0.6334
