result/tencentBlock.ns16655.oracleGeneral.zst clock2 cache size      432, 4563807 req, miss ratio 0.6797, byte miss ratio 0.6797
result/tencentBlock.ns16655.oracleGeneral.zst clock2 cache size     1298, 4563807 req, miss ratio 0.6149, byte miss ratio 0.6149
result/tencentBlock.ns16655.oracleGeneral.zst clock2 cache size     4326, 4563807 req, miss ratio 0.4982, byte miss ratio 0.4982
result/tencentBlock.ns16655.oracleGeneral.zst clock2 cache size    12980, 4563807 req, miss ratio 0.4551, byte miss ratio 0.4551
result/tencentBlock.ns16655.oracleGeneral.zst clock2 cache size    43267, 4563807 req, miss ratio 0.3627, byte miss ratio 0.3627
result/tencentBlock.ns16655.oracleGeneral.zst clock2 cache size    86535, 4563807 req, miss ratio 0.2794, byte miss ratio 0.2794
result/tencentBlock.ns16655.oracleGeneral.zst clock2 cache size   173071, 4563807 req, miss ratio 0.1455, byte miss ratio 0.1455
result/tencentBlock.ns16655.oracleGeneral.zst clock2 cache size   346142, 4563807 req, miss ratio 0.0968, byte miss ratio 0.0968
result/tencentBlock.ns16655.oracleGeneral.zst LHD cache size      432, 4563807 req, miss ratio 0.6848, byte miss ratio 0.6848
result/tencentBlock.ns16655.oracleGeneral.zst LHD cache size     1298, 4563807 req, miss ratio 0.5983, byte miss ratio 0.5983
result/tencentBlock.ns16655.oracleGeneral.zst LHD cache size     4326, 4563807 req, miss ratio 0.4899, byte miss ratio 0.4899
result/tencentBlock.ns16655.oracleGeneral.zst LHD cache size    12980, 4563807 req, miss ratio 0.4358, byte miss ratio 0.4358
result/tencentBlock.ns16655.oracleGeneral.zst LHD cache size    43267, 4563807 req, miss ratio 0.3408, byte miss ratio 0.3408
result/tencentBlock.ns16655.oracleGeneral.zst LHD cache size    86535, 4563807 req, miss ratio 0.2356, byte miss ratio 0.2356
result/tencentBlock.ns16655.oracleGeneral.zst LHD cache size   173071, 4563807 req, miss ratio 0.1276, byte miss ratio 0.1276
result/tencentBlock.ns16655.oracleGeneral.zst LHD cache size   346142, 4563807 req, miss ratio 0.0977, byte miss ratio 0.0977
result/tencentBlock.ns16655.oracleGeneral.zst Clock cache size      432, 4563807 req, miss ratio 0.6859, byte miss ratio 0.6859
result/tencentBlock.ns16655.oracleGeneral.zst Clock cache size     1298, 4563807 req, miss ratio 0.6124, byte miss ratio 0.6124
result/tencentBlock.ns16655.oracleGeneral.zst Clock cache size     4326, 4563807 req, miss ratio 0.5097, byte miss ratio 0.5097
result/tencentBlock.ns16655.oracleGeneral.zst Clock cache size    12980, 4563807 req, miss ratio 0.4570, byte miss ratio 0.4570
result/tencentBlock.ns16655.oracleGeneral.zst Clock cache size    43267, 4563807 req, miss ratio 0.3568, byte miss ratio 0.3568
result/tencentBlock.ns16655.oracleGeneral.zst Clock cache size    86535, 4563807 req, miss ratio 0.2734, byte miss ratio 0.2734
result/tencentBlock.ns16655.oracleGeneral.zst Clock cache size   173071, 4563807 req, miss ratio 0.1452, byte miss ratio 0.1452
result/tencentBlock.ns16655.oracleGeneral.zst Clock cache size   346142, 4563807 req, miss ratio 0.0970, byte miss ratio 0.0970
result/tencentBlock.ns16655.oracleGeneral.zst ARC cache size      432, 4563807 req, miss ratio 0.6497, byte miss ratio 0.6497
result/tencentBlock.ns16655.oracleGeneral.zst ARC cache size     1298, 4563807 req, miss ratio 0.5544, byte miss ratio 0.5544
