result/tencentBlock.ns7027.oracleGeneral.zst Cacheus cache size      222, 2767356 req, miss ratio 0.4756, byte miss ratio 0.4756
result/tencentBlock.ns7027.oracleGeneral.zst Cacheus cache size      666, 2767356 req, miss ratio 0.3983, byte miss ratio 0.3983
result/tencentBlock.ns7027.oracleGeneral.zst Cacheus cache size     2220, 2767356 req, miss ratio 0.2589, byte miss ratio 0.2589
result/tencentBlock.ns7027.oracleGeneral.zst Cacheus cache size     6660, 2767356 req, miss ratio 0.2253, byte miss ratio 0.2253
result/tencentBlock.ns7027.oracleGeneral.zst Cacheus cache size    22200, 2767356 req, miss ratio 0.1759, byte miss ratio 0.1759
result/tencentBlock.ns7027.oracleGeneral.zst Cacheus cache size    44401, 2767356 req, miss ratio 0.1253, byte miss ratio 0.1253
result/tencentBlock.ns7027.oracleGeneral.zst Cacheus cache size    88803, 2767356 req, miss ratio 0.0914, byte miss ratio 0.0914
result/tencentBlock.ns7027.oracleGeneral.zst Cacheus cache size   177606, 2767356 req, miss ratio 0.0837, byte miss ratio 0.0837
result/tencentBlock.ns7027.oracleGeneral.zst LeCaR cache size      222, 2767356 req, miss ratio 0.5108, byte miss ratio 0.5108
result/tencentBlock.ns7027.oracleGeneral.zst LeCaR cache size      666, 2767356 req, miss ratio 0.4090, byte miss ratio 0.4090
result/tencentBlock.ns7027.oracleGeneral.zst LeCaR cache size     2220, 2767356 req, miss ratio 0.2561, byte miss ratio 0.2561
result/tencentBlock.ns7027.oracleGeneral.zst LeCaR cache size     6660, 2767356 req, miss ratio 0.2266, byte miss ratio 0.2266
result/tencentBlock.ns7027.oracleGeneral.zst LeCaR cache size    22200, 2767356 req, miss ratio 0.1698, byte miss ratio 0.1698
result/tencentBlock.ns7027.oracleGeneral.zst LeCaR cache size    44401, 2767356 req, miss ratio 0.1255, byte miss ratio 0.1255
result/tencentBlock.ns7027.oracleGeneral.zst LeCaR cache size    88803, 2767356 req, miss ratio 0.0914, byte miss ratio 0.0914
result/tencentBlock.ns7027.oracleGeneral.zst LeCaR cache size   177606, 2767356 req, miss ratio 0.0825, byte miss ratio 0.0825
result/tencentBlock.ns7027.oracleGeneral.zst LIRS cache size      222, 2767356 req, miss ratio 0.4901, byte miss ratio 0.4901
result/tencentBlock.ns7027.oracleGeneral.zst LIRS cache size      666, 2767356 req, miss ratio 0.4011, byte miss ratio 0.4011
result/tencentBlock.ns7027.oracleGeneral.zst LIRS cache size     2220, 2767356 req, miss ratio 0.2574, byte miss ratio 0.2574
result/tencentBlock.ns7027.oracleGeneral.zst LIRS cache size     6660, 2767356 req, miss ratio 0.2242, byte miss ratio 0.2242
result/tencentBlock.ns7027.oracleGeneral.zst LIRS cache size    22200, 2767356 req, miss ratio 0.1765, byte miss ratio 0.1765
result/tencentBlock.ns7027.oracleGeneral.zst LIRS cache size    44401, 2767356 req, miss ratio 0.1361, byte miss ratio 0.1361
result/tencentBlock.ns7027.oracleGeneral.zst LIRS cache size    88803, 2767356 req, miss ratio 0.1009, byte miss ratio 0.1009
result/tencentBlock.ns7027.oracleGeneral.zst LIRS cache size   177606, 2767356 req, miss ratio 0.0845, byte miss ratio 0.0845
result/tencentBlock.ns7027.oracleGeneral.zst FIFO cache size      222, 2767356 req, miss ratio 0.6392, byte miss ratio 0.6392
result/tencentBlock.ns7027.oracleGeneral.zst FIFO cache size      666, 2767356 req, miss ratio 0.4625, byte miss ratio 0.4625
result/tencentBlock.ns7027.oracleGeneral.zst FIFO cache size     2220, 2767356 req, miss ratio 0.3310, byte miss ratio 0.3310
result/tencentBlock.ns7027.oracleGeneral.zst FIFO cache size     6660, 2767356 req, miss ratio 0.2583, byte miss ratio 0.2583
result/tencentBlock.ns7027.oracleGeneral.zst FIFO cache size    22200, 2767356 req, miss ratio 0.1871, byte miss ratio 0.1871
result/tencentBlock.ns7027.oracleGeneral.zst FIFO cache size    44401, 2767356 req, miss ratio 0.1383, byte miss ratio 0.1383
result/tencentBlock.ns7027.oracleGeneral.zst FIFO cache size    88803, 2767356 req, miss ratio 0.1056, byte miss ratio 0.1056
result/tencentBlock.ns7027.oracleGeneral.zst FIFO cache size   177606, 2767356 req, miss ratio 0.0863, byte miss ratio 0.0863
result/tencentBlock.ns7027.oracleGeneral.zst ARC cache size      222, 2767356 req, miss ratio 0.4737, byte miss ratio 0.4737
result/tencentBlock.ns7027.oracleGeneral.zst ARC cache size      666, 2767356 req, miss ratio 0.3908, byte miss ratio 0.3908
result/tencentBlock.ns7027.oracleGeneral.zst ARC cache size     2220, 2767356 req, miss ratio 0.2412, byte miss ratio 0.2412
result/tencentBlock.ns7027.oracleGeneral.zst ARC cache size     6660, 2767356 req, miss ratio 0.2235, byte miss ratio 0.2235
result/tencentBlock.ns7027.oracleGeneral.zst ARC cache size    22200, 2767356 req, miss ratio 0.1739, byte miss ratio 0.1739
result/tencentBlock.ns7027.oracleGeneral.zst ARC cache size    44401, 2767356 req, miss ratio 0.1274, byte miss ratio 0.1274
result/tencentBlock.ns7027.oracleGeneral.zst ARC cache size    88803, 2767356 req, miss ratio 0.0915, byte miss ratio 0.0915
result/tencentBlock.ns7027.oracleGeneral.zst ARC cache size   177606, 2767356 req, miss ratio 0.0820, byte miss ratio 0.0820
result/tencentBlock.ns7027.oracleGeneral.zst clock2 cache size      222, 2767356 req, miss ratio 0.5306, byte miss ratio 0.5306
result/tencentBlock.ns7027.oracleGeneral.zst clock2 cache size      666, 2767356 req, miss ratio 0.4089, byte miss ratio 0.4089
result/tencentBlock.ns7027.oracleGeneral.zst clock2 cache size     2220, 2767356 req, miss ratio 0.2617, byte miss ratio 0.2617
result/tencentBlock.ns7027.oracleGeneral.zst clock2 cache size     6660, 2767356 req, miss ratio 0.2267, byte miss ratio 0.2267
result/tencentBlock.ns7027.oracleGeneral.zst clock2 cache size    22200, 2767356 req, miss ratio 0.1790, byte miss ratio 0.1790
result/tencentBlock.ns7027.oracleGeneral.zst clock2 cache size    44401, 2767356 req, miss ratio 0.1375, byte miss ratio 0.1375
result/tencentBlock.ns7027.oracleGeneral.zst clock2 cache size    88803, 2767356 req, miss ratio 0.0963, byte miss ratio 0.0963
result/tencentBlock.ns7027.oracleGeneral.zst clock2 cache size   177606, 2767356 req, miss ratio 0.0820, byte miss ratio 0.0820
result/tencentBlock.ns7027.oracleGeneral.zst Clock cache size      222, 2767356 req, miss ratio 0.5315, byte miss ratio 0.5315
result/tencentBlock.ns7027.oracleGeneral.zst Clock cache size      666, 2767356 req, miss ratio 0.4084, byte miss ratio 0.4084
result/tencentBlock.ns7027.oracleGeneral.zst Clock cache size     2220, 2767356 req, miss ratio 0.2779, byte miss ratio 0.2779
result/tencentBlock.ns7027.oracleGeneral.zst Clock cache size     6660, 2767356 req, miss ratio 0.2270, byte miss ratio 0.2270
result/tencentBlock.ns7027.oracleGeneral.zst Clock cache size    22200, 2767356 req, miss ratio 0.1737, byte miss ratio 0.1737
result/tencentBlock.ns7027.oracleGeneral.zst Clock cache size    44401, 2767356 req, miss ratio 0.1308, byte miss ratio 0.1308
result/tencentBlock.ns7027.oracleGeneral.zst Clock cache size    88803, 2767356 req, miss ratio 0.0943, byte miss ratio 0.0943
result/tencentBlock.ns7027.oracleGeneral.zst Clock cache size   177606, 2767356 req, miss ratio 0.0820, byte miss ratio 0.0820
result/tencentBlock.ns7027.oracleGeneral.zst LHD cache size      222, 2767356 req, miss ratio 0.4880, byte miss ratio 0.4880
result/tencentBlock.ns7027.oracleGeneral.zst LHD cache size      666, 2767356 req, miss ratio 0.4091, byte miss ratio 0.4091
result/tencentBlock.ns7027.oracleGeneral.zst LHD cache size     2220, 2767356 req, miss ratio 0.2612, byte miss ratio 0.2612
