result/tencentBlock.ns17604.oracleGeneral.zst LIRS cache size      154, 2929764 req, miss ratio 0.5378, byte miss ratio 0.5378
result/tencentBlock.ns17604.oracleGeneral.zst LIRS cache size      463, 2929764 req, miss ratio 0.4185, byte miss ratio 0.4185
result/tencentBlock.ns17604.oracleGeneral.zst LIRS cache size     1544, 2929764 req, miss ratio 0.3405, byte miss ratio 0.3405
result/tencentBlock.ns17604.oracleGeneral.zst LIRS cache size     4633, 2929764 req, miss ratio 0.2698, byte miss ratio 0.2698
result/tencentBlock.ns17604.oracleGeneral.zst LIRS cache size    15443, 2929764 req, miss ratio 0.2127, byte miss ratio 0.2127
result/tencentBlock.ns17604.oracleGeneral.zst LIRS cache size    30887, 2929764 req, miss ratio 0.1832, byte miss ratio 0.1832
result/tencentBlock.ns17604.oracleGeneral.zst LIRS cache size    61774, 2929764 req, miss ratio 0.1365, byte miss ratio 0.1365
result/tencentBlock.ns17604.oracleGeneral.zst LIRS cache size   123548, 2929764 req, miss ratio 0.0588, byte miss ratio 0.0588
result/tencentBlock.ns17604.oracleGeneral.zst Clock cache size      154, 2929764 req, miss ratio 0.6513, byte miss ratio 0.6513
result/tencentBlock.ns17604.oracleGeneral.zst Clock cache size      463, 2929764 req, miss ratio 0.4691, byte miss ratio 0.4691
result/tencentBlock.ns17604.oracleGeneral.zst Clock cache size     1544, 2929764 req, miss ratio 0.3846, byte miss ratio 0.3846
result/tencentBlock.ns17604.oracleGeneral.zst Clock cache size     4633, 2929764 req, miss ratio 0.3207, byte miss ratio 0.3207
result/tencentBlock.ns17604.oracleGeneral.zst Clock cache size    15443, 2929764 req, miss ratio 0.2233, byte miss ratio 0.2233
result/tencentBlock.ns17604.oracleGeneral.zst Clock cache size    30887, 2929764 req, miss ratio 0.1985, byte miss ratio 0.1985
result/tencentBlock.ns17604.oracleGeneral.zst Clock cache size    61774, 2929764 req, miss ratio 0.1682, byte miss ratio 0.1682
result/tencentBlock.ns17604.oracleGeneral.zst Clock cache size   123548, 2929764 req, miss ratio 0.0637, byte miss ratio 0.0637
result/tencentBlock.ns17604.oracleGeneral.zst ARC cache size      154, 2929764 req, miss ratio 0.5276, byte miss ratio 0.5276
result/tencentBlock.ns17604.oracleGeneral.zst ARC cache size      463, 2929764 req, miss ratio 0.4011, byte miss ratio 0.4011
result/tencentBlock.ns17604.oracleGeneral.zst ARC cache size     1544, 2929764 req, miss ratio 0.3388, byte miss ratio 0.3388
result/tencentBlock.ns17604.oracleGeneral.zst ARC cache size     4633, 2929764 req, miss ratio 0.2776, byte miss ratio 0.2776
result/tencentBlock.ns17604.oracleGeneral.zst ARC cache size    15443, 2929764 req, miss ratio 0.2161, byte miss ratio 0.2161
result/tencentBlock.ns17604.oracleGeneral.zst ARC cache size    30887, 2929764 req, miss ratio 0.1859, byte miss ratio 0.1859
result/tencentBlock.ns17604.oracleGeneral.zst ARC cache size    61774, 2929764 req, miss ratio 0.1514, byte miss ratio 0.1514
result/tencentBlock.ns17604.oracleGeneral.zst ARC cache size   123548, 2929764 req, miss ratio 0.0601, byte miss ratio 0.0601
result/tencentBlock.ns17604.oracleGeneral.zst Cacheus cache size      154, 2929764 req, miss ratio 0.5625, byte miss ratio 0.5625
result/tencentBlock.ns17604.oracleGeneral.zst Cacheus cache size      463, 2929764 req, miss ratio 0.4271, byte miss ratio 0.4271
result/tencentBlock.ns17604.oracleGeneral.zst Cacheus cache size     1544, 2929764 req, miss ratio 0.3606, byte miss ratio 0.3606
result/tencentBlock.ns17604.oracleGeneral.zst Cacheus cache size     4633, 2929764 req, miss ratio 0.2869, byte miss ratio 0.2869
result/tencentBlock.ns17604.oracleGeneral.zst Cacheus cache size    15443, 2929764 req, miss ratio 0.2176, byte miss ratio 0.2176
result/tencentBlock.ns17604.oracleGeneral.zst Cacheus cache size    30887, 2929764 req, miss ratio 0.1911, byte miss ratio 0.1911
result/tencentBlock.ns17604.oracleGeneral.zst Cacheus cache size    61774, 2929764 req, miss ratio 0.1436, byte miss ratio 0.1436
result/tencentBlock.ns17604.oracleGeneral.zst Cacheus cache size   123548, 2929764 req, miss ratio 0.0603, byte miss ratio 0.0603
result/tencentBlock.ns17604.oracleGeneral.zst LHD cache size      154, 2929764 req, miss ratio 0.5732, byte miss ratio 0.5732
result/tencentBlock.ns17604.oracleGeneral.zst LHD cache size      463, 2929764 req, miss ratio 0.4465, byte miss ratio 0.4465
