result/tencentBlock.ns19326.oracleGeneral.zst S3FIFO-1 cache size      486, 3806380 req, miss ratio 0.5514, byte miss ratio 0.5514
result/tencentBlock.ns19326.oracleGeneral.zst S3FIFO-1 cache size     1458, 3806380 req, miss ratio 0.3619, byte miss ratio 0.3619
result/tencentBlock.ns19326.oracleGeneral.zst S3FIFO-1 cache size     4861, 3806380 req, miss ratio 0.3317, byte miss ratio 0.3317
result/tencentBlock.ns19326.oracleGeneral.zst S3FIFO-1 cache size    14583, 3806380 req, miss ratio 0.2973, byte miss ratio 0.2973
result/tencentBlock.ns19326.oracleGeneral.zst S3FIFO-1 cache size    48613, 3806380 req, miss ratio 0.2553, byte miss ratio 0.2553
result/tencentBlock.ns19326.oracleGeneral.zst S3FIFO-1 cache size    97226, 3806380 req, miss ratio 0.1961, byte miss ratio 0.1961
result/tencentBlock.ns19326.oracleGeneral.zst S3FIFO-1 cache size   194452, 3806380 req, miss ratio 0.1455, byte miss ratio 0.1455
result/tencentBlock.ns19326.oracleGeneral.zst S3FIFO-1 cache size   388905, 3806380 req, miss ratio 0.1287, byte miss ratio 0.1287
result/tencentBlock.ns19326.oracleGeneral.zst Clock cache size      486, 3806380 req, miss ratio 0.5611, byte miss ratio 0.5611
result/tencentBlock.ns19326.oracleGeneral.zst Clock cache size     1458, 3806380 req, miss ratio 0.4500, byte miss ratio 0.4500
result/tencentBlock.ns19326.oracleGeneral.zst Clock cache size     4861, 3806380 req, miss ratio 0.3405, byte miss ratio 0.3405
result/tencentBlock.ns19326.oracleGeneral.zst Clock cache size    14583, 3806380 req, miss ratio 0.3090, byte miss ratio 0.3090
result/tencentBlock.ns19326.oracleGeneral.zst Clock cache size    48613, 3806380 req, miss ratio 0.2502, byte miss ratio 0.2502
result/tencentBlock.ns19326.oracleGeneral.zst Clock cache size    97226, 3806380 req, miss ratio 0.2043, byte miss ratio 0.2043
result/tencentBlock.ns19326.oracleGeneral.zst Clock cache size   194452, 3806380 req, miss ratio 0.1493, byte miss ratio 0.1493
result/tencentBlock.ns19326.oracleGeneral.zst Clock cache size   388905, 3806380 req, miss ratio 0.1287, byte miss ratio 0.1287
result/tencentBlock.ns19326.oracleGeneral.zst FIFO cache size      486, 3806380 req, miss ratio 0.6448, byte miss ratio 0.6448
result/tencentBlock.ns19326.oracleGeneral.zst FIFO cache size     1458, 3806380 req, miss ratio 0.5015, byte miss ratio 0.5015
result/tencentBlock.ns19326.oracleGeneral.zst FIFO cache size     4861, 3806380 req, miss ratio 0.3913, byte miss ratio 0.3913
result/tencentBlock.ns19326.oracleGeneral.zst FIFO cache size    14583, 3806380 req, miss ratio 0.3301, byte miss ratio 0.3301
result/tencentBlock.ns19326.oracleGeneral.zst FIFO cache size    48613, 3806380 req, miss ratio 0.2648, byte miss ratio 0.2648
result/tencentBlock.ns19326.oracleGeneral.zst FIFO cache size    97226, 3806380 req, miss ratio 0.2078, byte miss ratio 0.2078
result/tencentBlock.ns19326.oracleGeneral.zst FIFO cache size   194452, 3806380 req, miss ratio 0.1639, byte miss ratio 0.1639
result/tencentBlock.ns19326.oracleGeneral.zst FIFO cache size   388905, 3806380 req, miss ratio 0.1395, byte miss ratio 0.1395
result/tencentBlock.ns19326.oracleGeneral.zst LeCaR cache size      486, 3806380 req, miss ratio 0.5604, byte miss ratio 0.5604
result/tencentBlock.ns19326.oracleGeneral.zst LeCaR cache size     1458, 3806380 req, miss ratio 0.4461, byte miss ratio 0.4461
result/tencentBlock.ns19326.oracleGeneral.zst LeCaR cache size     4861, 3806380 req, miss ratio 0.3358, byte miss ratio 0.3358
result/tencentBlock.ns19326.oracleGeneral.zst LeCaR cache size    14583, 3806380 req, miss ratio 0.3078, byte miss ratio 0.3078
result/tencentBlock.ns19326.oracleGeneral.zst LeCaR cache size    48613, 3806380 req, miss ratio 0.2473, byte miss ratio 0.2473
result/tencentBlock.ns19326.oracleGeneral.zst LeCaR cache size    97226, 3806380 req, miss ratio 0.1942, byte miss ratio 0.1942
result/tencentBlock.ns19326.oracleGeneral.zst LeCaR cache size   194452, 3806380 req, miss ratio 0.1455, byte miss ratio 0.1455
result/tencentBlock.ns19326.oracleGeneral.zst LeCaR cache size   388905, 3806380 req, miss ratio 0.1287, byte miss ratio 0.1287
result/tencentBlock.ns19326.oracleGeneral.zst LIRS cache size      486, 3806380 req, miss ratio 0.5635, byte miss ratio 0.5635
result/tencentBlock.ns19326.oracleGeneral.zst LIRS cache size     1458, 3806380 req, miss ratio 0.3995, byte miss ratio 0.3995
result/tencentBlock.ns19326.oracleGeneral.zst LIRS cache size     4861, 3806380 req, miss ratio 0.3433, byte miss ratio 0.3433
result/tencentBlock.ns19326.oracleGeneral.zst LIRS cache size    14583, 3806380 req, miss ratio 0.3000, byte miss ratio 0.3000
result/tencentBlock.ns19326.oracleGeneral.zst LIRS cache size    48613, 3806380 req, miss ratio 0.2536, byte miss ratio 0.2536
result/tencentBlock.ns19326.oracleGeneral.zst LIRS cache size    97226, 3806380 req, miss ratio 0.2026, byte miss ratio 0.2026
result/tencentBlock.ns19326.oracleGeneral.zst LIRS cache size   194452, 3806380 req, miss ratio 0.1565, byte miss ratio 0.1565
result/tencentBlock.ns19326.oracleGeneral.zst LIRS cache size   388905, 3806380 req, miss ratio 0.1320, byte miss ratio 0.1320
result/tencentBlock.ns19326.oracleGeneral.zst LRU cache size      486, 3806380 req, miss ratio 0.5648, byte miss ratio 0.5648
result/tencentBlock.ns19326.oracleGeneral.zst LRU cache size     1458, 3806380 req, miss ratio 0.4565, byte miss ratio 0.4565
result/tencentBlock.ns19326.oracleGeneral.zst LRU cache size     4861, 3806380 req, miss ratio 0.3447, byte miss ratio 0.3447
result/tencentBlock.ns19326.oracleGeneral.zst LRU cache size    14583, 3806380 req, miss ratio 0.3084, byte miss ratio 0.3084
result/tencentBlock.ns19326.oracleGeneral.zst LRU cache size    48613, 3806380 req, miss ratio 0.2498, byte miss ratio 0.2498
result/tencentBlock.ns19326.oracleGeneral.zst LRU cache size    97226, 3806380 req, miss ratio 0.2003, byte miss ratio 0.2003
result/tencentBlock.ns19326.oracleGeneral.zst LRU cache size   194452, 3806380 req, miss ratio 0.1474, byte miss ratio 0.1474
result/tencentBlock.ns19326.oracleGeneral.zst LRU cache size   388905, 3806380 req, miss ratio 0.1286, byte miss ratio 0.1286
result/tencentBlock.ns19326.oracleGeneral.zst Cacheus cache size      486, 3806380 req, miss ratio 0.5478, byte miss ratio 0.5478
result/tencentBlock.ns19326.oracleGeneral.zst Cacheus cache size     1458, 3806380 req, miss ratio 0.4159, byte miss ratio 0.4159
result/tencentBlock.ns19326.oracleGeneral.zst Cacheus cache size     4861, 3806380 req, miss ratio 0.3310, byte miss ratio 0.3310
result/tencentBlock.ns19326.oracleGeneral.zst Cacheus cache size    14583, 3806380 req, miss ratio 0.2989, byte miss ratio 0.2989
result/tencentBlock.ns19326.oracleGeneral.zst Cacheus cache size    48613, 3806380 req, miss ratio 0.2486, byte miss ratio 0.2486
result/tencentBlock.ns19326.oracleGeneral.zst Cacheus cache size    97226, 3806380 req, miss ratio 0.2016, byte miss ratio 0.2016
result/tencentBlock.ns19326.oracleGeneral.zst Cacheus cache size   194452, 3806380 req, miss ratio 0.1516, byte miss ratio 0.1516
result/tencentBlock.ns19326.oracleGeneral.zst Cacheus cache size   388905, 3806380 req, miss ratio 0.1287, byte miss ratio 0.1287
result/tencentBlock.ns19326.oracleGeneral.zst clock2 cache size      486, 3806380 req, miss ratio 0.5583, byte miss ratio 0.5583
result/tencentBlock.ns19326.oracleGeneral.zst clock2 cache size     1458, 3806380 req, miss ratio 0.4434, byte miss ratio 0.4434
result/tencentBlock.ns19326.oracleGeneral.zst clock2 cache size     4861, 3806380 req, miss ratio 0.3343, byte miss ratio 0.3343
result/tencentBlock.ns19326.oracleGeneral.zst clock2 cache size    14583, 3806380 req, miss ratio 0.3092, byte miss ratio 0.3092
