result/tencentBlock.ns7677.oracleGeneral.zst LHD cache size      135, 3841588 req, miss ratio 0.3496, byte miss ratio 0.3496
result/tencentBlock.ns7677.oracleGeneral.zst LHD cache size      407, 3841588 req, miss ratio 0.2679, byte miss ratio 0.2679
result/tencentBlock.ns7677.oracleGeneral.zst LHD cache size     1356, 3841588 req, miss ratio 0.2149, byte miss ratio 0.2149
result/tencentBlock.ns7677.oracleGeneral.zst LHD cache size     4070, 3841588 req, miss ratio 0.1600, byte miss ratio 0.1600
result/tencentBlock.ns7677.oracleGeneral.zst LHD cache size    13568, 3841588 req, miss ratio 0.1236, byte miss ratio 0.1236
result/tencentBlock.ns7677.oracleGeneral.zst LHD cache size    27136, 3841588 req, miss ratio 0.1067, byte miss ratio 0.1067
result/tencentBlock.ns7677.oracleGeneral.zst LHD cache size    54273, 3841588 req, miss ratio 0.0665, byte miss ratio 0.0665
result/tencentBlock.ns7677.oracleGeneral.zst LHD cache size   108546, 3841588 req, miss ratio 0.0370, byte miss ratio 0.0370
result/tencentBlock.ns7677.oracleGeneral.zst ARC cache size      135, 3841588 req, miss ratio 0.3298, byte miss ratio 0.3298
result/tencentBlock.ns7677.oracleGeneral.zst ARC cache size      407, 3841588 req, miss ratio 0.2604, byte miss ratio 0.2604
result/tencentBlock.ns7677.oracleGeneral.zst ARC cache size     1356, 3841588 req, miss ratio 0.2198, byte miss ratio 0.2198
result/tencentBlock.ns7677.oracleGeneral.zst ARC cache size     4070, 3841588 req, miss ratio 0.1466, byte miss ratio 0.1466
result/tencentBlock.ns7677.oracleGeneral.zst ARC cache size    13568, 3841588 req, miss ratio 0.1228, byte miss ratio 0.1228
result/tencentBlock.ns7677.oracleGeneral.zst ARC cache size    27136, 3841588 req, miss ratio 0.1132, byte miss ratio 0.1132
result/tencentBlock.ns7677.oracleGeneral.zst ARC cache size    54273, 3841588 req, miss ratio 0.0705, byte miss ratio 0.0705
result/tencentBlock.ns7677.oracleGeneral.zst ARC cache size   108546, 3841588 req, miss ratio 0.0362, byte miss ratio 0.0362
result/tencentBlock.ns7677.oracleGeneral.zst LRU cache size      135, 3841588 req, miss ratio 0.3792, byte miss ratio 0.3792
result/tencentBlock.ns7677.oracleGeneral.zst LRU cache size      407, 3841588 req, miss ratio 0.2916, byte miss ratio 0.2916
result/tencentBlock.ns7677.oracleGeneral.zst LRU cache size     1356, 3841588 req, miss ratio 0.2072, byte miss ratio 0.2072
result/tencentBlock.ns7677.oracleGeneral.zst LRU cache size     4070, 3841588 req, miss ratio 0.1868, byte miss ratio 0.1868
result/tencentBlock.ns7677.oracleGeneral.zst LRU cache size    13568, 3841588 req, miss ratio 0.1288, byte miss ratio 0.1288
result/tencentBlock.ns7677.oracleGeneral.zst LRU cache size    27136, 3841588 req, miss ratio 0.1206, byte miss ratio 0.1206
result/tencentBlock.ns7677.oracleGeneral.zst LRU cache size    54273, 3841588 req, miss ratio 0.0677, byte miss ratio 0.0677
result/tencentBlock.ns7677.oracleGeneral.zst LRU cache size   108546, 3841588 req, miss ratio 0.0358, byte miss ratio 0.0358
result/tencentBlock.ns7677.oracleGeneral.zst clock2 cache size      135, 3841588 req, miss ratio 0.3646, byte miss ratio 0.3646
result/tencentBlock.ns7677.oracleGeneral.zst clock2 cache size      407, 3841588 req, miss ratio 0.2845, byte miss ratio 0.2845
result/tencentBlock.ns7677.oracleGeneral.zst clock2 cache size     1356, 3841588 req, miss ratio 0.2326, byte miss ratio 0.2326
result/tencentBlock.ns7677.oracleGeneral.zst clock2 cache size     4070, 3841588 req, miss ratio 0.1846, byte miss ratio 0.1846
result/tencentBlock.ns7677.oracleGeneral.zst clock2 cache size    13568, 3841588 req, miss ratio 0.1342, byte miss ratio 0.1342
result/tencentBlock.ns7677.oracleGeneral.zst clock2 cache size    27136, 3841588 req, miss ratio 0.1178, byte miss ratio 0.1178
result/tencentBlock.ns7677.oracleGeneral.zst clock2 cache size    54273, 3841588 req, miss ratio 0.0987, byte miss ratio 0.0987
result/tencentBlock.ns7677.oracleGeneral.zst clock2 cache size   108546, 3841588 req, miss ratio 0.0366, byte miss ratio 0.0366
result/tencentBlock.ns7677.oracleGeneral.zst Clock cache size      135, 3841588 req, miss ratio 0.3695, byte miss ratio 0.3695
result/tencentBlock.ns7677.oracleGeneral.zst Clock cache size      407, 3841588 req, miss ratio 0.2878, byte miss ratio 0.2878
result/tencentBlock.ns7677.oracleGeneral.zst Clock cache size     1356, 3841588 req, miss ratio 0.2215, byte miss ratio 0.2215
result/tencentBlock.ns7677.oracleGeneral.zst Clock cache size     4070, 3841588 req, miss ratio 0.1858, byte miss ratio 0.1858
result/tencentBlock.ns7677.oracleGeneral.zst Clock cache size    13568, 3841588 req, miss ratio 0.1284, byte miss ratio 0.1284
result/tencentBlock.ns7677.oracleGeneral.zst Clock cache size    27136, 3841588 req, miss ratio 0.1192, byte miss ratio 0.1192
result/tencentBlock.ns7677.oracleGeneral.zst Clock cache size    54273, 3841588 req, miss ratio 0.0703, byte miss ratio 0.0703
result/tencentBlock.ns7677.oracleGeneral.zst Clock cache size   108546, 3841588 req, miss ratio 0.0375, byte miss ratio 0.0375
result/tencentBlock.ns7677.oracleGeneral.zst LeCaR cache size      135, 3841588 req, miss ratio 0.3591, byte miss ratio 0.3591
result/tencentBlock.ns7677.oracleGeneral.zst LeCaR cache size      407, 3841588 req, miss ratio 0.2699, byte miss ratio 0.2699
result/tencentBlock.ns7677.oracleGeneral.zst LeCaR cache size     1356, 3841588 req, miss ratio 0.2103, byte miss ratio 0.2103
result/tencentBlock.ns7677.oracleGeneral.zst LeCaR cache size     4070, 3841588 req, miss ratio 0.1650, byte miss ratio 0.1650
result/tencentBlock.ns7677.oracleGeneral.zst LeCaR cache size    13568, 3841588 req, miss ratio 0.1276, byte miss ratio 0.1276
result/tencentBlock.ns7677.oracleGeneral.zst LeCaR cache size    27136, 3841588 req, miss ratio 0.1173, byte miss ratio 0.1173
result/tencentBlock.ns7677.oracleGeneral.zst LeCaR cache size    54273, 3841588 req, miss ratio 0.0678, byte miss ratio 0.0678
result/tencentBlock.ns7677.oracleGeneral.zst LeCaR cache size   108546, 3841588 req, miss ratio 0.0358, byte miss ratio 0.0358
result/tencentBlock.ns7677.oracleGeneral.zst Cacheus cache size      135, 3841588 req, miss ratio 0.3455, byte miss ratio 0.3455
result/tencentBlock.ns7677.oracleGeneral.zst Cacheus cache size      407, 3841588 req, miss ratio 0.2764, byte miss ratio 0.2764
result/tencentBlock.ns7677.oracleGeneral.zst Cacheus cache size     1356, 3841588 req, miss ratio 0.2337, byte miss ratio 0.2337
result/tencentBlock.ns7677.oracleGeneral.zst Cacheus cache size     4070, 3841588 req, miss ratio 0.1627, byte miss ratio 0.1627
result/tencentBlock.ns7677.oracleGeneral.zst Cacheus cache size    13568, 3841588 req, miss ratio 0.1267, byte miss ratio 0.1267
result/tencentBlock.ns7677.oracleGeneral.zst Cacheus cache size    27136, 3841588 req, miss ratio 0.1128, byte miss ratio 0.1128
result/tencentBlock.ns7677.oracleGeneral.zst Cacheus cache size    54273, 3841588 req, miss ratio 0.0705, byte miss ratio 0.0705
result/tencentBlock.ns7677.oracleGeneral.zst Cacheus cache size   108546, 3841588 req, miss ratio 0.0361, byte miss ratio 0.0361
result/tencentBlock.ns7677.oracleGeneral.zst FIFO cache size      135, 3841588 req, miss ratio 0.4538, byte miss ratio 0.4538
result/tencentBlock.ns7677.oracleGeneral.zst FIFO cache size      407, 3841588 req, miss ratio 0.3259, byte miss ratio 0.3259
result/tencentBlock.ns7677.oracleGeneral.zst FIFO cache size     1356, 3841588 req, miss ratio 0.2219, byte miss ratio 0.2219
result/tencentBlock.ns7677.oracleGeneral.zst FIFO cache size     4070, 3841588 req, miss ratio 0.1969, byte miss ratio 0.1969
result/tencentBlock.ns7677.oracleGeneral.zst FIFO cache size    13568, 3841588 req, miss ratio 0.1510, byte miss ratio 0.1510
result/tencentBlock.ns7677.oracleGeneral.zst FIFO cache size    27136, 3841588 req, miss ratio 0.1332, byte miss ratio 0.1332
result/tencentBlock.ns7677.oracleGeneral.zst FIFO cache size    54273, 3841588 req, miss ratio 0.0873, byte miss ratio 0.0873
result/tencentBlock.ns7677.oracleGeneral.zst FIFO cache size   108546, 3841588 req, miss ratio 0.0453, byte miss ratio 0.0453
result/tencentBlock.ns7677.oracleGeneral.zst LIRS cache size      135, 3841588 req, miss ratio 0.3380, byte miss ratio 0.3380
result/tencentBlock.ns7677.oracleGeneral.zst LIRS cache size      407, 3841588 req, miss ratio 0.2642, byte miss ratio 0.2642
result/tencentBlock.ns7677.oracleGeneral.zst LIRS cache size     1356, 3841588 req, miss ratio 0.2353, byte miss ratio 0.2353
result/tencentBlock.ns7677.oracleGeneral.zst LIRS cache size     4070, 3841588 req, miss ratio 0.1478, byte miss ratio 0.1478
result/tencentBlock.ns7677.oracleGeneral.zst LIRS cache size    13568, 3841588 req, miss ratio 0.1237, byte miss ratio 0.1237
result/tencentBlock.ns7677.oracleGeneral.zst LIRS cache size    27136, 3841588 req, miss ratio 0.1009, byte miss ratio 0.1009
result/tencentBlock.ns7677.oracleGeneral.zst LIRS cache size    54273, 3841588 req, miss ratio 0.0666, byte miss ratio 0.0666
result/tencentBlock.ns7677.oracleGeneral.zst LIRS cache size   108546, 3841588 req, miss ratio 0.0360, byte miss ratio 0.0360
result/tencentBlock.ns7677.oracleGeneral.zst S3FIFO-1 cache size      135, 3841588 req, miss ratio 0.3323, byte miss ratio 0.3323
result/tencentBlock.ns7677.oracleGeneral.zst S3FIFO-1 cache size      407, 3841588 req, miss ratio 0.2582, byte miss ratio 0.2582
result/tencentBlock.ns7677.oracleGeneral.zst S3FIFO-1 cache size     1356, 3841588 req, miss ratio 0.2249, byte miss ratio 0.2249
result/tencentBlock.ns7677.oracleGeneral.zst S3FIFO-1 cache size     4070, 3841588 req, miss ratio 0.1434, byte miss ratio 0.1434
result/tencentBlock.ns7677.oracleGeneral.zst S3FIFO-1 cache size    13568, 3841588 req, miss ratio 0.1218, byte miss ratio 0.1218
result/tencentBlock.ns7677.oracleGeneral.zst S3FIFO-1 cache size    27136, 3841588 req, miss ratio 0.1155, byte miss ratio 0.1155
result/tencentBlock.ns7677.oracleGeneral.zst S3FIFO-1 cache size    54273, 3841588 req, miss ratio 0.0721, byte miss ratio 0.0721
result/tencentBlock.ns7677.oracleGeneral.zst S3FIFO-1 cache size   108546, 3841588 req, miss ratio 0.0372, byte miss ratio 0.0372
result/tencentBlock.ns7677.oracleGeneral.zst S3FIFO-d-1 cache size      135, 3841588 req, miss ratio 0.3287, byte miss ratio 0.3287
