result/tencentBlock.ns12099.oracleGeneral.zst Clock cache size      716, 4970518 req, miss ratio 0.6361, byte miss ratio 0.6361
result/tencentBlock.ns12099.oracleGeneral.zst Clock cache size     2150, 4970518 req, miss ratio 0.4969, byte miss ratio 0.4969
result/tencentBlock.ns12099.oracleGeneral.zst Clock cache size     7167, 4970518 req, miss ratio 0.4238, byte miss ratio 0.4238
result/tencentBlock.ns12099.oracleGeneral.zst Clock cache size    21503, 4970518 req, miss ratio 0.3673, byte miss ratio 0.3673
result/tencentBlock.ns12099.oracleGeneral.zst Clock cache size    71679, 4970518 req, miss ratio 0.2793, byte miss ratio 0.2793
result/tencentBlock.ns12099.oracleGeneral.zst Clock cache size   143359, 4970518 req, miss ratio 0.2157, byte miss ratio 0.2157
result/tencentBlock.ns12099.oracleGeneral.zst Clock cache size   286718, 4970518 req, miss ratio 0.1644, byte miss ratio 0.1644
result/tencentBlock.ns12099.oracleGeneral.zst Clock cache size   573436, 4970518 req, miss ratio 0.1454, byte miss ratio 0.1454
result/tencentBlock.ns12099.oracleGeneral.zst Cacheus cache size      716, 4970518 req, miss ratio 0.5900, byte miss ratio 0.5900
result/tencentBlock.ns12099.oracleGeneral.zst Cacheus cache size     2150, 4970518 req, miss ratio 0.4607, byte miss ratio 0.4607
result/tencentBlock.ns12099.oracleGeneral.zst Cacheus cache size     7167, 4970518 req, miss ratio 0.4046, byte miss ratio 0.4046
result/tencentBlock.ns12099.oracleGeneral.zst Cacheus cache size    21503, 4970518 req, miss ratio 0.3560, byte miss ratio 0.3560
result/tencentBlock.ns12099.oracleGeneral.zst Cacheus cache size    71679, 4970518 req, miss ratio 0.2735, byte miss ratio 0.2735
result/tencentBlock.ns12099.oracleGeneral.zst Cacheus cache size   143359, 4970518 req, miss ratio 0.2018, byte miss ratio 0.2018
result/tencentBlock.ns12099.oracleGeneral.zst Cacheus cache size   286718, 4970518 req, miss ratio 0.1684, byte miss ratio 0.1684
result/tencentBlock.ns12099.oracleGeneral.zst Cacheus cache size   573436, 4970518 req, miss ratio 0.1456, byte miss ratio 0.1456
result/tencentBlock.ns12099.oracleGeneral.zst LIRS cache size      716, 4970518 req, miss ratio 0.5879, byte miss ratio 0.5879
result/tencentBlock.ns12099.oracleGeneral.zst LIRS cache size     2150, 4970518 req, miss ratio 0.4585, byte miss ratio 0.4585
result/tencentBlock.ns12099.oracleGeneral.zst LIRS cache size     7167, 4970518 req, miss ratio 0.4264, byte miss ratio 0.4264
result/tencentBlock.ns12099.oracleGeneral.zst LIRS cache size    21503, 4970518 req, miss ratio 0.3636, byte miss ratio 0.3636
result/tencentBlock.ns12099.oracleGeneral.zst LIRS cache size    71679, 4970518 req, miss ratio 0.2818, byte miss ratio 0.2818
result/tencentBlock.ns12099.oracleGeneral.zst LIRS cache size   143359, 4970518 req, miss ratio 0.2211, byte miss ratio 0.2211
result/tencentBlock.ns12099.oracleGeneral.zst LIRS cache size   286718, 4970518 req, miss ratio 0.1811, byte miss ratio 0.1811
result/tencentBlock.ns12099.oracleGeneral.zst LIRS cache size   573436, 4970518 req, miss ratio 0.1489, byte miss ratio 0.1489
result/tencentBlock.ns12099.oracleGeneral.zst clock2 cache size      716, 4970518 req, miss ratio 0.6356, byte miss ratio 0.6356
result/tencentBlock.ns12099.oracleGeneral.zst clock2 cache size     2150, 4970518 req, miss ratio 0.4838, byte miss ratio 0.4838
result/tencentBlock.ns12099.oracleGeneral.zst clock2 cache size     7167, 4970518 req, miss ratio 0.4236, byte miss ratio 0.4236
result/tencentBlock.ns12099.oracleGeneral.zst clock2 cache size    21503, 4970518 req, miss ratio 0.3719, byte miss ratio 0.3719
result/tencentBlock.ns12099.oracleGeneral.zst clock2 cache size    71679, 4970518 req, miss ratio 0.2843, byte miss ratio 0.2843
result/tencentBlock.ns12099.oracleGeneral.zst clock2 cache size   143359, 4970518 req, miss ratio 0.2231, byte miss ratio 0.2231
result/tencentBlock.ns12099.oracleGeneral.zst clock2 cache size   286718, 4970518 req, miss ratio 0.1693, byte miss ratio 0.1693
result/tencentBlock.ns12099.oracleGeneral.zst clock2 cache size   573436, 4970518 req, miss ratio 0.1454, byte miss ratio 0.1454
result/tencentBlock.ns12099.oracleGeneral.zst LeCaR cache size      716, 4970518 req, miss ratio 0.6356, byte miss ratio 0.6356
result/tencentBlock.ns12099.oracleGeneral.zst LeCaR cache size     2150, 4970518 req, miss ratio 0.4709, byte miss ratio 0.4709
result/tencentBlock.ns12099.oracleGeneral.zst LeCaR cache size     7167, 4970518 req, miss ratio 0.4240, byte miss ratio 0.4240
result/tencentBlock.ns12099.oracleGeneral.zst LeCaR cache size    21503, 4970518 req, miss ratio 0.3661, byte miss ratio 0.3661
