result/tencentBlock.ns14445.oracleGeneral.zst FIFO cache size      591, 4428177 req, miss ratio 0.6688, byte miss ratio 0.6688
result/tencentBlock.ns14445.oracleGeneral.zst FIFO cache size     1774, 4428177 req, miss ratio 0.5217, byte miss ratio 0.5217
result/tencentBlock.ns14445.oracleGeneral.zst FIFO cache size     5913, 4428177 req, miss ratio 0.4095, byte miss ratio 0.4095
result/tencentBlock.ns14445.oracleGeneral.zst FIFO cache size    17740, 4428177 req, miss ratio 0.3331, byte miss ratio 0.3331
result/tencentBlock.ns14445.oracleGeneral.zst FIFO cache size    59133, 4428177 req, miss ratio 0.2639, byte miss ratio 0.2639
result/tencentBlock.ns14445.oracleGeneral.zst FIFO cache size   118267, 4428177 req, miss ratio 0.2095, byte miss ratio 0.2095
result/tencentBlock.ns14445.oracleGeneral.zst FIFO cache size   236534, 4428177 req, miss ratio 0.1715, byte miss ratio 0.1715
result/tencentBlock.ns14445.oracleGeneral.zst FIFO cache size   473068, 4428177 req, miss ratio 0.1441, byte miss ratio 0.1441
result/tencentBlock.ns14445.oracleGeneral.zst clock2 cache size      591, 4428177 req, miss ratio 0.5969, byte miss ratio 0.5969
result/tencentBlock.ns14445.oracleGeneral.zst clock2 cache size     1774, 4428177 req, miss ratio 0.4474, byte miss ratio 0.4474
result/tencentBlock.ns14445.oracleGeneral.zst clock2 cache size     5913, 4428177 req, miss ratio 0.3598, byte miss ratio 0.3598
result/tencentBlock.ns14445.oracleGeneral.zst clock2 cache size    17740, 4428177 req, miss ratio 0.3208, byte miss ratio 0.3208
result/tencentBlock.ns14445.oracleGeneral.zst clock2 cache size    59133, 4428177 req, miss ratio 0.2540, byte miss ratio 0.2540
result/tencentBlock.ns14445.oracleGeneral.zst clock2 cache size   118267, 4428177 req, miss ratio 0.2181, byte miss ratio 0.2181
result/tencentBlock.ns14445.oracleGeneral.zst clock2 cache size   236534, 4428177 req, miss ratio 0.1556, byte miss ratio 0.1556
result/tencentBlock.ns14445.oracleGeneral.zst clock2 cache size   473068, 4428177 req, miss ratio 0.1344, byte miss ratio 0.1344
result/tencentBlock.ns14445.oracleGeneral.zst LHD cache size      591, 4428177 req, miss ratio 0.5989, byte miss ratio 0.5989
result/tencentBlock.ns14445.oracleGeneral.zst LHD cache size     1774, 4428177 req, miss ratio 0.4198, byte miss ratio 0.4198
result/tencentBlock.ns14445.oracleGeneral.zst LHD cache size     5913, 4428177 req, miss ratio 0.3580, byte miss ratio 0.3580
result/tencentBlock.ns14445.oracleGeneral.zst LHD cache size    17740, 4428177 req, miss ratio 0.3028, byte miss ratio 0.3028
result/tencentBlock.ns14445.oracleGeneral.zst LHD cache size    59133, 4428177 req, miss ratio 0.2479, byte miss ratio 0.2479
