result/tencentBlock.ns20101.oracleGeneral.zst S3FIFO-1 cache size      481, 4025941 req, miss ratio 0.5928, byte miss ratio 0.5928
result/tencentBlock.ns20101.oracleGeneral.zst S3FIFO-1 cache size     1444, 4025941 req, miss ratio 0.3673, byte miss ratio 0.3673
result/tencentBlock.ns20101.oracleGeneral.zst S3FIFO-1 cache size     4815, 4025941 req, miss ratio 0.3375, byte miss ratio 0.3375
result/tencentBlock.ns20101.oracleGeneral.zst S3FIFO-1 cache size    14445, 4025941 req, miss ratio 0.2905, byte miss ratio 0.2905
result/tencentBlock.ns20101.oracleGeneral.zst S3FIFO-1 cache size    48152, 4025941 req, miss ratio 0.2436, byte miss ratio 0.2436
result/tencentBlock.ns20101.oracleGeneral.zst S3FIFO-1 cache size    96305, 4025941 req, miss ratio 0.1819, byte miss ratio 0.1819
result/tencentBlock.ns20101.oracleGeneral.zst S3FIFO-1 cache size   192610, 4025941 req, miss ratio 0.1328, byte miss ratio 0.1328
result/tencentBlock.ns20101.oracleGeneral.zst S3FIFO-1 cache size   385221, 4025941 req, miss ratio 0.1203, byte miss ratio 0.1203
result/tencentBlock.ns20101.oracleGeneral.zst clock2 cache size      481, 4025941 req, miss ratio 0.6050, byte miss ratio 0.6050
result/tencentBlock.ns20101.oracleGeneral.zst clock2 cache size     1444, 4025941 req, miss ratio 0.4608, byte miss ratio 0.4608
result/tencentBlock.ns20101.oracleGeneral.zst clock2 cache size     4815, 4025941 req, miss ratio 0.3390, byte miss ratio 0.3390
result/tencentBlock.ns20101.oracleGeneral.zst clock2 cache size    14445, 4025941 req, miss ratio 0.3062, byte miss ratio 0.3062
result/tencentBlock.ns20101.oracleGeneral.zst clock2 cache size    48152, 4025941 req, miss ratio 0.2356, byte miss ratio 0.2356
result/tencentBlock.ns20101.oracleGeneral.zst clock2 cache size    96305, 4025941 req, miss ratio 0.1933, byte miss ratio 0.1933
result/tencentBlock.ns20101.oracleGeneral.zst clock2 cache size   192610, 4025941 req, miss ratio 0.1345, byte miss ratio 0.1345
result/tencentBlock.ns20101.oracleGeneral.zst clock2 cache size   385221, 4025941 req, miss ratio 0.1203, byte miss ratio 0.1203
result/tencentBlock.ns20101.oracleGeneral.zst ARC cache size      481, 4025941 req, miss ratio 0.5867, byte miss ratio 0.5867
result/tencentBlock.ns20101.oracleGeneral.zst ARC cache size     1444, 4025941 req, miss ratio 0.3948, byte miss ratio 0.3948
result/tencentBlock.ns20101.oracleGeneral.zst ARC cache size     4815, 4025941 req, miss ratio 0.3356, byte miss ratio 0.3356
result/tencentBlock.ns20101.oracleGeneral.zst ARC cache size    14445, 4025941 req, miss ratio 0.2904, byte miss ratio 0.2904
result/tencentBlock.ns20101.oracleGeneral.zst ARC cache size    48152, 4025941 req, miss ratio 0.2324, byte miss ratio 0.2324
