result/tencentBlock.ns7859.oracleGeneral.zst ARC cache size      596, 2676657 req, miss ratio 0.6968, byte miss ratio 0.6968
result/tencentBlock.ns7859.oracleGeneral.zst ARC cache size     1789, 2676657 req, miss ratio 0.6946, byte miss ratio 0.6946
result/tencentBlock.ns7859.oracleGeneral.zst ARC cache size     5964, 2676657 req, miss ratio 0.6927, byte miss ratio 0.6927
result/tencentBlock.ns7859.oracleGeneral.zst ARC cache size    17894, 2676657 req, miss ratio 0.6673, byte miss ratio 0.6673
result/tencentBlock.ns7859.oracleGeneral.zst ARC cache size    59649, 2676657 req, miss ratio 0.3502, byte miss ratio 0.3502
result/tencentBlock.ns7859.oracleGeneral.zst ARC cache size   119298, 2676657 req, miss ratio 0.2876, byte miss ratio 0.2876
result/tencentBlock.ns7859.oracleGeneral.zst ARC cache size   238597, 2676657 req, miss ratio 0.2570, byte miss ratio 0.2570
result/tencentBlock.ns7859.oracleGeneral.zst ARC cache size   477195, 2676657 req, miss ratio 0.2251, byte miss ratio 0.2251
result/tencentBlock.ns7859.oracleGeneral.zst LIRS cache size      596, 2676657 req, miss ratio 0.7836, byte miss ratio 0.7836
result/tencentBlock.ns7859.oracleGeneral.zst LIRS cache size     1789, 2676657 req, miss ratio 0.7066, byte miss ratio 0.7066
result/tencentBlock.ns7859.oracleGeneral.zst LIRS cache size     5964, 2676657 req, miss ratio 0.6937, byte miss ratio 0.6937
result/tencentBlock.ns7859.oracleGeneral.zst LIRS cache size    17894, 2676657 req, miss ratio 0.5917, byte miss ratio 0.5917
result/tencentBlock.ns7859.oracleGeneral.zst LIRS cache size    59649, 2676657 req, miss ratio 0.3501, byte miss ratio 0.3501
result/tencentBlock.ns7859.oracleGeneral.zst LIRS cache size   119298, 2676657 req, miss ratio 0.2881, byte miss ratio 0.2881
result/tencentBlock.ns7859.oracleGeneral.zst LIRS cache size   238597, 2676657 req, miss ratio 0.2562, byte miss ratio 0.2562
result/tencentBlock.ns7859.oracleGeneral.zst LIRS cache size   477195, 2676657 req, miss ratio 0.2261, byte miss ratio 0.2261
result/tencentBlock.ns7859.oracleGeneral.zst FIFO cache size      596, 2676657 req, miss ratio 0.7155, byte miss ratio 0.7155
result/tencentBlock.ns7859.oracleGeneral.zst FIFO cache size     1789, 2676657 req, miss ratio 0.7027, byte miss ratio 0.7027
result/tencentBlock.ns7859.oracleGeneral.zst FIFO cache size     5964, 2676657 req, miss ratio 0.6961, byte miss ratio 0.6961
result/tencentBlock.ns7859.oracleGeneral.zst FIFO cache size    17894, 2676657 req, miss ratio 0.6821, byte miss ratio 0.6821
result/tencentBlock.ns7859.oracleGeneral.zst FIFO cache size    59649, 2676657 req, miss ratio 0.4659, byte miss ratio 0.4659
result/tencentBlock.ns7859.oracleGeneral.zst FIFO cache size   119298, 2676657 req, miss ratio 0.3724, byte miss ratio 0.3724
result/tencentBlock.ns7859.oracleGeneral.zst FIFO cache size   238597, 2676657 req, miss ratio 0.2963, byte miss ratio 0.2963
result/tencentBlock.ns7859.oracleGeneral.zst FIFO cache size   477195, 2676657 req, miss ratio 0.2405, byte miss ratio 0.2405
result/tencentBlock.ns7859.oracleGeneral.zst LRU cache size      596, 2676657 req, miss ratio 0.6988, byte miss ratio 0.6988
result/tencentBlock.ns7859.oracleGeneral.zst LRU cache size     1789, 2676657 req, miss ratio 0.6956, byte miss ratio 0.6956
result/tencentBlock.ns7859.oracleGeneral.zst LRU cache size     5964, 2676657 req, miss ratio 0.6932, byte miss ratio 0.6932
result/tencentBlock.ns7859.oracleGeneral.zst LRU cache size    17894, 2676657 req, miss ratio 0.6876, byte miss ratio 0.6876
result/tencentBlock.ns7859.oracleGeneral.zst LRU cache size    59649, 2676657 req, miss ratio 0.3961, byte miss ratio 0.3961
result/tencentBlock.ns7859.oracleGeneral.zst LRU cache size   119298, 2676657 req, miss ratio 0.3010, byte miss ratio 0.3010
result/tencentBlock.ns7859.oracleGeneral.zst LRU cache size   238597, 2676657 req, miss ratio 0.2640, byte miss ratio 0.2640
result/tencentBlock.ns7859.oracleGeneral.zst LRU cache size   477195, 2676657 req, miss ratio 0.2257, byte miss ratio 0.2257
result/tencentBlock.ns7859.oracleGeneral.zst Clock cache size      596, 2676657 req, miss ratio 0.6983, byte miss ratio 0.6983
result/tencentBlock.ns7859.oracleGeneral.zst Clock cache size     1789, 2676657 req, miss ratio 0.6955, byte miss ratio 0.6955
result/tencentBlock.ns7859.oracleGeneral.zst Clock cache size     5964, 2676657 req, miss ratio 0.6931, byte miss ratio 0.6931
result/tencentBlock.ns7859.oracleGeneral.zst Clock cache size    17894, 2676657 req, miss ratio 0.6893, byte miss ratio 0.6893
result/tencentBlock.ns7859.oracleGeneral.zst Clock cache size    59649, 2676657 req, miss ratio 0.4141, byte miss ratio 0.4141
result/tencentBlock.ns7859.oracleGeneral.zst Clock cache size   119298, 2676657 req, miss ratio 0.3033, byte miss ratio 0.3033
result/tencentBlock.ns7859.oracleGeneral.zst Clock cache size   238597, 2676657 req, miss ratio 0.2580, byte miss ratio 0.2580
result/tencentBlock.ns7859.oracleGeneral.zst Clock cache size   477195, 2676657 req, miss ratio 0.2251, byte miss ratio 0.2251
result/tencentBlock.ns7859.oracleGeneral.zst S3FIFO-1 cache size      596, 2676657 req, miss ratio 0.6971, byte miss ratio 0.6971
