result/tencentBlock.ns6678.oracleGeneral.zst clock2 cache size      938, 3363812 req, miss ratio 0.3235, byte miss ratio 0.3235
result/tencentBlock.ns6678.oracleGeneral.zst clock2 cache size     2815, 3363812 req, miss ratio 0.3170, byte miss ratio 0.3170
result/tencentBlock.ns6678.oracleGeneral.zst clock2 cache size     9383, 3363812 req, miss ratio 0.3136, byte miss ratio 0.3136
result/tencentBlock.ns6678.oracleGeneral.zst clock2 cache size    28150, 3363812 req, miss ratio 0.3115, byte miss ratio 0.3115
result/tencentBlock.ns6678.oracleGeneral.zst clock2 cache size    93833, 3363812 req, miss ratio 0.2962, byte miss ratio 0.2962
result/tencentBlock.ns6678.oracleGeneral.zst clock2 cache size   187667, 3363812 req, miss ratio 0.2868, byte miss ratio 0.2868
result/tencentBlock.ns6678.oracleGeneral.zst clock2 cache size   375335, 3363812 req, miss ratio 0.2802, byte miss ratio 0.2802
result/tencentBlock.ns6678.oracleGeneral.zst clock2 cache size   750670, 3363812 req, miss ratio 0.2790, byte miss ratio 0.2790
result/tencentBlock.ns6678.oracleGeneral.zst Clock cache size      938, 3363812 req, miss ratio 0.3236, byte miss ratio 0.3236
result/tencentBlock.ns6678.oracleGeneral.zst Clock cache size     2815, 3363812 req, miss ratio 0.3172, byte miss ratio 0.3172
result/tencentBlock.ns6678.oracleGeneral.zst Clock cache size     9383, 3363812 req, miss ratio 0.3140, byte miss ratio 0.3140
result/tencentBlock.ns6678.oracleGeneral.zst Clock cache size    28150, 3363812 req, miss ratio 0.3106, byte miss ratio 0.3106
result/tencentBlock.ns6678.oracleGeneral.zst Clock cache size    93833, 3363812 req, miss ratio 0.2950, byte miss ratio 0.2950
result/tencentBlock.ns6678.oracleGeneral.zst Clock cache size   187667, 3363812 req, miss ratio 0.2862, byte miss ratio 0.2862
result/tencentBlock.ns6678.oracleGeneral.zst Clock cache size   375335, 3363812 req, miss ratio 0.2804, byte miss ratio 0.2804
result/tencentBlock.ns6678.oracleGeneral.zst Clock cache size   750670, 3363812 req, miss ratio 0.2790, byte miss ratio 0.2790
result/tencentBlock.ns6678.oracleGeneral.zst LRU cache size      938, 3363812 req, miss ratio 0.3229, byte miss ratio 0.3229
result/tencentBlock.ns6678.oracleGeneral.zst LRU cache size     2815, 3363812 req, miss ratio 0.3170, byte miss ratio 0.3170
result/tencentBlock.ns6678.oracleGeneral.zst LRU cache size     9383, 3363812 req, miss ratio 0.3141, byte miss ratio 0.3141
result/tencentBlock.ns6678.oracleGeneral.zst LRU cache size    28150, 3363812 req, miss ratio 0.3079, byte miss ratio 0.3079
result/tencentBlock.ns6678.oracleGeneral.zst LRU cache size    93833, 3363812 req, miss ratio 0.2940, byte miss ratio 0.2940
result/tencentBlock.ns6678.oracleGeneral.zst LRU cache size   187667, 3363812 req, miss ratio 0.2857, byte miss ratio 0.2857
result/tencentBlock.ns6678.oracleGeneral.zst LRU cache size   375335, 3363812 req, miss ratio 0.2803, byte miss ratio 0.2803
result/tencentBlock.ns6678.oracleGeneral.zst LRU cache size   750670, 3363812 req, miss ratio 0.2790, byte miss ratio 0.2790
result/tencentBlock.ns6678.oracleGeneral.zst FIFO cache size      938, 3363812 req, miss ratio 0.3425, byte miss ratio 0.3425
result/tencentBlock.ns6678.oracleGeneral.zst FIFO cache size     2815, 3363812 req, miss ratio 0.3249, byte miss ratio 0.3249
result/tencentBlock.ns6678.oracleGeneral.zst FIFO cache size     9383, 3363812 req, miss ratio 0.3173, byte miss ratio 0.3173
result/tencentBlock.ns6678.oracleGeneral.zst FIFO cache size    28150, 3363812 req, miss ratio 0.3105, byte miss ratio 0.3105
result/tencentBlock.ns6678.oracleGeneral.zst FIFO cache size    93833, 3363812 req, miss ratio 0.2981, byte miss ratio 0.2981
result/tencentBlock.ns6678.oracleGeneral.zst FIFO cache size   187667, 3363812 req, miss ratio 0.2907, byte miss ratio 0.2907
result/tencentBlock.ns6678.oracleGeneral.zst FIFO cache size   375335, 3363812 req, miss ratio 0.2848, byte miss ratio 0.2848
result/tencentBlock.ns6678.oracleGeneral.zst FIFO cache size   750670, 3363812 req, miss ratio 0.2805, byte miss ratio 0.2805
result/tencentBlock.ns6678.oracleGeneral.zst LIRS cache size      938, 3363812 req, miss ratio 0.3425, byte miss ratio 0.3425
result/tencentBlock.ns6678.oracleGeneral.zst LIRS cache size     2815, 3363812 req, miss ratio 0.3228, byte miss ratio 0.3228
result/tencentBlock.ns6678.oracleGeneral.zst LIRS cache size     9383, 3363812 req, miss ratio 0.3150, byte miss ratio 0.3150
result/tencentBlock.ns6678.oracleGeneral.zst LIRS cache size    28150, 3363812 req, miss ratio 0.3059, byte miss ratio 0.3059
result/tencentBlock.ns6678.oracleGeneral.zst LIRS cache size    93833, 3363812 req, miss ratio 0.2909, byte miss ratio 0.2909
result/tencentBlock.ns6678.oracleGeneral.zst LIRS cache size   187667, 3363812 req, miss ratio 0.2840, byte miss ratio 0.2840
result/tencentBlock.ns6678.oracleGeneral.zst LIRS cache size   375335, 3363812 req, miss ratio 0.2814, byte miss ratio 0.2814
result/tencentBlock.ns6678.oracleGeneral.zst LIRS cache size   750670, 3363812 req, miss ratio 0.2795, byte miss ratio 0.2795
result/tencentBlock.ns6678.oracleGeneral.zst Cacheus cache size      938, 3363812 req, miss ratio 0.3208, byte miss ratio 0.3208
result/tencentBlock.ns6678.oracleGeneral.zst Cacheus cache size     2815, 3363812 req, miss ratio 0.3153, byte miss ratio 0.3153
result/tencentBlock.ns6678.oracleGeneral.zst Cacheus cache size     9383, 3363812 req, miss ratio 0.3133, byte miss ratio 0.3133
result/tencentBlock.ns6678.oracleGeneral.zst Cacheus cache size    28150, 3363812 req, miss ratio 0.3095, byte miss ratio 0.3095
result/tencentBlock.ns6678.oracleGeneral.zst Cacheus cache size    93833, 3363812 req, miss ratio 0.2917, byte miss ratio 0.2917
result/tencentBlock.ns6678.oracleGeneral.zst Cacheus cache size   187667, 3363812 req, miss ratio 0.2832, byte miss ratio 0.2832
result/tencentBlock.ns6678.oracleGeneral.zst Cacheus cache size   375335, 3363812 req, miss ratio 0.2800, byte miss ratio 0.2800
result/tencentBlock.ns6678.oracleGeneral.zst Cacheus cache size   750670, 3363812 req, miss ratio 0.2790, byte miss ratio 0.2790
result/tencentBlock.ns6678.oracleGeneral.zst S3FIFO-1 cache size      938, 3363812 req, miss ratio 0.3196, byte miss ratio 0.3196
result/tencentBlock.ns6678.oracleGeneral.zst S3FIFO-1 cache size     2815, 3363812 req, miss ratio 0.3150, byte miss ratio 0.3150
result/tencentBlock.ns6678.oracleGeneral.zst S3FIFO-1 cache size     9383, 3363812 req, miss ratio 0.3128, byte miss ratio 0.3128
result/tencentBlock.ns6678.oracleGeneral.zst S3FIFO-1 cache size    28150, 3363812 req, miss ratio 0.3044, byte miss ratio 0.3044
result/tencentBlock.ns6678.oracleGeneral.zst S3FIFO-1 cache size    93833, 3363812 req, miss ratio 0.2901, byte miss ratio 0.2901
result/tencentBlock.ns6678.oracleGeneral.zst S3FIFO-1 cache size   187667, 3363812 req, miss ratio 0.2841, byte miss ratio 0.2841
result/tencentBlock.ns6678.oracleGeneral.zst S3FIFO-1 cache size   375335, 3363812 req, miss ratio 0.2800, byte miss ratio 0.2800
result/tencentBlock.ns6678.oracleGeneral.zst S3FIFO-1 cache size   750670, 3363812 req, miss ratio 0.2790, byte miss ratio 0.2790
result/tencentBlock.ns6678.oracleGeneral.zst LHD cache size      938, 3363812 req, miss ratio 0.3213, byte miss ratio 0.3213
result/tencentBlock.ns6678.oracleGeneral.zst LHD cache size     2815, 3363812 req, miss ratio 0.3162, byte miss ratio 0.3162
result/tencentBlock.ns6678.oracleGeneral.zst LHD cache size     9383, 3363812 req, miss ratio 0.3135, byte miss ratio 0.3135
result/tencentBlock.ns6678.oracleGeneral.zst LHD cache size    28150, 3363812 req, miss ratio 0.3076, byte miss ratio 0.3076
result/tencentBlock.ns6678.oracleGeneral.zst LHD cache size    93833, 3363812 req, miss ratio 0.2925, byte miss ratio 0.2925
result/tencentBlock.ns6678.oracleGeneral.zst LHD cache size   187667, 3363812 req, miss ratio 0.2847, byte miss ratio 0.2847
result/tencentBlock.ns6678.oracleGeneral.zst LHD cache size   375335, 3363812 req, miss ratio 0.2815, byte miss ratio 0.2815
result/tencentBlock.ns6678.oracleGeneral.zst LHD cache size   750670, 3363812 req, miss ratio 0.2791, byte miss ratio 0.2791
result/tencentBlock.ns6678.oracleGeneral.zst LeCaR cache size      938, 3363812 req, miss ratio 0.3224, byte miss ratio 0.3224
result/tencentBlock.ns6678.oracleGeneral.zst LeCaR cache size     2815, 3363812 req, miss ratio 0.3166, byte miss ratio 0.3166
result/tencentBlock.ns6678.oracleGeneral.zst LeCaR cache size     9383, 3363812 req, miss ratio 0.3137, byte miss ratio 0.3137
result/tencentBlock.ns6678.oracleGeneral.zst LeCaR cache size    28150, 3363812 req, miss ratio 0.3076, byte miss ratio 0.3076
result/tencentBlock.ns6678.oracleGeneral.zst LeCaR cache size    93833, 3363812 req, miss ratio 0.2934, byte miss ratio 0.2934
result/tencentBlock.ns6678.oracleGeneral.zst LeCaR cache size   187667, 3363812 req, miss ratio 0.2848, byte miss ratio 0.2848
result/tencentBlock.ns6678.oracleGeneral.zst LeCaR cache size   375335, 3363812 req, miss ratio 0.2800, byte miss ratio 0.2800
result/tencentBlock.ns6678.oracleGeneral.zst LeCaR cache size   750670, 3363812 req, miss ratio 0.2790, byte miss ratio 0.2790
result/tencentBlock.ns6678.oracleGeneral.zst ARC cache size      938, 3363812 req, miss ratio 0.3200, byte miss ratio 0.3200
result/tencentBlock.ns6678.oracleGeneral.zst ARC cache size     2815, 3363812 req, miss ratio 0.3157, byte miss ratio 0.3157
result/tencentBlock.ns6678.oracleGeneral.zst ARC cache size     9383, 3363812 req, miss ratio 0.3138, byte miss ratio 0.3138
result/tencentBlock.ns6678.oracleGeneral.zst ARC cache size    28150, 3363812 req, miss ratio 0.3055, byte miss ratio 0.3055
result/tencentBlock.ns6678.oracleGeneral.zst ARC cache size    93833, 3363812 req, miss ratio 0.2912, byte miss ratio 0.2912
result/tencentBlock.ns6678.oracleGeneral.zst ARC cache size   187667, 3363812 req, miss ratio 0.2839, byte miss ratio 0.2839
result/tencentBlock.ns6678.oracleGeneral.zst ARC cache size   375335, 3363812 req, miss ratio 0.2800, byte miss ratio 0.2800
result/tencentBlock.ns6678.oracleGeneral.zst ARC cache size   750670, 3363812 req, miss ratio 0.2790, byte miss ratio 0.2790
result/tencentBlock.ns6678.oracleGeneral.zst S3FIFO-d-1 cache size      938, 3363812 req, miss ratio 0.3192, byte miss ratio 0.3192
result/tencentBlock.ns6678.oracleGeneral.zst S3FIFO-d-1 cache size     2815, 3363812 req, miss ratio 0.3150, byte miss ratio 0.3150
result/tencentBlock.ns6678.oracleGeneral.zst S3FIFO-d-1 cache size     9383, 3363812 req, miss ratio 0.3128, byte miss ratio 0.3128
result/tencentBlock.ns6678.oracleGeneral.zst S3FIFO-d-1 cache size    28150, 3363812 req, miss ratio 0.3044, byte miss ratio 0.3044
