result/tencentBlock.ns12514.oracleGeneral.zst S3FIFO-1 cache size      124, 3042874 req, miss ratio 0.6066, byte miss ratio 0.6066
result/tencentBlock.ns12514.oracleGeneral.zst S3FIFO-1 cache size      373, 3042874 req, miss ratio 0.5616, byte miss ratio 0.5616
result/tencentBlock.ns12514.oracleGeneral.zst S3FIFO-1 cache size     1244, 3042874 req, miss ratio 0.5275, byte miss ratio 0.5275
result/tencentBlock.ns12514.oracleGeneral.zst S3FIFO-1 cache size     3733, 3042874 req, miss ratio 0.4354, byte miss ratio 0.4354
result/tencentBlock.ns12514.oracleGeneral.zst S3FIFO-1 cache size    12443, 3042874 req, miss ratio 0.3673, byte miss ratio 0.3673
result/tencentBlock.ns12514.oracleGeneral.zst S3FIFO-1 cache size    24887, 3042874 req, miss ratio 0.1491, byte miss ratio 0.1491
result/tencentBlock.ns12514.oracleGeneral.zst S3FIFO-1 cache size    49775, 3042874 req, miss ratio 0.0979, byte miss ratio 0.0979
result/tencentBlock.ns12514.oracleGeneral.zst S3FIFO-1 cache size    99551, 3042874 req, miss ratio 0.0437, byte miss ratio 0.0437
result/tencentBlock.ns12514.oracleGeneral.zst Cacheus cache size      124, 3042874 req, miss ratio 0.6057, byte miss ratio 0.6057
result/tencentBlock.ns12514.oracleGeneral.zst Cacheus cache size      373, 3042874 req, miss ratio 0.5647, byte miss ratio 0.5647
result/tencentBlock.ns12514.oracleGeneral.zst Cacheus cache size     1244, 3042874 req, miss ratio 0.5343, byte miss ratio 0.5343
result/tencentBlock.ns12514.oracleGeneral.zst Cacheus cache size     3733, 3042874 req, miss ratio 0.4581, byte miss ratio 0.4581
result/tencentBlock.ns12514.oracleGeneral.zst Cacheus cache size    12443, 3042874 req, miss ratio 0.4738, byte miss ratio 0.4738
result/tencentBlock.ns12514.oracleGeneral.zst Cacheus cache size    24887, 3042874 req, miss ratio 0.1621, byte miss ratio 0.1621
result/tencentBlock.ns12514.oracleGeneral.zst Cacheus cache size    49775, 3042874 req, miss ratio 0.0995, byte miss ratio 0.0995
result/tencentBlock.ns12514.oracleGeneral.zst Cacheus cache size    99551, 3042874 req, miss ratio 0.0441, byte miss ratio 0.0441
result/tencentBlock.ns12514.oracleGeneral.zst clock2 cache size      124, 3042874 req, miss ratio 0.6240, byte miss ratio 0.6240
result/tencentBlock.ns12514.oracleGeneral.zst clock2 cache size      373, 3042874 req, miss ratio 0.5790, byte miss ratio 0.5790
result/tencentBlock.ns12514.oracleGeneral.zst clock2 cache size     1244, 3042874 req, miss ratio 0.5530, byte miss ratio 0.5530
result/tencentBlock.ns12514.oracleGeneral.zst clock2 cache size     3733, 3042874 req, miss ratio 0.4940, byte miss ratio 0.4940
result/tencentBlock.ns12514.oracleGeneral.zst clock2 cache size    12443, 3042874 req, miss ratio 0.4361, byte miss ratio 0.4361
result/tencentBlock.ns12514.oracleGeneral.zst clock2 cache size    24887, 3042874 req, miss ratio 0.1647, byte miss ratio 0.1647
result/tencentBlock.ns12514.oracleGeneral.zst clock2 cache size    49775, 3042874 req, miss ratio 0.0943, byte miss ratio 0.0943
result/tencentBlock.ns12514.oracleGeneral.zst clock2 cache size    99551, 3042874 req, miss ratio 0.0422, byte miss ratio 0.0422
result/tencentBlock.ns12514.oracleGeneral.zst LIRS cache size      124, 3042874 req, miss ratio 0.6096, byte miss ratio 0.6096
result/tencentBlock.ns12514.oracleGeneral.zst LIRS cache size      373, 3042874 req, miss ratio 0.5683, byte miss ratio 0.5683
result/tencentBlock.ns12514.oracleGeneral.zst LIRS cache size     1244, 3042874 req, miss ratio 0.5268, byte miss ratio 0.5268
result/tencentBlock.ns12514.oracleGeneral.zst LIRS cache size     3733, 3042874 req, miss ratio 0.4436, byte miss ratio 0.4436
result/tencentBlock.ns12514.oracleGeneral.zst LIRS cache size    12443, 3042874 req, miss ratio 0.3238, byte miss ratio 0.3238
result/tencentBlock.ns12514.oracleGeneral.zst LIRS cache size    24887, 3042874 req, miss ratio 0.1370, byte miss ratio 0.1370
result/tencentBlock.ns12514.oracleGeneral.zst LIRS cache size    49775, 3042874 req, miss ratio 0.0904, byte miss ratio 0.0904
result/tencentBlock.ns12514.oracleGeneral.zst LIRS cache size    99551, 3042874 req, miss ratio 0.0471, byte miss ratio 0.0471
result/tencentBlock.ns12514.oracleGeneral.zst LRU cache size      124, 3042874 req, miss ratio 0.6307, byte miss ratio 0.6307
result/tencentBlock.ns12514.oracleGeneral.zst LRU cache size      373, 3042874 req, miss ratio 0.5841, byte miss ratio 0.5841
result/tencentBlock.ns12514.oracleGeneral.zst LRU cache size     1244, 3042874 req, miss ratio 0.5537, byte miss ratio 0.5537
result/tencentBlock.ns12514.oracleGeneral.zst LRU cache size     3733, 3042874 req, miss ratio 0.4953, byte miss ratio 0.4953
result/tencentBlock.ns12514.oracleGeneral.zst LRU cache size    12443, 3042874 req, miss ratio 0.4778, byte miss ratio 0.4778
result/tencentBlock.ns12514.oracleGeneral.zst LRU cache size    24887, 3042874 req, miss ratio 0.1610, byte miss ratio 0.1610
result/tencentBlock.ns12514.oracleGeneral.zst LRU cache size    49775, 3042874 req, miss ratio 0.0949, byte miss ratio 0.0949
result/tencentBlock.ns12514.oracleGeneral.zst LRU cache size    99551, 3042874 req, miss ratio 0.0462, byte miss ratio 0.0462
result/tencentBlock.ns12514.oracleGeneral.zst Clock cache size      124, 3042874 req, miss ratio 0.6265, byte miss ratio 0.6265
result/tencentBlock.ns12514.oracleGeneral.zst Clock cache size      373, 3042874 req, miss ratio 0.5811, byte miss ratio 0.5811
result/tencentBlock.ns12514.oracleGeneral.zst Clock cache size     1244, 3042874 req, miss ratio 0.5535, byte miss ratio 0.5535
result/tencentBlock.ns12514.oracleGeneral.zst Clock cache size     3733, 3042874 req, miss ratio 0.4950, byte miss ratio 0.4950
result/tencentBlock.ns12514.oracleGeneral.zst Clock cache size    12443, 3042874 req, miss ratio 0.4566, byte miss ratio 0.4566
result/tencentBlock.ns12514.oracleGeneral.zst Clock cache size    24887, 3042874 req, miss ratio 0.1609, byte miss ratio 0.1609
result/tencentBlock.ns12514.oracleGeneral.zst Clock cache size    49775, 3042874 req, miss ratio 0.0947, byte miss ratio 0.0947
result/tencentBlock.ns12514.oracleGeneral.zst Clock cache size    99551, 3042874 req, miss ratio 0.0467, byte miss ratio 0.0467
result/tencentBlock.ns12514.oracleGeneral.zst LHD cache size      124, 3042874 req, miss ratio 0.6141, byte miss ratio 0.6141
result/tencentBlock.ns12514.oracleGeneral.zst LHD cache size      373, 3042874 req, miss ratio 0.5797, byte miss ratio 0.5797
result/tencentBlock.ns12514.oracleGeneral.zst LHD cache size     1244, 3042874 req, miss ratio 0.5456, byte miss ratio 0.5456
result/tencentBlock.ns12514.oracleGeneral.zst LHD cache size     3733, 3042874 req, miss ratio 0.4718, byte miss ratio 0.4718
result/tencentBlock.ns12514.oracleGeneral.zst LHD cache size    12443, 3042874 req, miss ratio 0.3444, byte miss ratio 0.3444
result/tencentBlock.ns12514.oracleGeneral.zst LHD cache size    24887, 3042874 req, miss ratio 0.1838, byte miss ratio 0.1838
result/tencentBlock.ns12514.oracleGeneral.zst LHD cache size    49775, 3042874 req, miss ratio 0.0983, byte miss ratio 0.0983
result/tencentBlock.ns12514.oracleGeneral.zst LHD cache size    99551, 3042874 req, miss ratio 0.0470, byte miss ratio 0.0470
result/tencentBlock.ns12514.oracleGeneral.zst LeCaR cache size      124, 3042874 req, miss ratio 0.6200, byte miss ratio 0.6200
result/tencentBlock.ns12514.oracleGeneral.zst LeCaR cache size      373, 3042874 req, miss ratio 0.5744, byte miss ratio 0.5744
result/tencentBlock.ns12514.oracleGeneral.zst LeCaR cache size     1244, 3042874 req, miss ratio 0.5490, byte miss ratio 0.5490
result/tencentBlock.ns12514.oracleGeneral.zst LeCaR cache size     3733, 3042874 req, miss ratio 0.4739, byte miss ratio 0.4739
result/tencentBlock.ns12514.oracleGeneral.zst LeCaR cache size    12443, 3042874 req, miss ratio 0.4537, byte miss ratio 0.4537
result/tencentBlock.ns12514.oracleGeneral.zst LeCaR cache size    24887, 3042874 req, miss ratio 0.1518, byte miss ratio 0.1518
result/tencentBlock.ns12514.oracleGeneral.zst LeCaR cache size    49775, 3042874 req, miss ratio 0.0940, byte miss ratio 0.0940
result/tencentBlock.ns12514.oracleGeneral.zst LeCaR cache size    99551, 3042874 req, miss ratio 0.0419, byte miss ratio 0.0419
result/tencentBlock.ns12514.oracleGeneral.zst FIFO cache size      124, 3042874 req, miss ratio 0.6734, byte miss ratio 0.6734
result/tencentBlock.ns12514.oracleGeneral.zst FIFO cache size      373, 3042874 req, miss ratio 0.6082, byte miss ratio 0.6082
result/tencentBlock.ns12514.oracleGeneral.zst FIFO cache size     1244, 3042874 req, miss ratio 0.5658, byte miss ratio 0.5658
result/tencentBlock.ns12514.oracleGeneral.zst FIFO cache size     3733, 3042874 req, miss ratio 0.5063, byte miss ratio 0.5063
