result/tencentBlock.ns14931.oracleGeneral.zst LeCaR cache size      500, 7339570 req, miss ratio 0.4026, byte miss ratio 0.4026
result/tencentBlock.ns14931.oracleGeneral.zst LeCaR cache size     1500, 7339570 req, miss ratio 0.3354, byte miss ratio 0.3354
result/tencentBlock.ns14931.oracleGeneral.zst LeCaR cache size     5001, 7339570 req, miss ratio 0.2646, byte miss ratio 0.2646
result/tencentBlock.ns14931.oracleGeneral.zst LeCaR cache size    15004, 7339570 req, miss ratio 0.2433, byte miss ratio 0.2433
result/tencentBlock.ns14931.oracleGeneral.zst LeCaR cache size    50015, 7339570 req, miss ratio 0.1835, byte miss ratio 0.1835
result/tencentBlock.ns14931.oracleGeneral.zst LeCaR cache size   100031, 7339570 req, miss ratio 0.1253, byte miss ratio 0.1253
result/tencentBlock.ns14931.oracleGeneral.zst LeCaR cache size   200062, 7339570 req, miss ratio 0.0740, byte miss ratio 0.0740
result/tencentBlock.ns14931.oracleGeneral.zst LeCaR cache size   400125, 7339570 req, miss ratio 0.0686, byte miss ratio 0.0686
result/tencentBlock.ns14931.oracleGeneral.zst Cacheus cache size      500, 7339570 req, miss ratio 0.3887, byte miss ratio 0.3887
result/tencentBlock.ns14931.oracleGeneral.zst Cacheus cache size     1500, 7339570 req, miss ratio 0.3194, byte miss ratio 0.3194
result/tencentBlock.ns14931.oracleGeneral.zst Cacheus cache size     5001, 7339570 req, miss ratio 0.2599, byte miss ratio 0.2599
result/tencentBlock.ns14931.oracleGeneral.zst Cacheus cache size    15004, 7339570 req, miss ratio 0.2369, byte miss ratio 0.2369
result/tencentBlock.ns14931.oracleGeneral.zst Cacheus cache size    50015, 7339570 req, miss ratio 0.1879, byte miss ratio 0.1879
result/tencentBlock.ns14931.oracleGeneral.zst Cacheus cache size   100031, 7339570 req, miss ratio 0.1255, byte miss ratio 0.1255
result/tencentBlock.ns14931.oracleGeneral.zst Cacheus cache size   200062, 7339570 req, miss ratio 0.0776, byte miss ratio 0.0776
result/tencentBlock.ns14931.oracleGeneral.zst Cacheus cache size   400125, 7339570 req, miss ratio 0.0687, byte miss ratio 0.0687
result/tencentBlock.ns14931.oracleGeneral.zst Clock cache size      500, 7339570 req, miss ratio 0.4099, byte miss ratio 0.4099
result/tencentBlock.ns14931.oracleGeneral.zst Clock cache size     1500, 7339570 req, miss ratio 0.3376, byte miss ratio 0.3376
result/tencentBlock.ns14931.oracleGeneral.zst Clock cache size     5001, 7339570 req, miss ratio 0.2711, byte miss ratio 0.2711
result/tencentBlock.ns14931.oracleGeneral.zst Clock cache size    15004, 7339570 req, miss ratio 0.2446, byte miss ratio 0.2446
result/tencentBlock.ns14931.oracleGeneral.zst Clock cache size    50015, 7339570 req, miss ratio 0.1934, byte miss ratio 0.1934
result/tencentBlock.ns14931.oracleGeneral.zst Clock cache size   100031, 7339570 req, miss ratio 0.1345, byte miss ratio 0.1345
result/tencentBlock.ns14931.oracleGeneral.zst Clock cache size   200062, 7339570 req, miss ratio 0.0777, byte miss ratio 0.0777
result/tencentBlock.ns14931.oracleGeneral.zst Clock cache size   400125, 7339570 req, miss ratio 0.0689, byte miss ratio 0.0689
result/tencentBlock.ns14931.oracleGeneral.zst S3FIFO-1 cache size      500, 7339570 req, miss ratio 0.3863, byte miss ratio 0.3863
result/tencentBlock.ns14931.oracleGeneral.zst S3FIFO-1 cache size     1500, 7339570 req, miss ratio 0.3014, byte miss ratio 0.3014
result/tencentBlock.ns14931.oracleGeneral.zst S3FIFO-1 cache size     5001, 7339570 req, miss ratio 0.2575, byte miss ratio 0.2575
result/tencentBlock.ns14931.oracleGeneral.zst S3FIFO-1 cache size    15004, 7339570 req, miss ratio 0.2358, byte miss ratio 0.2358
result/tencentBlock.ns14931.oracleGeneral.zst S3FIFO-1 cache size    50015, 7339570 req, miss ratio 0.1907, byte miss ratio 0.1907
result/tencentBlock.ns14931.oracleGeneral.zst S3FIFO-1 cache size   100031, 7339570 req, miss ratio 0.1242, byte miss ratio 0.1242
