result/tencentBlock.ns19257.oracleGeneral.zst S3FIFO-1 cache size      176, 1103347 req, miss ratio 0.5734, byte miss ratio 0.5734
result/tencentBlock.ns19257.oracleGeneral.zst S3FIFO-1 cache size      529, 1103347 req, miss ratio 0.5627, byte miss ratio 0.5627
result/tencentBlock.ns19257.oracleGeneral.zst S3FIFO-1 cache size     1763, 1103347 req, miss ratio 0.5613, byte miss ratio 0.5613
result/tencentBlock.ns19257.oracleGeneral.zst S3FIFO-1 cache size     5290, 1103347 req, miss ratio 0.5606, byte miss ratio 0.5606
result/tencentBlock.ns19257.oracleGeneral.zst S3FIFO-1 cache size    17635, 1103347 req, miss ratio 0.5172, byte miss ratio 0.5172
result/tencentBlock.ns19257.oracleGeneral.zst S3FIFO-1 cache size    35270, 1103347 req, miss ratio 0.4261, byte miss ratio 0.4261
result/tencentBlock.ns19257.oracleGeneral.zst S3FIFO-1 cache size    70540, 1103347 req, miss ratio 0.2413, byte miss ratio 0.2413
result/tencentBlock.ns19257.oracleGeneral.zst S3FIFO-1 cache size   141081, 1103347 req, miss ratio 0.1606, byte miss ratio 0.1606
result/tencentBlock.ns19257.oracleGeneral.zst Clock cache size      176, 1103347 req, miss ratio 0.5777, byte miss ratio 0.5777
result/tencentBlock.ns19257.oracleGeneral.zst Clock cache size      529, 1103347 req, miss ratio 0.5676, byte miss ratio 0.5676
result/tencentBlock.ns19257.oracleGeneral.zst Clock cache size     1763, 1103347 req, miss ratio 0.5615, byte miss ratio 0.5615
result/tencentBlock.ns19257.oracleGeneral.zst Clock cache size     5290, 1103347 req, miss ratio 0.5606, byte miss ratio 0.5606
result/tencentBlock.ns19257.oracleGeneral.zst Clock cache size    17635, 1103347 req, miss ratio 0.5442, byte miss ratio 0.5442
result/tencentBlock.ns19257.oracleGeneral.zst Clock cache size    35270, 1103347 req, miss ratio 0.4692, byte miss ratio 0.4692
result/tencentBlock.ns19257.oracleGeneral.zst Clock cache size    70540, 1103347 req, miss ratio 0.2656, byte miss ratio 0.2656
result/tencentBlock.ns19257.oracleGeneral.zst Clock cache size   141081, 1103347 req, miss ratio 0.1607, byte miss ratio 0.1607
result/tencentBlock.ns19257.oracleGeneral.zst FIFO cache size      176, 1103347 req, miss ratio 0.6667, byte miss ratio 0.6667
result/tencentBlock.ns19257.oracleGeneral.zst FIFO cache size      529, 1103347 req, miss ratio 0.6002, byte miss ratio 0.6002
result/tencentBlock.ns19257.oracleGeneral.zst FIFO cache size     1763, 1103347 req, miss ratio 0.5729, byte miss ratio 0.5729
result/tencentBlock.ns19257.oracleGeneral.zst FIFO cache size     5290, 1103347 req, miss ratio 0.5647, byte miss ratio 0.5647
result/tencentBlock.ns19257.oracleGeneral.zst FIFO cache size    17635, 1103347 req, miss ratio 0.5510, byte miss ratio 0.5510
result/tencentBlock.ns19257.oracleGeneral.zst FIFO cache size    35270, 1103347 req, miss ratio 0.4918, byte miss ratio 0.4918
result/tencentBlock.ns19257.oracleGeneral.zst FIFO cache size    70540, 1103347 req, miss ratio 0.3013, byte miss ratio 0.3013
result/tencentBlock.ns19257.oracleGeneral.zst FIFO cache size   141081, 1103347 req, miss ratio 0.1927, byte miss ratio 0.1927
result/tencentBlock.ns19257.oracleGeneral.zst ARC cache size      176, 1103347 req, miss ratio 0.5674, byte miss ratio 0.5674
result/tencentBlock.ns19257.oracleGeneral.zst ARC cache size      529, 1103347 req, miss ratio 0.5634, byte miss ratio 0.5634
result/tencentBlock.ns19257.oracleGeneral.zst ARC cache size     1763, 1103347 req, miss ratio 0.5613, byte miss ratio 0.5613
result/tencentBlock.ns19257.oracleGeneral.zst ARC cache size     5290, 1103347 req, miss ratio 0.5610, byte miss ratio 0.5610
result/tencentBlock.ns19257.oracleGeneral.zst ARC cache size    17635, 1103347 req, miss ratio 0.5457, byte miss ratio 0.5457
result/tencentBlock.ns19257.oracleGeneral.zst ARC cache size    35270, 1103347 req, miss ratio 0.4165, byte miss ratio 0.4165
result/tencentBlock.ns19257.oracleGeneral.zst ARC cache size    70540, 1103347 req, miss ratio 0.2449, byte miss ratio 0.2449
