result/tencentBlock.ns18261.oracleGeneral.zst LeCaR cache size      187, 1497860 req, miss ratio 0.4833, byte miss ratio 0.4833
result/tencentBlock.ns18261.oracleGeneral.zst LeCaR cache size      562, 1497860 req, miss ratio 0.4634, byte miss ratio 0.4634
result/tencentBlock.ns18261.oracleGeneral.zst LeCaR cache size     1873, 1497860 req, miss ratio 0.4450, byte miss ratio 0.4450
result/tencentBlock.ns18261.oracleGeneral.zst LeCaR cache size     5620, 1497860 req, miss ratio 0.3988, byte miss ratio 0.3988
result/tencentBlock.ns18261.oracleGeneral.zst LeCaR cache size    18736, 1497860 req, miss ratio 0.3849, byte miss ratio 0.3849
result/tencentBlock.ns18261.oracleGeneral.zst LeCaR cache size    37473, 1497860 req, miss ratio 0.2971, byte miss ratio 0.2971
result/tencentBlock.ns18261.oracleGeneral.zst LeCaR cache size    74946, 1497860 req, miss ratio 0.1783, byte miss ratio 0.1783
result/tencentBlock.ns18261.oracleGeneral.zst LeCaR cache size   149892, 1497860 req, miss ratio 0.1257, byte miss ratio 0.1257
result/tencentBlock.ns18261.oracleGeneral.zst LIRS cache size      187, 1497860 req, miss ratio 0.5058, byte miss ratio 0.5058
result/tencentBlock.ns18261.oracleGeneral.zst LIRS cache size      562, 1497860 req, miss ratio 0.4895, byte miss ratio 0.4895
result/tencentBlock.ns18261.oracleGeneral.zst LIRS cache size     1873, 1497860 req, miss ratio 0.4254, byte miss ratio 0.4254
result/tencentBlock.ns18261.oracleGeneral.zst LIRS cache size     5620, 1497860 req, miss ratio 0.3864, byte miss ratio 0.3864
result/tencentBlock.ns18261.oracleGeneral.zst LIRS cache size    18736, 1497860 req, miss ratio 0.3301, byte miss ratio 0.3301
result/tencentBlock.ns18261.oracleGeneral.zst LIRS cache size    37473, 1497860 req, miss ratio 0.2647, byte miss ratio 0.2647
result/tencentBlock.ns18261.oracleGeneral.zst LIRS cache size    74946, 1497860 req, miss ratio 0.1725, byte miss ratio 0.1725
result/tencentBlock.ns18261.oracleGeneral.zst LIRS cache size   149892, 1497860 req, miss ratio 0.1262, byte miss ratio 0.1262
result/tencentBlock.ns18261.oracleGeneral.zst clock2 cache size      187, 1497860 req, miss ratio 0.4842, byte miss ratio 0.4842
result/tencentBlock.ns18261.oracleGeneral.zst clock2 cache size      562, 1497860 req, miss ratio 0.4628, byte miss ratio 0.4628
result/tencentBlock.ns18261.oracleGeneral.zst clock2 cache size     1873, 1497860 req, miss ratio 0.4444, byte miss ratio 0.4444
result/tencentBlock.ns18261.oracleGeneral.zst clock2 cache size     5620, 1497860 req, miss ratio 0.4023, byte miss ratio 0.4023
result/tencentBlock.ns18261.oracleGeneral.zst clock2 cache size    18736, 1497860 req, miss ratio 0.3837, byte miss ratio 0.3837
