result/tencentBlock.ns15678.oracleGeneral.zst LIRS cache size      750, 11051698 req, miss ratio 0.5699, byte miss ratio 0.5699
result/tencentBlock.ns15678.oracleGeneral.zst LIRS cache size     2250, 11051698 req, miss ratio 0.4755, byte miss ratio 0.4755
result/tencentBlock.ns15678.oracleGeneral.zst LIRS cache size     7500, 11051698 req, miss ratio 0.4038, byte miss ratio 0.4038
result/tencentBlock.ns15678.oracleGeneral.zst LIRS cache size    22501, 11051698 req, miss ratio 0.2507, byte miss ratio 0.2507
result/tencentBlock.ns15678.oracleGeneral.zst LIRS cache size    75004, 11051698 req, miss ratio 0.1825, byte miss ratio 0.1825
result/tencentBlock.ns15678.oracleGeneral.zst LIRS cache size   150008, 11051698 req, miss ratio 0.1343, byte miss ratio 0.1343
result/tencentBlock.ns15678.oracleGeneral.zst LIRS cache size   300017, 11051698 req, miss ratio 0.0857, byte miss ratio 0.0857
result/tencentBlock.ns15678.oracleGeneral.zst LIRS cache size   600034, 11051698 req, miss ratio 0.0701, byte miss ratio 0.0701
result/tencentBlock.ns15678.oracleGeneral.zst LeCaR cache size      750, 11051698 req, miss ratio 0.5944, byte miss ratio 0.5944
result/tencentBlock.ns15678.oracleGeneral.zst LeCaR cache size     2250, 11051698 req, miss ratio 0.5176, byte miss ratio 0.5176
result/tencentBlock.ns15678.oracleGeneral.zst LeCaR cache size     7500, 11051698 req, miss ratio 0.4593, byte miss ratio 0.4593
result/tencentBlock.ns15678.oracleGeneral.zst LeCaR cache size    22501, 11051698 req, miss ratio 0.3017, byte miss ratio 0.3017
result/tencentBlock.ns15678.oracleGeneral.zst LeCaR cache size    75004, 11051698 req, miss ratio 0.1681, byte miss ratio 0.1681
result/tencentBlock.ns15678.oracleGeneral.zst LeCaR cache size   150008, 11051698 req, miss ratio 0.1332, byte miss ratio 0.1332
result/tencentBlock.ns15678.oracleGeneral.zst LeCaR cache size   300017, 11051698 req, miss ratio 0.0763, byte miss ratio 0.0763
result/tencentBlock.ns15678.oracleGeneral.zst LeCaR cache size   600034, 11051698 req, miss ratio 0.0685, byte miss ratio 0.0685
result/tencentBlock.ns15678.oracleGeneral.zst LRU cache size      750, 11051698 req, miss ratio 0.6203, byte miss ratio 0.6203
result/tencentBlock.ns15678.oracleGeneral.zst LRU cache size     2250, 11051698 req, miss ratio 0.5272, byte miss ratio 0.5272
result/tencentBlock.ns15678.oracleGeneral.zst LRU cache size     7500, 11051698 req, miss ratio 0.4629, byte miss ratio 0.4629
result/tencentBlock.ns15678.oracleGeneral.zst LRU cache size    22501, 11051698 req, miss ratio 0.3133, byte miss ratio 0.3133
result/tencentBlock.ns15678.oracleGeneral.zst LRU cache size    75004, 11051698 req, miss ratio 0.1691, byte miss ratio 0.1691
result/tencentBlock.ns15678.oracleGeneral.zst LRU cache size   150008, 11051698 req, miss ratio 0.1340, byte miss ratio 0.1340
result/tencentBlock.ns15678.oracleGeneral.zst LRU cache size   300017, 11051698 req, miss ratio 0.0758, byte miss ratio 0.0758
result/tencentBlock.ns15678.oracleGeneral.zst LRU cache size   600034, 11051698 req, miss ratio 0.0684, byte miss ratio 0.0684
result/tencentBlock.ns15678.oracleGeneral.zst ARC cache size      750, 11051698 req, miss ratio 0.5618, byte miss ratio 0.5618
result/tencentBlock.ns15678.oracleGeneral.zst ARC cache size     2250, 11051698 req, miss ratio 0.4715, byte miss ratio 0.4715
result/tencentBlock.ns15678.oracleGeneral.zst ARC cache size     7500, 11051698 req, miss ratio 0.4030, byte miss ratio 0.4030
result/tencentBlock.ns15678.oracleGeneral.zst ARC cache size    22501, 11051698 req, miss ratio 0.2523, byte miss ratio 0.2523
result/tencentBlock.ns15678.oracleGeneral.zst ARC cache size    75004, 11051698 req, miss ratio 0.1703, byte miss ratio 0.1703
result/tencentBlock.ns15678.oracleGeneral.zst ARC cache size   150008, 11051698 req, miss ratio 0.1322, byte miss ratio 0.1322
result/tencentBlock.ns15678.oracleGeneral.zst ARC cache size   300017, 11051698 req, miss ratio 0.0756, byte miss ratio 0.0756
result/tencentBlock.ns15678.oracleGeneral.zst ARC cache size   600034, 11051698 req, miss ratio 0.0685, byte miss ratio 0.0685
result/tencentBlock.ns15678.oracleGeneral.zst S3FIFO-1 cache size      750, 11051698 req, miss ratio 0.5661, byte miss ratio 0.5661
result/tencentBlock.ns15678.oracleGeneral.zst S3FIFO-1 cache size     2250, 11051698 req, miss ratio 0.4642, byte miss ratio 0.4642
result/tencentBlock.ns15678.oracleGeneral.zst S3FIFO-1 cache size     7500, 11051698 req, miss ratio 0.4043, byte miss ratio 0.4043
result/tencentBlock.ns15678.oracleGeneral.zst S3FIFO-1 cache size    22501, 11051698 req, miss ratio 0.2583, byte miss ratio 0.2583
result/tencentBlock.ns15678.oracleGeneral.zst S3FIFO-1 cache size    75004, 11051698 req, miss ratio 0.1738, byte miss ratio 0.1738
result/tencentBlock.ns15678.oracleGeneral.zst S3FIFO-1 cache size   150008, 11051698 req, miss ratio 0.1333, byte miss ratio 0.1333
result/tencentBlock.ns15678.oracleGeneral.zst S3FIFO-1 cache size   300017, 11051698 req, miss ratio 0.0781, byte miss ratio 0.0781
result/tencentBlock.ns15678.oracleGeneral.zst S3FIFO-1 cache size   600034, 11051698 req, miss ratio 0.0685, byte miss ratio 0.0685
result/tencentBlock.ns15678.oracleGeneral.zst Clock cache size      750, 11051698 req, miss ratio 0.6090, byte miss ratio 0.6090
result/tencentBlock.ns15678.oracleGeneral.zst Clock cache size     2250, 11051698 req, miss ratio 0.5220, byte miss ratio 0.5220
result/tencentBlock.ns15678.oracleGeneral.zst Clock cache size     7500, 11051698 req, miss ratio 0.4593, byte miss ratio 0.4593
result/tencentBlock.ns15678.oracleGeneral.zst Clock cache size    22501, 11051698 req, miss ratio 0.3166, byte miss ratio 0.3166
result/tencentBlock.ns15678.oracleGeneral.zst Clock cache size    75004, 11051698 req, miss ratio 0.1691, byte miss ratio 0.1691
result/tencentBlock.ns15678.oracleGeneral.zst Clock cache size   150008, 11051698 req, miss ratio 0.1373, byte miss ratio 0.1373
result/tencentBlock.ns15678.oracleGeneral.zst Clock cache size   300017, 11051698 req, miss ratio 0.0783, byte miss ratio 0.0783
result/tencentBlock.ns15678.oracleGeneral.zst Clock cache size   600034, 11051698 req, miss ratio 0.0685, byte miss ratio 0.0685
result/tencentBlock.ns15678.oracleGeneral.zst Cacheus cache size      750, 11051698 req, miss ratio 0.5698, byte miss ratio 0.5698
result/tencentBlock.ns15678.oracleGeneral.zst Cacheus cache size     2250, 11051698 req, miss ratio 0.4914, byte miss ratio 0.4914
