result/tencentBlock.ns14582.oracleGeneral.zst clock2 cache size      141, 1483509 req, miss ratio 0.3847, byte miss ratio 0.3847
result/tencentBlock.ns14582.oracleGeneral.zst clock2 cache size      424, 1483509 req, miss ratio 0.3520, byte miss ratio 0.3520
result/tencentBlock.ns14582.oracleGeneral.zst clock2 cache size     1414, 1483509 req, miss ratio 0.3357, byte miss ratio 0.3357
result/tencentBlock.ns14582.oracleGeneral.zst clock2 cache size     4243, 1483509 req, miss ratio 0.3332, byte miss ratio 0.3332
result/tencentBlock.ns14582.oracleGeneral.zst clock2 cache size    14144, 1483509 req, miss ratio 0.3302, byte miss ratio 0.3302
result/tencentBlock.ns14582.oracleGeneral.zst clock2 cache size    28288, 1483509 req, miss ratio 0.2687, byte miss ratio 0.2687
result/tencentBlock.ns14582.oracleGeneral.zst clock2 cache size    56577, 1483509 req, miss ratio 0.1914, byte miss ratio 0.1914
result/tencentBlock.ns14582.oracleGeneral.zst clock2 cache size   113154, 1483509 req, miss ratio 0.1039, byte miss ratio 0.1039
result/tencentBlock.ns14582.oracleGeneral.zst S3FIFO-1 cache size      141, 1483509 req, miss ratio 0.3667, byte miss ratio 0.3667
result/tencentBlock.ns14582.oracleGeneral.zst S3FIFO-1 cache size      424, 1483509 req, miss ratio 0.3376, byte miss ratio 0.3376
result/tencentBlock.ns14582.oracleGeneral.zst S3FIFO-1 cache size     1414, 1483509 req, miss ratio 0.3336, byte miss ratio 0.3336
result/tencentBlock.ns14582.oracleGeneral.zst S3FIFO-1 cache size     4243, 1483509 req, miss ratio 0.3328, byte miss ratio 0.3328
result/tencentBlock.ns14582.oracleGeneral.zst S3FIFO-1 cache size    14144, 1483509 req, miss ratio 0.2926, byte miss ratio 0.2926
result/tencentBlock.ns14582.oracleGeneral.zst S3FIFO-1 cache size    28288, 1483509 req, miss ratio 0.2413, byte miss ratio 0.2413
result/tencentBlock.ns14582.oracleGeneral.zst S3FIFO-1 cache size    56577, 1483509 req, miss ratio 0.1542, byte miss ratio 0.1542
result/tencentBlock.ns14582.oracleGeneral.zst S3FIFO-1 cache size   113154, 1483509 req, miss ratio 0.1051, byte miss ratio 0.1051
result/tencentBlock.ns14582.oracleGeneral.zst LRU cache size      141, 1483509 req, miss ratio 0.3766, byte miss ratio 0.3766
result/tencentBlock.ns14582.oracleGeneral.zst LRU cache size      424, 1483509 req, miss ratio 0.3491, byte miss ratio 0.3491
result/tencentBlock.ns14582.oracleGeneral.zst LRU cache size     1414, 1483509 req, miss ratio 0.3360, byte miss ratio 0.3360
result/tencentBlock.ns14582.oracleGeneral.zst LRU cache size     4243, 1483509 req, miss ratio 0.3332, byte miss ratio 0.3332
result/tencentBlock.ns14582.oracleGeneral.zst LRU cache size    14144, 1483509 req, miss ratio 0.2775, byte miss ratio 0.2775
result/tencentBlock.ns14582.oracleGeneral.zst LRU cache size    28288, 1483509 req, miss ratio 0.2274, byte miss ratio 0.2274
result/tencentBlock.ns14582.oracleGeneral.zst LRU cache size    56577, 1483509 req, miss ratio 0.1543, byte miss ratio 0.1543
result/tencentBlock.ns14582.oracleGeneral.zst LRU cache size   113154, 1483509 req, miss ratio 0.0982, byte miss ratio 0.0982
result/tencentBlock.ns14582.oracleGeneral.zst Clock cache size      141, 1483509 req, miss ratio 0.3801, byte miss ratio 0.3801
result/tencentBlock.ns14582.oracleGeneral.zst Clock cache size      424, 1483509 req, miss ratio 0.3496, byte miss ratio 0.3496
result/tencentBlock.ns14582.oracleGeneral.zst Clock cache size     1414, 1483509 req, miss ratio 0.3360, byte miss ratio 0.3360
result/tencentBlock.ns14582.oracleGeneral.zst Clock cache size     4243, 1483509 req, miss ratio 0.3332, byte miss ratio 0.3332
result/tencentBlock.ns14582.oracleGeneral.zst Clock cache size    14144, 1483509 req, miss ratio 0.2949, byte miss ratio 0.2949
result/tencentBlock.ns14582.oracleGeneral.zst Clock cache size    28288, 1483509 req, miss ratio 0.2444, byte miss ratio 0.2444
result/tencentBlock.ns14582.oracleGeneral.zst Clock cache size    56577, 1483509 req, miss ratio 0.1705, byte miss ratio 0.1705
result/tencentBlock.ns14582.oracleGeneral.zst Clock cache size   113154, 1483509 req, miss ratio 0.1041, byte miss ratio 0.1041
result/tencentBlock.ns14582.oracleGeneral.zst LeCaR cache size      141, 1483509 req, miss ratio 0.3762, byte miss ratio 0.3762
result/tencentBlock.ns14582.oracleGeneral.zst LeCaR cache size      424, 1483509 req, miss ratio 0.3479, byte miss ratio 0.3479
result/tencentBlock.ns14582.oracleGeneral.zst LeCaR cache size     1414, 1483509 req, miss ratio 0.3352, byte miss ratio 0.3352
result/tencentBlock.ns14582.oracleGeneral.zst LeCaR cache size     4243, 1483509 req, miss ratio 0.3332, byte miss ratio 0.3332
result/tencentBlock.ns14582.oracleGeneral.zst LeCaR cache size    14144, 1483509 req, miss ratio 0.2775, byte miss ratio 0.2775
result/tencentBlock.ns14582.oracleGeneral.zst LeCaR cache size    28288, 1483509 req, miss ratio 0.2296, byte miss ratio 0.2296
result/tencentBlock.ns14582.oracleGeneral.zst LeCaR cache size    56577, 1483509 req, miss ratio 0.1593, byte miss ratio 0.1593
result/tencentBlock.ns14582.oracleGeneral.zst LeCaR cache size   113154, 1483509 req, miss ratio 0.0984, byte miss ratio 0.0984
result/tencentBlock.ns14582.oracleGeneral.zst LHD cache size      141, 1483509 req, miss ratio 0.4451, byte miss ratio 0.4451
result/tencentBlock.ns14582.oracleGeneral.zst LHD cache size      424, 1483509 req, miss ratio 0.3492, byte miss ratio 0.3492
result/tencentBlock.ns14582.oracleGeneral.zst LHD cache size     1414, 1483509 req, miss ratio 0.3350, byte miss ratio 0.3350
result/tencentBlock.ns14582.oracleGeneral.zst LHD cache size     4243, 1483509 req, miss ratio 0.3314, byte miss ratio 0.3314
result/tencentBlock.ns14582.oracleGeneral.zst LHD cache size    14144, 1483509 req, miss ratio 0.2818, byte miss ratio 0.2818
result/tencentBlock.ns14582.oracleGeneral.zst LHD cache size    28288, 1483509 req, miss ratio 0.2266, byte miss ratio 0.2266
result/tencentBlock.ns14582.oracleGeneral.zst LHD cache size    56577, 1483509 req, miss ratio 0.1555, byte miss ratio 0.1555
result/tencentBlock.ns14582.oracleGeneral.zst LHD cache size   113154, 1483509 req, miss ratio 0.0998, byte miss ratio 0.0998
result/tencentBlock.ns14582.oracleGeneral.zst LIRS cache size      141, 1483509 req, miss ratio 0.4549, byte miss ratio 0.4549
result/tencentBlock.ns14582.oracleGeneral.zst LIRS cache size      424, 1483509 req, miss ratio 0.3950, byte miss ratio 0.3950
result/tencentBlock.ns14582.oracleGeneral.zst LIRS cache size     1414, 1483509 req, miss ratio 0.3370, byte miss ratio 0.3370
result/tencentBlock.ns14582.oracleGeneral.zst LIRS cache size     4243, 1483509 req, miss ratio 0.3299, byte miss ratio 0.3299
result/tencentBlock.ns14582.oracleGeneral.zst LIRS cache size    14144, 1483509 req, miss ratio 0.2901, byte miss ratio 0.2901
result/tencentBlock.ns14582.oracleGeneral.zst LIRS cache size    28288, 1483509 req, miss ratio 0.2462, byte miss ratio 0.2462
result/tencentBlock.ns14582.oracleGeneral.zst LIRS cache size    56577, 1483509 req, miss ratio 0.1647, byte miss ratio 0.1647
result/tencentBlock.ns14582.oracleGeneral.zst LIRS cache size   113154, 1483509 req, miss ratio 0.0986, byte miss ratio 0.0986
result/tencentBlock.ns14582.oracleGeneral.zst ARC cache size      141, 1483509 req, miss ratio 0.3666, byte miss ratio 0.3666
result/tencentBlock.ns14582.oracleGeneral.zst ARC cache size      424, 1483509 req, miss ratio 0.3428, byte miss ratio 0.3428
result/tencentBlock.ns14582.oracleGeneral.zst ARC cache size     1414, 1483509 req, miss ratio 0.3340, byte miss ratio 0.3340
result/tencentBlock.ns14582.oracleGeneral.zst ARC cache size     4243, 1483509 req, miss ratio 0.3323, byte miss ratio 0.3323
result/tencentBlock.ns14582.oracleGeneral.zst ARC cache size    14144, 1483509 req, miss ratio 0.2839, byte miss ratio 0.2839
result/tencentBlock.ns14582.oracleGeneral.zst ARC cache size    28288, 1483509 req, miss ratio 0.2259, byte miss ratio 0.2259
result/tencentBlock.ns14582.oracleGeneral.zst ARC cache size    56577, 1483509 req, miss ratio 0.1557, byte miss ratio 0.1557
result/tencentBlock.ns14582.oracleGeneral.zst ARC cache size   113154, 1483509 req, miss ratio 0.0995, byte miss ratio 0.0995
result/tencentBlock.ns14582.oracleGeneral.zst FIFO cache size      141, 1483509 req, miss ratio 0.4442, byte miss ratio 0.4442
result/tencentBlock.ns14582.oracleGeneral.zst FIFO cache size      424, 1483509 req, miss ratio 0.3799, byte miss ratio 0.3799
result/tencentBlock.ns14582.oracleGeneral.zst FIFO cache size     1414, 1483509 req, miss ratio 0.3498, byte miss ratio 0.3498
result/tencentBlock.ns14582.oracleGeneral.zst FIFO cache size     4243, 1483509 req, miss ratio 0.3390, byte miss ratio 0.3390
result/tencentBlock.ns14582.oracleGeneral.zst FIFO cache size    14144, 1483509 req, miss ratio 0.2932, byte miss ratio 0.2932
result/tencentBlock.ns14582.oracleGeneral.zst FIFO cache size    28288, 1483509 req, miss ratio 0.2471, byte miss ratio 0.2471
