result/tencentBlock.ns21421.oracleGeneral.zst clock2 cache size      299, 7085921 req, miss ratio 0.2464, byte miss ratio 0.2464
result/tencentBlock.ns21421.oracleGeneral.zst clock2 cache size      899, 7085921 req, miss ratio 0.1751, byte miss ratio 0.1751
result/tencentBlock.ns21421.oracleGeneral.zst clock2 cache size     2999, 7085921 req, miss ratio 0.1484, byte miss ratio 0.1484
result/tencentBlock.ns21421.oracleGeneral.zst clock2 cache size     8998, 7085921 req, miss ratio 0.1325, byte miss ratio 0.1325
result/tencentBlock.ns21421.oracleGeneral.zst clock2 cache size    29993, 7085921 req, miss ratio 0.0997, byte miss ratio 0.0997
result/tencentBlock.ns21421.oracleGeneral.zst clock2 cache size    59987, 7085921 req, miss ratio 0.0679, byte miss ratio 0.0679
result/tencentBlock.ns21421.oracleGeneral.zst clock2 cache size   119974, 7085921 req, miss ratio 0.0504, byte miss ratio 0.0504
result/tencentBlock.ns21421.oracleGeneral.zst clock2 cache size   239949, 7085921 req, miss ratio 0.0431, byte miss ratio 0.0431
result/tencentBlock.ns21421.oracleGeneral.zst Cacheus cache size      299, 7085921 req, miss ratio 0.2407, byte miss ratio 0.2407
result/tencentBlock.ns21421.oracleGeneral.zst Cacheus cache size      899, 7085921 req, miss ratio 0.1619, byte miss ratio 0.1619
result/tencentBlock.ns21421.oracleGeneral.zst Cacheus cache size     2999, 7085921 req, miss ratio 0.1420, byte miss ratio 0.1420
result/tencentBlock.ns21421.oracleGeneral.zst Cacheus cache size     8998, 7085921 req, miss ratio 0.1290, byte miss ratio 0.1290
result/tencentBlock.ns21421.oracleGeneral.zst Cacheus cache size    29993, 7085921 req, miss ratio 0.0918, byte miss ratio 0.0918
result/tencentBlock.ns21421.oracleGeneral.zst Cacheus cache size    59987, 7085921 req, miss ratio 0.0650, byte miss ratio 0.0650
result/tencentBlock.ns21421.oracleGeneral.zst Cacheus cache size   119974, 7085921 req, miss ratio 0.0499, byte miss ratio 0.0499
result/tencentBlock.ns21421.oracleGeneral.zst Cacheus cache size   239949, 7085921 req, miss ratio 0.0431, byte miss ratio 0.0431
result/tencentBlock.ns21421.oracleGeneral.zst LIRS cache size      299, 7085921 req, miss ratio 0.2087, byte miss ratio 0.2087
result/tencentBlock.ns21421.oracleGeneral.zst LIRS cache size      899, 7085921 req, miss ratio 0.1685, byte miss ratio 0.1685
result/tencentBlock.ns21421.oracleGeneral.zst LIRS cache size     2999, 7085921 req, miss ratio 0.1469, byte miss ratio 0.1469
result/tencentBlock.ns21421.oracleGeneral.zst LIRS cache size     8998, 7085921 req, miss ratio 0.1318, byte miss ratio 0.1318
result/tencentBlock.ns21421.oracleGeneral.zst LIRS cache size    29993, 7085921 req, miss ratio 0.0879, byte miss ratio 0.0879
result/tencentBlock.ns21421.oracleGeneral.zst LIRS cache size    59987, 7085921 req, miss ratio 0.0613, byte miss ratio 0.0613
result/tencentBlock.ns21421.oracleGeneral.zst LIRS cache size   119974, 7085921 req, miss ratio 0.0509, byte miss ratio 0.0509
result/tencentBlock.ns21421.oracleGeneral.zst LIRS cache size   239949, 7085921 req, miss ratio 0.0440, byte miss ratio 0.0440
result/tencentBlock.ns21421.oracleGeneral.zst ARC cache size      299, 7085921 req, miss ratio 0.2098, byte miss ratio 0.2098
result/tencentBlock.ns21421.oracleGeneral.zst ARC cache size      899, 7085921 req, miss ratio 0.1607, byte miss ratio 0.1607
result/tencentBlock.ns21421.oracleGeneral.zst ARC cache size     2999, 7085921 req, miss ratio 0.1416, byte miss ratio 0.1416
result/tencentBlock.ns21421.oracleGeneral.zst ARC cache size     8998, 7085921 req, miss ratio 0.1294, byte miss ratio 0.1294
result/tencentBlock.ns21421.oracleGeneral.zst ARC cache size    29993, 7085921 req, miss ratio 0.0868, byte miss ratio 0.0868
result/tencentBlock.ns21421.oracleGeneral.zst ARC cache size    59987, 7085921 req, miss ratio 0.0614, byte miss ratio 0.0614
result/tencentBlock.ns21421.oracleGeneral.zst ARC cache size   119974, 7085921 req, miss ratio 0.0492, byte miss ratio 0.0492
result/tencentBlock.ns21421.oracleGeneral.zst ARC cache size   239949, 7085921 req, miss ratio 0.0431, byte miss ratio 0.0431
result/tencentBlock.ns21421.oracleGeneral.zst S3FIFO-1 cache size      299, 7085921 req, miss ratio 0.2128, byte miss ratio 0.2128
result/tencentBlock.ns21421.oracleGeneral.zst S3FIFO-1 cache size      899, 7085921 req, miss ratio 0.1614, byte miss ratio 0.1614
result/tencentBlock.ns21421.oracleGeneral.zst S3FIFO-1 cache size     2999, 7085921 req, miss ratio 0.1440, byte miss ratio 0.1440
result/tencentBlock.ns21421.oracleGeneral.zst S3FIFO-1 cache size     8998, 7085921 req, miss ratio 0.1303, byte miss ratio 0.1303
result/tencentBlock.ns21421.oracleGeneral.zst S3FIFO-1 cache size    29993, 7085921 req, miss ratio 0.0882, byte miss ratio 0.0882
result/tencentBlock.ns21421.oracleGeneral.zst S3FIFO-1 cache size    59987, 7085921 req, miss ratio 0.0600, byte miss ratio 0.0600
result/tencentBlock.ns21421.oracleGeneral.zst S3FIFO-1 cache size   119974, 7085921 req, miss ratio 0.0494, byte miss ratio 0.0494
result/tencentBlock.ns21421.oracleGeneral.zst S3FIFO-1 cache size   239949, 7085921 req, miss ratio 0.0431, byte miss ratio 0.0431
