result/tencentBlock.ns8974.oracleGeneral.zst Clock cache size      648, 5046158 req, miss ratio 0.5632, byte miss ratio 0.5632
result/tencentBlock.ns8974.oracleGeneral.zst Clock cache size     1946, 5046158 req, miss ratio 0.4600, byte miss ratio 0.4600
result/tencentBlock.ns8974.oracleGeneral.zst Clock cache size     6488, 5046158 req, miss ratio 0.3720, byte miss ratio 0.3720
result/tencentBlock.ns8974.oracleGeneral.zst Clock cache size    19464, 5046158 req, miss ratio 0.3481, byte miss ratio 0.3481
result/tencentBlock.ns8974.oracleGeneral.zst Clock cache size    64881, 5046158 req, miss ratio 0.2834, byte miss ratio 0.2834
result/tencentBlock.ns8974.oracleGeneral.zst Clock cache size   129762, 5046158 req, miss ratio 0.2453, byte miss ratio 0.2453
result/tencentBlock.ns8974.oracleGeneral.zst Clock cache size   259524, 5046158 req, miss ratio 0.1602, byte miss ratio 0.1602
result/tencentBlock.ns8974.oracleGeneral.zst Clock cache size   519048, 5046158 req, miss ratio 0.1297, byte miss ratio 0.1297
result/tencentBlock.ns8974.oracleGeneral.zst LRU cache size      648, 5046158 req, miss ratio 0.5654, byte miss ratio 0.5654
result/tencentBlock.ns8974.oracleGeneral.zst LRU cache size     1946, 5046158 req, miss ratio 0.4674, byte miss ratio 0.4674
result/tencentBlock.ns8974.oracleGeneral.zst LRU cache size     6488, 5046158 req, miss ratio 0.3745, byte miss ratio 0.3745
result/tencentBlock.ns8974.oracleGeneral.zst LRU cache size    19464, 5046158 req, miss ratio 0.3472, byte miss ratio 0.3472
result/tencentBlock.ns8974.oracleGeneral.zst LRU cache size    64881, 5046158 req, miss ratio 0.2803, byte miss ratio 0.2803
result/tencentBlock.ns8974.oracleGeneral.zst LRU cache size   129762, 5046158 req, miss ratio 0.2389, byte miss ratio 0.2389
result/tencentBlock.ns8974.oracleGeneral.zst LRU cache size   259524, 5046158 req, miss ratio 0.1509, byte miss ratio 0.1509
result/tencentBlock.ns8974.oracleGeneral.zst LRU cache size   519048, 5046158 req, miss ratio 0.1299, byte miss ratio 0.1299
result/tencentBlock.ns8974.oracleGeneral.zst ARC cache size      648, 5046158 req, miss ratio 0.5455, byte miss ratio 0.5455
result/tencentBlock.ns8974.oracleGeneral.zst ARC cache size     1946, 5046158 req, miss ratio 0.4001, byte miss ratio 0.4001
result/tencentBlock.ns8974.oracleGeneral.zst ARC cache size     6488, 5046158 req, miss ratio 0.3660, byte miss ratio 0.3660
result/tencentBlock.ns8974.oracleGeneral.zst ARC cache size    19464, 5046158 req, miss ratio 0.3370, byte miss ratio 0.3370
