result/tencentBlock.ns2060.oracleGeneral.zst ARC cache size      554, 1838751 req, miss ratio 0.4855, byte miss ratio 0.4855
result/tencentBlock.ns2060.oracleGeneral.zst ARC cache size     1662, 1838751 req, miss ratio 0.4833, byte miss ratio 0.4833
result/tencentBlock.ns2060.oracleGeneral.zst ARC cache size     5542, 1838751 req, miss ratio 0.4814, byte miss ratio 0.4814
result/tencentBlock.ns2060.oracleGeneral.zst ARC cache size    16626, 1838751 req, miss ratio 0.4538, byte miss ratio 0.4538
result/tencentBlock.ns2060.oracleGeneral.zst ARC cache size    55420, 1838751 req, miss ratio 0.3873, byte miss ratio 0.3873
result/tencentBlock.ns2060.oracleGeneral.zst ARC cache size   110841, 1838751 req, miss ratio 0.3329, byte miss ratio 0.3329
result/tencentBlock.ns2060.oracleGeneral.zst ARC cache size   221682, 1838751 req, miss ratio 0.3098, byte miss ratio 0.3098
result/tencentBlock.ns2060.oracleGeneral.zst ARC cache size   443364, 1838751 req, miss ratio 0.3024, byte miss ratio 0.3024
result/tencentBlock.ns2060.oracleGeneral.zst S3FIFO-1 cache size      554, 1838751 req, miss ratio 0.4856, byte miss ratio 0.4856
result/tencentBlock.ns2060.oracleGeneral.zst S3FIFO-1 cache size     1662, 1838751 req, miss ratio 0.4832, byte miss ratio 0.4832
result/tencentBlock.ns2060.oracleGeneral.zst S3FIFO-1 cache size     5542, 1838751 req, miss ratio 0.4808, byte miss ratio 0.4808
result/tencentBlock.ns2060.oracleGeneral.zst S3FIFO-1 cache size    16626, 1838751 req, miss ratio 0.4515, byte miss ratio 0.4515
result/tencentBlock.ns2060.oracleGeneral.zst S3FIFO-1 cache size    55420, 1838751 req, miss ratio 0.3770, byte miss ratio 0.3770
result/tencentBlock.ns2060.oracleGeneral.zst S3FIFO-1 cache size   110841, 1838751 req, miss ratio 0.3305, byte miss ratio 0.3305
result/tencentBlock.ns2060.oracleGeneral.zst S3FIFO-1 cache size   221682, 1838751 req, miss ratio 0.3115, byte miss ratio 0.3115
result/tencentBlock.ns2060.oracleGeneral.zst S3FIFO-1 cache size   443364, 1838751 req, miss ratio 0.3024, byte miss ratio 0.3024
result/tencentBlock.ns2060.oracleGeneral.zst clock2 cache size      554, 1838751 req, miss ratio 0.4870, byte miss ratio 0.4870
result/tencentBlock.ns2060.oracleGeneral.zst clock2 cache size     1662, 1838751 req, miss ratio 0.4834, byte miss ratio 0.4834
result/tencentBlock.ns2060.oracleGeneral.zst clock2 cache size     5542, 1838751 req, miss ratio 0.4811, byte miss ratio 0.4811
result/tencentBlock.ns2060.oracleGeneral.zst clock2 cache size    16626, 1838751 req, miss ratio 0.4783, byte miss ratio 0.4783
result/tencentBlock.ns2060.oracleGeneral.zst clock2 cache size    55420, 1838751 req, miss ratio 0.4096, byte miss ratio 0.4096
result/tencentBlock.ns2060.oracleGeneral.zst clock2 cache size   110841, 1838751 req, miss ratio 0.3522, byte miss ratio 0.3522
result/tencentBlock.ns2060.oracleGeneral.zst clock2 cache size   221682, 1838751 req, miss ratio 0.3105, byte miss ratio 0.3105
result/tencentBlock.ns2060.oracleGeneral.zst clock2 cache size   443364, 1838751 req, miss ratio 0.3024, byte miss ratio 0.3024
result/tencentBlock.ns2060.oracleGeneral.zst Cacheus cache size      554, 1838751 req, miss ratio 0.4856, byte miss ratio 0.4856
result/tencentBlock.ns2060.oracleGeneral.zst Cacheus cache size     1662, 1838751 req, miss ratio 0.4830, byte miss ratio 0.4830
result/tencentBlock.ns2060.oracleGeneral.zst Cacheus cache size     5542, 1838751 req, miss ratio 0.4808, byte miss ratio 0.4808
result/tencentBlock.ns2060.oracleGeneral.zst Cacheus cache size    16626, 1838751 req, miss ratio 0.4674, byte miss ratio 0.4674
result/tencentBlock.ns2060.oracleGeneral.zst Cacheus cache size    55420, 1838751 req, miss ratio 0.3895, byte miss ratio 0.3895
result/tencentBlock.ns2060.oracleGeneral.zst Cacheus cache size   110841, 1838751 req, miss ratio 0.3350, byte miss ratio 0.3350
result/tencentBlock.ns2060.oracleGeneral.zst Cacheus cache size   221682, 1838751 req, miss ratio 0.3135, byte miss ratio 0.3135
result/tencentBlock.ns2060.oracleGeneral.zst Cacheus cache size   443364, 1838751 req, miss ratio 0.3028, byte miss ratio 0.3028
result/tencentBlock.ns2060.oracleGeneral.zst FIFO cache size      554, 1838751 req, miss ratio 0.5097, byte miss ratio 0.5097
result/tencentBlock.ns2060.oracleGeneral.zst FIFO cache size     1662, 1838751 req, miss ratio 0.4921, byte miss ratio 0.4921
result/tencentBlock.ns2060.oracleGeneral.zst FIFO cache size     5542, 1838751 req, miss ratio 0.4840, byte miss ratio 0.4840
result/tencentBlock.ns2060.oracleGeneral.zst FIFO cache size    16626, 1838751 req, miss ratio 0.4536, byte miss ratio 0.4536
result/tencentBlock.ns2060.oracleGeneral.zst FIFO cache size    55420, 1838751 req, miss ratio 0.4052, byte miss ratio 0.4052
result/tencentBlock.ns2060.oracleGeneral.zst FIFO cache size   110841, 1838751 req, miss ratio 0.3672, byte miss ratio 0.3672
result/tencentBlock.ns2060.oracleGeneral.zst FIFO cache size   221682, 1838751 req, miss ratio 0.3368, byte miss ratio 0.3368
result/tencentBlock.ns2060.oracleGeneral.zst FIFO cache size   443364, 1838751 req, miss ratio 0.3145, byte miss ratio 0.3145
result/tencentBlock.ns2060.oracleGeneral.zst LRU cache size      554, 1838751 req, miss ratio 0.4868, byte miss ratio 0.4868
result/tencentBlock.ns2060.oracleGeneral.zst LRU cache size     1662, 1838751 req, miss ratio 0.4836, byte miss ratio 0.4836
result/tencentBlock.ns2060.oracleGeneral.zst LRU cache size     5542, 1838751 req, miss ratio 0.4809, byte miss ratio 0.4809
result/tencentBlock.ns2060.oracleGeneral.zst LRU cache size    16626, 1838751 req, miss ratio 0.4445, byte miss ratio 0.4445
result/tencentBlock.ns2060.oracleGeneral.zst LRU cache size    55420, 1838751 req, miss ratio 0.3904, byte miss ratio 0.3904
result/tencentBlock.ns2060.oracleGeneral.zst LRU cache size   110841, 1838751 req, miss ratio 0.3423, byte miss ratio 0.3423
result/tencentBlock.ns2060.oracleGeneral.zst LRU cache size   221682, 1838751 req, miss ratio 0.3117, byte miss ratio 0.3117
