result/tencentBlock.ns13429.oracleGeneral.zst Cacheus cache size      452, 10571420 req, miss ratio 0.3166, byte miss ratio 0.3166
result/tencentBlock.ns13429.oracleGeneral.zst Cacheus cache size     1357, 10571420 req, miss ratio 0.2601, byte miss ratio 0.2601
result/tencentBlock.ns13429.oracleGeneral.zst Cacheus cache size     4523, 10571420 req, miss ratio 0.2348, byte miss ratio 0.2348
result/tencentBlock.ns13429.oracleGeneral.zst Cacheus cache size    13570, 10571420 req, miss ratio 0.2132, byte miss ratio 0.2132
result/tencentBlock.ns13429.oracleGeneral.zst Cacheus cache size    45236, 10571420 req, miss ratio 0.1739, byte miss ratio 0.1739
result/tencentBlock.ns13429.oracleGeneral.zst Cacheus cache size    90472, 10571420 req, miss ratio 0.1363, byte miss ratio 0.1363
result/tencentBlock.ns13429.oracleGeneral.zst Cacheus cache size   180944, 10571420 req, miss ratio 0.0786, byte miss ratio 0.0786
result/tencentBlock.ns13429.oracleGeneral.zst Cacheus cache size   361888, 10571420 req, miss ratio 0.0460, byte miss ratio 0.0460
result/tencentBlock.ns13429.oracleGeneral.zst S3FIFO-1 cache size      452, 10571420 req, miss ratio 0.3198, byte miss ratio 0.3198
result/tencentBlock.ns13429.oracleGeneral.zst S3FIFO-1 cache size     1357, 10571420 req, miss ratio 0.2554, byte miss ratio 0.2554
result/tencentBlock.ns13429.oracleGeneral.zst S3FIFO-1 cache size     4523, 10571420 req, miss ratio 0.2334, byte miss ratio 0.2334
result/tencentBlock.ns13429.oracleGeneral.zst S3FIFO-1 cache size    13570, 10571420 req, miss ratio 0.2109, byte miss ratio 0.2109
result/tencentBlock.ns13429.oracleGeneral.zst S3FIFO-1 cache size    45236, 10571420 req, miss ratio 0.1699, byte miss ratio 0.1699
result/tencentBlock.ns13429.oracleGeneral.zst S3FIFO-1 cache size    90472, 10571420 req, miss ratio 0.1346, byte miss ratio 0.1346
result/tencentBlock.ns13429.oracleGeneral.zst S3FIFO-1 cache size   180944, 10571420 req, miss ratio 0.0816, byte miss ratio 0.0816
result/tencentBlock.ns13429.oracleGeneral.zst S3FIFO-1 cache size   361888, 10571420 req, miss ratio 0.0459, byte miss ratio 0.0459
result/tencentBlock.ns13429.oracleGeneral.zst Clock cache size      452, 10571420 req, miss ratio 0.3859, byte miss ratio 0.3859
result/tencentBlock.ns13429.oracleGeneral.zst Clock cache size     1357, 10571420 req, miss ratio 0.2700, byte miss ratio 0.2700
result/tencentBlock.ns13429.oracleGeneral.zst Clock cache size     4523, 10571420 req, miss ratio 0.2437, byte miss ratio 0.2437
