result/tencentBlock.ns4537.oracleGeneral.zst S3FIFO-1 cache size      698, 5146793 req, miss ratio 0.5924, byte miss ratio 0.5924
result/tencentBlock.ns4537.oracleGeneral.zst S3FIFO-1 cache size     2095, 5146793 req, miss ratio 0.4624, byte miss ratio 0.4624
result/tencentBlock.ns4537.oracleGeneral.zst S3FIFO-1 cache size     6985, 5146793 req, miss ratio 0.4432, byte miss ratio 0.4432
result/tencentBlock.ns4537.oracleGeneral.zst S3FIFO-1 cache size    20957, 5146793 req, miss ratio 0.3834, byte miss ratio 0.3834
result/tencentBlock.ns4537.oracleGeneral.zst S3FIFO-1 cache size    69859, 5146793 req, miss ratio 0.2610, byte miss ratio 0.2610
result/tencentBlock.ns4537.oracleGeneral.zst S3FIFO-1 cache size   139719, 5146793 req, miss ratio 0.1890, byte miss ratio 0.1890
result/tencentBlock.ns4537.oracleGeneral.zst S3FIFO-1 cache size   279439, 5146793 req, miss ratio 0.1491, byte miss ratio 0.1491
result/tencentBlock.ns4537.oracleGeneral.zst S3FIFO-1 cache size   558879, 5146793 req, miss ratio 0.1365, byte miss ratio 0.1365
result/tencentBlock.ns4537.oracleGeneral.zst LRU cache size      698, 5146793 req, miss ratio 0.6043, byte miss ratio 0.6043
result/tencentBlock.ns4537.oracleGeneral.zst LRU cache size     2095, 5146793 req, miss ratio 0.5341, byte miss ratio 0.5341
result/tencentBlock.ns4537.oracleGeneral.zst LRU cache size     6985, 5146793 req, miss ratio 0.4577, byte miss ratio 0.4577
result/tencentBlock.ns4537.oracleGeneral.zst LRU cache size    20957, 5146793 req, miss ratio 0.3781, byte miss ratio 0.3781
result/tencentBlock.ns4537.oracleGeneral.zst LRU cache size    69859, 5146793 req, miss ratio 0.2833, byte miss ratio 0.2833
result/tencentBlock.ns4537.oracleGeneral.zst LRU cache size   139719, 5146793 req, miss ratio 0.1855, byte miss ratio 0.1855
result/tencentBlock.ns4537.oracleGeneral.zst LRU cache size   279439, 5146793 req, miss ratio 0.1441, byte miss ratio 0.1441
result/tencentBlock.ns4537.oracleGeneral.zst LRU cache size   558879, 5146793 req, miss ratio 0.1360, byte miss ratio 0.1360
result/tencentBlock.ns4537.oracleGeneral.zst ARC cache size      698, 5146793 req, miss ratio 0.5925, byte miss ratio 0.5925
result/tencentBlock.ns4537.oracleGeneral.zst ARC cache size     2095, 5146793 req, miss ratio 0.4865, byte miss ratio 0.4865
result/tencentBlock.ns4537.oracleGeneral.zst ARC cache size     6985, 5146793 req, miss ratio 0.4425, byte miss ratio 0.4425
result/tencentBlock.ns4537.oracleGeneral.zst ARC cache size    20957, 5146793 req, miss ratio 0.3832, byte miss ratio 0.3832
result/tencentBlock.ns4537.oracleGeneral.zst ARC cache size    69859, 5146793 req, miss ratio 0.2752, byte miss ratio 0.2752
result/tencentBlock.ns4537.oracleGeneral.zst ARC cache size   139719, 5146793 req, miss ratio 0.1952, byte miss ratio 0.1952
result/tencentBlock.ns4537.oracleGeneral.zst ARC cache size   279439, 5146793 req, miss ratio 0.1459, byte miss ratio 0.1459
result/tencentBlock.ns4537.oracleGeneral.zst ARC cache size   558879, 5146793 req, miss ratio 0.1365, byte miss ratio 0.1365
result/tencentBlock.ns4537.oracleGeneral.zst Clock cache size      698, 5146793 req, miss ratio 0.6040, byte miss ratio 0.6040
result/tencentBlock.ns4537.oracleGeneral.zst Clock cache size     2095, 5146793 req, miss ratio 0.5314, byte miss ratio 0.5314
result/tencentBlock.ns4537.oracleGeneral.zst Clock cache size     6985, 5146793 req, miss ratio 0.4550, byte miss ratio 0.4550
result/tencentBlock.ns4537.oracleGeneral.zst Clock cache size    20957, 5146793 req, miss ratio 0.4088, byte miss ratio 0.4088
result/tencentBlock.ns4537.oracleGeneral.zst Clock cache size    69859, 5146793 req, miss ratio 0.2885, byte miss ratio 0.2885
result/tencentBlock.ns4537.oracleGeneral.zst Clock cache size   139719, 5146793 req, miss ratio 0.2047, byte miss ratio 0.2047
result/tencentBlock.ns4537.oracleGeneral.zst Clock cache size   279439, 5146793 req, miss ratio 0.1464, byte miss ratio 0.1464
result/tencentBlock.ns4537.oracleGeneral.zst Clock cache size   558879, 5146793 req, miss ratio 0.1365, byte miss ratio 0.1365
result/tencentBlock.ns4537.oracleGeneral.zst Cacheus cache size      698, 5146793 req, miss ratio 0.5955, byte miss ratio 0.5955
result/tencentBlock.ns4537.oracleGeneral.zst Cacheus cache size     2095, 5146793 req, miss ratio 0.4991, byte miss ratio 0.4991
result/tencentBlock.ns4537.oracleGeneral.zst Cacheus cache size     6985, 5146793 req, miss ratio 0.4445, byte miss ratio 0.4445
result/tencentBlock.ns4537.oracleGeneral.zst Cacheus cache size    20957, 5146793 req, miss ratio 0.3921, byte miss ratio 0.3921
result/tencentBlock.ns4537.oracleGeneral.zst Cacheus cache size    69859, 5146793 req, miss ratio 0.2733, byte miss ratio 0.2733
result/tencentBlock.ns4537.oracleGeneral.zst Cacheus cache size   139719, 5146793 req, miss ratio 0.1865, byte miss ratio 0.1865
result/tencentBlock.ns4537.oracleGeneral.zst Cacheus cache size   279439, 5146793 req, miss ratio 0.1442, byte miss ratio 0.1442
result/tencentBlock.ns4537.oracleGeneral.zst Cacheus cache size   558879, 5146793 req, miss ratio 0.1362, byte miss ratio 0.1362
result/tencentBlock.ns4537.oracleGeneral.zst clock2 cache size      698, 5146793 req, miss ratio 0.6052, byte miss ratio 0.6052
result/tencentBlock.ns4537.oracleGeneral.zst clock2 cache size     2095, 5146793 req, miss ratio 0.5306, byte miss ratio 0.5306
result/tencentBlock.ns4537.oracleGeneral.zst clock2 cache size     6985, 5146793 req, miss ratio 0.4497, byte miss ratio 0.4497
result/tencentBlock.ns4537.oracleGeneral.zst clock2 cache size    20957, 5146793 req, miss ratio 0.4264, byte miss ratio 0.4264
result/tencentBlock.ns4537.oracleGeneral.zst clock2 cache size    69859, 5146793 req, miss ratio 0.2979, byte miss ratio 0.2979
result/tencentBlock.ns4537.oracleGeneral.zst clock2 cache size   139719, 5146793 req, miss ratio 0.2091, byte miss ratio 0.2091
result/tencentBlock.ns4537.oracleGeneral.zst clock2 cache size   279439, 5146793 req, miss ratio 0.1475, byte miss ratio 0.1475
result/tencentBlock.ns4537.oracleGeneral.zst clock2 cache size   558879, 5146793 req, miss ratio 0.1365, byte miss ratio 0.1365
result/tencentBlock.ns4537.oracleGeneral.zst LeCaR cache size      698, 5146793 req, miss ratio 0.6032, byte miss ratio 0.6032
result/tencentBlock.ns4537.oracleGeneral.zst LeCaR cache size     2095, 5146793 req, miss ratio 0.5250, byte miss ratio 0.5250
result/tencentBlock.ns4537.oracleGeneral.zst LeCaR cache size     6985, 5146793 req, miss ratio 0.4482, byte miss ratio 0.4482
result/tencentBlock.ns4537.oracleGeneral.zst LeCaR cache size    20957, 5146793 req, miss ratio 0.3776, byte miss ratio 0.3776
result/tencentBlock.ns4537.oracleGeneral.zst LeCaR cache size    69859, 5146793 req, miss ratio 0.2775, byte miss ratio 0.2775
result/tencentBlock.ns4537.oracleGeneral.zst LeCaR cache size   139719, 5146793 req, miss ratio 0.1919, byte miss ratio 0.1919
result/tencentBlock.ns4537.oracleGeneral.zst LeCaR cache size   279439, 5146793 req, miss ratio 0.1451, byte miss ratio 0.1451
result/tencentBlock.ns4537.oracleGeneral.zst LeCaR cache size   558879, 5146793 req, miss ratio 0.1360, byte miss ratio 0.1360
result/tencentBlock.ns4537.oracleGeneral.zst LHD cache size      698, 5146793 req, miss ratio 0.6047, byte miss ratio 0.6047
result/tencentBlock.ns4537.oracleGeneral.zst LHD cache size     2095, 5146793 req, miss ratio 0.5018, byte miss ratio 0.5018
result/tencentBlock.ns4537.oracleGeneral.zst LHD cache size     6985, 5146793 req, miss ratio 0.4412, byte miss ratio 0.4412
result/tencentBlock.ns4537.oracleGeneral.zst LHD cache size    20957, 5146793 req, miss ratio 0.3774, byte miss ratio 0.3774
result/tencentBlock.ns4537.oracleGeneral.zst LHD cache size    69859, 5146793 req, miss ratio 0.2476, byte miss ratio 0.2476
result/tencentBlock.ns4537.oracleGeneral.zst LHD cache size   139719, 5146793 req, miss ratio 0.1753, byte miss ratio 0.1753
result/tencentBlock.ns4537.oracleGeneral.zst LHD cache size   279439, 5146793 req, miss ratio 0.1458, byte miss ratio 0.1458
result/tencentBlock.ns4537.oracleGeneral.zst LHD cache size   558879, 5146793 req, miss ratio 0.1364, byte miss ratio 0.1364
result/tencentBlock.ns4537.oracleGeneral.zst FIFO cache size      698, 5146793 req, miss ratio 0.6604, byte miss ratio 0.6604
