result/tencentBlock.ns4704.oracleGeneral.zst LRU cache size      132, 3443046 req, miss ratio 0.3466, byte miss ratio 0.3466
result/tencentBlock.ns4704.oracleGeneral.zst LRU cache size      398, 3443046 req, miss ratio 0.2654, byte miss ratio 0.2654
result/tencentBlock.ns4704.oracleGeneral.zst LRU cache size     1329, 3443046 req, miss ratio 0.2225, byte miss ratio 0.2225
result/tencentBlock.ns4704.oracleGeneral.zst LRU cache size     3987, 3443046 req, miss ratio 0.2139, byte miss ratio 0.2139
result/tencentBlock.ns4704.oracleGeneral.zst LRU cache size    13292, 3443046 req, miss ratio 0.2107, byte miss ratio 0.2107
result/tencentBlock.ns4704.oracleGeneral.zst LRU cache size    26585, 3443046 req, miss ratio 0.2092, byte miss ratio 0.2092
result/tencentBlock.ns4704.oracleGeneral.zst LRU cache size    53170, 3443046 req, miss ratio 0.1717, byte miss ratio 0.1717
result/tencentBlock.ns4704.oracleGeneral.zst LRU cache size   106340, 3443046 req, miss ratio 0.0473, byte miss ratio 0.0473
result/tencentBlock.ns4704.oracleGeneral.zst LeCaR cache size      132, 3443046 req, miss ratio 0.3299, byte miss ratio 0.3299
result/tencentBlock.ns4704.oracleGeneral.zst LeCaR cache size      398, 3443046 req, miss ratio 0.2648, byte miss ratio 0.2648
result/tencentBlock.ns4704.oracleGeneral.zst LeCaR cache size     1329, 3443046 req, miss ratio 0.2223, byte miss ratio 0.2223
result/tencentBlock.ns4704.oracleGeneral.zst LeCaR cache size     3987, 3443046 req, miss ratio 0.2144, byte miss ratio 0.2144
result/tencentBlock.ns4704.oracleGeneral.zst LeCaR cache size    13292, 3443046 req, miss ratio 0.2098, byte miss ratio 0.2098
result/tencentBlock.ns4704.oracleGeneral.zst LeCaR cache size    26585, 3443046 req, miss ratio 0.2067, byte miss ratio 0.2067
result/tencentBlock.ns4704.oracleGeneral.zst LeCaR cache size    53170, 3443046 req, miss ratio 0.1695, byte miss ratio 0.1695
result/tencentBlock.ns4704.oracleGeneral.zst LeCaR cache size   106340, 3443046 req, miss ratio 0.0403, byte miss ratio 0.0403
result/tencentBlock.ns4704.oracleGeneral.zst Clock cache size      132, 3443046 req, miss ratio 0.3503, byte miss ratio 0.3503
result/tencentBlock.ns4704.oracleGeneral.zst Clock cache size      398, 3443046 req, miss ratio 0.2695, byte miss ratio 0.2695
result/tencentBlock.ns4704.oracleGeneral.zst Clock cache size     1329, 3443046 req, miss ratio 0.2225, byte miss ratio 0.2225
result/tencentBlock.ns4704.oracleGeneral.zst Clock cache size     3987, 3443046 req, miss ratio 0.2199, byte miss ratio 0.2199
result/tencentBlock.ns4704.oracleGeneral.zst Clock cache size    13292, 3443046 req, miss ratio 0.2104, byte miss ratio 0.2104
result/tencentBlock.ns4704.oracleGeneral.zst Clock cache size    26585, 3443046 req, miss ratio 0.2083, byte miss ratio 0.2083
result/tencentBlock.ns4704.oracleGeneral.zst Clock cache size    53170, 3443046 req, miss ratio 0.1738, byte miss ratio 0.1738
result/tencentBlock.ns4704.oracleGeneral.zst Clock cache size   106340, 3443046 req, miss ratio 0.0458, byte miss ratio 0.0458
result/tencentBlock.ns4704.oracleGeneral.zst LIRS cache size      132, 3443046 req, miss ratio 0.3179, byte miss ratio 0.3179
result/tencentBlock.ns4704.oracleGeneral.zst LIRS cache size      398, 3443046 req, miss ratio 0.2391, byte miss ratio 0.2391
result/tencentBlock.ns4704.oracleGeneral.zst LIRS cache size     1329, 3443046 req, miss ratio 0.2254, byte miss ratio 0.2254
result/tencentBlock.ns4704.oracleGeneral.zst LIRS cache size     3987, 3443046 req, miss ratio 0.2142, byte miss ratio 0.2142
result/tencentBlock.ns4704.oracleGeneral.zst LIRS cache size    13292, 3443046 req, miss ratio 0.2078, byte miss ratio 0.2078
result/tencentBlock.ns4704.oracleGeneral.zst LIRS cache size    26585, 3443046 req, miss ratio 0.1861, byte miss ratio 0.1861
result/tencentBlock.ns4704.oracleGeneral.zst LIRS cache size    53170, 3443046 req, miss ratio 0.1449, byte miss ratio 0.1449
result/tencentBlock.ns4704.oracleGeneral.zst LIRS cache size   106340, 3443046 req, miss ratio 0.0397, byte miss ratio 0.0397
result/tencentBlock.ns4704.oracleGeneral.zst LHD cache size      132, 3443046 req, miss ratio 0.3545, byte miss ratio 0.3545
result/tencentBlock.ns4704.oracleGeneral.zst LHD cache size      398, 3443046 req, miss ratio 0.2397, byte miss ratio 0.2397
result/tencentBlock.ns4704.oracleGeneral.zst LHD cache size     1329, 3443046 req, miss ratio 0.2220, byte miss ratio 0.2220
result/tencentBlock.ns4704.oracleGeneral.zst LHD cache size     3987, 3443046 req, miss ratio 0.2124, byte miss ratio 0.2124
result/tencentBlock.ns4704.oracleGeneral.zst LHD cache size    13292, 3443046 req, miss ratio 0.1991, byte miss ratio 0.1991
result/tencentBlock.ns4704.oracleGeneral.zst LHD cache size    26585, 3443046 req, miss ratio 0.1811, byte miss ratio 0.1811
result/tencentBlock.ns4704.oracleGeneral.zst LHD cache size    53170, 3443046 req, miss ratio 0.1271, byte miss ratio 0.1271
result/tencentBlock.ns4704.oracleGeneral.zst LHD cache size   106340, 3443046 req, miss ratio 0.0465, byte miss ratio 0.0465
