result/tencentBlock.ns18476.oracleGeneral.zst Cacheus cache size      137, 1034331 req, miss ratio 0.5507, byte miss ratio 0.5507
result/tencentBlock.ns18476.oracleGeneral.zst Cacheus cache size      411, 1034331 req, miss ratio 0.5368, byte miss ratio 0.5368
result/tencentBlock.ns18476.oracleGeneral.zst Cacheus cache size     1372, 1034331 req, miss ratio 0.5329, byte miss ratio 0.5329
result/tencentBlock.ns18476.oracleGeneral.zst Cacheus cache size     4118, 1034331 req, miss ratio 0.5319, byte miss ratio 0.5319
result/tencentBlock.ns18476.oracleGeneral.zst Cacheus cache size    13726, 1034331 req, miss ratio 0.4976, byte miss ratio 0.4976
result/tencentBlock.ns18476.oracleGeneral.zst Cacheus cache size    27453, 1034331 req, miss ratio 0.4520, byte miss ratio 0.4520
result/tencentBlock.ns18476.oracleGeneral.zst Cacheus cache size    54906, 1034331 req, miss ratio 0.3847, byte miss ratio 0.3847
result/tencentBlock.ns18476.oracleGeneral.zst Cacheus cache size   109813, 1034331 req, miss ratio 0.1489, byte miss ratio 0.1489
result/tencentBlock.ns18476.oracleGeneral.zst LRU cache size      137, 1034331 req, miss ratio 0.5644, byte miss ratio 0.5644
result/tencentBlock.ns18476.oracleGeneral.zst LRU cache size      411, 1034331 req, miss ratio 0.5432, byte miss ratio 0.5432
result/tencentBlock.ns18476.oracleGeneral.zst LRU cache size     1372, 1034331 req, miss ratio 0.5351, byte miss ratio 0.5351
result/tencentBlock.ns18476.oracleGeneral.zst LRU cache size     4118, 1034331 req, miss ratio 0.5321, byte miss ratio 0.5321
result/tencentBlock.ns18476.oracleGeneral.zst LRU cache size    13726, 1034331 req, miss ratio 0.5317, byte miss ratio 0.5317
result/tencentBlock.ns18476.oracleGeneral.zst LRU cache size    27453, 1034331 req, miss ratio 0.4510, byte miss ratio 0.4510
result/tencentBlock.ns18476.oracleGeneral.zst LRU cache size    54906, 1034331 req, miss ratio 0.3012, byte miss ratio 0.3012
result/tencentBlock.ns18476.oracleGeneral.zst LRU cache size   109813, 1034331 req, miss ratio 0.1476, byte miss ratio 0.1476
result/tencentBlock.ns18476.oracleGeneral.zst Clock cache size      137, 1034331 req, miss ratio 0.5638, byte miss ratio 0.5638
result/tencentBlock.ns18476.oracleGeneral.zst Clock cache size      411, 1034331 req, miss ratio 0.5429, byte miss ratio 0.5429
result/tencentBlock.ns18476.oracleGeneral.zst Clock cache size     1372, 1034331 req, miss ratio 0.5346, byte miss ratio 0.5346
result/tencentBlock.ns18476.oracleGeneral.zst Clock cache size     4118, 1034331 req, miss ratio 0.5321, byte miss ratio 0.5321
result/tencentBlock.ns18476.oracleGeneral.zst Clock cache size    13726, 1034331 req, miss ratio 0.5317, byte miss ratio 0.5317
result/tencentBlock.ns18476.oracleGeneral.zst Clock cache size    27453, 1034331 req, miss ratio 0.4508, byte miss ratio 0.4508
result/tencentBlock.ns18476.oracleGeneral.zst Clock cache size    54906, 1034331 req, miss ratio 0.3890, byte miss ratio 0.3890
result/tencentBlock.ns18476.oracleGeneral.zst Clock cache size   109813, 1034331 req, miss ratio 0.1587, byte miss ratio 0.1587
result/tencentBlock.ns18476.oracleGeneral.zst LeCaR cache size      137, 1034331 req, miss ratio 0.5626, byte miss ratio 0.5626
result/tencentBlock.ns18476.oracleGeneral.zst LeCaR cache size      411, 1034331 req, miss ratio 0.5427, byte miss ratio 0.5427
result/tencentBlock.ns18476.oracleGeneral.zst LeCaR cache size     1372, 1034331 req, miss ratio 0.5342, byte miss ratio 0.5342
result/tencentBlock.ns18476.oracleGeneral.zst LeCaR cache size     4118, 1034331 req, miss ratio 0.5321, byte miss ratio 0.5321
result/tencentBlock.ns18476.oracleGeneral.zst LeCaR cache size    13726, 1034331 req, miss ratio 0.5317, byte miss ratio 0.5317
result/tencentBlock.ns18476.oracleGeneral.zst LeCaR cache size    27453, 1034331 req, miss ratio 0.4422, byte miss ratio 0.4422
result/tencentBlock.ns18476.oracleGeneral.zst LeCaR cache size    54906, 1034331 req, miss ratio 0.3032, byte miss ratio 0.3032
result/tencentBlock.ns18476.oracleGeneral.zst LeCaR cache size   109813, 1034331 req, miss ratio 0.1481, byte miss ratio 0.1481
result/tencentBlock.ns18476.oracleGeneral.zst ARC cache size      137, 1034331 req, miss ratio 0.5508, byte miss ratio 0.5508
result/tencentBlock.ns18476.oracleGeneral.zst ARC cache size      411, 1034331 req, miss ratio 0.5358, byte miss ratio 0.5358
result/tencentBlock.ns18476.oracleGeneral.zst ARC cache size     1372, 1034331 req, miss ratio 0.5335, byte miss ratio 0.5335
result/tencentBlock.ns18476.oracleGeneral.zst ARC cache size     4118, 1034331 req, miss ratio 0.5320, byte miss ratio 0.5320
result/tencentBlock.ns18476.oracleGeneral.zst ARC cache size    13726, 1034331 req, miss ratio 0.5297, byte miss ratio 0.5297
result/tencentBlock.ns18476.oracleGeneral.zst ARC cache size    27453, 1034331 req, miss ratio 0.4355, byte miss ratio 0.4355
result/tencentBlock.ns18476.oracleGeneral.zst ARC cache size    54906, 1034331 req, miss ratio 0.3528, byte miss ratio 0.3528
result/tencentBlock.ns18476.oracleGeneral.zst ARC cache size   109813, 1034331 req, miss ratio 0.1495, byte miss ratio 0.1495
result/tencentBlock.ns18476.oracleGeneral.zst LIRS cache size      137, 1034331 req, miss ratio 0.6253, byte miss ratio 0.6253
result/tencentBlock.ns18476.oracleGeneral.zst LIRS cache size      411, 1034331 req, miss ratio 0.5846, byte miss ratio 0.5846
result/tencentBlock.ns18476.oracleGeneral.zst LIRS cache size     1372, 1034331 req, miss ratio 0.5368, byte miss ratio 0.5368
result/tencentBlock.ns18476.oracleGeneral.zst LIRS cache size     4118, 1034331 req, miss ratio 0.5336, byte miss ratio 0.5336
result/tencentBlock.ns18476.oracleGeneral.zst LIRS cache size    13726, 1034331 req, miss ratio 0.5155, byte miss ratio 0.5155
result/tencentBlock.ns18476.oracleGeneral.zst LIRS cache size    27453, 1034331 req, miss ratio 0.4247, byte miss ratio 0.4247
result/tencentBlock.ns18476.oracleGeneral.zst LIRS cache size    54906, 1034331 req, miss ratio 0.3731, byte miss ratio 0.3731
result/tencentBlock.ns18476.oracleGeneral.zst LIRS cache size   109813, 1034331 req, miss ratio 0.1486, byte miss ratio 0.1486
result/tencentBlock.ns18476.oracleGeneral.zst clock2 cache size      137, 1034331 req, miss ratio 0.5635, byte miss ratio 0.5635
result/tencentBlock.ns18476.oracleGeneral.zst clock2 cache size      411, 1034331 req, miss ratio 0.5446, byte miss ratio 0.5446
