result/tencentBlock.ns20532.oracleGeneral.zst Cacheus cache size      178, 3343800 req, miss ratio 0.4293, byte miss ratio 0.4293
result/tencentBlock.ns20532.oracleGeneral.zst Cacheus cache size      534, 3343800 req, miss ratio 0.3256, byte miss ratio 0.3256
result/tencentBlock.ns20532.oracleGeneral.zst Cacheus cache size     1780, 3343800 req, miss ratio 0.2662, byte miss ratio 0.2662
result/tencentBlock.ns20532.oracleGeneral.zst Cacheus cache size     5342, 3343800 req, miss ratio 0.2274, byte miss ratio 0.2274
result/tencentBlock.ns20532.oracleGeneral.zst Cacheus cache size    17808, 3343800 req, miss ratio 0.1817, byte miss ratio 0.1817
result/tencentBlock.ns20532.oracleGeneral.zst Cacheus cache size    35617, 3343800 req, miss ratio 0.1416, byte miss ratio 0.1416
result/tencentBlock.ns20532.oracleGeneral.zst Cacheus cache size    71234, 3343800 req, miss ratio 0.0817, byte miss ratio 0.0817
result/tencentBlock.ns20532.oracleGeneral.zst Cacheus cache size   142468, 3343800 req, miss ratio 0.0551, byte miss ratio 0.0551
result/tencentBlock.ns20532.oracleGeneral.zst FIFO cache size      178, 3343800 req, miss ratio 0.5729, byte miss ratio 0.5729
result/tencentBlock.ns20532.oracleGeneral.zst FIFO cache size      534, 3343800 req, miss ratio 0.4179, byte miss ratio 0.4179
result/tencentBlock.ns20532.oracleGeneral.zst FIFO cache size     1780, 3343800 req, miss ratio 0.3209, byte miss ratio 0.3209
result/tencentBlock.ns20532.oracleGeneral.zst FIFO cache size     5342, 3343800 req, miss ratio 0.2691, byte miss ratio 0.2691
result/tencentBlock.ns20532.oracleGeneral.zst FIFO cache size    17808, 3343800 req, miss ratio 0.2092, byte miss ratio 0.2092
result/tencentBlock.ns20532.oracleGeneral.zst FIFO cache size    35617, 3343800 req, miss ratio 0.1617, byte miss ratio 0.1617
result/tencentBlock.ns20532.oracleGeneral.zst FIFO cache size    71234, 3343800 req, miss ratio 0.1062, byte miss ratio 0.1062
result/tencentBlock.ns20532.oracleGeneral.zst FIFO cache size   142468, 3343800 req, miss ratio 0.0655, byte miss ratio 0.0655
result/tencentBlock.ns20532.oracleGeneral.zst ARC cache size      178, 3343800 req, miss ratio 0.4123, byte miss ratio 0.4123
result/tencentBlock.ns20532.oracleGeneral.zst ARC cache size      534, 3343800 req, miss ratio 0.3109, byte miss ratio 0.3109
result/tencentBlock.ns20532.oracleGeneral.zst ARC cache size     1780, 3343800 req, miss ratio 0.2585, byte miss ratio 0.2585
result/tencentBlock.ns20532.oracleGeneral.zst ARC cache size     5342, 3343800 req, miss ratio 0.2190, byte miss ratio 0.2190
result/tencentBlock.ns20532.oracleGeneral.zst ARC cache size    17808, 3343800 req, miss ratio 0.1719, byte miss ratio 0.1719
result/tencentBlock.ns20532.oracleGeneral.zst ARC cache size    35617, 3343800 req, miss ratio 0.1331, byte miss ratio 0.1331
result/tencentBlock.ns20532.oracleGeneral.zst ARC cache size    71234, 3343800 req, miss ratio 0.0809, byte miss ratio 0.0809
result/tencentBlock.ns20532.oracleGeneral.zst ARC cache size   142468, 3343800 req, miss ratio 0.0546, byte miss ratio 0.0546
result/tencentBlock.ns20532.oracleGeneral.zst LRU cache size      178, 3343800 req, miss ratio 0.5017, byte miss ratio 0.5017
result/tencentBlock.ns20532.oracleGeneral.zst LRU cache size      534, 3343800 req, miss ratio 0.3633, byte miss ratio 0.3633
result/tencentBlock.ns20532.oracleGeneral.zst LRU cache size     1780, 3343800 req, miss ratio 0.2863, byte miss ratio 0.2863
result/tencentBlock.ns20532.oracleGeneral.zst LRU cache size     5342, 3343800 req, miss ratio 0.2473, byte miss ratio 0.2473
result/tencentBlock.ns20532.oracleGeneral.zst LRU cache size    17808, 3343800 req, miss ratio 0.1894, byte miss ratio 0.1894
result/tencentBlock.ns20532.oracleGeneral.zst LRU cache size    35617, 3343800 req, miss ratio 0.1477, byte miss ratio 0.1477
result/tencentBlock.ns20532.oracleGeneral.zst LRU cache size    71234, 3343800 req, miss ratio 0.0901, byte miss ratio 0.0901
