result/tencentBlock.ns20043.oracleGeneral.zst LHD cache size      317, 3442778 req, miss ratio 0.4865, byte miss ratio 0.4865
result/tencentBlock.ns20043.oracleGeneral.zst LHD cache size      952, 3442778 req, miss ratio 0.4200, byte miss ratio 0.4200
result/tencentBlock.ns20043.oracleGeneral.zst LHD cache size     3173, 3442778 req, miss ratio 0.3106, byte miss ratio 0.3106
result/tencentBlock.ns20043.oracleGeneral.zst LHD cache size     9521, 3442778 req, miss ratio 0.2790, byte miss ratio 0.2790
result/tencentBlock.ns20043.oracleGeneral.zst LHD cache size    31738, 3442778 req, miss ratio 0.2244, byte miss ratio 0.2244
result/tencentBlock.ns20043.oracleGeneral.zst LHD cache size    63477, 3442778 req, miss ratio 0.1742, byte miss ratio 0.1742
result/tencentBlock.ns20043.oracleGeneral.zst LHD cache size   126954, 3442778 req, miss ratio 0.1116, byte miss ratio 0.1116
result/tencentBlock.ns20043.oracleGeneral.zst LHD cache size   253908, 3442778 req, miss ratio 0.0946, byte miss ratio 0.0946
result/tencentBlock.ns20043.oracleGeneral.zst LRU cache size      317, 3442778 req, miss ratio 0.5022, byte miss ratio 0.5022
result/tencentBlock.ns20043.oracleGeneral.zst LRU cache size      952, 3442778 req, miss ratio 0.4265, byte miss ratio 0.4265
result/tencentBlock.ns20043.oracleGeneral.zst LRU cache size     3173, 3442778 req, miss ratio 0.3362, byte miss ratio 0.3362
result/tencentBlock.ns20043.oracleGeneral.zst LRU cache size     9521, 3442778 req, miss ratio 0.2869, byte miss ratio 0.2869
result/tencentBlock.ns20043.oracleGeneral.zst LRU cache size    31738, 3442778 req, miss ratio 0.2282, byte miss ratio 0.2282
result/tencentBlock.ns20043.oracleGeneral.zst LRU cache size    63477, 3442778 req, miss ratio 0.1908, byte miss ratio 0.1908
result/tencentBlock.ns20043.oracleGeneral.zst LRU cache size   126954, 3442778 req, miss ratio 0.1116, byte miss ratio 0.1116
result/tencentBlock.ns20043.oracleGeneral.zst LRU cache size   253908, 3442778 req, miss ratio 0.0950, byte miss ratio 0.0950
result/tencentBlock.ns20043.oracleGeneral.zst S3FIFO-1 cache size      317, 3442778 req, miss ratio 0.4756, byte miss ratio 0.4756
result/tencentBlock.ns20043.oracleGeneral.zst S3FIFO-1 cache size      952, 3442778 req, miss ratio 0.3829, byte miss ratio 0.3829
result/tencentBlock.ns20043.oracleGeneral.zst S3FIFO-1 cache size     3173, 3442778 req, miss ratio 0.2988, byte miss ratio 0.2988
result/tencentBlock.ns20043.oracleGeneral.zst S3FIFO-1 cache size     9521, 3442778 req, miss ratio 0.2794, byte miss ratio 0.2794
result/tencentBlock.ns20043.oracleGeneral.zst S3FIFO-1 cache size    31738, 3442778 req, miss ratio 0.2319, byte miss ratio 0.2319
result/tencentBlock.ns20043.oracleGeneral.zst S3FIFO-1 cache size    63477, 3442778 req, miss ratio 0.1996, byte miss ratio 0.1996
result/tencentBlock.ns20043.oracleGeneral.zst S3FIFO-1 cache size   126954, 3442778 req, miss ratio 0.1197, byte miss ratio 0.1197
result/tencentBlock.ns20043.oracleGeneral.zst S3FIFO-1 cache size   253908, 3442778 req, miss ratio 0.0949, byte miss ratio 0.0949
result/tencentBlock.ns20043.oracleGeneral.zst FIFO cache size      317, 3442778 req, miss ratio 0.6559, byte miss ratio 0.6559
result/tencentBlock.ns20043.oracleGeneral.zst FIFO cache size      952, 3442778 req, miss ratio 0.4839, byte miss ratio 0.4839
result/tencentBlock.ns20043.oracleGeneral.zst FIFO cache size     3173, 3442778 req, miss ratio 0.3763, byte miss ratio 0.3763
result/tencentBlock.ns20043.oracleGeneral.zst FIFO cache size     9521, 3442778 req, miss ratio 0.3151, byte miss ratio 0.3151
result/tencentBlock.ns20043.oracleGeneral.zst FIFO cache size    31738, 3442778 req, miss ratio 0.2420, byte miss ratio 0.2420
result/tencentBlock.ns20043.oracleGeneral.zst FIFO cache size    63477, 3442778 req, miss ratio 0.2042, byte miss ratio 0.2042
result/tencentBlock.ns20043.oracleGeneral.zst FIFO cache size   126954, 3442778 req, miss ratio 0.1363, byte miss ratio 0.1363
result/tencentBlock.ns20043.oracleGeneral.zst FIFO cache size   253908, 3442778 req, miss ratio 0.1047, byte miss ratio 0.1047
result/tencentBlock.ns20043.oracleGeneral.zst clock2 cache size      317, 3442778 req, miss ratio 0.4858, byte miss ratio 0.4858
result/tencentBlock.ns20043.oracleGeneral.zst clock2 cache size      952, 3442778 req, miss ratio 0.4277, byte miss ratio 0.4277
result/tencentBlock.ns20043.oracleGeneral.zst clock2 cache size     3173, 3442778 req, miss ratio 0.3144, byte miss ratio 0.3144
result/tencentBlock.ns20043.oracleGeneral.zst clock2 cache size     9521, 3442778 req, miss ratio 0.2877, byte miss ratio 0.2877
result/tencentBlock.ns20043.oracleGeneral.zst clock2 cache size    31738, 3442778 req, miss ratio 0.2347, byte miss ratio 0.2347
result/tencentBlock.ns20043.oracleGeneral.zst clock2 cache size    63477, 3442778 req, miss ratio 0.2010, byte miss ratio 0.2010
result/tencentBlock.ns20043.oracleGeneral.zst clock2 cache size   126954, 3442778 req, miss ratio 0.1326, byte miss ratio 0.1326
result/tencentBlock.ns20043.oracleGeneral.zst clock2 cache size   253908, 3442778 req, miss ratio 0.0946, byte miss ratio 0.0946
result/tencentBlock.ns20043.oracleGeneral.zst LIRS cache size      317, 3442778 req, miss ratio 0.4924, byte miss ratio 0.4924
result/tencentBlock.ns20043.oracleGeneral.zst LIRS cache size      952, 3442778 req, miss ratio 0.3895, byte miss ratio 0.3895
result/tencentBlock.ns20043.oracleGeneral.zst LIRS cache size     3173, 3442778 req, miss ratio 0.3055, byte miss ratio 0.3055
result/tencentBlock.ns20043.oracleGeneral.zst LIRS cache size     9521, 3442778 req, miss ratio 0.2784, byte miss ratio 0.2784
result/tencentBlock.ns20043.oracleGeneral.zst LIRS cache size    31738, 3442778 req, miss ratio 0.2317, byte miss ratio 0.2317
result/tencentBlock.ns20043.oracleGeneral.zst LIRS cache size    63477, 3442778 req, miss ratio 0.1870, byte miss ratio 0.1870
result/tencentBlock.ns20043.oracleGeneral.zst LIRS cache size   126954, 3442778 req, miss ratio 0.1283, byte miss ratio 0.1283
result/tencentBlock.ns20043.oracleGeneral.zst LIRS cache size   253908, 3442778 req, miss ratio 0.0987, byte miss ratio 0.0987
result/tencentBlock.ns20043.oracleGeneral.zst LeCaR cache size      317, 3442778 req, miss ratio 0.4859, byte miss ratio 0.4859
result/tencentBlock.ns20043.oracleGeneral.zst LeCaR cache size      952, 3442778 req, miss ratio 0.4258, byte miss ratio 0.4258
result/tencentBlock.ns20043.oracleGeneral.zst LeCaR cache size     3173, 3442778 req, miss ratio 0.3089, byte miss ratio 0.3089
result/tencentBlock.ns20043.oracleGeneral.zst LeCaR cache size     9521, 3442778 req, miss ratio 0.2868, byte miss ratio 0.2868
result/tencentBlock.ns20043.oracleGeneral.zst LeCaR cache size    31738, 3442778 req, miss ratio 0.2276, byte miss ratio 0.2276
result/tencentBlock.ns20043.oracleGeneral.zst LeCaR cache size    63477, 3442778 req, miss ratio 0.1897, byte miss ratio 0.1897
result/tencentBlock.ns20043.oracleGeneral.zst LeCaR cache size   126954, 3442778 req, miss ratio 0.1126, byte miss ratio 0.1126
result/tencentBlock.ns20043.oracleGeneral.zst LeCaR cache size   253908, 3442778 req, miss ratio 0.0949, byte miss ratio 0.0949
result/tencentBlock.ns20043.oracleGeneral.zst Clock cache size      317, 3442778 req, miss ratio 0.4913, byte miss ratio 0.4913
result/tencentBlock.ns20043.oracleGeneral.zst Clock cache size      952, 3442778 req, miss ratio 0.4253, byte miss ratio 0.4253
result/tencentBlock.ns20043.oracleGeneral.zst Clock cache size     3173, 3442778 req, miss ratio 0.3273, byte miss ratio 0.3273
result/tencentBlock.ns20043.oracleGeneral.zst Clock cache size     9521, 3442778 req, miss ratio 0.2868, byte miss ratio 0.2868
result/tencentBlock.ns20043.oracleGeneral.zst Clock cache size    31738, 3442778 req, miss ratio 0.2316, byte miss ratio 0.2316
result/tencentBlock.ns20043.oracleGeneral.zst Clock cache size    63477, 3442778 req, miss ratio 0.1936, byte miss ratio 0.1936
result/tencentBlock.ns20043.oracleGeneral.zst Clock cache size   126954, 3442778 req, miss ratio 0.1216, byte miss ratio 0.1216
result/tencentBlock.ns20043.oracleGeneral.zst Clock cache size   253908, 3442778 req, miss ratio 0.0951, byte miss ratio 0.0951
result/tencentBlock.ns20043.oracleGeneral.zst Cacheus cache size      317, 3442778 req, miss ratio 0.4737, byte miss ratio 0.4737
result/tencentBlock.ns20043.oracleGeneral.zst Cacheus cache size      952, 3442778 req, miss ratio 0.4100, byte miss ratio 0.4100
result/tencentBlock.ns20043.oracleGeneral.zst Cacheus cache size     3173, 3442778 req, miss ratio 0.3025, byte miss ratio 0.3025
result/tencentBlock.ns20043.oracleGeneral.zst Cacheus cache size     9521, 3442778 req, miss ratio 0.2776, byte miss ratio 0.2776
result/tencentBlock.ns20043.oracleGeneral.zst Cacheus cache size    31738, 3442778 req, miss ratio 0.2264, byte miss ratio 0.2264
result/tencentBlock.ns20043.oracleGeneral.zst Cacheus cache size    63477, 3442778 req, miss ratio 0.1931, byte miss ratio 0.1931
result/tencentBlock.ns20043.oracleGeneral.zst Cacheus cache size   126954, 3442778 req, miss ratio 0.1242, byte miss ratio 0.1242
result/tencentBlock.ns20043.oracleGeneral.zst Cacheus cache size   253908, 3442778 req, miss ratio 0.0955, byte miss ratio 0.0955
result/tencentBlock.ns20043.oracleGeneral.zst ARC cache size      317, 3442778 req, miss ratio 0.4731, byte miss ratio 0.4731
result/tencentBlock.ns20043.oracleGeneral.zst ARC cache size      952, 3442778 req, miss ratio 0.3874, byte miss ratio 0.3874
result/tencentBlock.ns20043.oracleGeneral.zst ARC cache size     3173, 3442778 req, miss ratio 0.2986, byte miss ratio 0.2986
result/tencentBlock.ns20043.oracleGeneral.zst ARC cache size     9521, 3442778 req, miss ratio 0.2796, byte miss ratio 0.2796
result/tencentBlock.ns20043.oracleGeneral.zst ARC cache size    31738, 3442778 req, miss ratio 0.2268, byte miss ratio 0.2268
result/tencentBlock.ns20043.oracleGeneral.zst ARC cache size    63477, 3442778 req, miss ratio 0.1791, byte miss ratio 0.1791
result/tencentBlock.ns20043.oracleGeneral.zst ARC cache size   126954, 3442778 req, miss ratio 0.1132, byte miss ratio 0.1132
result/tencentBlock.ns20043.oracleGeneral.zst ARC cache size   253908, 3442778 req, miss ratio 0.0948, byte miss ratio 0.0948
result/tencentBlock.ns20043.oracleGeneral.zst S3FIFO-d-1 cache size      317, 3442778 req, miss ratio 0.4779, byte miss ratio 0.4779
result/tencentBlock.ns20043.oracleGeneral.zst S3FIFO-d-1 cache size      952, 3442778 req, miss ratio 0.3835, byte miss ratio 0.3835
result/tencentBlock.ns20043.oracleGeneral.zst S3FIFO-d-1 cache size     3173, 3442778 req, miss ratio 0.2988, byte miss ratio 0.2988
result/tencentBlock.ns20043.oracleGeneral.zst S3FIFO-d-1 cache size     9521, 3442778 req, miss ratio 0.2793, byte miss ratio 0.2793
result/tencentBlock.ns20043.oracleGeneral.zst S3FIFO-d-1 cache size    31738, 3442778 req, miss ratio 0.2318, byte miss ratio 0.2318
result/tencentBlock.ns20043.oracleGeneral.zst S3FIFO-d-1 cache size    63477, 3442778 req, miss ratio 0.1982, byte miss ratio 0.1982
result/tencentBlock.ns20043.oracleGeneral.zst S3FIFO-d-1 cache size   126954, 3442778 req, miss ratio 0.1191, byte miss ratio 0.1191
result/tencentBlock.ns20043.oracleGeneral.zst S3FIFO-d-1 cache size   253908, 3442778 req, miss ratio 0.0949, byte miss ratio 0.0949
result/tencentBlock.ns20043.oracleGeneral.zst LRB cache size      317, 3442778 req, miss ratio 0.5081, byte miss ratio 0.5081
result/tencentBlock.ns20043.oracleGeneral.zst LRB cache size      952, 3442778 req, miss ratio 0.3876, byte miss ratio 0.3876
result/tencentBlock.ns20043.oracleGeneral.zst LRB cache size     3173, 3442778 req, miss ratio 0.3088, byte miss ratio 0.3088
result/tencentBlock.ns20043.oracleGeneral.zst LRB cache size     9521, 3442778 req, miss ratio 0.2794, byte miss ratio 0.2794
result/tencentBlock.ns20043.oracleGeneral.zst LRB cache size    31738, 3442778 req, miss ratio 0.2312, byte miss ratio 0.2312
result/tencentBlock.ns20043.oracleGeneral.zst LRB cache size    63477, 3442778 req, miss ratio 0.1825, byte miss ratio 0.1825
result/tencentBlock.ns20043.oracleGeneral.zst LRB cache size   126954, 3442778 req, miss ratio 0.1117, byte miss ratio 0.1117
result/tencentBlock.ns20043.oracleGeneral.zst LRB cache size   253908, 3442778 req, miss ratio 0.0948, byte miss ratio 0.0948
result/tencentBlock.ns20043.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      317, 3442778 req, miss ratio 0.5660, byte miss ratio 0.5660
result/tencentBlock.ns20043.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      952, 3442778 req, miss ratio 0.4397, byte miss ratio 0.4397
