result/tencentBlock.ns10134.oracleGeneral.zst LRU cache size      323, 10725426 req, miss ratio 0.3471, byte miss ratio 0.3471
result/tencentBlock.ns10134.oracleGeneral.zst LRU cache size      970, 10725426 req, miss ratio 0.1622, byte miss ratio 0.1622
result/tencentBlock.ns10134.oracleGeneral.zst LRU cache size     3233, 10725426 req, miss ratio 0.1400, byte miss ratio 0.1400
result/tencentBlock.ns10134.oracleGeneral.zst LRU cache size     9700, 10725426 req, miss ratio 0.1297, byte miss ratio 0.1297
result/tencentBlock.ns10134.oracleGeneral.zst LRU cache size    32335, 10725426 req, miss ratio 0.0887, byte miss ratio 0.0887
result/tencentBlock.ns10134.oracleGeneral.zst LRU cache size    64670, 10725426 req, miss ratio 0.0662, byte miss ratio 0.0662
result/tencentBlock.ns10134.oracleGeneral.zst LRU cache size   129341, 10725426 req, miss ratio 0.0372, byte miss ratio 0.0372
result/tencentBlock.ns10134.oracleGeneral.zst LRU cache size   258683, 10725426 req, miss ratio 0.0307, byte miss ratio 0.0307
result/tencentBlock.ns10134.oracleGeneral.zst Clock cache size      323, 10725426 req, miss ratio 0.3288, byte miss ratio 0.3288
result/tencentBlock.ns10134.oracleGeneral.zst Clock cache size      970, 10725426 req, miss ratio 0.1595, byte miss ratio 0.1595
result/tencentBlock.ns10134.oracleGeneral.zst Clock cache size     3233, 10725426 req, miss ratio 0.1389, byte miss ratio 0.1389
result/tencentBlock.ns10134.oracleGeneral.zst Clock cache size     9700, 10725426 req, miss ratio 0.1287, byte miss ratio 0.1287
result/tencentBlock.ns10134.oracleGeneral.zst Clock cache size    32335, 10725426 req, miss ratio 0.0882, byte miss ratio 0.0882
result/tencentBlock.ns10134.oracleGeneral.zst Clock cache size    64670, 10725426 req, miss ratio 0.0673, byte miss ratio 0.0673
result/tencentBlock.ns10134.oracleGeneral.zst Clock cache size   129341, 10725426 req, miss ratio 0.0371, byte miss ratio 0.0371
result/tencentBlock.ns10134.oracleGeneral.zst Clock cache size   258683, 10725426 req, miss ratio 0.0306, byte miss ratio 0.0306
result/tencentBlock.ns10134.oracleGeneral.zst LeCaR cache size      323, 10725426 req, miss ratio 0.2935, byte miss ratio 0.2935
result/tencentBlock.ns10134.oracleGeneral.zst LeCaR cache size      970, 10725426 req, miss ratio 0.1562, byte miss ratio 0.1562
result/tencentBlock.ns10134.oracleGeneral.zst LeCaR cache size     3233, 10725426 req, miss ratio 0.1376, byte miss ratio 0.1376
result/tencentBlock.ns10134.oracleGeneral.zst LeCaR cache size     9700, 10725426 req, miss ratio 0.1269, byte miss ratio 0.1269
