result/tencentBlock.ns19562.oracleGeneral.zst LeCaR cache size      613, 6372286 req, miss ratio 0.5107, byte miss ratio 0.5107
result/tencentBlock.ns19562.oracleGeneral.zst LeCaR cache size     1840, 6372286 req, miss ratio 0.4243, byte miss ratio 0.4243
result/tencentBlock.ns19562.oracleGeneral.zst LeCaR cache size     6135, 6372286 req, miss ratio 0.2934, byte miss ratio 0.2934
result/tencentBlock.ns19562.oracleGeneral.zst LeCaR cache size    18407, 6372286 req, miss ratio 0.2626, byte miss ratio 0.2626
result/tencentBlock.ns19562.oracleGeneral.zst LeCaR cache size    61357, 6372286 req, miss ratio 0.1929, byte miss ratio 0.1929
result/tencentBlock.ns19562.oracleGeneral.zst LeCaR cache size   122714, 6372286 req, miss ratio 0.1400, byte miss ratio 0.1400
result/tencentBlock.ns19562.oracleGeneral.zst LeCaR cache size   245428, 6372286 req, miss ratio 0.1032, byte miss ratio 0.1032
result/tencentBlock.ns19562.oracleGeneral.zst LeCaR cache size   490856, 6372286 req, miss ratio 0.0969, byte miss ratio 0.0969
result/tencentBlock.ns19562.oracleGeneral.zst LIRS cache size      613, 6372286 req, miss ratio 0.5245, byte miss ratio 0.5245
result/tencentBlock.ns19562.oracleGeneral.zst LIRS cache size     1840, 6372286 req, miss ratio 0.4005, byte miss ratio 0.4005
result/tencentBlock.ns19562.oracleGeneral.zst LIRS cache size     6135, 6372286 req, miss ratio 0.2946, byte miss ratio 0.2946
result/tencentBlock.ns19562.oracleGeneral.zst LIRS cache size    18407, 6372286 req, miss ratio 0.2546, byte miss ratio 0.2546
result/tencentBlock.ns19562.oracleGeneral.zst LIRS cache size    61357, 6372286 req, miss ratio 0.1991, byte miss ratio 0.1991
result/tencentBlock.ns19562.oracleGeneral.zst LIRS cache size   122714, 6372286 req, miss ratio 0.1521, byte miss ratio 0.1521
result/tencentBlock.ns19562.oracleGeneral.zst LIRS cache size   245428, 6372286 req, miss ratio 0.1139, byte miss ratio 0.1139
result/tencentBlock.ns19562.oracleGeneral.zst LIRS cache size   490856, 6372286 req, miss ratio 0.1001, byte miss ratio 0.1001
result/tencentBlock.ns19562.oracleGeneral.zst LRU cache size      613, 6372286 req, miss ratio 0.5190, byte miss ratio 0.5190
result/tencentBlock.ns19562.oracleGeneral.zst LRU cache size     1840, 6372286 req, miss ratio 0.4257, byte miss ratio 0.4257
result/tencentBlock.ns19562.oracleGeneral.zst LRU cache size     6135, 6372286 req, miss ratio 0.3108, byte miss ratio 0.3108
result/tencentBlock.ns19562.oracleGeneral.zst LRU cache size    18407, 6372286 req, miss ratio 0.2630, byte miss ratio 0.2630
result/tencentBlock.ns19562.oracleGeneral.zst LRU cache size    61357, 6372286 req, miss ratio 0.1941, byte miss ratio 0.1941
result/tencentBlock.ns19562.oracleGeneral.zst LRU cache size   122714, 6372286 req, miss ratio 0.1412, byte miss ratio 0.1412
result/tencentBlock.ns19562.oracleGeneral.zst LRU cache size   245428, 6372286 req, miss ratio 0.1042, byte miss ratio 0.1042
result/tencentBlock.ns19562.oracleGeneral.zst LRU cache size   490856, 6372286 req, miss ratio 0.0969, byte miss ratio 0.0969
result/tencentBlock.ns19562.oracleGeneral.zst S3FIFO-1 cache size      613, 6372286 req, miss ratio 0.5101, byte miss ratio 0.5101
result/tencentBlock.ns19562.oracleGeneral.zst S3FIFO-1 cache size     1840, 6372286 req, miss ratio 0.3746, byte miss ratio 0.3746
result/tencentBlock.ns19562.oracleGeneral.zst S3FIFO-1 cache size     6135, 6372286 req, miss ratio 0.2822, byte miss ratio 0.2822
