result/tencentBlock.ns18907.oracleGeneral.zst ARC cache size      197, 4578087 req, miss ratio 0.3170, byte miss ratio 0.3170
result/tencentBlock.ns18907.oracleGeneral.zst ARC cache size      592, 4578087 req, miss ratio 0.2829, byte miss ratio 0.2829
result/tencentBlock.ns18907.oracleGeneral.zst ARC cache size     1973, 4578087 req, miss ratio 0.2527, byte miss ratio 0.2527
result/tencentBlock.ns18907.oracleGeneral.zst ARC cache size     5920, 4578087 req, miss ratio 0.2289, byte miss ratio 0.2289
result/tencentBlock.ns18907.oracleGeneral.zst ARC cache size    19735, 4578087 req, miss ratio 0.1387, byte miss ratio 0.1387
result/tencentBlock.ns18907.oracleGeneral.zst ARC cache size    39471, 4578087 req, miss ratio 0.0822, byte miss ratio 0.0822
result/tencentBlock.ns18907.oracleGeneral.zst ARC cache size    78942, 4578087 req, miss ratio 0.0488, byte miss ratio 0.0488
result/tencentBlock.ns18907.oracleGeneral.zst ARC cache size   157884, 4578087 req, miss ratio 0.0433, byte miss ratio 0.0433
result/tencentBlock.ns18907.oracleGeneral.zst Cacheus cache size      197, 4578087 req, miss ratio 0.3310, byte miss ratio 0.3310
result/tencentBlock.ns18907.oracleGeneral.zst Cacheus cache size      592, 4578087 req, miss ratio 0.2859, byte miss ratio 0.2859
result/tencentBlock.ns18907.oracleGeneral.zst Cacheus cache size     1973, 4578087 req, miss ratio 0.2573, byte miss ratio 0.2573
result/tencentBlock.ns18907.oracleGeneral.zst Cacheus cache size     5920, 4578087 req, miss ratio 0.2320, byte miss ratio 0.2320
result/tencentBlock.ns18907.oracleGeneral.zst Cacheus cache size    19735, 4578087 req, miss ratio 0.1557, byte miss ratio 0.1557
result/tencentBlock.ns18907.oracleGeneral.zst Cacheus cache size    39471, 4578087 req, miss ratio 0.0941, byte miss ratio 0.0941
result/tencentBlock.ns18907.oracleGeneral.zst Cacheus cache size    78942, 4578087 req, miss ratio 0.0497, byte miss ratio 0.0497
result/tencentBlock.ns18907.oracleGeneral.zst Cacheus cache size   157884, 4578087 req, miss ratio 0.0434, byte miss ratio 0.0434
result/tencentBlock.ns18907.oracleGeneral.zst clock2 cache size      197, 4578087 req, miss ratio 0.3426, byte miss ratio 0.3426
result/tencentBlock.ns18907.oracleGeneral.zst clock2 cache size      592, 4578087 req, miss ratio 0.2972, byte miss ratio 0.2972
result/tencentBlock.ns18907.oracleGeneral.zst clock2 cache size     1973, 4578087 req, miss ratio 0.2729, byte miss ratio 0.2729
result/tencentBlock.ns18907.oracleGeneral.zst clock2 cache size     5920, 4578087 req, miss ratio 0.2475, byte miss ratio 0.2475
result/tencentBlock.ns18907.oracleGeneral.zst clock2 cache size    19735, 4578087 req, miss ratio 0.1715, byte miss ratio 0.1715
result/tencentBlock.ns18907.oracleGeneral.zst clock2 cache size    39471, 4578087 req, miss ratio 0.0952, byte miss ratio 0.0952
result/tencentBlock.ns18907.oracleGeneral.zst clock2 cache size    78942, 4578087 req, miss ratio 0.0500, byte miss ratio 0.0500
result/tencentBlock.ns18907.oracleGeneral.zst clock2 cache size   157884, 4578087 req, miss ratio 0.0433, byte miss ratio 0.0433
result/tencentBlock.ns18907.oracleGeneral.zst LRU cache size      197, 4578087 req, miss ratio 0.3502, byte miss ratio 0.3502
result/tencentBlock.ns18907.oracleGeneral.zst LRU cache size      592, 4578087 req, miss ratio 0.3037, byte miss ratio 0.3037
result/tencentBlock.ns18907.oracleGeneral.zst LRU cache size     1973, 4578087 req, miss ratio 0.2769, byte miss ratio 0.2769
