result/tencentBlock.ns16880.oracleGeneral.zst Clock cache size      241, 2820321 req, miss ratio 0.4104, byte miss ratio 0.4104
result/tencentBlock.ns16880.oracleGeneral.zst Clock cache size      723, 2820321 req, miss ratio 0.3513, byte miss ratio 0.3513
result/tencentBlock.ns16880.oracleGeneral.zst Clock cache size     2411, 2820321 req, miss ratio 0.2812, byte miss ratio 0.2812
result/tencentBlock.ns16880.oracleGeneral.zst Clock cache size     7235, 2820321 req, miss ratio 0.2320, byte miss ratio 0.2320
result/tencentBlock.ns16880.oracleGeneral.zst Clock cache size    24117, 2820321 req, miss ratio 0.1877, byte miss ratio 0.1877
result/tencentBlock.ns16880.oracleGeneral.zst Clock cache size    48235, 2820321 req, miss ratio 0.1457, byte miss ratio 0.1457
result/tencentBlock.ns16880.oracleGeneral.zst Clock cache size    96471, 2820321 req, miss ratio 0.0998, byte miss ratio 0.0998
result/tencentBlock.ns16880.oracleGeneral.zst Clock cache size   192942, 2820321 req, miss ratio 0.0858, byte miss ratio 0.0858
result/tencentBlock.ns16880.oracleGeneral.zst LRU cache size      241, 2820321 req, miss ratio 0.4193, byte miss ratio 0.4193
result/tencentBlock.ns16880.oracleGeneral.zst LRU cache size      723, 2820321 req, miss ratio 0.3511, byte miss ratio 0.3511
result/tencentBlock.ns16880.oracleGeneral.zst LRU cache size     2411, 2820321 req, miss ratio 0.2850, byte miss ratio 0.2850
result/tencentBlock.ns16880.oracleGeneral.zst LRU cache size     7235, 2820321 req, miss ratio 0.2330, byte miss ratio 0.2330
result/tencentBlock.ns16880.oracleGeneral.zst LRU cache size    24117, 2820321 req, miss ratio 0.1838, byte miss ratio 0.1838
result/tencentBlock.ns16880.oracleGeneral.zst LRU cache size    48235, 2820321 req, miss ratio 0.1391, byte miss ratio 0.1391
result/tencentBlock.ns16880.oracleGeneral.zst LRU cache size    96471, 2820321 req, miss ratio 0.0957, byte miss ratio 0.0957
result/tencentBlock.ns16880.oracleGeneral.zst LRU cache size   192942, 2820321 req, miss ratio 0.0856, byte miss ratio 0.0856
result/tencentBlock.ns16880.oracleGeneral.zst clock2 cache size      241, 2820321 req, miss ratio 0.4091, byte miss ratio 0.4091
result/tencentBlock.ns16880.oracleGeneral.zst clock2 cache size      723, 2820321 req, miss ratio 0.3532, byte miss ratio 0.3532
result/tencentBlock.ns16880.oracleGeneral.zst clock2 cache size     2411, 2820321 req, miss ratio 0.2780, byte miss ratio 0.2780
result/tencentBlock.ns16880.oracleGeneral.zst clock2 cache size     7235, 2820321 req, miss ratio 0.2308, byte miss ratio 0.2308
result/tencentBlock.ns16880.oracleGeneral.zst clock2 cache size    24117, 2820321 req, miss ratio 0.1926, byte miss ratio 0.1926
result/tencentBlock.ns16880.oracleGeneral.zst clock2 cache size    48235, 2820321 req, miss ratio 0.1541, byte miss ratio 0.1541
result/tencentBlock.ns16880.oracleGeneral.zst clock2 cache size    96471, 2820321 req, miss ratio 0.1060, byte miss ratio 0.1060
result/tencentBlock.ns16880.oracleGeneral.zst clock2 cache size   192942, 2820321 req, miss ratio 0.0857, byte miss ratio 0.0857
result/tencentBlock.ns16880.oracleGeneral.zst ARC cache size      241, 2820321 req, miss ratio 0.3854, byte miss ratio 0.3854
result/tencentBlock.ns16880.oracleGeneral.zst ARC cache size      723, 2820321 req, miss ratio 0.3401, byte miss ratio 0.3401
result/tencentBlock.ns16880.oracleGeneral.zst ARC cache size     2411, 2820321 req, miss ratio 0.2491, byte miss ratio 0.2491
result/tencentBlock.ns16880.oracleGeneral.zst ARC cache size     7235, 2820321 req, miss ratio 0.2284, byte miss ratio 0.2284
result/tencentBlock.ns16880.oracleGeneral.zst ARC cache size    24117, 2820321 req, miss ratio 0.1839, byte miss ratio 0.1839
result/tencentBlock.ns16880.oracleGeneral.zst ARC cache size    48235, 2820321 req, miss ratio 0.1416, byte miss ratio 0.1416
result/tencentBlock.ns16880.oracleGeneral.zst ARC cache size    96471, 2820321 req, miss ratio 0.0965, byte miss ratio 0.0965
result/tencentBlock.ns16880.oracleGeneral.zst ARC cache size   192942, 2820321 req, miss ratio 0.0858, byte miss ratio 0.0858
result/tencentBlock.ns16880.oracleGeneral.zst S3FIFO-1 cache size      241, 2820321 req, miss ratio 0.3920, byte miss ratio 0.3920
result/tencentBlock.ns16880.oracleGeneral.zst S3FIFO-1 cache size      723, 2820321 req, miss ratio 0.3389, byte miss ratio 0.3389
result/tencentBlock.ns16880.oracleGeneral.zst S3FIFO-1 cache size     2411, 2820321 req, miss ratio 0.2414, byte miss ratio 0.2414
result/tencentBlock.ns16880.oracleGeneral.zst S3FIFO-1 cache size     7235, 2820321 req, miss ratio 0.2289, byte miss ratio 0.2289
result/tencentBlock.ns16880.oracleGeneral.zst S3FIFO-1 cache size    24117, 2820321 req, miss ratio 0.1861, byte miss ratio 0.1861
result/tencentBlock.ns16880.oracleGeneral.zst S3FIFO-1 cache size    48235, 2820321 req, miss ratio 0.1455, byte miss ratio 0.1455
