result/tencentBlock.ns7192.oracleGeneral.zst clock2 cache size      477, 4333827 req, miss ratio 0.5372, byte miss ratio 0.5372
result/tencentBlock.ns7192.oracleGeneral.zst clock2 cache size     1432, 4333827 req, miss ratio 0.4452, byte miss ratio 0.4452
result/tencentBlock.ns7192.oracleGeneral.zst clock2 cache size     4773, 4333827 req, miss ratio 0.3410, byte miss ratio 0.3410
result/tencentBlock.ns7192.oracleGeneral.zst clock2 cache size    14321, 4333827 req, miss ratio 0.3191, byte miss ratio 0.3191
result/tencentBlock.ns7192.oracleGeneral.zst clock2 cache size    47738, 4333827 req, miss ratio 0.2663, byte miss ratio 0.2663
result/tencentBlock.ns7192.oracleGeneral.zst clock2 cache size    95476, 4333827 req, miss ratio 0.2415, byte miss ratio 0.2415
result/tencentBlock.ns7192.oracleGeneral.zst clock2 cache size   190953, 4333827 req, miss ratio 0.1709, byte miss ratio 0.1709
result/tencentBlock.ns7192.oracleGeneral.zst clock2 cache size   381907, 4333827 req, miss ratio 0.1120, byte miss ratio 0.1120
result/tencentBlock.ns7192.oracleGeneral.zst LHD cache size      477, 4333827 req, miss ratio 0.5361, byte miss ratio 0.5361
result/tencentBlock.ns7192.oracleGeneral.zst LHD cache size     1432, 4333827 req, miss ratio 0.4188, byte miss ratio 0.4188
result/tencentBlock.ns7192.oracleGeneral.zst LHD cache size     4773, 4333827 req, miss ratio 0.3391, byte miss ratio 0.3391
result/tencentBlock.ns7192.oracleGeneral.zst LHD cache size    14321, 4333827 req, miss ratio 0.3056, byte miss ratio 0.3056
result/tencentBlock.ns7192.oracleGeneral.zst LHD cache size    47738, 4333827 req, miss ratio 0.2574, byte miss ratio 0.2574
result/tencentBlock.ns7192.oracleGeneral.zst LHD cache size    95476, 4333827 req, miss ratio 0.2056, byte miss ratio 0.2056
result/tencentBlock.ns7192.oracleGeneral.zst LHD cache size   190953, 4333827 req, miss ratio 0.1385, byte miss ratio 0.1385
result/tencentBlock.ns7192.oracleGeneral.zst LHD cache size   381907, 4333827 req, miss ratio 0.1117, byte miss ratio 0.1117
result/tencentBlock.ns7192.oracleGeneral.zst FIFO cache size      477, 4333827 req, miss ratio 0.6154, byte miss ratio 0.6154
result/tencentBlock.ns7192.oracleGeneral.zst FIFO cache size     1432, 4333827 req, miss ratio 0.4862, byte miss ratio 0.4862
result/tencentBlock.ns7192.oracleGeneral.zst FIFO cache size     4773, 4333827 req, miss ratio 0.3894, byte miss ratio 0.3894
result/tencentBlock.ns7192.oracleGeneral.zst FIFO cache size    14321, 4333827 req, miss ratio 0.3348, byte miss ratio 0.3348
