result/tencentBlock.ns18875.oracleGeneral.zst LHD cache size      329, 1586294 req, miss ratio 0.5159, byte miss ratio 0.5159
result/tencentBlock.ns18875.oracleGeneral.zst LHD cache size      987, 1586294 req, miss ratio 0.5046, byte miss ratio 0.5046
result/tencentBlock.ns18875.oracleGeneral.zst LHD cache size     3292, 1586294 req, miss ratio 0.5012, byte miss ratio 0.5012
result/tencentBlock.ns18875.oracleGeneral.zst LHD cache size     9876, 1586294 req, miss ratio 0.4937, byte miss ratio 0.4937
result/tencentBlock.ns18875.oracleGeneral.zst LHD cache size    32920, 1586294 req, miss ratio 0.4284, byte miss ratio 0.4284
result/tencentBlock.ns18875.oracleGeneral.zst LHD cache size    65841, 1586294 req, miss ratio 0.3621, byte miss ratio 0.3621
result/tencentBlock.ns18875.oracleGeneral.zst LHD cache size   131683, 1586294 req, miss ratio 0.2432, byte miss ratio 0.2432
result/tencentBlock.ns18875.oracleGeneral.zst LHD cache size   263367, 1586294 req, miss ratio 0.2093, byte miss ratio 0.2093
result/tencentBlock.ns18875.oracleGeneral.zst Clock cache size      329, 1586294 req, miss ratio 0.5200, byte miss ratio 0.5200
result/tencentBlock.ns18875.oracleGeneral.zst Clock cache size      987, 1586294 req, miss ratio 0.5044, byte miss ratio 0.5044
result/tencentBlock.ns18875.oracleGeneral.zst Clock cache size     3292, 1586294 req, miss ratio 0.5019, byte miss ratio 0.5019
result/tencentBlock.ns18875.oracleGeneral.zst Clock cache size     9876, 1586294 req, miss ratio 0.4998, byte miss ratio 0.4998
result/tencentBlock.ns18875.oracleGeneral.zst Clock cache size    32920, 1586294 req, miss ratio 0.4484, byte miss ratio 0.4484
result/tencentBlock.ns18875.oracleGeneral.zst Clock cache size    65841, 1586294 req, miss ratio 0.4013, byte miss ratio 0.4013
result/tencentBlock.ns18875.oracleGeneral.zst Clock cache size   131683, 1586294 req, miss ratio 0.2563, byte miss ratio 0.2563
