result/tencentBlock.ns18237.oracleGeneral.zst ARC cache size      108, 1618705 req, miss ratio 0.4386, byte miss ratio 0.4386
result/tencentBlock.ns18237.oracleGeneral.zst ARC cache size      326, 1618705 req, miss ratio 0.3660, byte miss ratio 0.3660
result/tencentBlock.ns18237.oracleGeneral.zst ARC cache size     1087, 1618705 req, miss ratio 0.3380, byte miss ratio 0.3380
result/tencentBlock.ns18237.oracleGeneral.zst ARC cache size     3261, 1618705 req, miss ratio 0.2756, byte miss ratio 0.2756
result/tencentBlock.ns18237.oracleGeneral.zst ARC cache size    10873, 1618705 req, miss ratio 0.2685, byte miss ratio 0.2685
result/tencentBlock.ns18237.oracleGeneral.zst ARC cache size    21746, 1618705 req, miss ratio 0.2580, byte miss ratio 0.2580
result/tencentBlock.ns18237.oracleGeneral.zst ARC cache size    43492, 1618705 req, miss ratio 0.1551, byte miss ratio 0.1551
result/tencentBlock.ns18237.oracleGeneral.zst ARC cache size    86984, 1618705 req, miss ratio 0.0693, byte miss ratio 0.0693
result/tencentBlock.ns18237.oracleGeneral.zst Clock cache size      108, 1618705 req, miss ratio 0.4585, byte miss ratio 0.4585
result/tencentBlock.ns18237.oracleGeneral.zst Clock cache size      326, 1618705 req, miss ratio 0.3868, byte miss ratio 0.3868
result/tencentBlock.ns18237.oracleGeneral.zst Clock cache size     1087, 1618705 req, miss ratio 0.3595, byte miss ratio 0.3595
result/tencentBlock.ns18237.oracleGeneral.zst Clock cache size     3261, 1618705 req, miss ratio 0.3420, byte miss ratio 0.3420
result/tencentBlock.ns18237.oracleGeneral.zst Clock cache size    10873, 1618705 req, miss ratio 0.2739, byte miss ratio 0.2739
result/tencentBlock.ns18237.oracleGeneral.zst Clock cache size    21746, 1618705 req, miss ratio 0.2715, byte miss ratio 0.2715
result/tencentBlock.ns18237.oracleGeneral.zst Clock cache size    43492, 1618705 req, miss ratio 0.1701, byte miss ratio 0.1701
result/tencentBlock.ns18237.oracleGeneral.zst Clock cache size    86984, 1618705 req, miss ratio 0.0694, byte miss ratio 0.0694
result/tencentBlock.ns18237.oracleGeneral.zst LIRS cache size      108, 1618705 req, miss ratio 0.4536, byte miss ratio 0.4536
result/tencentBlock.ns18237.oracleGeneral.zst LIRS cache size      326, 1618705 req, miss ratio 0.3840, byte miss ratio 0.3840
result/tencentBlock.ns18237.oracleGeneral.zst LIRS cache size     1087, 1618705 req, miss ratio 0.3405, byte miss ratio 0.3405
result/tencentBlock.ns18237.oracleGeneral.zst LIRS cache size     3261, 1618705 req, miss ratio 0.2750, byte miss ratio 0.2750
result/tencentBlock.ns18237.oracleGeneral.zst LIRS cache size    10873, 1618705 req, miss ratio 0.2565, byte miss ratio 0.2565
result/tencentBlock.ns18237.oracleGeneral.zst LIRS cache size    21746, 1618705 req, miss ratio 0.2044, byte miss ratio 0.2044
result/tencentBlock.ns18237.oracleGeneral.zst LIRS cache size    43492, 1618705 req, miss ratio 0.1278, byte miss ratio 0.1278
result/tencentBlock.ns18237.oracleGeneral.zst LIRS cache size    86984, 1618705 req, miss ratio 0.0695, byte miss ratio 0.0695
result/tencentBlock.ns18237.oracleGeneral.zst Cacheus cache size      108, 1618705 req, miss ratio 0.4384, byte miss ratio 0.4384
result/tencentBlock.ns18237.oracleGeneral.zst Cacheus cache size      326, 1618705 req, miss ratio 0.3657, byte miss ratio 0.3657
result/tencentBlock.ns18237.oracleGeneral.zst Cacheus cache size     1087, 1618705 req, miss ratio 0.3406, byte miss ratio 0.3406
result/tencentBlock.ns18237.oracleGeneral.zst Cacheus cache size     3261, 1618705 req, miss ratio 0.2767, byte miss ratio 0.2767
result/tencentBlock.ns18237.oracleGeneral.zst Cacheus cache size    10873, 1618705 req, miss ratio 0.2704, byte miss ratio 0.2704
result/tencentBlock.ns18237.oracleGeneral.zst Cacheus cache size    21746, 1618705 req, miss ratio 0.2262, byte miss ratio 0.2262
result/tencentBlock.ns18237.oracleGeneral.zst Cacheus cache size    43492, 1618705 req, miss ratio 0.1617, byte miss ratio 0.1617
result/tencentBlock.ns18237.oracleGeneral.zst Cacheus cache size    86984, 1618705 req, miss ratio 0.0703, byte miss ratio 0.0703
result/tencentBlock.ns18237.oracleGeneral.zst S3FIFO-1 cache size      108, 1618705 req, miss ratio 0.4405, byte miss ratio 0.4405
result/tencentBlock.ns18237.oracleGeneral.zst S3FIFO-1 cache size      326, 1618705 req, miss ratio 0.3674, byte miss ratio 0.3674
result/tencentBlock.ns18237.oracleGeneral.zst S3FIFO-1 cache size     1087, 1618705 req, miss ratio 0.3375, byte miss ratio 0.3375
result/tencentBlock.ns18237.oracleGeneral.zst S3FIFO-1 cache size     3261, 1618705 req, miss ratio 0.2746, byte miss ratio 0.2746
result/tencentBlock.ns18237.oracleGeneral.zst S3FIFO-1 cache size    10873, 1618705 req, miss ratio 0.2687, byte miss ratio 0.2687
result/tencentBlock.ns18237.oracleGeneral.zst S3FIFO-1 cache size    21746, 1618705 req, miss ratio 0.2192, byte miss ratio 0.2192
result/tencentBlock.ns18237.oracleGeneral.zst S3FIFO-1 cache size    43492, 1618705 req, miss ratio 0.1464, byte miss ratio 0.1464
result/tencentBlock.ns18237.oracleGeneral.zst S3FIFO-1 cache size    86984, 1618705 req, miss ratio 0.0694, byte miss ratio 0.0694
result/tencentBlock.ns18237.oracleGeneral.zst LRU cache size      108, 1618705 req, miss ratio 0.4620, byte miss ratio 0.4620
result/tencentBlock.ns18237.oracleGeneral.zst LRU cache size      326, 1618705 req, miss ratio 0.3884, byte miss ratio 0.3884
result/tencentBlock.ns18237.oracleGeneral.zst LRU cache size     1087, 1618705 req, miss ratio 0.3624, byte miss ratio 0.3624
result/tencentBlock.ns18237.oracleGeneral.zst LRU cache size     3261, 1618705 req, miss ratio 0.3500, byte miss ratio 0.3500
result/tencentBlock.ns18237.oracleGeneral.zst LRU cache size    10873, 1618705 req, miss ratio 0.2745, byte miss ratio 0.2745
result/tencentBlock.ns18237.oracleGeneral.zst LRU cache size    21746, 1618705 req, miss ratio 0.2722, byte miss ratio 0.2722
result/tencentBlock.ns18237.oracleGeneral.zst LRU cache size    43492, 1618705 req, miss ratio 0.1537, byte miss ratio 0.1537
result/tencentBlock.ns18237.oracleGeneral.zst LRU cache size    86984, 1618705 req, miss ratio 0.0688, byte miss ratio 0.0688
result/tencentBlock.ns18237.oracleGeneral.zst clock2 cache size      108, 1618705 req, miss ratio 0.4600, byte miss ratio 0.4600
result/tencentBlock.ns18237.oracleGeneral.zst clock2 cache size      326, 1618705 req, miss ratio 0.3855, byte miss ratio 0.3855
result/tencentBlock.ns18237.oracleGeneral.zst clock2 cache size     1087, 1618705 req, miss ratio 0.3579, byte miss ratio 0.3579
result/tencentBlock.ns18237.oracleGeneral.zst clock2 cache size     3261, 1618705 req, miss ratio 0.3385, byte miss ratio 0.3385
result/tencentBlock.ns18237.oracleGeneral.zst clock2 cache size    10873, 1618705 req, miss ratio 0.2727, byte miss ratio 0.2727
result/tencentBlock.ns18237.oracleGeneral.zst clock2 cache size    21746, 1618705 req, miss ratio 0.2702, byte miss ratio 0.2702
result/tencentBlock.ns18237.oracleGeneral.zst clock2 cache size    43492, 1618705 req, miss ratio 0.2143, byte miss ratio 0.2143
result/tencentBlock.ns18237.oracleGeneral.zst clock2 cache size    86984, 1618705 req, miss ratio 0.0702, byte miss ratio 0.0702
result/tencentBlock.ns18237.oracleGeneral.zst LHD cache size      108, 1618705 req, miss ratio 0.4449, byte miss ratio 0.4449
result/tencentBlock.ns18237.oracleGeneral.zst LHD cache size      326, 1618705 req, miss ratio 0.3859, byte miss ratio 0.3859
result/tencentBlock.ns18237.oracleGeneral.zst LHD cache size     1087, 1618705 req, miss ratio 0.3591, byte miss ratio 0.3591
result/tencentBlock.ns18237.oracleGeneral.zst LHD cache size     3261, 1618705 req, miss ratio 0.3162, byte miss ratio 0.3162
result/tencentBlock.ns18237.oracleGeneral.zst LHD cache size    10873, 1618705 req, miss ratio 0.2683, byte miss ratio 0.2683
result/tencentBlock.ns18237.oracleGeneral.zst LHD cache size    21746, 1618705 req, miss ratio 0.2489, byte miss ratio 0.2489
result/tencentBlock.ns18237.oracleGeneral.zst LHD cache size    43492, 1618705 req, miss ratio 0.1569, byte miss ratio 0.1569
result/tencentBlock.ns18237.oracleGeneral.zst LHD cache size    86984, 1618705 req, miss ratio 0.0700, byte miss ratio 0.0700
