result/tencentBlock.ns16652.oracleGeneral.zst FIFO cache size      418, 3851300 req, miss ratio 0.5810, byte miss ratio 0.5810
result/tencentBlock.ns16652.oracleGeneral.zst FIFO cache size     1254, 3851300 req, miss ratio 0.4544, byte miss ratio 0.4544
result/tencentBlock.ns16652.oracleGeneral.zst FIFO cache size     4181, 3851300 req, miss ratio 0.3586, byte miss ratio 0.3586
result/tencentBlock.ns16652.oracleGeneral.zst FIFO cache size    12543, 3851300 req, miss ratio 0.3047, byte miss ratio 0.3047
result/tencentBlock.ns16652.oracleGeneral.zst FIFO cache size    41813, 3851300 req, miss ratio 0.2379, byte miss ratio 0.2379
result/tencentBlock.ns16652.oracleGeneral.zst FIFO cache size    83626, 3851300 req, miss ratio 0.1884, byte miss ratio 0.1884
result/tencentBlock.ns16652.oracleGeneral.zst FIFO cache size   167253, 3851300 req, miss ratio 0.1427, byte miss ratio 0.1427
result/tencentBlock.ns16652.oracleGeneral.zst FIFO cache size   334506, 3851300 req, miss ratio 0.1186, byte miss ratio 0.1186
result/tencentBlock.ns16652.oracleGeneral.zst LIRS cache size      418, 3851300 req, miss ratio 0.5146, byte miss ratio 0.5146
result/tencentBlock.ns16652.oracleGeneral.zst LIRS cache size     1254, 3851300 req, miss ratio 0.3841, byte miss ratio 0.3841
result/tencentBlock.ns16652.oracleGeneral.zst LIRS cache size     4181, 3851300 req, miss ratio 0.3102, byte miss ratio 0.3102
result/tencentBlock.ns16652.oracleGeneral.zst LIRS cache size    12543, 3851300 req, miss ratio 0.2731, byte miss ratio 0.2731
result/tencentBlock.ns16652.oracleGeneral.zst LIRS cache size    41813, 3851300 req, miss ratio 0.2336, byte miss ratio 0.2336
result/tencentBlock.ns16652.oracleGeneral.zst LIRS cache size    83626, 3851300 req, miss ratio 0.1894, byte miss ratio 0.1894
result/tencentBlock.ns16652.oracleGeneral.zst LIRS cache size   167253, 3851300 req, miss ratio 0.1367, byte miss ratio 0.1367
result/tencentBlock.ns16652.oracleGeneral.zst LIRS cache size   334506, 3851300 req, miss ratio 0.1123, byte miss ratio 0.1123
result/tencentBlock.ns16652.oracleGeneral.zst Clock cache size      418, 3851300 req, miss ratio 0.4906, byte miss ratio 0.4906
result/tencentBlock.ns16652.oracleGeneral.zst Clock cache size     1254, 3851300 req, miss ratio 0.4118, byte miss ratio 0.4118
result/tencentBlock.ns16652.oracleGeneral.zst Clock cache size     4181, 3851300 req, miss ratio 0.3151, byte miss ratio 0.3151
result/tencentBlock.ns16652.oracleGeneral.zst Clock cache size    12543, 3851300 req, miss ratio 0.2839, byte miss ratio 0.2839
result/tencentBlock.ns16652.oracleGeneral.zst Clock cache size    41813, 3851300 req, miss ratio 0.2284, byte miss ratio 0.2284
result/tencentBlock.ns16652.oracleGeneral.zst Clock cache size    83626, 3851300 req, miss ratio 0.1967, byte miss ratio 0.1967
result/tencentBlock.ns16652.oracleGeneral.zst Clock cache size   167253, 3851300 req, miss ratio 0.1318, byte miss ratio 0.1318
result/tencentBlock.ns16652.oracleGeneral.zst Clock cache size   334506, 3851300 req, miss ratio 0.1103, byte miss ratio 0.1103
