result/tencentBlock.ns22249.oracleGeneral.zst LeCaR cache size      147, 1397043 req, miss ratio 0.4442, byte miss ratio 0.4442
result/tencentBlock.ns22249.oracleGeneral.zst LeCaR cache size      443, 1397043 req, miss ratio 0.4344, byte miss ratio 0.4344
result/tencentBlock.ns22249.oracleGeneral.zst LeCaR cache size     1478, 1397043 req, miss ratio 0.4296, byte miss ratio 0.4296
result/tencentBlock.ns22249.oracleGeneral.zst LeCaR cache size     4436, 1397043 req, miss ratio 0.4278, byte miss ratio 0.4278
result/tencentBlock.ns22249.oracleGeneral.zst LeCaR cache size    14788, 1397043 req, miss ratio 0.3361, byte miss ratio 0.3361
result/tencentBlock.ns22249.oracleGeneral.zst LeCaR cache size    29577, 1397043 req, miss ratio 0.2930, byte miss ratio 0.2930
result/tencentBlock.ns22249.oracleGeneral.zst LeCaR cache size    59155, 1397043 req, miss ratio 0.2208, byte miss ratio 0.2208
result/tencentBlock.ns22249.oracleGeneral.zst LeCaR cache size   118311, 1397043 req, miss ratio 0.1232, byte miss ratio 0.1232
result/tencentBlock.ns22249.oracleGeneral.zst ARC cache size      147, 1397043 req, miss ratio 0.4407, byte miss ratio 0.4407
result/tencentBlock.ns22249.oracleGeneral.zst ARC cache size      443, 1397043 req, miss ratio 0.4322, byte miss ratio 0.4322
result/tencentBlock.ns22249.oracleGeneral.zst ARC cache size     1478, 1397043 req, miss ratio 0.4283, byte miss ratio 0.4283
result/tencentBlock.ns22249.oracleGeneral.zst ARC cache size     4436, 1397043 req, miss ratio 0.4275, byte miss ratio 0.4275
result/tencentBlock.ns22249.oracleGeneral.zst ARC cache size    14788, 1397043 req, miss ratio 0.3531, byte miss ratio 0.3531
result/tencentBlock.ns22249.oracleGeneral.zst ARC cache size    29577, 1397043 req, miss ratio 0.2971, byte miss ratio 0.2971
result/tencentBlock.ns22249.oracleGeneral.zst ARC cache size    59155, 1397043 req, miss ratio 0.2256, byte miss ratio 0.2256
result/tencentBlock.ns22249.oracleGeneral.zst ARC cache size   118311, 1397043 req, miss ratio 0.1263, byte miss ratio 0.1263
result/tencentBlock.ns22249.oracleGeneral.zst LRU cache size      147, 1397043 req, miss ratio 0.4446, byte miss ratio 0.4446
