result/tencentBlock.ns9253.oracleGeneral.zst LHD cache size      139, 4099274 req, miss ratio 0.4592, byte miss ratio 0.4592
result/tencentBlock.ns9253.oracleGeneral.zst LHD cache size      418, 4099274 req, miss ratio 0.4025, byte miss ratio 0.4025
result/tencentBlock.ns9253.oracleGeneral.zst LHD cache size     1394, 4099274 req, miss ratio 0.3766, byte miss ratio 0.3766
result/tencentBlock.ns9253.oracleGeneral.zst LHD cache size     4183, 4099274 req, miss ratio 0.2610, byte miss ratio 0.2610
result/tencentBlock.ns9253.oracleGeneral.zst LHD cache size    13946, 4099274 req, miss ratio 0.1231, byte miss ratio 0.1231
result/tencentBlock.ns9253.oracleGeneral.zst LHD cache size    27892, 4099274 req, miss ratio 0.1055, byte miss ratio 0.1055
result/tencentBlock.ns9253.oracleGeneral.zst LHD cache size    55784, 4099274 req, miss ratio 0.0700, byte miss ratio 0.0700
result/tencentBlock.ns9253.oracleGeneral.zst LHD cache size   111568, 4099274 req, miss ratio 0.0363, byte miss ratio 0.0363
result/tencentBlock.ns9253.oracleGeneral.zst LRU cache size      139, 4099274 req, miss ratio 0.4796, byte miss ratio 0.4796
result/tencentBlock.ns9253.oracleGeneral.zst LRU cache size      418, 4099274 req, miss ratio 0.4081, byte miss ratio 0.4081
result/tencentBlock.ns9253.oracleGeneral.zst LRU cache size     1394, 4099274 req, miss ratio 0.3820, byte miss ratio 0.3820
result/tencentBlock.ns9253.oracleGeneral.zst LRU cache size     4183, 4099274 req, miss ratio 0.2842, byte miss ratio 0.2842
result/tencentBlock.ns9253.oracleGeneral.zst LRU cache size    13946, 4099274 req, miss ratio 0.1305, byte miss ratio 0.1305
result/tencentBlock.ns9253.oracleGeneral.zst LRU cache size    27892, 4099274 req, miss ratio 0.1169, byte miss ratio 0.1169
result/tencentBlock.ns9253.oracleGeneral.zst LRU cache size    55784, 4099274 req, miss ratio 0.0715, byte miss ratio 0.0715
result/tencentBlock.ns9253.oracleGeneral.zst LRU cache size   111568, 4099274 req, miss ratio 0.0356, byte miss ratio 0.0356
result/tencentBlock.ns9253.oracleGeneral.zst S3FIFO-1 cache size      139, 4099274 req, miss ratio 0.4421, byte miss ratio 0.4421
result/tencentBlock.ns9253.oracleGeneral.zst S3FIFO-1 cache size      418, 4099274 req, miss ratio 0.3869, byte miss ratio 0.3869
result/tencentBlock.ns9253.oracleGeneral.zst S3FIFO-1 cache size     1394, 4099274 req, miss ratio 0.3637, byte miss ratio 0.3637
result/tencentBlock.ns9253.oracleGeneral.zst S3FIFO-1 cache size     4183, 4099274 req, miss ratio 0.2627, byte miss ratio 0.2627
result/tencentBlock.ns9253.oracleGeneral.zst S3FIFO-1 cache size    13946, 4099274 req, miss ratio 0.1191, byte miss ratio 0.1191
result/tencentBlock.ns9253.oracleGeneral.zst S3FIFO-1 cache size    27892, 4099274 req, miss ratio 0.1094, byte miss ratio 0.1094
result/tencentBlock.ns9253.oracleGeneral.zst S3FIFO-1 cache size    55784, 4099274 req, miss ratio 0.0719, byte miss ratio 0.0719
result/tencentBlock.ns9253.oracleGeneral.zst S3FIFO-1 cache size   111568, 4099274 req, miss ratio 0.0353, byte miss ratio 0.0353
result/tencentBlock.ns9253.oracleGeneral.zst Cacheus cache size      139, 4099274 req, miss ratio 0.4534, byte miss ratio 0.4534
result/tencentBlock.ns9253.oracleGeneral.zst Cacheus cache size      418, 4099274 req, miss ratio 0.3931, byte miss ratio 0.3931
result/tencentBlock.ns9253.oracleGeneral.zst Cacheus cache size     1394, 4099274 req, miss ratio 0.3672, byte miss ratio 0.3672
result/tencentBlock.ns9253.oracleGeneral.zst Cacheus cache size     4183, 4099274 req, miss ratio 0.3115, byte miss ratio 0.3115
result/tencentBlock.ns9253.oracleGeneral.zst Cacheus cache size    13946, 4099274 req, miss ratio 0.1246, byte miss ratio 0.1246
result/tencentBlock.ns9253.oracleGeneral.zst Cacheus cache size    27892, 4099274 req, miss ratio 0.1139, byte miss ratio 0.1139
result/tencentBlock.ns9253.oracleGeneral.zst Cacheus cache size    55784, 4099274 req, miss ratio 0.0714, byte miss ratio 0.0714
result/tencentBlock.ns9253.oracleGeneral.zst Cacheus cache size   111568, 4099274 req, miss ratio 0.0358, byte miss ratio 0.0358
result/tencentBlock.ns9253.oracleGeneral.zst clock2 cache size      139, 4099274 req, miss ratio 0.4731, byte miss ratio 0.4731
result/tencentBlock.ns9253.oracleGeneral.zst clock2 cache size      418, 4099274 req, miss ratio 0.4043, byte miss ratio 0.4043
result/tencentBlock.ns9253.oracleGeneral.zst clock2 cache size     1394, 4099274 req, miss ratio 0.3819, byte miss ratio 0.3819
result/tencentBlock.ns9253.oracleGeneral.zst clock2 cache size     4183, 4099274 req, miss ratio 0.3629, byte miss ratio 0.3629
result/tencentBlock.ns9253.oracleGeneral.zst clock2 cache size    13946, 4099274 req, miss ratio 0.1293, byte miss ratio 0.1293
result/tencentBlock.ns9253.oracleGeneral.zst clock2 cache size    27892, 4099274 req, miss ratio 0.1143, byte miss ratio 0.1143
result/tencentBlock.ns9253.oracleGeneral.zst clock2 cache size    55784, 4099274 req, miss ratio 0.0943, byte miss ratio 0.0943
result/tencentBlock.ns9253.oracleGeneral.zst clock2 cache size   111568, 4099274 req, miss ratio 0.0354, byte miss ratio 0.0354
result/tencentBlock.ns9253.oracleGeneral.zst Clock cache size      139, 4099274 req, miss ratio 0.4723, byte miss ratio 0.4723
result/tencentBlock.ns9253.oracleGeneral.zst Clock cache size      418, 4099274 req, miss ratio 0.4052, byte miss ratio 0.4052
result/tencentBlock.ns9253.oracleGeneral.zst Clock cache size     1394, 4099274 req, miss ratio 0.3815, byte miss ratio 0.3815
result/tencentBlock.ns9253.oracleGeneral.zst Clock cache size     4183, 4099274 req, miss ratio 0.3230, byte miss ratio 0.3230
result/tencentBlock.ns9253.oracleGeneral.zst Clock cache size    13946, 4099274 req, miss ratio 0.1302, byte miss ratio 0.1302
result/tencentBlock.ns9253.oracleGeneral.zst Clock cache size    27892, 4099274 req, miss ratio 0.1153, byte miss ratio 0.1153
result/tencentBlock.ns9253.oracleGeneral.zst Clock cache size    55784, 4099274 req, miss ratio 0.0761, byte miss ratio 0.0761
result/tencentBlock.ns9253.oracleGeneral.zst Clock cache size   111568, 4099274 req, miss ratio 0.0357, byte miss ratio 0.0357
result/tencentBlock.ns9253.oracleGeneral.zst LIRS cache size      139, 4099274 req, miss ratio 0.4460, byte miss ratio 0.4460
result/tencentBlock.ns9253.oracleGeneral.zst LIRS cache size      418, 4099274 req, miss ratio 0.3996, byte miss ratio 0.3996
result/tencentBlock.ns9253.oracleGeneral.zst LIRS cache size     1394, 4099274 req, miss ratio 0.3694, byte miss ratio 0.3694
result/tencentBlock.ns9253.oracleGeneral.zst LIRS cache size     4183, 4099274 req, miss ratio 0.2273, byte miss ratio 0.2273
result/tencentBlock.ns9253.oracleGeneral.zst LIRS cache size    13946, 4099274 req, miss ratio 0.1208, byte miss ratio 0.1208
result/tencentBlock.ns9253.oracleGeneral.zst LIRS cache size    27892, 4099274 req, miss ratio 0.0997, byte miss ratio 0.0997
result/tencentBlock.ns9253.oracleGeneral.zst LIRS cache size    55784, 4099274 req, miss ratio 0.0642, byte miss ratio 0.0642
result/tencentBlock.ns9253.oracleGeneral.zst LIRS cache size   111568, 4099274 req, miss ratio 0.0354, byte miss ratio 0.0354
result/tencentBlock.ns9253.oracleGeneral.zst ARC cache size      139, 4099274 req, miss ratio 0.4392, byte miss ratio 0.4392
result/tencentBlock.ns9253.oracleGeneral.zst ARC cache size      418, 4099274 req, miss ratio 0.3873, byte miss ratio 0.3873
result/tencentBlock.ns9253.oracleGeneral.zst ARC cache size     1394, 4099274 req, miss ratio 0.3644, byte miss ratio 0.3644
result/tencentBlock.ns9253.oracleGeneral.zst ARC cache size     4183, 4099274 req, miss ratio 0.2462, byte miss ratio 0.2462
result/tencentBlock.ns9253.oracleGeneral.zst ARC cache size    13946, 4099274 req, miss ratio 0.1204, byte miss ratio 0.1204
result/tencentBlock.ns9253.oracleGeneral.zst ARC cache size    27892, 4099274 req, miss ratio 0.1105, byte miss ratio 0.1105
result/tencentBlock.ns9253.oracleGeneral.zst ARC cache size    55784, 4099274 req, miss ratio 0.0733, byte miss ratio 0.0733
result/tencentBlock.ns9253.oracleGeneral.zst ARC cache size   111568, 4099274 req, miss ratio 0.0354, byte miss ratio 0.0354
result/tencentBlock.ns9253.oracleGeneral.zst FIFO cache size      139, 4099274 req, miss ratio 0.5505, byte miss ratio 0.5505
result/tencentBlock.ns9253.oracleGeneral.zst FIFO cache size      418, 4099274 req, miss ratio 0.4422, byte miss ratio 0.4422
result/tencentBlock.ns9253.oracleGeneral.zst FIFO cache size     1394, 4099274 req, miss ratio 0.3960, byte miss ratio 0.3960
result/tencentBlock.ns9253.oracleGeneral.zst FIFO cache size     4183, 4099274 req, miss ratio 0.2757, byte miss ratio 0.2757
result/tencentBlock.ns9253.oracleGeneral.zst FIFO cache size    13946, 4099274 req, miss ratio 0.1799, byte miss ratio 0.1799
