result/tencentBlock.ns10582.oracleGeneral.zst Cacheus cache size      508, 4429437 req, miss ratio 0.5423, byte miss ratio 0.5423
result/tencentBlock.ns10582.oracleGeneral.zst Cacheus cache size     1525, 4429437 req, miss ratio 0.4157, byte miss ratio 0.4157
result/tencentBlock.ns10582.oracleGeneral.zst Cacheus cache size     5085, 4429437 req, miss ratio 0.3343, byte miss ratio 0.3343
result/tencentBlock.ns10582.oracleGeneral.zst Cacheus cache size    15257, 4429437 req, miss ratio 0.2893, byte miss ratio 0.2893
result/tencentBlock.ns10582.oracleGeneral.zst Cacheus cache size    50858, 4429437 req, miss ratio 0.2415, byte miss ratio 0.2415
result/tencentBlock.ns10582.oracleGeneral.zst Cacheus cache size   101717, 4429437 req, miss ratio 0.1871, byte miss ratio 0.1871
result/tencentBlock.ns10582.oracleGeneral.zst Cacheus cache size   203434, 4429437 req, miss ratio 0.1392, byte miss ratio 0.1392
result/tencentBlock.ns10582.oracleGeneral.zst Cacheus cache size   406868, 4429437 req, miss ratio 0.1159, byte miss ratio 0.1159
result/tencentBlock.ns10582.oracleGeneral.zst S3FIFO-1 cache size      508, 4429437 req, miss ratio 0.5431, byte miss ratio 0.5431
result/tencentBlock.ns10582.oracleGeneral.zst S3FIFO-1 cache size     1525, 4429437 req, miss ratio 0.3667, byte miss ratio 0.3667
result/tencentBlock.ns10582.oracleGeneral.zst S3FIFO-1 cache size     5085, 4429437 req, miss ratio 0.3356, byte miss ratio 0.3356
result/tencentBlock.ns10582.oracleGeneral.zst S3FIFO-1 cache size    15257, 4429437 req, miss ratio 0.2920, byte miss ratio 0.2920
result/tencentBlock.ns10582.oracleGeneral.zst S3FIFO-1 cache size    50858, 4429437 req, miss ratio 0.2486, byte miss ratio 0.2486
result/tencentBlock.ns10582.oracleGeneral.zst S3FIFO-1 cache size   101717, 4429437 req, miss ratio 0.1934, byte miss ratio 0.1934
result/tencentBlock.ns10582.oracleGeneral.zst S3FIFO-1 cache size   203434, 4429437 req, miss ratio 0.1366, byte miss ratio 0.1366
result/tencentBlock.ns10582.oracleGeneral.zst S3FIFO-1 cache size   406868, 4429437 req, miss ratio 0.1158, byte miss ratio 0.1158
result/tencentBlock.ns10582.oracleGeneral.zst clock2 cache size      508, 4429437 req, miss ratio 0.5569, byte miss ratio 0.5569
result/tencentBlock.ns10582.oracleGeneral.zst clock2 cache size     1525, 4429437 req, miss ratio 0.4432, byte miss ratio 0.4432
result/tencentBlock.ns10582.oracleGeneral.zst clock2 cache size     5085, 4429437 req, miss ratio 0.3392, byte miss ratio 0.3392
result/tencentBlock.ns10582.oracleGeneral.zst clock2 cache size    15257, 4429437 req, miss ratio 0.3055, byte miss ratio 0.3055
result/tencentBlock.ns10582.oracleGeneral.zst clock2 cache size    50858, 4429437 req, miss ratio 0.2442, byte miss ratio 0.2442
result/tencentBlock.ns10582.oracleGeneral.zst clock2 cache size   101717, 4429437 req, miss ratio 0.2065, byte miss ratio 0.2065
result/tencentBlock.ns10582.oracleGeneral.zst clock2 cache size   203434, 4429437 req, miss ratio 0.1414, byte miss ratio 0.1414
result/tencentBlock.ns10582.oracleGeneral.zst clock2 cache size   406868, 4429437 req, miss ratio 0.1158, byte miss ratio 0.1158
result/tencentBlock.ns10582.oracleGeneral.zst LIRS cache size      508, 4429437 req, miss ratio 0.5492, byte miss ratio 0.5492
result/tencentBlock.ns10582.oracleGeneral.zst LIRS cache size     1525, 4429437 req, miss ratio 0.3954, byte miss ratio 0.3954
result/tencentBlock.ns10582.oracleGeneral.zst LIRS cache size     5085, 4429437 req, miss ratio 0.3464, byte miss ratio 0.3464
