result/tencentBlock.ns9336.oracleGeneral.zst Clock cache size      154, 4456043 req, miss ratio 0.2569, byte miss ratio 0.2569
result/tencentBlock.ns9336.oracleGeneral.zst Clock cache size      463, 4456043 req, miss ratio 0.1908, byte miss ratio 0.1908
result/tencentBlock.ns9336.oracleGeneral.zst Clock cache size     1545, 4456043 req, miss ratio 0.1760, byte miss ratio 0.1760
result/tencentBlock.ns9336.oracleGeneral.zst Clock cache size     4636, 4456043 req, miss ratio 0.1463, byte miss ratio 0.1463
result/tencentBlock.ns9336.oracleGeneral.zst Clock cache size    15454, 4456043 req, miss ratio 0.1220, byte miss ratio 0.1220
result/tencentBlock.ns9336.oracleGeneral.zst Clock cache size    30909, 4456043 req, miss ratio 0.1164, byte miss ratio 0.1164
result/tencentBlock.ns9336.oracleGeneral.zst Clock cache size    61818, 4456043 req, miss ratio 0.0710, byte miss ratio 0.0710
result/tencentBlock.ns9336.oracleGeneral.zst Clock cache size   123637, 4456043 req, miss ratio 0.0367, byte miss ratio 0.0367
result/tencentBlock.ns9336.oracleGeneral.zst S3FIFO-1 cache size      154, 4456043 req, miss ratio 0.2212, byte miss ratio 0.2212
result/tencentBlock.ns9336.oracleGeneral.zst S3FIFO-1 cache size      463, 4456043 req, miss ratio 0.1796, byte miss ratio 0.1796
result/tencentBlock.ns9336.oracleGeneral.zst S3FIFO-1 cache size     1545, 4456043 req, miss ratio 0.1514, byte miss ratio 0.1514
result/tencentBlock.ns9336.oracleGeneral.zst S3FIFO-1 cache size     4636, 4456043 req, miss ratio 0.1249, byte miss ratio 0.1249
result/tencentBlock.ns9336.oracleGeneral.zst S3FIFO-1 cache size    15454, 4456043 req, miss ratio 0.1185, byte miss ratio 0.1185
result/tencentBlock.ns9336.oracleGeneral.zst S3FIFO-1 cache size    30909, 4456043 req, miss ratio 0.1120, byte miss ratio 0.1120
result/tencentBlock.ns9336.oracleGeneral.zst S3FIFO-1 cache size    61818, 4456043 req, miss ratio 0.0746, byte miss ratio 0.0746
result/tencentBlock.ns9336.oracleGeneral.zst S3FIFO-1 cache size   123637, 4456043 req, miss ratio 0.0373, byte miss ratio 0.0373
result/tencentBlock.ns9336.oracleGeneral.zst LHD cache size      154, 4456043 req, miss ratio 0.2281, byte miss ratio 0.2281
result/tencentBlock.ns9336.oracleGeneral.zst LHD cache size      463, 4456043 req, miss ratio 0.1885, byte miss ratio 0.1885
result/tencentBlock.ns9336.oracleGeneral.zst LHD cache size     1545, 4456043 req, miss ratio 0.1555, byte miss ratio 0.1555
result/tencentBlock.ns9336.oracleGeneral.zst LHD cache size     4636, 4456043 req, miss ratio 0.1344, byte miss ratio 0.1344
result/tencentBlock.ns9336.oracleGeneral.zst LHD cache size    15454, 4456043 req, miss ratio 0.1153, byte miss ratio 0.1153
result/tencentBlock.ns9336.oracleGeneral.zst LHD cache size    30909, 4456043 req, miss ratio 0.0994, byte miss ratio 0.0994
result/tencentBlock.ns9336.oracleGeneral.zst LHD cache size    61818, 4456043 req, miss ratio 0.0584, byte miss ratio 0.0584
result/tencentBlock.ns9336.oracleGeneral.zst LHD cache size   123637, 4456043 req, miss ratio 0.0362, byte miss ratio 0.0362
result/tencentBlock.ns9336.oracleGeneral.zst LIRS cache size      154, 4456043 req, miss ratio 0.2262, byte miss ratio 0.2262
result/tencentBlock.ns9336.oracleGeneral.zst LIRS cache size      463, 4456043 req, miss ratio 0.1904, byte miss ratio 0.1904
result/tencentBlock.ns9336.oracleGeneral.zst LIRS cache size     1545, 4456043 req, miss ratio 0.1541, byte miss ratio 0.1541
result/tencentBlock.ns9336.oracleGeneral.zst LIRS cache size     4636, 4456043 req, miss ratio 0.1276, byte miss ratio 0.1276
result/tencentBlock.ns9336.oracleGeneral.zst LIRS cache size    15454, 4456043 req, miss ratio 0.1171, byte miss ratio 0.1171
result/tencentBlock.ns9336.oracleGeneral.zst LIRS cache size    30909, 4456043 req, miss ratio 0.0951, byte miss ratio 0.0951
result/tencentBlock.ns9336.oracleGeneral.zst LIRS cache size    61818, 4456043 req, miss ratio 0.0629, byte miss ratio 0.0629
result/tencentBlock.ns9336.oracleGeneral.zst LIRS cache size   123637, 4456043 req, miss ratio 0.0359, byte miss ratio 0.0359
result/tencentBlock.ns9336.oracleGeneral.zst clock2 cache size      154, 4456043 req, miss ratio 0.2800, byte miss ratio 0.2800
result/tencentBlock.ns9336.oracleGeneral.zst clock2 cache size      463, 4456043 req, miss ratio 0.1909, byte miss ratio 0.1909
result/tencentBlock.ns9336.oracleGeneral.zst clock2 cache size     1545, 4456043 req, miss ratio 0.1762, byte miss ratio 0.1762
result/tencentBlock.ns9336.oracleGeneral.zst clock2 cache size     4636, 4456043 req, miss ratio 0.1479, byte miss ratio 0.1479
result/tencentBlock.ns9336.oracleGeneral.zst clock2 cache size    15454, 4456043 req, miss ratio 0.1213, byte miss ratio 0.1213
result/tencentBlock.ns9336.oracleGeneral.zst clock2 cache size    30909, 4456043 req, miss ratio 0.1153, byte miss ratio 0.1153
result/tencentBlock.ns9336.oracleGeneral.zst clock2 cache size    61818, 4456043 req, miss ratio 0.0909, byte miss ratio 0.0909
result/tencentBlock.ns9336.oracleGeneral.zst clock2 cache size   123637, 4456043 req, miss ratio 0.0376, byte miss ratio 0.0376
result/tencentBlock.ns9336.oracleGeneral.zst ARC cache size      154, 4456043 req, miss ratio 0.2120, byte miss ratio 0.2120
result/tencentBlock.ns9336.oracleGeneral.zst ARC cache size      463, 4456043 req, miss ratio 0.1821, byte miss ratio 0.1821
result/tencentBlock.ns9336.oracleGeneral.zst ARC cache size     1545, 4456043 req, miss ratio 0.1525, byte miss ratio 0.1525
result/tencentBlock.ns9336.oracleGeneral.zst ARC cache size     4636, 4456043 req, miss ratio 0.1385, byte miss ratio 0.1385
result/tencentBlock.ns9336.oracleGeneral.zst ARC cache size    15454, 4456043 req, miss ratio 0.1175, byte miss ratio 0.1175
result/tencentBlock.ns9336.oracleGeneral.zst ARC cache size    30909, 4456043 req, miss ratio 0.1068, byte miss ratio 0.1068
result/tencentBlock.ns9336.oracleGeneral.zst ARC cache size    61818, 4456043 req, miss ratio 0.0646, byte miss ratio 0.0646
result/tencentBlock.ns9336.oracleGeneral.zst ARC cache size   123637, 4456043 req, miss ratio 0.0363, byte miss ratio 0.0363
result/tencentBlock.ns9336.oracleGeneral.zst Cacheus cache size      154, 4456043 req, miss ratio 0.2237, byte miss ratio 0.2237
result/tencentBlock.ns9336.oracleGeneral.zst Cacheus cache size      463, 4456043 req, miss ratio 0.1848, byte miss ratio 0.1848
result/tencentBlock.ns9336.oracleGeneral.zst Cacheus cache size     1545, 4456043 req, miss ratio 0.1531, byte miss ratio 0.1531
result/tencentBlock.ns9336.oracleGeneral.zst Cacheus cache size     4636, 4456043 req, miss ratio 0.1286, byte miss ratio 0.1286
result/tencentBlock.ns9336.oracleGeneral.zst Cacheus cache size    15454, 4456043 req, miss ratio 0.1202, byte miss ratio 0.1202
result/tencentBlock.ns9336.oracleGeneral.zst Cacheus cache size    30909, 4456043 req, miss ratio 0.1168, byte miss ratio 0.1168
result/tencentBlock.ns9336.oracleGeneral.zst Cacheus cache size    61818, 4456043 req, miss ratio 0.0661, byte miss ratio 0.0661
result/tencentBlock.ns9336.oracleGeneral.zst Cacheus cache size   123637, 4456043 req, miss ratio 0.0350, byte miss ratio 0.0350
result/tencentBlock.ns9336.oracleGeneral.zst LRU cache size      154, 4456043 req, miss ratio 0.2611, byte miss ratio 0.2611
result/tencentBlock.ns9336.oracleGeneral.zst LRU cache size      463, 4456043 req, miss ratio 0.1913, byte miss ratio 0.1913
result/tencentBlock.ns9336.oracleGeneral.zst LRU cache size     1545, 4456043 req, miss ratio 0.1611, byte miss ratio 0.1611
result/tencentBlock.ns9336.oracleGeneral.zst LRU cache size     4636, 4456043 req, miss ratio 0.1470, byte miss ratio 0.1470
result/tencentBlock.ns9336.oracleGeneral.zst LRU cache size    15454, 4456043 req, miss ratio 0.1230, byte miss ratio 0.1230
result/tencentBlock.ns9336.oracleGeneral.zst LRU cache size    30909, 4456043 req, miss ratio 0.1174, byte miss ratio 0.1174
result/tencentBlock.ns9336.oracleGeneral.zst LRU cache size    61818, 4456043 req, miss ratio 0.0663, byte miss ratio 0.0663
result/tencentBlock.ns9336.oracleGeneral.zst LRU cache size   123637, 4456043 req, miss ratio 0.0349, byte miss ratio 0.0349
result/tencentBlock.ns9336.oracleGeneral.zst LeCaR cache size      154, 4456043 req, miss ratio 0.2373, byte miss ratio 0.2373
result/tencentBlock.ns9336.oracleGeneral.zst LeCaR cache size      463, 4456043 req, miss ratio 0.1891, byte miss ratio 0.1891
result/tencentBlock.ns9336.oracleGeneral.zst LeCaR cache size     1545, 4456043 req, miss ratio 0.1576, byte miss ratio 0.1576
result/tencentBlock.ns9336.oracleGeneral.zst LeCaR cache size     4636, 4456043 req, miss ratio 0.1451, byte miss ratio 0.1451
result/tencentBlock.ns9336.oracleGeneral.zst LeCaR cache size    15454, 4456043 req, miss ratio 0.1222, byte miss ratio 0.1222
result/tencentBlock.ns9336.oracleGeneral.zst LeCaR cache size    30909, 4456043 req, miss ratio 0.1166, byte miss ratio 0.1166
result/tencentBlock.ns9336.oracleGeneral.zst LeCaR cache size    61818, 4456043 req, miss ratio 0.0651, byte miss ratio 0.0651
result/tencentBlock.ns9336.oracleGeneral.zst LeCaR cache size   123637, 4456043 req, miss ratio 0.0349, byte miss ratio 0.0349
