result/tencentBlock.ns16361.oracleGeneral.zst clock2 cache size      639, 7356202 req, miss ratio 0.5753, byte miss ratio 0.5753
result/tencentBlock.ns16361.oracleGeneral.zst clock2 cache size     1918, 7356202 req, miss ratio 0.4350, byte miss ratio 0.4350
result/tencentBlock.ns16361.oracleGeneral.zst clock2 cache size     6393, 7356202 req, miss ratio 0.3118, byte miss ratio 0.3118
result/tencentBlock.ns16361.oracleGeneral.zst clock2 cache size    19180, 7356202 req, miss ratio 0.2466, byte miss ratio 0.2466
result/tencentBlock.ns16361.oracleGeneral.zst clock2 cache size    63936, 7356202 req, miss ratio 0.1822, byte miss ratio 0.1822
result/tencentBlock.ns16361.oracleGeneral.zst clock2 cache size   127873, 7356202 req, miss ratio 0.1379, byte miss ratio 0.1379
result/tencentBlock.ns16361.oracleGeneral.zst clock2 cache size   255746, 7356202 req, miss ratio 0.0992, byte miss ratio 0.0992
result/tencentBlock.ns16361.oracleGeneral.zst clock2 cache size   511492, 7356202 req, miss ratio 0.0875, byte miss ratio 0.0875
result/tencentBlock.ns16361.oracleGeneral.zst LHD cache size      639, 7356202 req, miss ratio 0.5888, byte miss ratio 0.5888
result/tencentBlock.ns16361.oracleGeneral.zst LHD cache size     1918, 7356202 req, miss ratio 0.4206, byte miss ratio 0.4206
result/tencentBlock.ns16361.oracleGeneral.zst LHD cache size     6393, 7356202 req, miss ratio 0.3132, byte miss ratio 0.3132
result/tencentBlock.ns16361.oracleGeneral.zst LHD cache size    19180, 7356202 req, miss ratio 0.2405, byte miss ratio 0.2405
result/tencentBlock.ns16361.oracleGeneral.zst LHD cache size    63936, 7356202 req, miss ratio 0.1577, byte miss ratio 0.1577
result/tencentBlock.ns16361.oracleGeneral.zst LHD cache size   127873, 7356202 req, miss ratio 0.1112, byte miss ratio 0.1112
result/tencentBlock.ns16361.oracleGeneral.zst LHD cache size   255746, 7356202 req, miss ratio 0.0920, byte miss ratio 0.0920
result/tencentBlock.ns16361.oracleGeneral.zst LHD cache size   511492, 7356202 req, miss ratio 0.0873, byte miss ratio 0.0873
result/tencentBlock.ns16361.oracleGeneral.zst S3FIFO-1 cache size      639, 7356202 req, miss ratio 0.5474, byte miss ratio 0.5474
result/tencentBlock.ns16361.oracleGeneral.zst S3FIFO-1 cache size     1918, 7356202 req, miss ratio 0.3587, byte miss ratio 0.3587
result/tencentBlock.ns16361.oracleGeneral.zst S3FIFO-1 cache size     6393, 7356202 req, miss ratio 0.3124, byte miss ratio 0.3124
result/tencentBlock.ns16361.oracleGeneral.zst S3FIFO-1 cache size    19180, 7356202 req, miss ratio 0.2475, byte miss ratio 0.2475
result/tencentBlock.ns16361.oracleGeneral.zst S3FIFO-1 cache size    63936, 7356202 req, miss ratio 0.1739, byte miss ratio 0.1739
result/tencentBlock.ns16361.oracleGeneral.zst S3FIFO-1 cache size   127873, 7356202 req, miss ratio 0.1290, byte miss ratio 0.1290
result/tencentBlock.ns16361.oracleGeneral.zst S3FIFO-1 cache size   255746, 7356202 req, miss ratio 0.0943, byte miss ratio 0.0943
result/tencentBlock.ns16361.oracleGeneral.zst S3FIFO-1 cache size   511492, 7356202 req, miss ratio 0.0875, byte miss ratio 0.0875
