result/tencentBlock.ns1851.oracleGeneral.zst FIFO cache size      280, 3182909 req, miss ratio 0.7071, byte miss ratio 0.7071
result/tencentBlock.ns1851.oracleGeneral.zst FIFO cache size      842, 3182909 req, miss ratio 0.5957, byte miss ratio 0.5957
result/tencentBlock.ns1851.oracleGeneral.zst FIFO cache size     2809, 3182909 req, miss ratio 0.5351, byte miss ratio 0.5351
result/tencentBlock.ns1851.oracleGeneral.zst FIFO cache size     8428, 3182909 req, miss ratio 0.4988, byte miss ratio 0.4988
result/tencentBlock.ns1851.oracleGeneral.zst FIFO cache size    28096, 3182909 req, miss ratio 0.3788, byte miss ratio 0.3788
result/tencentBlock.ns1851.oracleGeneral.zst FIFO cache size    56192, 3182909 req, miss ratio 0.2819, byte miss ratio 0.2819
result/tencentBlock.ns1851.oracleGeneral.zst FIFO cache size   112384, 3182909 req, miss ratio 0.1583, byte miss ratio 0.1583
result/tencentBlock.ns1851.oracleGeneral.zst FIFO cache size   224768, 3182909 req, miss ratio 0.1081, byte miss ratio 0.1081
result/tencentBlock.ns1851.oracleGeneral.zst S3FIFO-1 cache size      280, 3182909 req, miss ratio 0.5555, byte miss ratio 0.5555
result/tencentBlock.ns1851.oracleGeneral.zst S3FIFO-1 cache size      842, 3182909 req, miss ratio 0.5278, byte miss ratio 0.5278
result/tencentBlock.ns1851.oracleGeneral.zst S3FIFO-1 cache size     2809, 3182909 req, miss ratio 0.4751, byte miss ratio 0.4751
result/tencentBlock.ns1851.oracleGeneral.zst S3FIFO-1 cache size     8428, 3182909 req, miss ratio 0.4556, byte miss ratio 0.4556
result/tencentBlock.ns1851.oracleGeneral.zst S3FIFO-1 cache size    28096, 3182909 req, miss ratio 0.3125, byte miss ratio 0.3125
result/tencentBlock.ns1851.oracleGeneral.zst S3FIFO-1 cache size    56192, 3182909 req, miss ratio 0.1979, byte miss ratio 0.1979
result/tencentBlock.ns1851.oracleGeneral.zst S3FIFO-1 cache size   112384, 3182909 req, miss ratio 0.1203, byte miss ratio 0.1203
result/tencentBlock.ns1851.oracleGeneral.zst S3FIFO-1 cache size   224768, 3182909 req, miss ratio 0.0887, byte miss ratio 0.0887
result/tencentBlock.ns1851.oracleGeneral.zst Clock cache size      280, 3182909 req, miss ratio 0.5824, byte miss ratio 0.5824
result/tencentBlock.ns1851.oracleGeneral.zst Clock cache size      842, 3182909 req, miss ratio 0.5380, byte miss ratio 0.5380
result/tencentBlock.ns1851.oracleGeneral.zst Clock cache size     2809, 3182909 req, miss ratio 0.5127, byte miss ratio 0.5127
result/tencentBlock.ns1851.oracleGeneral.zst Clock cache size     8428, 3182909 req, miss ratio 0.4790, byte miss ratio 0.4790
result/tencentBlock.ns1851.oracleGeneral.zst Clock cache size    28096, 3182909 req, miss ratio 0.3447, byte miss ratio 0.3447
result/tencentBlock.ns1851.oracleGeneral.zst Clock cache size    56192, 3182909 req, miss ratio 0.2324, byte miss ratio 0.2324
result/tencentBlock.ns1851.oracleGeneral.zst Clock cache size   112384, 3182909 req, miss ratio 0.1293, byte miss ratio 0.1293
result/tencentBlock.ns1851.oracleGeneral.zst Clock cache size   224768, 3182909 req, miss ratio 0.0888, byte miss ratio 0.0888
result/tencentBlock.ns1851.oracleGeneral.zst LRU cache size      280, 3182909 req, miss ratio 0.5991, byte miss ratio 0.5991
result/tencentBlock.ns1851.oracleGeneral.zst LRU cache size      842, 3182909 req, miss ratio 0.5389, byte miss ratio 0.5389
result/tencentBlock.ns1851.oracleGeneral.zst LRU cache size     2809, 3182909 req, miss ratio 0.5136, byte miss ratio 0.5136
result/tencentBlock.ns1851.oracleGeneral.zst LRU cache size     8428, 3182909 req, miss ratio 0.4842, byte miss ratio 0.4842
result/tencentBlock.ns1851.oracleGeneral.zst LRU cache size    28096, 3182909 req, miss ratio 0.3511, byte miss ratio 0.3511
result/tencentBlock.ns1851.oracleGeneral.zst LRU cache size    56192, 3182909 req, miss ratio 0.2366, byte miss ratio 0.2366
result/tencentBlock.ns1851.oracleGeneral.zst LRU cache size   112384, 3182909 req, miss ratio 0.1195, byte miss ratio 0.1195
result/tencentBlock.ns1851.oracleGeneral.zst LRU cache size   224768, 3182909 req, miss ratio 0.0899, byte miss ratio 0.0899
result/tencentBlock.ns1851.oracleGeneral.zst ARC cache size      280, 3182909 req, miss ratio 0.5525, byte miss ratio 0.5525
result/tencentBlock.ns1851.oracleGeneral.zst ARC cache size      842, 3182909 req, miss ratio 0.5264, byte miss ratio 0.5264
