result/tencentBlock.ns14082.oracleGeneral.zst Clock cache size      529, 5169117 req, miss ratio 0.5203, byte miss ratio 0.5203
result/tencentBlock.ns14082.oracleGeneral.zst Clock cache size     1589, 5169117 req, miss ratio 0.4180, byte miss ratio 0.4180
result/tencentBlock.ns14082.oracleGeneral.zst Clock cache size     5298, 5169117 req, miss ratio 0.3265, byte miss ratio 0.3265
result/tencentBlock.ns14082.oracleGeneral.zst Clock cache size    15895, 5169117 req, miss ratio 0.2906, byte miss ratio 0.2906
result/tencentBlock.ns14082.oracleGeneral.zst Clock cache size    52985, 5169117 req, miss ratio 0.2263, byte miss ratio 0.2263
result/tencentBlock.ns14082.oracleGeneral.zst Clock cache size   105971, 5169117 req, miss ratio 0.1852, byte miss ratio 0.1852
result/tencentBlock.ns14082.oracleGeneral.zst Clock cache size   211942, 5169117 req, miss ratio 0.1197, byte miss ratio 0.1197
result/tencentBlock.ns14082.oracleGeneral.zst Clock cache size   423885, 5169117 req, miss ratio 0.1028, byte miss ratio 0.1028
result/tencentBlock.ns14082.oracleGeneral.zst LRU cache size      529, 5169117 req, miss ratio 0.5312, byte miss ratio 0.5312
result/tencentBlock.ns14082.oracleGeneral.zst LRU cache size     1589, 5169117 req, miss ratio 0.4214, byte miss ratio 0.4214
result/tencentBlock.ns14082.oracleGeneral.zst LRU cache size     5298, 5169117 req, miss ratio 0.3315, byte miss ratio 0.3315
result/tencentBlock.ns14082.oracleGeneral.zst LRU cache size    15895, 5169117 req, miss ratio 0.2921, byte miss ratio 0.2921
result/tencentBlock.ns14082.oracleGeneral.zst LRU cache size    52985, 5169117 req, miss ratio 0.2259, byte miss ratio 0.2259
result/tencentBlock.ns14082.oracleGeneral.zst LRU cache size   105971, 5169117 req, miss ratio 0.1689, byte miss ratio 0.1689
result/tencentBlock.ns14082.oracleGeneral.zst LRU cache size   211942, 5169117 req, miss ratio 0.1155, byte miss ratio 0.1155
result/tencentBlock.ns14082.oracleGeneral.zst LRU cache size   423885, 5169117 req, miss ratio 0.1028, byte miss ratio 0.1028
result/tencentBlock.ns14082.oracleGeneral.zst Cacheus cache size      529, 5169117 req, miss ratio 0.4917, byte miss ratio 0.4917
result/tencentBlock.ns14082.oracleGeneral.zst Cacheus cache size     1589, 5169117 req, miss ratio 0.3922, byte miss ratio 0.3922
result/tencentBlock.ns14082.oracleGeneral.zst Cacheus cache size     5298, 5169117 req, miss ratio 0.3125, byte miss ratio 0.3125
result/tencentBlock.ns14082.oracleGeneral.zst Cacheus cache size    15895, 5169117 req, miss ratio 0.2789, byte miss ratio 0.2789
result/tencentBlock.ns14082.oracleGeneral.zst Cacheus cache size    52985, 5169117 req, miss ratio 0.2236, byte miss ratio 0.2236
result/tencentBlock.ns14082.oracleGeneral.zst Cacheus cache size   105971, 5169117 req, miss ratio 0.1677, byte miss ratio 0.1677
result/tencentBlock.ns14082.oracleGeneral.zst Cacheus cache size   211942, 5169117 req, miss ratio 0.1221, byte miss ratio 0.1221
result/tencentBlock.ns14082.oracleGeneral.zst Cacheus cache size   423885, 5169117 req, miss ratio 0.1028, byte miss ratio 0.1028
result/tencentBlock.ns14082.oracleGeneral.zst LeCaR cache size      529, 5169117 req, miss ratio 0.5160, byte miss ratio 0.5160
result/tencentBlock.ns14082.oracleGeneral.zst LeCaR cache size     1589, 5169117 req, miss ratio 0.4175, byte miss ratio 0.4175
result/tencentBlock.ns14082.oracleGeneral.zst LeCaR cache size     5298, 5169117 req, miss ratio 0.3155, byte miss ratio 0.3155
result/tencentBlock.ns14082.oracleGeneral.zst LeCaR cache size    15895, 5169117 req, miss ratio 0.2894, byte miss ratio 0.2894
result/tencentBlock.ns14082.oracleGeneral.zst LeCaR cache size    52985, 5169117 req, miss ratio 0.2240, byte miss ratio 0.2240
result/tencentBlock.ns14082.oracleGeneral.zst LeCaR cache size   105971, 5169117 req, miss ratio 0.1681, byte miss ratio 0.1681
result/tencentBlock.ns14082.oracleGeneral.zst LeCaR cache size   211942, 5169117 req, miss ratio 0.1139, byte miss ratio 0.1139
result/tencentBlock.ns14082.oracleGeneral.zst LeCaR cache size   423885, 5169117 req, miss ratio 0.1028, byte miss ratio 0.1028
result/tencentBlock.ns14082.oracleGeneral.zst clock2 cache size      529, 5169117 req, miss ratio 0.5190, byte miss ratio 0.5190
result/tencentBlock.ns14082.oracleGeneral.zst clock2 cache size     1589, 5169117 req, miss ratio 0.4164, byte miss ratio 0.4164
result/tencentBlock.ns14082.oracleGeneral.zst clock2 cache size     5298, 5169117 req, miss ratio 0.3193, byte miss ratio 0.3193
result/tencentBlock.ns14082.oracleGeneral.zst clock2 cache size    15895, 5169117 req, miss ratio 0.2892, byte miss ratio 0.2892
result/tencentBlock.ns14082.oracleGeneral.zst clock2 cache size    52985, 5169117 req, miss ratio 0.2287, byte miss ratio 0.2287
result/tencentBlock.ns14082.oracleGeneral.zst clock2 cache size   105971, 5169117 req, miss ratio 0.1904, byte miss ratio 0.1904
result/tencentBlock.ns14082.oracleGeneral.zst clock2 cache size   211942, 5169117 req, miss ratio 0.1177, byte miss ratio 0.1177
result/tencentBlock.ns14082.oracleGeneral.zst clock2 cache size   423885, 5169117 req, miss ratio 0.1028, byte miss ratio 0.1028
result/tencentBlock.ns14082.oracleGeneral.zst S3FIFO-1 cache size      529, 5169117 req, miss ratio 0.5086, byte miss ratio 0.5086
result/tencentBlock.ns14082.oracleGeneral.zst S3FIFO-1 cache size     1589, 5169117 req, miss ratio 0.3625, byte miss ratio 0.3625
result/tencentBlock.ns14082.oracleGeneral.zst S3FIFO-1 cache size     5298, 5169117 req, miss ratio 0.3065, byte miss ratio 0.3065
result/tencentBlock.ns14082.oracleGeneral.zst S3FIFO-1 cache size    15895, 5169117 req, miss ratio 0.2751, byte miss ratio 0.2751
result/tencentBlock.ns14082.oracleGeneral.zst S3FIFO-1 cache size    52985, 5169117 req, miss ratio 0.2306, byte miss ratio 0.2306
result/tencentBlock.ns14082.oracleGeneral.zst S3FIFO-1 cache size   105971, 5169117 req, miss ratio 0.1745, byte miss ratio 0.1745
result/tencentBlock.ns14082.oracleGeneral.zst S3FIFO-1 cache size   211942, 5169117 req, miss ratio 0.1131, byte miss ratio 0.1131
result/tencentBlock.ns14082.oracleGeneral.zst S3FIFO-1 cache size   423885, 5169117 req, miss ratio 0.1028, byte miss ratio 0.1028
result/tencentBlock.ns14082.oracleGeneral.zst ARC cache size      529, 5169117 req, miss ratio 0.4956, byte miss ratio 0.4956
result/tencentBlock.ns14082.oracleGeneral.zst ARC cache size     1589, 5169117 req, miss ratio 0.3848, byte miss ratio 0.3848
result/tencentBlock.ns14082.oracleGeneral.zst ARC cache size     5298, 5169117 req, miss ratio 0.3086, byte miss ratio 0.3086
result/tencentBlock.ns14082.oracleGeneral.zst ARC cache size    15895, 5169117 req, miss ratio 0.2775, byte miss ratio 0.2775
result/tencentBlock.ns14082.oracleGeneral.zst ARC cache size    52985, 5169117 req, miss ratio 0.2252, byte miss ratio 0.2252
result/tencentBlock.ns14082.oracleGeneral.zst ARC cache size   105971, 5169117 req, miss ratio 0.1735, byte miss ratio 0.1735
result/tencentBlock.ns14082.oracleGeneral.zst ARC cache size   211942, 5169117 req, miss ratio 0.1150, byte miss ratio 0.1150
result/tencentBlock.ns14082.oracleGeneral.zst ARC cache size   423885, 5169117 req, miss ratio 0.1028, byte miss ratio 0.1028
result/tencentBlock.ns14082.oracleGeneral.zst FIFO cache size      529, 5169117 req, miss ratio 0.6211, byte miss ratio 0.6211
result/tencentBlock.ns14082.oracleGeneral.zst FIFO cache size     1589, 5169117 req, miss ratio 0.4715, byte miss ratio 0.4715
result/tencentBlock.ns14082.oracleGeneral.zst FIFO cache size     5298, 5169117 req, miss ratio 0.3721, byte miss ratio 0.3721
result/tencentBlock.ns14082.oracleGeneral.zst FIFO cache size    15895, 5169117 req, miss ratio 0.3149, byte miss ratio 0.3149
result/tencentBlock.ns14082.oracleGeneral.zst FIFO cache size    52985, 5169117 req, miss ratio 0.2395, byte miss ratio 0.2395
result/tencentBlock.ns14082.oracleGeneral.zst FIFO cache size   105971, 5169117 req, miss ratio 0.1794, byte miss ratio 0.1794
result/tencentBlock.ns14082.oracleGeneral.zst FIFO cache size   211942, 5169117 req, miss ratio 0.1363, byte miss ratio 0.1363
result/tencentBlock.ns14082.oracleGeneral.zst FIFO cache size   423885, 5169117 req, miss ratio 0.1102, byte miss ratio 0.1102
