result/tencentBlock.ns4083.oracleGeneral.zst FIFO cache size      584, 5340911 req, miss ratio 0.6272, byte miss ratio 0.6272
result/tencentBlock.ns4083.oracleGeneral.zst FIFO cache size     1754, 5340911 req, miss ratio 0.4916, byte miss ratio 0.4916
result/tencentBlock.ns4083.oracleGeneral.zst FIFO cache size     5849, 5340911 req, miss ratio 0.3961, byte miss ratio 0.3961
result/tencentBlock.ns4083.oracleGeneral.zst FIFO cache size    17547, 5340911 req, miss ratio 0.3421, byte miss ratio 0.3421
result/tencentBlock.ns4083.oracleGeneral.zst FIFO cache size    58491, 5340911 req, miss ratio 0.2528, byte miss ratio 0.2528
result/tencentBlock.ns4083.oracleGeneral.zst FIFO cache size   116982, 5340911 req, miss ratio 0.1899, byte miss ratio 0.1899
result/tencentBlock.ns4083.oracleGeneral.zst FIFO cache size   233965, 5340911 req, miss ratio 0.1445, byte miss ratio 0.1445
result/tencentBlock.ns4083.oracleGeneral.zst FIFO cache size   467930, 5340911 req, miss ratio 0.1202, byte miss ratio 0.1202
result/tencentBlock.ns4083.oracleGeneral.zst S3FIFO-1 cache size      584, 5340911 req, miss ratio 0.5268, byte miss ratio 0.5268
result/tencentBlock.ns4083.oracleGeneral.zst S3FIFO-1 cache size     1754, 5340911 req, miss ratio 0.3643, byte miss ratio 0.3643
result/tencentBlock.ns4083.oracleGeneral.zst S3FIFO-1 cache size     5849, 5340911 req, miss ratio 0.3456, byte miss ratio 0.3456
result/tencentBlock.ns4083.oracleGeneral.zst S3FIFO-1 cache size    17547, 5340911 req, miss ratio 0.3042, byte miss ratio 0.3042
result/tencentBlock.ns4083.oracleGeneral.zst S3FIFO-1 cache size    58491, 5340911 req, miss ratio 0.2537, byte miss ratio 0.2537
result/tencentBlock.ns4083.oracleGeneral.zst S3FIFO-1 cache size   116982, 5340911 req, miss ratio 0.1774, byte miss ratio 0.1774
result/tencentBlock.ns4083.oracleGeneral.zst S3FIFO-1 cache size   233965, 5340911 req, miss ratio 0.1262, byte miss ratio 0.1262
result/tencentBlock.ns4083.oracleGeneral.zst S3FIFO-1 cache size   467930, 5340911 req, miss ratio 0.1103, byte miss ratio 0.1103
result/tencentBlock.ns4083.oracleGeneral.zst ARC cache size      584, 5340911 req, miss ratio 0.5176, byte miss ratio 0.5176
result/tencentBlock.ns4083.oracleGeneral.zst ARC cache size     1754, 5340911 req, miss ratio 0.3862, byte miss ratio 0.3862
result/tencentBlock.ns4083.oracleGeneral.zst ARC cache size     5849, 5340911 req, miss ratio 0.3444, byte miss ratio 0.3444
result/tencentBlock.ns4083.oracleGeneral.zst ARC cache size    17547, 5340911 req, miss ratio 0.3097, byte miss ratio 0.3097
result/tencentBlock.ns4083.oracleGeneral.zst ARC cache size    58491, 5340911 req, miss ratio 0.2417, byte miss ratio 0.2417
result/tencentBlock.ns4083.oracleGeneral.zst ARC cache size   116982, 5340911 req, miss ratio 0.1805, byte miss ratio 0.1805
result/tencentBlock.ns4083.oracleGeneral.zst ARC cache size   233965, 5340911 req, miss ratio 0.1213, byte miss ratio 0.1213
result/tencentBlock.ns4083.oracleGeneral.zst ARC cache size   467930, 5340911 req, miss ratio 0.1103, byte miss ratio 0.1103
result/tencentBlock.ns4083.oracleGeneral.zst LHD cache size      584, 5340911 req, miss ratio 0.5348, byte miss ratio 0.5348
result/tencentBlock.ns4083.oracleGeneral.zst LHD cache size     1754, 5340911 req, miss ratio 0.4069, byte miss ratio 0.4069
result/tencentBlock.ns4083.oracleGeneral.zst LHD cache size     5849, 5340911 req, miss ratio 0.3468, byte miss ratio 0.3468
result/tencentBlock.ns4083.oracleGeneral.zst LHD cache size    17547, 5340911 req, miss ratio 0.3101, byte miss ratio 0.3101
result/tencentBlock.ns4083.oracleGeneral.zst LHD cache size    58491, 5340911 req, miss ratio 0.2375, byte miss ratio 0.2375
result/tencentBlock.ns4083.oracleGeneral.zst LHD cache size   116982, 5340911 req, miss ratio 0.1610, byte miss ratio 0.1610
result/tencentBlock.ns4083.oracleGeneral.zst LHD cache size   233965, 5340911 req, miss ratio 0.1207, byte miss ratio 0.1207
result/tencentBlock.ns4083.oracleGeneral.zst LHD cache size   467930, 5340911 req, miss ratio 0.1100, byte miss ratio 0.1100
result/tencentBlock.ns4083.oracleGeneral.zst Clock cache size      584, 5340911 req, miss ratio 0.5367, byte miss ratio 0.5367
result/tencentBlock.ns4083.oracleGeneral.zst Clock cache size     1754, 5340911 req, miss ratio 0.4401, byte miss ratio 0.4401
result/tencentBlock.ns4083.oracleGeneral.zst Clock cache size     5849, 5340911 req, miss ratio 0.3521, byte miss ratio 0.3521
result/tencentBlock.ns4083.oracleGeneral.zst Clock cache size    17547, 5340911 req, miss ratio 0.3241, byte miss ratio 0.3241
result/tencentBlock.ns4083.oracleGeneral.zst Clock cache size    58491, 5340911 req, miss ratio 0.2449, byte miss ratio 0.2449
result/tencentBlock.ns4083.oracleGeneral.zst Clock cache size   116982, 5340911 req, miss ratio 0.1844, byte miss ratio 0.1844
result/tencentBlock.ns4083.oracleGeneral.zst Clock cache size   233965, 5340911 req, miss ratio 0.1277, byte miss ratio 0.1277
result/tencentBlock.ns4083.oracleGeneral.zst Clock cache size   467930, 5340911 req, miss ratio 0.1104, byte miss ratio 0.1104
result/tencentBlock.ns4083.oracleGeneral.zst LRU cache size      584, 5340911 req, miss ratio 0.5416, byte miss ratio 0.5416
result/tencentBlock.ns4083.oracleGeneral.zst LRU cache size     1754, 5340911 req, miss ratio 0.4450, byte miss ratio 0.4450
result/tencentBlock.ns4083.oracleGeneral.zst LRU cache size     5849, 5340911 req, miss ratio 0.3552, byte miss ratio 0.3552
result/tencentBlock.ns4083.oracleGeneral.zst LRU cache size    17547, 5340911 req, miss ratio 0.3230, byte miss ratio 0.3230
result/tencentBlock.ns4083.oracleGeneral.zst LRU cache size    58491, 5340911 req, miss ratio 0.2395, byte miss ratio 0.2395
result/tencentBlock.ns4083.oracleGeneral.zst LRU cache size   116982, 5340911 req, miss ratio 0.1735, byte miss ratio 0.1735
