result/tencentBlock.ns3434.oracleGeneral.zst Clock cache size      167, 1443752 req, miss ratio 0.6071, byte miss ratio 0.6071
result/tencentBlock.ns3434.oracleGeneral.zst Clock cache size      502, 1443752 req, miss ratio 0.5528, byte miss ratio 0.5528
result/tencentBlock.ns3434.oracleGeneral.zst Clock cache size     1674, 1443752 req, miss ratio 0.5008, byte miss ratio 0.5008
result/tencentBlock.ns3434.oracleGeneral.zst Clock cache size     5023, 1443752 req, miss ratio 0.4852, byte miss ratio 0.4852
result/tencentBlock.ns3434.oracleGeneral.zst Clock cache size    16746, 1443752 req, miss ratio 0.4286, byte miss ratio 0.4286
result/tencentBlock.ns3434.oracleGeneral.zst Clock cache size    33493, 1443752 req, miss ratio 0.3659, byte miss ratio 0.3659
result/tencentBlock.ns3434.oracleGeneral.zst Clock cache size    66986, 1443752 req, miss ratio 0.2608, byte miss ratio 0.2608
result/tencentBlock.ns3434.oracleGeneral.zst Clock cache size   133972, 1443752 req, miss ratio 0.1205, byte miss ratio 0.1205
result/tencentBlock.ns3434.oracleGeneral.zst FIFO cache size      167, 1443752 req, miss ratio 0.7180, byte miss ratio 0.7180
result/tencentBlock.ns3434.oracleGeneral.zst FIFO cache size      502, 1443752 req, miss ratio 0.6084, byte miss ratio 0.6084
result/tencentBlock.ns3434.oracleGeneral.zst FIFO cache size     1674, 1443752 req, miss ratio 0.5354, byte miss ratio 0.5354
result/tencentBlock.ns3434.oracleGeneral.zst FIFO cache size     5023, 1443752 req, miss ratio 0.5020, byte miss ratio 0.5020
result/tencentBlock.ns3434.oracleGeneral.zst FIFO cache size    16746, 1443752 req, miss ratio 0.4288, byte miss ratio 0.4288
result/tencentBlock.ns3434.oracleGeneral.zst FIFO cache size    33493, 1443752 req, miss ratio 0.3862, byte miss ratio 0.3862
result/tencentBlock.ns3434.oracleGeneral.zst FIFO cache size    66986, 1443752 req, miss ratio 0.2483, byte miss ratio 0.2483
result/tencentBlock.ns3434.oracleGeneral.zst FIFO cache size   133972, 1443752 req, miss ratio 0.1440, byte miss ratio 0.1440
result/tencentBlock.ns3434.oracleGeneral.zst LRU cache size      167, 1443752 req, miss ratio 0.6237, byte miss ratio 0.6237
result/tencentBlock.ns3434.oracleGeneral.zst LRU cache size      502, 1443752 req, miss ratio 0.5561, byte miss ratio 0.5561
result/tencentBlock.ns3434.oracleGeneral.zst LRU cache size     1674, 1443752 req, miss ratio 0.5024, byte miss ratio 0.5024
result/tencentBlock.ns3434.oracleGeneral.zst LRU cache size     5023, 1443752 req, miss ratio 0.4871, byte miss ratio 0.4871
result/tencentBlock.ns3434.oracleGeneral.zst LRU cache size    16746, 1443752 req, miss ratio 0.4173, byte miss ratio 0.4173
result/tencentBlock.ns3434.oracleGeneral.zst LRU cache size    33493, 1443752 req, miss ratio 0.3642, byte miss ratio 0.3642
result/tencentBlock.ns3434.oracleGeneral.zst LRU cache size    66986, 1443752 req, miss ratio 0.2388, byte miss ratio 0.2388
