result/tencentBlock.ns10022.oracleGeneral.zst clock2 cache size      120, 2628310 req, miss ratio 0.3375, byte miss ratio 0.3375
result/tencentBlock.ns10022.oracleGeneral.zst clock2 cache size      360, 2628310 req, miss ratio 0.2427, byte miss ratio 0.2427
result/tencentBlock.ns10022.oracleGeneral.zst clock2 cache size     1203, 2628310 req, miss ratio 0.2271, byte miss ratio 0.2271
result/tencentBlock.ns10022.oracleGeneral.zst clock2 cache size     3609, 2628310 req, miss ratio 0.2193, byte miss ratio 0.2193
result/tencentBlock.ns10022.oracleGeneral.zst clock2 cache size    12033, 2628310 req, miss ratio 0.2087, byte miss ratio 0.2087
result/tencentBlock.ns10022.oracleGeneral.zst clock2 cache size    24066, 2628310 req, miss ratio 0.2032, byte miss ratio 0.2032
result/tencentBlock.ns10022.oracleGeneral.zst clock2 cache size    48132, 2628310 req, miss ratio 0.1303, byte miss ratio 0.1303
result/tencentBlock.ns10022.oracleGeneral.zst clock2 cache size    96265, 2628310 req, miss ratio 0.0493, byte miss ratio 0.0493
result/tencentBlock.ns10022.oracleGeneral.zst LRU cache size      120, 2628310 req, miss ratio 0.3355, byte miss ratio 0.3355
result/tencentBlock.ns10022.oracleGeneral.zst LRU cache size      360, 2628310 req, miss ratio 0.2477, byte miss ratio 0.2477
result/tencentBlock.ns10022.oracleGeneral.zst LRU cache size     1203, 2628310 req, miss ratio 0.2293, byte miss ratio 0.2293
result/tencentBlock.ns10022.oracleGeneral.zst LRU cache size     3609, 2628310 req, miss ratio 0.2211, byte miss ratio 0.2211
result/tencentBlock.ns10022.oracleGeneral.zst LRU cache size    12033, 2628310 req, miss ratio 0.2115, byte miss ratio 0.2115
result/tencentBlock.ns10022.oracleGeneral.zst LRU cache size    24066, 2628310 req, miss ratio 0.2061, byte miss ratio 0.2061
result/tencentBlock.ns10022.oracleGeneral.zst LRU cache size    48132, 2628310 req, miss ratio 0.1245, byte miss ratio 0.1245
result/tencentBlock.ns10022.oracleGeneral.zst LRU cache size    96265, 2628310 req, miss ratio 0.0515, byte miss ratio 0.0515
result/tencentBlock.ns10022.oracleGeneral.zst LIRS cache size      120, 2628310 req, miss ratio 0.2836, byte miss ratio 0.2836
result/tencentBlock.ns10022.oracleGeneral.zst LIRS cache size      360, 2628310 req, miss ratio 0.2403, byte miss ratio 0.2403
result/tencentBlock.ns10022.oracleGeneral.zst LIRS cache size     1203, 2628310 req, miss ratio 0.2244, byte miss ratio 0.2244
result/tencentBlock.ns10022.oracleGeneral.zst LIRS cache size     3609, 2628310 req, miss ratio 0.2104, byte miss ratio 0.2104
result/tencentBlock.ns10022.oracleGeneral.zst LIRS cache size    12033, 2628310 req, miss ratio 0.1855, byte miss ratio 0.1855
result/tencentBlock.ns10022.oracleGeneral.zst LIRS cache size    24066, 2628310 req, miss ratio 0.1510, byte miss ratio 0.1510
result/tencentBlock.ns10022.oracleGeneral.zst LIRS cache size    48132, 2628310 req, miss ratio 0.0929, byte miss ratio 0.0929
result/tencentBlock.ns10022.oracleGeneral.zst LIRS cache size    96265, 2628310 req, miss ratio 0.0494, byte miss ratio 0.0494
result/tencentBlock.ns10022.oracleGeneral.zst LeCaR cache size      120, 2628310 req, miss ratio 0.3125, byte miss ratio 0.3125
result/tencentBlock.ns10022.oracleGeneral.zst LeCaR cache size      360, 2628310 req, miss ratio 0.2391, byte miss ratio 0.2391
result/tencentBlock.ns10022.oracleGeneral.zst LeCaR cache size     1203, 2628310 req, miss ratio 0.2264, byte miss ratio 0.2264
result/tencentBlock.ns10022.oracleGeneral.zst LeCaR cache size     3609, 2628310 req, miss ratio 0.2181, byte miss ratio 0.2181
result/tencentBlock.ns10022.oracleGeneral.zst LeCaR cache size    12033, 2628310 req, miss ratio 0.2050, byte miss ratio 0.2050
result/tencentBlock.ns10022.oracleGeneral.zst LeCaR cache size    24066, 2628310 req, miss ratio 0.2027, byte miss ratio 0.2027
result/tencentBlock.ns10022.oracleGeneral.zst LeCaR cache size    48132, 2628310 req, miss ratio 0.1096, byte miss ratio 0.1096
result/tencentBlock.ns10022.oracleGeneral.zst LeCaR cache size    96265, 2628310 req, miss ratio 0.0501, byte miss ratio 0.0501
result/tencentBlock.ns10022.oracleGeneral.zst ARC cache size      120, 2628310 req, miss ratio 0.2773, byte miss ratio 0.2773
result/tencentBlock.ns10022.oracleGeneral.zst ARC cache size      360, 2628310 req, miss ratio 0.2310, byte miss ratio 0.2310
result/tencentBlock.ns10022.oracleGeneral.zst ARC cache size     1203, 2628310 req, miss ratio 0.2210, byte miss ratio 0.2210
result/tencentBlock.ns10022.oracleGeneral.zst ARC cache size     3609, 2628310 req, miss ratio 0.2101, byte miss ratio 0.2101
result/tencentBlock.ns10022.oracleGeneral.zst ARC cache size    12033, 2628310 req, miss ratio 0.1989, byte miss ratio 0.1989
result/tencentBlock.ns10022.oracleGeneral.zst ARC cache size    24066, 2628310 req, miss ratio 0.1847, byte miss ratio 0.1847
result/tencentBlock.ns10022.oracleGeneral.zst ARC cache size    48132, 2628310 req, miss ratio 0.0989, byte miss ratio 0.0989
result/tencentBlock.ns10022.oracleGeneral.zst ARC cache size    96265, 2628310 req, miss ratio 0.0493, byte miss ratio 0.0493
result/tencentBlock.ns10022.oracleGeneral.zst S3FIFO-1 cache size      120, 2628310 req, miss ratio 0.2845, byte miss ratio 0.2845
result/tencentBlock.ns10022.oracleGeneral.zst S3FIFO-1 cache size      360, 2628310 req, miss ratio 0.2298, byte miss ratio 0.2298
result/tencentBlock.ns10022.oracleGeneral.zst S3FIFO-1 cache size     1203, 2628310 req, miss ratio 0.2195, byte miss ratio 0.2195
result/tencentBlock.ns10022.oracleGeneral.zst S3FIFO-1 cache size     3609, 2628310 req, miss ratio 0.2090, byte miss ratio 0.2090
result/tencentBlock.ns10022.oracleGeneral.zst S3FIFO-1 cache size    12033, 2628310 req, miss ratio 0.1995, byte miss ratio 0.1995
result/tencentBlock.ns10022.oracleGeneral.zst S3FIFO-1 cache size    24066, 2628310 req, miss ratio 0.1623, byte miss ratio 0.1623
result/tencentBlock.ns10022.oracleGeneral.zst S3FIFO-1 cache size    48132, 2628310 req, miss ratio 0.1040, byte miss ratio 0.1040
result/tencentBlock.ns10022.oracleGeneral.zst S3FIFO-1 cache size    96265, 2628310 req, miss ratio 0.0493, byte miss ratio 0.0493
result/tencentBlock.ns10022.oracleGeneral.zst FIFO cache size      120, 2628310 req, miss ratio 0.3864, byte miss ratio 0.3864
result/tencentBlock.ns10022.oracleGeneral.zst FIFO cache size      360, 2628310 req, miss ratio 0.2911, byte miss ratio 0.2911
result/tencentBlock.ns10022.oracleGeneral.zst FIFO cache size     1203, 2628310 req, miss ratio 0.2466, byte miss ratio 0.2466
result/tencentBlock.ns10022.oracleGeneral.zst FIFO cache size     3609, 2628310 req, miss ratio 0.2293, byte miss ratio 0.2293
result/tencentBlock.ns10022.oracleGeneral.zst FIFO cache size    12033, 2628310 req, miss ratio 0.2171, byte miss ratio 0.2171
result/tencentBlock.ns10022.oracleGeneral.zst FIFO cache size    24066, 2628310 req, miss ratio 0.2100, byte miss ratio 0.2100
result/tencentBlock.ns10022.oracleGeneral.zst FIFO cache size    48132, 2628310 req, miss ratio 0.1268, byte miss ratio 0.1268
result/tencentBlock.ns10022.oracleGeneral.zst FIFO cache size    96265, 2628310 req, miss ratio 0.0677, byte miss ratio 0.0677
result/tencentBlock.ns10022.oracleGeneral.zst Cacheus cache size      120, 2628310 req, miss ratio 0.2822, byte miss ratio 0.2822
result/tencentBlock.ns10022.oracleGeneral.zst Cacheus cache size      360, 2628310 req, miss ratio 0.2327, byte miss ratio 0.2327
result/tencentBlock.ns10022.oracleGeneral.zst Cacheus cache size     1203, 2628310 req, miss ratio 0.2220, byte miss ratio 0.2220
result/tencentBlock.ns10022.oracleGeneral.zst Cacheus cache size     3609, 2628310 req, miss ratio 0.2116, byte miss ratio 0.2116
result/tencentBlock.ns10022.oracleGeneral.zst Cacheus cache size    12033, 2628310 req, miss ratio 0.2036, byte miss ratio 0.2036
result/tencentBlock.ns10022.oracleGeneral.zst Cacheus cache size    24066, 2628310 req, miss ratio 0.1636, byte miss ratio 0.1636
result/tencentBlock.ns10022.oracleGeneral.zst Cacheus cache size    48132, 2628310 req, miss ratio 0.0989, byte miss ratio 0.0989
result/tencentBlock.ns10022.oracleGeneral.zst Cacheus cache size    96265, 2628310 req, miss ratio 0.0499, byte miss ratio 0.0499
