result/tencentBlock.ns23340.oracleGeneral.zst LeCaR cache size      535, 4804901 req, miss ratio 0.5171, byte miss ratio 0.5171
result/tencentBlock.ns23340.oracleGeneral.zst LeCaR cache size     1606, 4804901 req, miss ratio 0.3957, byte miss ratio 0.3957
result/tencentBlock.ns23340.oracleGeneral.zst LeCaR cache size     5354, 4804901 req, miss ratio 0.2990, byte miss ratio 0.2990
result/tencentBlock.ns23340.oracleGeneral.zst LeCaR cache size    16063, 4804901 req, miss ratio 0.2698, byte miss ratio 0.2698
result/tencentBlock.ns23340.oracleGeneral.zst LeCaR cache size    53545, 4804901 req, miss ratio 0.2041, byte miss ratio 0.2041
result/tencentBlock.ns23340.oracleGeneral.zst LeCaR cache size   107091, 4804901 req, miss ratio 0.1550, byte miss ratio 0.1550
result/tencentBlock.ns23340.oracleGeneral.zst LeCaR cache size   214182, 4804901 req, miss ratio 0.1210, byte miss ratio 0.1210
result/tencentBlock.ns23340.oracleGeneral.zst LeCaR cache size   428364, 4804901 req, miss ratio 0.1125, byte miss ratio 0.1125
result/tencentBlock.ns23340.oracleGeneral.zst ARC cache size      535, 4804901 req, miss ratio 0.5093, byte miss ratio 0.5093
result/tencentBlock.ns23340.oracleGeneral.zst ARC cache size     1606, 4804901 req, miss ratio 0.3537, byte miss ratio 0.3537
result/tencentBlock.ns23340.oracleGeneral.zst ARC cache size     5354, 4804901 req, miss ratio 0.2970, byte miss ratio 0.2970
result/tencentBlock.ns23340.oracleGeneral.zst ARC cache size    16063, 4804901 req, miss ratio 0.2619, byte miss ratio 0.2619
result/tencentBlock.ns23340.oracleGeneral.zst ARC cache size    53545, 4804901 req, miss ratio 0.2056, byte miss ratio 0.2056
result/tencentBlock.ns23340.oracleGeneral.zst ARC cache size   107091, 4804901 req, miss ratio 0.1623, byte miss ratio 0.1623
result/tencentBlock.ns23340.oracleGeneral.zst ARC cache size   214182, 4804901 req, miss ratio 0.1209, byte miss ratio 0.1209
result/tencentBlock.ns23340.oracleGeneral.zst ARC cache size   428364, 4804901 req, miss ratio 0.1127, byte miss ratio 0.1127
result/tencentBlock.ns23340.oracleGeneral.zst LHD cache size      535, 4804901 req, miss ratio 0.5199, byte miss ratio 0.5199
result/tencentBlock.ns23340.oracleGeneral.zst LHD cache size     1606, 4804901 req, miss ratio 0.3736, byte miss ratio 0.3736
result/tencentBlock.ns23340.oracleGeneral.zst LHD cache size     5354, 4804901 req, miss ratio 0.2970, byte miss ratio 0.2970
result/tencentBlock.ns23340.oracleGeneral.zst LHD cache size    16063, 4804901 req, miss ratio 0.2587, byte miss ratio 0.2587
result/tencentBlock.ns23340.oracleGeneral.zst LHD cache size    53545, 4804901 req, miss ratio 0.1967, byte miss ratio 0.1967
result/tencentBlock.ns23340.oracleGeneral.zst LHD cache size   107091, 4804901 req, miss ratio 0.1443, byte miss ratio 0.1443
result/tencentBlock.ns23340.oracleGeneral.zst LHD cache size   214182, 4804901 req, miss ratio 0.1225, byte miss ratio 0.1225
result/tencentBlock.ns23340.oracleGeneral.zst LHD cache size   428364, 4804901 req, miss ratio 0.1124, byte miss ratio 0.1124
result/tencentBlock.ns23340.oracleGeneral.zst clock2 cache size      535, 4804901 req, miss ratio 0.5232, byte miss ratio 0.5232
result/tencentBlock.ns23340.oracleGeneral.zst clock2 cache size     1606, 4804901 req, miss ratio 0.4089, byte miss ratio 0.4089
result/tencentBlock.ns23340.oracleGeneral.zst clock2 cache size     5354, 4804901 req, miss ratio 0.2999, byte miss ratio 0.2999
result/tencentBlock.ns23340.oracleGeneral.zst clock2 cache size    16063, 4804901 req, miss ratio 0.2779, byte miss ratio 0.2779
result/tencentBlock.ns23340.oracleGeneral.zst clock2 cache size    53545, 4804901 req, miss ratio 0.2187, byte miss ratio 0.2187
result/tencentBlock.ns23340.oracleGeneral.zst clock2 cache size   107091, 4804901 req, miss ratio 0.1823, byte miss ratio 0.1823
result/tencentBlock.ns23340.oracleGeneral.zst clock2 cache size   214182, 4804901 req, miss ratio 0.1302, byte miss ratio 0.1302
result/tencentBlock.ns23340.oracleGeneral.zst clock2 cache size   428364, 4804901 req, miss ratio 0.1124, byte miss ratio 0.1124
result/tencentBlock.ns23340.oracleGeneral.zst Cacheus cache size      535, 4804901 req, miss ratio 0.5051, byte miss ratio 0.5051
result/tencentBlock.ns23340.oracleGeneral.zst Cacheus cache size     1606, 4804901 req, miss ratio 0.3836, byte miss ratio 0.3836
result/tencentBlock.ns23340.oracleGeneral.zst Cacheus cache size     5354, 4804901 req, miss ratio 0.2967, byte miss ratio 0.2967
result/tencentBlock.ns23340.oracleGeneral.zst Cacheus cache size    16063, 4804901 req, miss ratio 0.2609, byte miss ratio 0.2609
