result/tencentBlock.ns22017.oracleGeneral.zst LHD cache size      359, 3033623 req, miss ratio 0.5118, byte miss ratio 0.5118
result/tencentBlock.ns22017.oracleGeneral.zst LHD cache size     1078, 3033623 req, miss ratio 0.4381, byte miss ratio 0.4381
result/tencentBlock.ns22017.oracleGeneral.zst LHD cache size     3595, 3033623 req, miss ratio 0.3318, byte miss ratio 0.3318
result/tencentBlock.ns22017.oracleGeneral.zst LHD cache size    10786, 3033623 req, miss ratio 0.3020, byte miss ratio 0.3020
result/tencentBlock.ns22017.oracleGeneral.zst LHD cache size    35954, 3033623 req, miss ratio 0.2483, byte miss ratio 0.2483
result/tencentBlock.ns22017.oracleGeneral.zst LHD cache size    71908, 3033623 req, miss ratio 0.1944, byte miss ratio 0.1944
result/tencentBlock.ns22017.oracleGeneral.zst LHD cache size   143817, 3033623 req, miss ratio 0.1387, byte miss ratio 0.1387
result/tencentBlock.ns22017.oracleGeneral.zst LHD cache size   287635, 3033623 req, miss ratio 0.1199, byte miss ratio 0.1199
result/tencentBlock.ns22017.oracleGeneral.zst FIFO cache size      359, 3033623 req, miss ratio 0.5957, byte miss ratio 0.5957
result/tencentBlock.ns22017.oracleGeneral.zst FIFO cache size     1078, 3033623 req, miss ratio 0.4811, byte miss ratio 0.4811
result/tencentBlock.ns22017.oracleGeneral.zst FIFO cache size     3595, 3033623 req, miss ratio 0.3869, byte miss ratio 0.3869
result/tencentBlock.ns22017.oracleGeneral.zst FIFO cache size    10786, 3033623 req, miss ratio 0.3331, byte miss ratio 0.3331
result/tencentBlock.ns22017.oracleGeneral.zst FIFO cache size    35954, 3033623 req, miss ratio 0.2677, byte miss ratio 0.2677
result/tencentBlock.ns22017.oracleGeneral.zst FIFO cache size    71908, 3033623 req, miss ratio 0.2119, byte miss ratio 0.2119
result/tencentBlock.ns22017.oracleGeneral.zst FIFO cache size   143817, 3033623 req, miss ratio 0.1592, byte miss ratio 0.1592
result/tencentBlock.ns22017.oracleGeneral.zst FIFO cache size   287635, 3033623 req, miss ratio 0.1342, byte miss ratio 0.1342
result/tencentBlock.ns22017.oracleGeneral.zst LeCaR cache size      359, 3033623 req, miss ratio 0.5095, byte miss ratio 0.5095
result/tencentBlock.ns22017.oracleGeneral.zst LeCaR cache size     1078, 3033623 req, miss ratio 0.4433, byte miss ratio 0.4433
result/tencentBlock.ns22017.oracleGeneral.zst LeCaR cache size     3595, 3033623 req, miss ratio 0.3307, byte miss ratio 0.3307
result/tencentBlock.ns22017.oracleGeneral.zst LeCaR cache size    10786, 3033623 req, miss ratio 0.3072, byte miss ratio 0.3072
result/tencentBlock.ns22017.oracleGeneral.zst LeCaR cache size    35954, 3033623 req, miss ratio 0.2519, byte miss ratio 0.2519
result/tencentBlock.ns22017.oracleGeneral.zst LeCaR cache size    71908, 3033623 req, miss ratio 0.1954, byte miss ratio 0.1954
result/tencentBlock.ns22017.oracleGeneral.zst LeCaR cache size   143817, 3033623 req, miss ratio 0.1418, byte miss ratio 0.1418
result/tencentBlock.ns22017.oracleGeneral.zst LeCaR cache size   287635, 3033623 req, miss ratio 0.1192, byte miss ratio 0.1192
result/tencentBlock.ns22017.oracleGeneral.zst LRU cache size      359, 3033623 req, miss ratio 0.5156, byte miss ratio 0.5156
result/tencentBlock.ns22017.oracleGeneral.zst LRU cache size     1078, 3033623 req, miss ratio 0.4442, byte miss ratio 0.4442
result/tencentBlock.ns22017.oracleGeneral.zst LRU cache size     3595, 3033623 req, miss ratio 0.3483, byte miss ratio 0.3483
result/tencentBlock.ns22017.oracleGeneral.zst LRU cache size    10786, 3033623 req, miss ratio 0.3088, byte miss ratio 0.3088
result/tencentBlock.ns22017.oracleGeneral.zst LRU cache size    35954, 3033623 req, miss ratio 0.2527, byte miss ratio 0.2527
result/tencentBlock.ns22017.oracleGeneral.zst LRU cache size    71908, 3033623 req, miss ratio 0.1970, byte miss ratio 0.1970
result/tencentBlock.ns22017.oracleGeneral.zst LRU cache size   143817, 3033623 req, miss ratio 0.1407, byte miss ratio 0.1407
result/tencentBlock.ns22017.oracleGeneral.zst LRU cache size   287635, 3033623 req, miss ratio 0.1191, byte miss ratio 0.1191
result/tencentBlock.ns22017.oracleGeneral.zst clock2 cache size      359, 3033623 req, miss ratio 0.5137, byte miss ratio 0.5137
result/tencentBlock.ns22017.oracleGeneral.zst clock2 cache size     1078, 3033623 req, miss ratio 0.4497, byte miss ratio 0.4497
result/tencentBlock.ns22017.oracleGeneral.zst clock2 cache size     3595, 3033623 req, miss ratio 0.3351, byte miss ratio 0.3351
result/tencentBlock.ns22017.oracleGeneral.zst clock2 cache size    10786, 3033623 req, miss ratio 0.3099, byte miss ratio 0.3099
result/tencentBlock.ns22017.oracleGeneral.zst clock2 cache size    35954, 3033623 req, miss ratio 0.2611, byte miss ratio 0.2611
result/tencentBlock.ns22017.oracleGeneral.zst clock2 cache size    71908, 3033623 req, miss ratio 0.2289, byte miss ratio 0.2289
result/tencentBlock.ns22017.oracleGeneral.zst clock2 cache size   143817, 3033623 req, miss ratio 0.1578, byte miss ratio 0.1578
result/tencentBlock.ns22017.oracleGeneral.zst clock2 cache size   287635, 3033623 req, miss ratio 0.1195, byte miss ratio 0.1195
result/tencentBlock.ns22017.oracleGeneral.zst Cacheus cache size      359, 3033623 req, miss ratio 0.5008, byte miss ratio 0.5008
result/tencentBlock.ns22017.oracleGeneral.zst Cacheus cache size     1078, 3033623 req, miss ratio 0.4318, byte miss ratio 0.4318
result/tencentBlock.ns22017.oracleGeneral.zst Cacheus cache size     3595, 3033623 req, miss ratio 0.3252, byte miss ratio 0.3252
result/tencentBlock.ns22017.oracleGeneral.zst Cacheus cache size    10786, 3033623 req, miss ratio 0.3047, byte miss ratio 0.3047
result/tencentBlock.ns22017.oracleGeneral.zst Cacheus cache size    35954, 3033623 req, miss ratio 0.2511, byte miss ratio 0.2511
result/tencentBlock.ns22017.oracleGeneral.zst Cacheus cache size    71908, 3033623 req, miss ratio 0.2230, byte miss ratio 0.2230
result/tencentBlock.ns22017.oracleGeneral.zst Cacheus cache size   143817, 3033623 req, miss ratio 0.1380, byte miss ratio 0.1380
result/tencentBlock.ns22017.oracleGeneral.zst Cacheus cache size   287635, 3033623 req, miss ratio 0.1193, byte miss ratio 0.1193
