result/tencentBlock.ns6598.oracleGeneral.zst LeCaR cache size      276, 3291933 req, miss ratio 0.5475, byte miss ratio 0.5475
result/tencentBlock.ns6598.oracleGeneral.zst LeCaR cache size      830, 3291933 req, miss ratio 0.4608, byte miss ratio 0.4608
result/tencentBlock.ns6598.oracleGeneral.zst LeCaR cache size     2767, 3291933 req, miss ratio 0.2906, byte miss ratio 0.2906
result/tencentBlock.ns6598.oracleGeneral.zst LeCaR cache size     8301, 3291933 req, miss ratio 0.2728, byte miss ratio 0.2728
result/tencentBlock.ns6598.oracleGeneral.zst LeCaR cache size    27672, 3291933 req, miss ratio 0.2222, byte miss ratio 0.2222
result/tencentBlock.ns6598.oracleGeneral.zst LeCaR cache size    55345, 3291933 req, miss ratio 0.1838, byte miss ratio 0.1838
result/tencentBlock.ns6598.oracleGeneral.zst LeCaR cache size   110691, 3291933 req, miss ratio 0.0991, byte miss ratio 0.0991
result/tencentBlock.ns6598.oracleGeneral.zst LeCaR cache size   221382, 3291933 req, miss ratio 0.0844, byte miss ratio 0.0844
result/tencentBlock.ns6598.oracleGeneral.zst LHD cache size      276, 3291933 req, miss ratio 0.5425, byte miss ratio 0.5425
result/tencentBlock.ns6598.oracleGeneral.zst LHD cache size      830, 3291933 req, miss ratio 0.4485, byte miss ratio 0.4485
result/tencentBlock.ns6598.oracleGeneral.zst LHD cache size     2767, 3291933 req, miss ratio 0.2950, byte miss ratio 0.2950
result/tencentBlock.ns6598.oracleGeneral.zst LHD cache size     8301, 3291933 req, miss ratio 0.2696, byte miss ratio 0.2696
result/tencentBlock.ns6598.oracleGeneral.zst LHD cache size    27672, 3291933 req, miss ratio 0.2227, byte miss ratio 0.2227
result/tencentBlock.ns6598.oracleGeneral.zst LHD cache size    55345, 3291933 req, miss ratio 0.1714, byte miss ratio 0.1714
result/tencentBlock.ns6598.oracleGeneral.zst LHD cache size   110691, 3291933 req, miss ratio 0.0994, byte miss ratio 0.0994
result/tencentBlock.ns6598.oracleGeneral.zst LHD cache size   221382, 3291933 req, miss ratio 0.0848, byte miss ratio 0.0848
result/tencentBlock.ns6598.oracleGeneral.zst LIRS cache size      276, 3291933 req, miss ratio 0.5339, byte miss ratio 0.5339
result/tencentBlock.ns6598.oracleGeneral.zst LIRS cache size      830, 3291933 req, miss ratio 0.4013, byte miss ratio 0.4013
result/tencentBlock.ns6598.oracleGeneral.zst LIRS cache size     2767, 3291933 req, miss ratio 0.2975, byte miss ratio 0.2975
result/tencentBlock.ns6598.oracleGeneral.zst LIRS cache size     8301, 3291933 req, miss ratio 0.2688, byte miss ratio 0.2688
result/tencentBlock.ns6598.oracleGeneral.zst LIRS cache size    27672, 3291933 req, miss ratio 0.2246, byte miss ratio 0.2246
result/tencentBlock.ns6598.oracleGeneral.zst LIRS cache size    55345, 3291933 req, miss ratio 0.1788, byte miss ratio 0.1788
result/tencentBlock.ns6598.oracleGeneral.zst LIRS cache size   110691, 3291933 req, miss ratio 0.1150, byte miss ratio 0.1150
result/tencentBlock.ns6598.oracleGeneral.zst LIRS cache size   221382, 3291933 req, miss ratio 0.0887, byte miss ratio 0.0887
result/tencentBlock.ns6598.oracleGeneral.zst FIFO cache size      276, 3291933 req, miss ratio 0.6849, byte miss ratio 0.6849
result/tencentBlock.ns6598.oracleGeneral.zst FIFO cache size      830, 3291933 req, miss ratio 0.5141, byte miss ratio 0.5141
result/tencentBlock.ns6598.oracleGeneral.zst FIFO cache size     2767, 3291933 req, miss ratio 0.3768, byte miss ratio 0.3768
result/tencentBlock.ns6598.oracleGeneral.zst FIFO cache size     8301, 3291933 req, miss ratio 0.3041, byte miss ratio 0.3041
result/tencentBlock.ns6598.oracleGeneral.zst FIFO cache size    27672, 3291933 req, miss ratio 0.2373, byte miss ratio 0.2373
result/tencentBlock.ns6598.oracleGeneral.zst FIFO cache size    55345, 3291933 req, miss ratio 0.1920, byte miss ratio 0.1920
result/tencentBlock.ns6598.oracleGeneral.zst FIFO cache size   110691, 3291933 req, miss ratio 0.1205, byte miss ratio 0.1205
result/tencentBlock.ns6598.oracleGeneral.zst FIFO cache size   221382, 3291933 req, miss ratio 0.0957, byte miss ratio 0.0957
result/tencentBlock.ns6598.oracleGeneral.zst LRU cache size      276, 3291933 req, miss ratio 0.5620, byte miss ratio 0.5620
result/tencentBlock.ns6598.oracleGeneral.zst LRU cache size      830, 3291933 req, miss ratio 0.4617, byte miss ratio 0.4617
result/tencentBlock.ns6598.oracleGeneral.zst LRU cache size     2767, 3291933 req, miss ratio 0.3237, byte miss ratio 0.3237
result/tencentBlock.ns6598.oracleGeneral.zst LRU cache size     8301, 3291933 req, miss ratio 0.2728, byte miss ratio 0.2728
result/tencentBlock.ns6598.oracleGeneral.zst LRU cache size    27672, 3291933 req, miss ratio 0.2230, byte miss ratio 0.2230
result/tencentBlock.ns6598.oracleGeneral.zst LRU cache size    55345, 3291933 req, miss ratio 0.1878, byte miss ratio 0.1878
result/tencentBlock.ns6598.oracleGeneral.zst LRU cache size   110691, 3291933 req, miss ratio 0.0991, byte miss ratio 0.0991
result/tencentBlock.ns6598.oracleGeneral.zst LRU cache size   221382, 3291933 req, miss ratio 0.0844, byte miss ratio 0.0844
result/tencentBlock.ns6598.oracleGeneral.zst Cacheus cache size      276, 3291933 req, miss ratio 0.5335, byte miss ratio 0.5335
result/tencentBlock.ns6598.oracleGeneral.zst Cacheus cache size      830, 3291933 req, miss ratio 0.4256, byte miss ratio 0.4256
result/tencentBlock.ns6598.oracleGeneral.zst Cacheus cache size     2767, 3291933 req, miss ratio 0.2872, byte miss ratio 0.2872
result/tencentBlock.ns6598.oracleGeneral.zst Cacheus cache size     8301, 3291933 req, miss ratio 0.2679, byte miss ratio 0.2679
result/tencentBlock.ns6598.oracleGeneral.zst Cacheus cache size    27672, 3291933 req, miss ratio 0.2252, byte miss ratio 0.2252
result/tencentBlock.ns6598.oracleGeneral.zst Cacheus cache size    55345, 3291933 req, miss ratio 0.1872, byte miss ratio 0.1872
result/tencentBlock.ns6598.oracleGeneral.zst Cacheus cache size   110691, 3291933 req, miss ratio 0.1002, byte miss ratio 0.1002
result/tencentBlock.ns6598.oracleGeneral.zst Cacheus cache size   221382, 3291933 req, miss ratio 0.0847, byte miss ratio 0.0847
result/tencentBlock.ns6598.oracleGeneral.zst ARC cache size      276, 3291933 req, miss ratio 0.5311, byte miss ratio 0.5311
