result/tencentBlock.ns20562.oracleGeneral.zst S3FIFO-1 cache size      242, 1498452 req, miss ratio 0.5143, byte miss ratio 0.5143
result/tencentBlock.ns20562.oracleGeneral.zst S3FIFO-1 cache size      726, 1498452 req, miss ratio 0.4789, byte miss ratio 0.4789
result/tencentBlock.ns20562.oracleGeneral.zst S3FIFO-1 cache size     2422, 1498452 req, miss ratio 0.4510, byte miss ratio 0.4510
result/tencentBlock.ns20562.oracleGeneral.zst S3FIFO-1 cache size     7266, 1498452 req, miss ratio 0.4398, byte miss ratio 0.4398
result/tencentBlock.ns20562.oracleGeneral.zst S3FIFO-1 cache size    24223, 1498452 req, miss ratio 0.3767, byte miss ratio 0.3767
result/tencentBlock.ns20562.oracleGeneral.zst S3FIFO-1 cache size    48446, 1498452 req, miss ratio 0.3011, byte miss ratio 0.3011
result/tencentBlock.ns20562.oracleGeneral.zst S3FIFO-1 cache size    96892, 1498452 req, miss ratio 0.1831, byte miss ratio 0.1831
result/tencentBlock.ns20562.oracleGeneral.zst S3FIFO-1 cache size   193784, 1498452 req, miss ratio 0.1624, byte miss ratio 0.1624
result/tencentBlock.ns20562.oracleGeneral.zst LeCaR cache size      242, 1498452 req, miss ratio 0.5227, byte miss ratio 0.5227
result/tencentBlock.ns20562.oracleGeneral.zst LeCaR cache size      726, 1498452 req, miss ratio 0.4958, byte miss ratio 0.4958
result/tencentBlock.ns20562.oracleGeneral.zst LeCaR cache size     2422, 1498452 req, miss ratio 0.4658, byte miss ratio 0.4658
result/tencentBlock.ns20562.oracleGeneral.zst LeCaR cache size     7266, 1498452 req, miss ratio 0.4421, byte miss ratio 0.4421
result/tencentBlock.ns20562.oracleGeneral.zst LeCaR cache size    24223, 1498452 req, miss ratio 0.3900, byte miss ratio 0.3900
result/tencentBlock.ns20562.oracleGeneral.zst LeCaR cache size    48446, 1498452 req, miss ratio 0.3201, byte miss ratio 0.3201
result/tencentBlock.ns20562.oracleGeneral.zst LeCaR cache size    96892, 1498452 req, miss ratio 0.1820, byte miss ratio 0.1820
result/tencentBlock.ns20562.oracleGeneral.zst LeCaR cache size   193784, 1498452 req, miss ratio 0.1621, byte miss ratio 0.1621
result/tencentBlock.ns20562.oracleGeneral.zst LHD cache size      242, 1498452 req, miss ratio 0.5209, byte miss ratio 0.5209
result/tencentBlock.ns20562.oracleGeneral.zst LHD cache size      726, 1498452 req, miss ratio 0.4964, byte miss ratio 0.4964
result/tencentBlock.ns20562.oracleGeneral.zst LHD cache size     2422, 1498452 req, miss ratio 0.4644, byte miss ratio 0.4644
result/tencentBlock.ns20562.oracleGeneral.zst LHD cache size     7266, 1498452 req, miss ratio 0.4410, byte miss ratio 0.4410
result/tencentBlock.ns20562.oracleGeneral.zst LHD cache size    24223, 1498452 req, miss ratio 0.3801, byte miss ratio 0.3801
result/tencentBlock.ns20562.oracleGeneral.zst LHD cache size    48446, 1498452 req, miss ratio 0.3050, byte miss ratio 0.3050
result/tencentBlock.ns20562.oracleGeneral.zst LHD cache size    96892, 1498452 req, miss ratio 0.1839, byte miss ratio 0.1839
result/tencentBlock.ns20562.oracleGeneral.zst LHD cache size   193784, 1498452 req, miss ratio 0.1626, byte miss ratio 0.1626
result/tencentBlock.ns20562.oracleGeneral.zst Cacheus cache size      242, 1498452 req, miss ratio 0.5149, byte miss ratio 0.5149
result/tencentBlock.ns20562.oracleGeneral.zst Cacheus cache size      726, 1498452 req, miss ratio 0.4886, byte miss ratio 0.4886
result/tencentBlock.ns20562.oracleGeneral.zst Cacheus cache size     2422, 1498452 req, miss ratio 0.4594, byte miss ratio 0.4594
result/tencentBlock.ns20562.oracleGeneral.zst Cacheus cache size     7266, 1498452 req, miss ratio 0.4381, byte miss ratio 0.4381
result/tencentBlock.ns20562.oracleGeneral.zst Cacheus cache size    24223, 1498452 req, miss ratio 0.3855, byte miss ratio 0.3855
result/tencentBlock.ns20562.oracleGeneral.zst Cacheus cache size    48446, 1498452 req, miss ratio 0.3115, byte miss ratio 0.3115
result/tencentBlock.ns20562.oracleGeneral.zst Cacheus cache size    96892, 1498452 req, miss ratio 0.1911, byte miss ratio 0.1911
result/tencentBlock.ns20562.oracleGeneral.zst Cacheus cache size   193784, 1498452 req, miss ratio 0.1629, byte miss ratio 0.1629
result/tencentBlock.ns20562.oracleGeneral.zst clock2 cache size      242, 1498452 req, miss ratio 0.5215, byte miss ratio 0.5215
result/tencentBlock.ns20562.oracleGeneral.zst clock2 cache size      726, 1498452 req, miss ratio 0.4995, byte miss ratio 0.4995
result/tencentBlock.ns20562.oracleGeneral.zst clock2 cache size     2422, 1498452 req, miss ratio 0.4679, byte miss ratio 0.4679
result/tencentBlock.ns20562.oracleGeneral.zst clock2 cache size     7266, 1498452 req, miss ratio 0.4417, byte miss ratio 0.4417
result/tencentBlock.ns20562.oracleGeneral.zst clock2 cache size    24223, 1498452 req, miss ratio 0.4026, byte miss ratio 0.4026
result/tencentBlock.ns20562.oracleGeneral.zst clock2 cache size    48446, 1498452 req, miss ratio 0.3477, byte miss ratio 0.3477
result/tencentBlock.ns20562.oracleGeneral.zst clock2 cache size    96892, 1498452 req, miss ratio 0.2124, byte miss ratio 0.2124
result/tencentBlock.ns20562.oracleGeneral.zst clock2 cache size   193784, 1498452 req, miss ratio 0.1624, byte miss ratio 0.1624
result/tencentBlock.ns20562.oracleGeneral.zst FIFO cache size      242, 1498452 req, miss ratio 0.5543, byte miss ratio 0.5543
result/tencentBlock.ns20562.oracleGeneral.zst FIFO cache size      726, 1498452 req, miss ratio 0.5132, byte miss ratio 0.5132
result/tencentBlock.ns20562.oracleGeneral.zst FIFO cache size     2422, 1498452 req, miss ratio 0.4800, byte miss ratio 0.4800
result/tencentBlock.ns20562.oracleGeneral.zst FIFO cache size     7266, 1498452 req, miss ratio 0.4542, byte miss ratio 0.4542
result/tencentBlock.ns20562.oracleGeneral.zst FIFO cache size    24223, 1498452 req, miss ratio 0.3992, byte miss ratio 0.3992
result/tencentBlock.ns20562.oracleGeneral.zst FIFO cache size    48446, 1498452 req, miss ratio 0.3344, byte miss ratio 0.3344
result/tencentBlock.ns20562.oracleGeneral.zst FIFO cache size    96892, 1498452 req, miss ratio 0.2334, byte miss ratio 0.2334
result/tencentBlock.ns20562.oracleGeneral.zst FIFO cache size   193784, 1498452 req, miss ratio 0.1864, byte miss ratio 0.1864
result/tencentBlock.ns20562.oracleGeneral.zst LRU cache size      242, 1498452 req, miss ratio 0.5259, byte miss ratio 0.5259
result/tencentBlock.ns20562.oracleGeneral.zst LRU cache size      726, 1498452 req, miss ratio 0.4981, byte miss ratio 0.4981
result/tencentBlock.ns20562.oracleGeneral.zst LRU cache size     2422, 1498452 req, miss ratio 0.4693, byte miss ratio 0.4693
result/tencentBlock.ns20562.oracleGeneral.zst LRU cache size     7266, 1498452 req, miss ratio 0.4445, byte miss ratio 0.4445
result/tencentBlock.ns20562.oracleGeneral.zst LRU cache size    24223, 1498452 req, miss ratio 0.3916, byte miss ratio 0.3916
result/tencentBlock.ns20562.oracleGeneral.zst LRU cache size    48446, 1498452 req, miss ratio 0.3216, byte miss ratio 0.3216
result/tencentBlock.ns20562.oracleGeneral.zst LRU cache size    96892, 1498452 req, miss ratio 0.1860, byte miss ratio 0.1860
result/tencentBlock.ns20562.oracleGeneral.zst LRU cache size   193784, 1498452 req, miss ratio 0.1621, byte miss ratio 0.1621
result/tencentBlock.ns20562.oracleGeneral.zst ARC cache size      242, 1498452 req, miss ratio 0.5148, byte miss ratio 0.5148
result/tencentBlock.ns20562.oracleGeneral.zst ARC cache size      726, 1498452 req, miss ratio 0.4861, byte miss ratio 0.4861
result/tencentBlock.ns20562.oracleGeneral.zst ARC cache size     2422, 1498452 req, miss ratio 0.4568, byte miss ratio 0.4568
result/tencentBlock.ns20562.oracleGeneral.zst ARC cache size     7266, 1498452 req, miss ratio 0.4396, byte miss ratio 0.4396
result/tencentBlock.ns20562.oracleGeneral.zst ARC cache size    24223, 1498452 req, miss ratio 0.3783, byte miss ratio 0.3783
result/tencentBlock.ns20562.oracleGeneral.zst ARC cache size    48446, 1498452 req, miss ratio 0.2973, byte miss ratio 0.2973
result/tencentBlock.ns20562.oracleGeneral.zst ARC cache size    96892, 1498452 req, miss ratio 0.1806, byte miss ratio 0.1806
result/tencentBlock.ns20562.oracleGeneral.zst ARC cache size   193784, 1498452 req, miss ratio 0.1624, byte miss ratio 0.1624
result/tencentBlock.ns20562.oracleGeneral.zst LIRS cache size      242, 1498452 req, miss ratio 0.5872, byte miss ratio 0.5872
result/tencentBlock.ns20562.oracleGeneral.zst LIRS cache size      726, 1498452 req, miss ratio 0.4996, byte miss ratio 0.4996
result/tencentBlock.ns20562.oracleGeneral.zst LIRS cache size     2422, 1498452 req, miss ratio 0.4605, byte miss ratio 0.4605
result/tencentBlock.ns20562.oracleGeneral.zst LIRS cache size     7266, 1498452 req, miss ratio 0.4429, byte miss ratio 0.4429
result/tencentBlock.ns20562.oracleGeneral.zst LIRS cache size    24223, 1498452 req, miss ratio 0.3755, byte miss ratio 0.3755
result/tencentBlock.ns20562.oracleGeneral.zst LIRS cache size    48446, 1498452 req, miss ratio 0.2812, byte miss ratio 0.2812
result/tencentBlock.ns20562.oracleGeneral.zst LIRS cache size    96892, 1498452 req, miss ratio 0.1834, byte miss ratio 0.1834
result/tencentBlock.ns20562.oracleGeneral.zst LIRS cache size   193784, 1498452 req, miss ratio 0.1623, byte miss ratio 0.1623
result/tencentBlock.ns20562.oracleGeneral.zst Clock cache size      242, 1498452 req, miss ratio 0.5241, byte miss ratio 0.5241
result/tencentBlock.ns20562.oracleGeneral.zst Clock cache size      726, 1498452 req, miss ratio 0.4980, byte miss ratio 0.4980
result/tencentBlock.ns20562.oracleGeneral.zst Clock cache size     2422, 1498452 req, miss ratio 0.4685, byte miss ratio 0.4685
result/tencentBlock.ns20562.oracleGeneral.zst Clock cache size     7266, 1498452 req, miss ratio 0.4438, byte miss ratio 0.4438
result/tencentBlock.ns20562.oracleGeneral.zst Clock cache size    24223, 1498452 req, miss ratio 0.3967, byte miss ratio 0.3967
result/tencentBlock.ns20562.oracleGeneral.zst Clock cache size    48446, 1498452 req, miss ratio 0.3315, byte miss ratio 0.3315
result/tencentBlock.ns20562.oracleGeneral.zst Clock cache size    96892, 1498452 req, miss ratio 0.1984, byte miss ratio 0.1984
result/tencentBlock.ns20562.oracleGeneral.zst Clock cache size   193784, 1498452 req, miss ratio 0.1624, byte miss ratio 0.1624
result/tencentBlock.ns20562.oracleGeneral.zst S3FIFO-d-1 cache size      242, 1498452 req, miss ratio 0.5122, byte miss ratio 0.5122
result/tencentBlock.ns20562.oracleGeneral.zst S3FIFO-d-1 cache size      726, 1498452 req, miss ratio 0.4793, byte miss ratio 0.4793
result/tencentBlock.ns20562.oracleGeneral.zst S3FIFO-d-1 cache size     2422, 1498452 req, miss ratio 0.4511, byte miss ratio 0.4511
result/tencentBlock.ns20562.oracleGeneral.zst S3FIFO-d-1 cache size     7266, 1498452 req, miss ratio 0.4398, byte miss ratio 0.4398
result/tencentBlock.ns20562.oracleGeneral.zst S3FIFO-d-1 cache size    24223, 1498452 req, miss ratio 0.3758, byte miss ratio 0.3758
result/tencentBlock.ns20562.oracleGeneral.zst S3FIFO-d-1 cache size    48446, 1498452 req, miss ratio 0.3004, byte miss ratio 0.3004
result/tencentBlock.ns20562.oracleGeneral.zst S3FIFO-d-1 cache size    96892, 1498452 req, miss ratio 0.1829, byte miss ratio 0.1829
result/tencentBlock.ns20562.oracleGeneral.zst S3FIFO-d-1 cache size   193784, 1498452 req, miss ratio 0.1624, byte miss ratio 0.1624
result/tencentBlock.ns20562.oracleGeneral.zst LRB cache size      242, 1498452 req, miss ratio 0.5593, byte miss ratio 0.5593
result/tencentBlock.ns20562.oracleGeneral.zst LRB cache size      726, 1498452 req, miss ratio 0.4865, byte miss ratio 0.4865
result/tencentBlock.ns20562.oracleGeneral.zst LRB cache size     2422, 1498452 req, miss ratio 0.4500, byte miss ratio 0.4500
result/tencentBlock.ns20562.oracleGeneral.zst LRB cache size     7266, 1498452 req, miss ratio 0.4174, byte miss ratio 0.4174
result/tencentBlock.ns20562.oracleGeneral.zst LRB cache size    24223, 1498452 req, miss ratio 0.3354, byte miss ratio 0.3354
result/tencentBlock.ns20562.oracleGeneral.zst LRB cache size    48446, 1498452 req, miss ratio 0.2493, byte miss ratio 0.2493
result/tencentBlock.ns20562.oracleGeneral.zst LRB cache size    96892, 1498452 req, miss ratio 0.1796, byte miss ratio 0.1796
result/tencentBlock.ns20562.oracleGeneral.zst LRB cache size   193784, 1498452 req, miss ratio 0.1621, byte miss ratio 0.1621
result/tencentBlock.ns20562.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      242, 1498452 req, miss ratio 0.5262, byte miss ratio 0.5262
result/tencentBlock.ns20562.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      726, 1498452 req, miss ratio 0.5019, byte miss ratio 0.5019
