result/tencentBlock.ns20481.oracleGeneral.zst LHD cache size      200, 2113608 req, miss ratio 0.4953, byte miss ratio 0.4953
result/tencentBlock.ns20481.oracleGeneral.zst LHD cache size      601, 2113608 req, miss ratio 0.4769, byte miss ratio 0.4769
result/tencentBlock.ns20481.oracleGeneral.zst LHD cache size     2005, 2113608 req, miss ratio 0.4566, byte miss ratio 0.4566
result/tencentBlock.ns20481.oracleGeneral.zst LHD cache size     6016, 2113608 req, miss ratio 0.4412, byte miss ratio 0.4412
result/tencentBlock.ns20481.oracleGeneral.zst LHD cache size    20053, 2113608 req, miss ratio 0.3130, byte miss ratio 0.3130
result/tencentBlock.ns20481.oracleGeneral.zst LHD cache size    40107, 2113608 req, miss ratio 0.1555, byte miss ratio 0.1555
result/tencentBlock.ns20481.oracleGeneral.zst LHD cache size    80215, 2113608 req, miss ratio 0.1038, byte miss ratio 0.1038
result/tencentBlock.ns20481.oracleGeneral.zst LHD cache size   160430, 2113608 req, miss ratio 0.0953, byte miss ratio 0.0953
result/tencentBlock.ns20481.oracleGeneral.zst LRU cache size      200, 2113608 req, miss ratio 0.5087, byte miss ratio 0.5087
result/tencentBlock.ns20481.oracleGeneral.zst LRU cache size      601, 2113608 req, miss ratio 0.4797, byte miss ratio 0.4797
result/tencentBlock.ns20481.oracleGeneral.zst LRU cache size     2005, 2113608 req, miss ratio 0.4594, byte miss ratio 0.4594
result/tencentBlock.ns20481.oracleGeneral.zst LRU cache size     6016, 2113608 req, miss ratio 0.4506, byte miss ratio 0.4506
result/tencentBlock.ns20481.oracleGeneral.zst LRU cache size    20053, 2113608 req, miss ratio 0.3078, byte miss ratio 0.3078
result/tencentBlock.ns20481.oracleGeneral.zst LRU cache size    40107, 2113608 req, miss ratio 0.1632, byte miss ratio 0.1632
result/tencentBlock.ns20481.oracleGeneral.zst LRU cache size    80215, 2113608 req, miss ratio 0.1013, byte miss ratio 0.1013
result/tencentBlock.ns20481.oracleGeneral.zst LRU cache size   160430, 2113608 req, miss ratio 0.0953, byte miss ratio 0.0953
