result/tencentBlock.ns1722.oracleGeneral.zst S3FIFO-1 cache size      608, 2455193 req, miss ratio 0.5429, byte miss ratio 0.5429
result/tencentBlock.ns1722.oracleGeneral.zst S3FIFO-1 cache size     1826, 2455193 req, miss ratio 0.5301, byte miss ratio 0.5301
result/tencentBlock.ns1722.oracleGeneral.zst S3FIFO-1 cache size     6089, 2455193 req, miss ratio 0.5203, byte miss ratio 0.5203
result/tencentBlock.ns1722.oracleGeneral.zst S3FIFO-1 cache size    18268, 2455193 req, miss ratio 0.4899, byte miss ratio 0.4899
result/tencentBlock.ns1722.oracleGeneral.zst S3FIFO-1 cache size    60894, 2455193 req, miss ratio 0.4249, byte miss ratio 0.4249
result/tencentBlock.ns1722.oracleGeneral.zst S3FIFO-1 cache size   121788, 2455193 req, miss ratio 0.3377, byte miss ratio 0.3377
result/tencentBlock.ns1722.oracleGeneral.zst S3FIFO-1 cache size   243576, 2455193 req, miss ratio 0.2763, byte miss ratio 0.2763
result/tencentBlock.ns1722.oracleGeneral.zst S3FIFO-1 cache size   487152, 2455193 req, miss ratio 0.2491, byte miss ratio 0.2491
result/tencentBlock.ns1722.oracleGeneral.zst FIFO cache size      608, 2455193 req, miss ratio 0.6142, byte miss ratio 0.6142
result/tencentBlock.ns1722.oracleGeneral.zst FIFO cache size     1826, 2455193 req, miss ratio 0.5680, byte miss ratio 0.5680
result/tencentBlock.ns1722.oracleGeneral.zst FIFO cache size     6089, 2455193 req, miss ratio 0.5397, byte miss ratio 0.5397
result/tencentBlock.ns1722.oracleGeneral.zst FIFO cache size    18268, 2455193 req, miss ratio 0.5106, byte miss ratio 0.5106
result/tencentBlock.ns1722.oracleGeneral.zst FIFO cache size    60894, 2455193 req, miss ratio 0.4783, byte miss ratio 0.4783
result/tencentBlock.ns1722.oracleGeneral.zst FIFO cache size   121788, 2455193 req, miss ratio 0.4212, byte miss ratio 0.4212
result/tencentBlock.ns1722.oracleGeneral.zst FIFO cache size   243576, 2455193 req, miss ratio 0.3504, byte miss ratio 0.3504
result/tencentBlock.ns1722.oracleGeneral.zst FIFO cache size   487152, 2455193 req, miss ratio 0.2676, byte miss ratio 0.2676
result/tencentBlock.ns1722.oracleGeneral.zst LIRS cache size      608, 2455193 req, miss ratio 0.5560, byte miss ratio 0.5560
